university_id,2024 RANK,University,Country Code,Country,SIZE,FOCUS,AGE,STATUS,Academic Reputation Score,Employer Reputation Score,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Research Network Score,Employment Outcomes Score,Employment Outcomes Rank,Student Population,International Students,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Citations_Count,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,female_percentage,male_percentage,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,clean_name
U0041,63,University of Washington,US,United States,XL,FC,5,A,84.0,50.4,19.1,692.0,93.5,62.0,94.0,70.0,74.0,49486,16%,85.279,78.0,83.5,98.2,77.6,73.2,2024,200.0,98,2,56.8432449,31.06530612,362.2653061,56.0,44.0,95.9,100.0,49524,30971,18553.0,2.562,52630.5,18.0,95.5,7.5,10,85,81.0,11.5,North America,2796.0,15.0,0.5,92.32,60.2,26.1,6.77,0.07962038,0.0,0.545234377,538.0,21367.0,university of washington
U0045,71,UniversitÃ© Paris-Saclay,FR,France,XL,CO,1,A,58.9,99.1,99.8,25.0,45.8,294.0,98.7,34.3,224.0,31662,24%,74.3955,70.9,66.1,82.4,92.4,78.6,2024,139.0,9,58,54.70383333,38.41111111,373.0,50.0,50.0,62.84578705,100.0,22317,11755,10197.5,7.147,52630.5,10.5,95.5,7.5,10,86,9.5,11.5,Europe,8010.0,5.0,0.5,75.88,66.7,49.95,4.8,0.062037962,0.0,0.45042922,205.0,6188.0,universit parissaclay
U0055,85,Lund University,SE,Sweden,L,FC,5,A,69.3,47.5,50.2,310.0,37.7,373.0,95.2,66.0,83.0,30349,18%,66.1475,46.7,56.6,86.6,99.8,79.8,2024,76.0,6,106,60.13525,44.65,183.6666667,56.0,44.0,67.6,100.0,23748,16819,6929.0,2.514,52630.5,22.0,95.5,7.5,10,87,72.0,11.5,Europe,3040.0,9.0,0.5,74.6,56.75,88.1,0.029605263,0.126573427,380.1,0.515469176,433.0,13075.0,lund university
U0061,97,Georgia Institute of Technology,US,United States,L,CO,5,A,67.4,85.1,15.3,701.0,67.1,163.0,33.2,41.7,175.0,32079,29%,79.958,63.4,78.9,94.1,94.6,84.8,2024,222.0,98,2,56.8432449,31.06530612,362.2653061,34.0,66.0,83.2,100.0,33325,22922,10403.0,2.562,52630.5,32.0,95.5,7.5,10,88,123.0,11.5,North America,1267.0,19.0,0.5,88.02,63.4,52.1,0.113654301,0.234865135,205.2,0.596902761,279.0,13931.0,georgia institute of technology
U0054,84,University of Birmingham,UK,United Kingdom,XL,FC,5,A,67.5,75.7,41.3,379.0,38.2,364.0,96.0,29.5,270.0,32625,32%,66.563,46.1,49.3,95.5,72.1,95.1,2024,187.0,69,1,50.81734058,25.96666667,455.4347826,58.0,42.0,52.1,100.0,34145,24203,9942.0,3.9095,52630.5,35.0,95.5,7.5,10,90,76.0,11.5,Europe,3586.0,9.0,1.869565217,77.02,52.6,88.1,0.035973229,0.247067932,259.7,0.52655045,345.0,5421.0,university of birmingham
U0060,95,University of St Andrews,UK,United Kingdom,M,FO,5,A,47.3,67.2,64.9,212.0,57.7,223.0,51.1,22.4,370.0,10325,46%,58.963,46.0,42.6,77.7,63.6,95.8,2024,405.0,69,1,50.81734058,25.96666667,455.4347826,58.0,42.0,72.9,100.0,11265,6864,4401.0,3.9095,52630.5,49.0,95.5,7.5,10,91,113.0,11.5,Europe,1208.0,8.0,1.869565217,63.66,44.8,99.35,0.361754967,0.399515485,446.1,0.538820395,262.0,7940.0,university of st andrews
U0048,75,University of Leeds,UK,United Kingdom,XL,FC,5,A,70.3,76.7,37.3,421.0,42.3,320.0,98.7,37.8,193.0,33450,32%,63.8755,46.1,49.1,87.3,68.8,94.6,2024,139.0,69,1,50.81734058,25.96666667,455.4347826,59.0,41.0,55.6,100.0,35600,23475,12125.0,3.9095,52630.5,39.0,95.5,7.5,10,92,86.0,11.5,Europe,3593.0,10.0,1.869565217,72.02,57.25,87.6,0.041747843,0.213501499,220.1,0.484218358,341.0,11481.0,university of leeds
U0046,72,The University of Western Australia,AU,Australia,L,FC,5,A,56.2,44.6,16.5,701.0,98.9,23.0,90.0,66.0,82.0,19382,26%,62.726,37.7,48.6,88.7,97.2,93.5,2024,541.0,21,54,57.36819048,33.99047619,250.1428571,50.0,50.0,47.8,100.0,19880,14949,4931.0,4.788,52630.5,30.0,95.5,7.5,10,93,77.0,11.5,Oceania,1539.0,12.0,0.5,72.66,55.3,99.9,3.73,0.155787962,0.0,0.41663922,476.0,7612.0,the university of western australia
U0099,145,Rice University,US,United States,M,FC,5,B,38.7,22.9,65.9,205.0,82.5,101.0,9.8,30.0,262.0,7318,26%,65.203,56.4,45.6,86.5,73.9,85.8,2024,108.0,98,2,56.8432449,31.06530612,362.2653061,42.0,58.0,99.1,100.0,8223,6413,1810.0,2.562,52630.5,31.0,95.5,7.5,10,94,119.0,11.5,North America,996.0,7.0,0.5,70.14,26.45,92.9,0.408634538,0.155144855,77.8,0.437523293,172.0,1492.0,rice university
U0093,137,University of Science and Technology of China,CN,China (Mainland),L,CO,4,A,52.5,17.5,91.2,80.0,98.5,26.0,32.2,24.8,335.0,20252,5%,74.8345,74.3,66.3,88.2,95.6,45.4,2024,254.0,35,12,56.53822857,28.66857143,328.4,47.78401377,52.21598623,92.7,100.0,22955,13377,9578.0,2.755,52630.5,5.0,95.5,7.5,10,98,132.0,11.5,Asia,2708.0,7.0,-0.257142857,79.44,21.15,11.0,0.037666174,0.349914791,462.1,0.639323914,264.0,3736.0,university of science and technology of china
U0078,121,Technical University of Denmark,DK,Denmark,M,FO,5,A,32.5,16.3,99.8,27.0,83.4,99.0,71.6,28.9,275.0,10410,28%,64.5655,50.7,47.4,83.2,99.7,92.2,2024,93.0,4,103,63.334375,45.6,143.75,32.0,68.0,64.6,100.0,11254,9134,2120.0,2.474,52630.5,37.0,95.5,7.5,10,99,107.0,11.5,Europe,2219.0,4.0,0.5,68.88,22.6,91.0,0.097341145,0.108416583,591.1,0.536687135,229.0,3132.0,technical university of denmark
U0076,117,University of Oslo,NO,Norway,L,FC,5,A,55.8,11.2,81.7,132.0,64.2,183.0,95.9,41.8,173.0,20967,15%,64.318,45.6,50.6,92.1,72.3,75.6,2024,93.0,3,127,52.4375,31.9,378.3333333,66.0,34.0,56.6,100.0,20102,11219,8883.0,832.0,52630.5,18.0,95.5,7.5,10,102,119.0,11.5,Europe,2600.0,7.0,0.5,75.5,26.5,55.75,0.038076923,0.112237762,244.3,0.475842169,252.0,11715.0,university of oslo
U0062,100,University of Nottingham,UK,United Kingdom,XL,FC,5,A,60.7,72.1,32.2,492.0,46.5,290.0,98.4,24.4,342.0,33520,27%,63.751,45.6,45.9,90.6,71.2,92.8,2024,114.0,69,1,50.81734058,25.96666667,455.4347826,54.0,46.0,52.5,100.0,35470,24907,10563.0,3.9095,52630.5,28.0,95.5,7.5,10,103,146.0,11.5,Europe,3386.0,10.0,1.869565217,72.72,48.25,82.6,0.040756054,0.196018981,268.7,0.492335284,399.0,39313.0,university of nottingham
U0074,115,University of Helsinki,FI,Finland,L,CO,5,A,65.1,32.3,63.4,223.0,49.8,265.0,96.0,65.7,86.0,22887,5%,65.094,48.1,57.6,90.6,69.2,56.7,2024,108.0,8,121,53.541875,26.9,312.125,67.0,33.0,75.4,100.0,22974,17318,5656.0,591.5,52630.5,7.0,95.5,7.5,10,104,116.0,11.5,Europe,2855.0,8.0,0.5,77.4,49.0,38.45,0.028721541,0.202797203,384.4,0.538857534,366.0,14154.0,university of helsinki
U0085,128,University of Geneva,CH,Switzerland,L,FC,5,A,45.1,14.1,42.0,374.0,75.4,127.0,87.3,31.0,246.0,18865,40%,59.8715,41.8,38.0,86.7,80.7,97.1,2024,72.0,5,80,64.5411,38.38,129.4,62.0,38.0,63.1,100.0,17681,12387,5294.0,4.7455,52630.5,41.0,95.5,7.5,10,105,155.0,11.5,Europe,1814.0,9.0,0.5,67.22,22.55,98.15,0.081036384,0.0801998,137.6,0.402273676,248.0,6489.0,university of geneva
U0089,132,"University of California, Davis",US,United States,XL,FC,5,A,63.9,44.7,30.4,518.0,40.7,338.0,77.8,19.0,439.0,37926,18%,74.176,63.7,67.8,87.2,91.5,78.7,2024,31.0,98,2,56.8432449,31.06530612,362.2653061,60.0,40.0,68.8,100.0,38565,31481,7084.0,2.562,52630.5,22.0,95.5,7.5,10,108,114.0,11.5,North America,3420.0,10.0,0.5,79.44,31.85,59.8,0.012280702,0.101298701,229.4,0.521418486,291.0,2610.0,university of california davis
U0059,93,Boston University,US,United States,L,FC,5,B,61.7,68.3,32.7,485.0,60.1,204.0,72.6,68.6,76.0,26677,29%,70.1745,59.6,54.1,94.3,76.4,74.1,2024,26.0,98,2,56.8432449,31.06530612,362.2653061,58.0,42.0,91.4,100.0,29239,17231,12008.0,2.562,52630.5,33.0,95.5,7.5,10,112,88.0,11.5,North America,2642.0,10.0,0.5,78.22,68.45,54.55,0.042770628,0.097802198,294.2,0.515366882,260.0,8865.0,boston university
U0075,116,University of Southern California,US,United States,XL,FC,5,B,52.5,47.6,21.7,634.0,68.0,157.0,62.8,93.1,32.0,44083,24%,70.8145,59.2,58.8,92.5,74.4,74.3,2024,66.0,98,2,56.8432449,31.06530612,362.2653061,49.0,51.0,71.9,100.0,42840,33123,9717.0,2.562,52630.5,27.0,95.5,7.5,10,112,146.0,11.5,North America,3116.0,10.0,0.5,79.02,70.35,52.65,0.038831836,0.125774226,131.3,0.490098439,408.0,13876.0,university of southern california
U0067,109,Aalto University,FI,Finland,L,FO,2,A,44.6,41.8,40.2,391.0,79.4,112.0,56.2,88.9,39.0,14427,23%,58.422,42.0,43.1,79.7,87.2,81.8,2024,363.0,8,121,53.541875,26.9,312.125,39.0,61.0,37.5,100.0,15131,10829,4302.0,591.5,52630.5,26.0,95.5,7.5,10,112,114.0,11.5,Europe,1396.0,9.0,0.5,65.06,65.35,66.6,0.243553009,0.381118881,429.4,0.532033252,328.0,9144.0,aalto university
U0083,126,Leiden University,NL,Netherlands,XL,FC,5,A,69.1,26.8,20.2,659.0,62.7,190.0,93.7,26.9,303.0,35072,21%,70.162,46.0,62.7,93.0,98.1,87.8,2024,80.0,9,48,67.17744444,47.4,116.2222222,60.0,40.0,59.3,100.0,34441,23505,10936.0,2.189,52630.5,22.0,95.5,7.5,10,112,119.0,11.5,Europe,2069.0,12.0,0.5,80.88,26.85,67.85,0.057032383,0.137162837,426.9,0.562724086,545.0,19094.0,leiden university
U0098,145,Queen Mary University of London,UK,United Kingdom,L,FC,5,A,48.8,32.8,38.7,409.0,50.7,260.0,72.8,16.8,506.0,22205,45%,63.1295,37.6,42.6,97.9,73.9,98.1,2024,200.0,69,1,50.81734058,25.96666667,455.4347826,54.0,46.0,73.5,100.0,25135,16676,8459.0,3.9095,52630.5,46.0,95.5,7.5,10,117,110.0,11.5,Europe,2119.0,9.0,1.869565217,75.78,24.8,99.55,0.130250118,0.256158841,427.9,0.549504744,314.0,8809.0,queen mary university of london
U0115,176,Nagoya University,JP,Japan,L,FC,4,A,61.5,65.1,87.5,96.0,33.0,412.0,17.6,16.6,509.0,15224,12%,55.879,55.3,55.7,54.3,99.5,41.9,2024,222.0,37,29,35.23782432,24.98108108,1011.972973,30.0,70.0,43.8,100.0,15559,10115,5444.0,439.0,52630.5,13.0,95.5,7.5,10,118,164.0,11.5,Asia,2512.0,6.0,0.5,54.86,40.85,17.25,0.052547771,0.325430125,157.5,0.417504549,252.0,6297.0,nagoya university
U0084,126,University of Bern,CH,Switzerland,M,FO,5,A,30.5,24.4,54.6,280.0,99.2,17.0,89.1,26.1,313.0,12399,16%,65.4175,45.1,47.0,93.3,99.2,87.0,2024,85.0,5,80,64.5411,38.38,129.4,59.0,41.0,73.5,100.0,11959,7325,4634.0,4.7455,52630.5,18.0,95.5,7.5,10,119,184.0,11.5,Europe,1212.0,8.0,0.5,74.78,25.25,68.45,0.132013201,0.089290709,404.1,0.509088544,223.0,3107.0,university of bern
U0086,129,Chalmers University of Technology,SE,Sweden,M,FO,5,B,26.6,51.5,51.1,306.0,80.9,107.0,52.2,28.7,278.0,10103,17%,59.372,42.7,46.6,79.4,97.1,74.1,2024,673.0,6,106,60.13525,44.65,183.6666667,32.0,68.0,36.3,100.0,10245,7565,2680.0,2.514,52630.5,18.0,95.5,7.5,10,121,165.0,11.5,Europe,2500.0,8.0,0.5,66.28,40.1,83.7,0.1632,0.544055944,479.7,0.591527878,184.0,3362.0,chalmers university of technology
U0101,151,Wageningen University & Research,NL,Netherlands,L,FO,5,A,43.3,19.0,97.9,47.0,46.0,292.0,97.8,19.0,438.0,15899,28%,73.002,56.4,59.8,93.8,98.8,92.4,2024,275.0,9,48,67.17744444,47.4,116.2222222,54.0,46.0,53.0,100.0,15905,12906,2999.0,2.189,52630.5,31.0,95.5,7.5,10,123,153.0,11.5,Europe,2767.0,5.0,0.5,80.2,19.0,66.75,2.59,0.081218781,0.0,0.461357903,169.0,2395.0,wageningen university  research
U0064,105,Uppsala University,SE,Sweden,L,FC,5,A,62.7,30.5,47.7,330.0,45.6,296.0,95.5,58.2,105.0,24749,17%,62.801,43.9,55.0,81.3,97.7,74.7,2024,114.0,6,106,60.13525,44.65,183.6666667,60.0,40.0,40.7,100.0,20953,12934,8019.0,2.514,52630.5,18.0,95.5,7.5,10,124,93.0,11.5,Europe,2843.0,10.0,0.5,70.78,44.35,90.35,0.0376363,0.153146853,230.4,0.463606644,261.0,8353.0,uppsala university
U0081,124,Eindhoven University of Technology,NL,Netherlands,M,FO,4,A,29.3,76.2,40.4,390.0,89.7,75.0,40.1,19.7,426.0,10611,27%,60.8555,47.4,51.5,71.3,100.0,87.3,2024,541.0,9,48,67.17744444,47.4,116.2222222,30.0,70.0,56.9,100.0,10823,7954,2869.0,2.189,52630.5,36.0,95.5,7.5,10,125,140.0,11.5,Europe,1145.0,9.0,0.5,63.38,47.95,85.4,0.329257642,0.45954046,572.2,0.589629459,284.0,2418.0,eindhoven university of technology
U0069,111,University of Alberta,CA,Canada,XL,FC,5,A,56.8,36.5,42.8,370.0,59.1,213.0,92.1,46.0,152.0,33730,27%,65.943,50.1,55.5,80.9,99.9,90.7,2024,80.0,23,21,55.88345652,32.3,315.2173913,38.88865405,61.11134595,49.7,100.0,33938,27535,6403.0,3.5365,52630.5,28.0,95.5,7.5,10,126,94.0,11.5,North America,3645.0,9.0,0.5,70.74,41.25,85.55,0.017009602,0.14431283,281.3,0.485904686,303.0,6350.0,university of alberta
U0094,139,University of Groningen,NL,Netherlands,XL,FC,5,A,52.9,29.9,51.4,304.0,42.9,311.0,92.1,22.3,372.0,31942,29%,69.9515,47.5,57.2,94.5,99.9,93.4,2024,93.0,9,48,67.17744444,47.4,116.2222222,53.0,47.0,54.1,100.0,33098,21769,11329.0,2.189,52630.5,28.0,95.5,7.5,10,128,147.0,11.5,Europe,3724.0,8.0,0.5,79.58,26.1,89.55,0.026047261,0.146253746,329.1,0.538256701,375.0,8289.0,university of groningen
U0119,184,Ã‰cole Normale SupÃ©rieure de Lyon,FR,France,S,CO,5,A,30.5,14.4,95.7,59.0,98.4,27.0,34.3,10.0,701.0,2024,11%,55.2395,58.5,46.8,53.9,78.5,68.0,2024,139.0,9,58,54.70383333,38.41111111,373.0,43.0,57.0,88.8,100.0,22317,11755,10197.5,233.0,52630.5,10.5,95.5,7.5,10,130,9.5,11.5,Europe,387.0,5.0,0.5,51.06,12.2,42.7,4.8,0.062037962,0.0,0.302644784,205.0,6188.0,cole normale suprieure de lyon
U0096,141,Nanjing University,CN,China (Mainland),XL,FC,5,A,59.6,25.4,31.3,504.0,96.9,42.0,26.4,23.7,356.0,36711,8%,70.87,64.0,61.7,85.3,96.8,61.8,2024,163.0,35,12,56.53822857,28.66857143,328.4,54.0,46.0,66.0,100.0,34217,21036,13181.0,2.755,52630.5,10.0,95.5,7.5,10,131,103.0,11.5,Asia,3040.0,11.0,-0.257142857,75.86,24.55,31.2,0.025657895,0.286278427,451.7,0.594750646,356.0,7471.0,nanjing university
U0079,122,Lancaster University,UK,United Kingdom,L,FC,4,A,39.7,40.2,25.2,581.0,79.3,115.0,75.3,20.7,400.0,15385,38%,61.756,40.2,40.7,93.9,66.6,96.8,2024,254.0,69,1,50.81734058,25.96666667,455.4347826,51.0,49.0,74.9,100.0,16935,11006,5929.0,3.9095,52630.5,34.0,95.5,7.5,10,132,157.0,11.5,Europe,1440.0,10.0,1.869565217,72.62,30.45,92.1,0.316666667,0.293921079,527.5,0.56723905,351.0,3590.0,lancaster university
U0057,90,University of Technology Sydney,AU,Australia,L,CO,3,A,43.4,57.8,9.0,701.0,95.3,52.0,79.7,30.1,260.0,28223,25%,62.2345,36.2,43.3,95.9,78.9,94.3,2024,898.0,21,54,57.36819048,33.99047619,250.1428571,50.0,50.0,34.7,100.0,29729,21546,8183.0,4.788,52630.5,26.0,95.5,7.5,10,133,96.0,11.5,Oceania,2183.0,16.0,0.5,74.86,43.95,95.1,0.230416858,0.78375999,658.3,0.727659664,336.0,7778.0,university of technology sydney
U0068,110,Newcastle University,UK,United Kingdom,L,FC,4,A,48.0,74.5,35.6,445.0,50.2,264.0,96.1,24.1,349.0,25650,26%,60.7645,37.2,41.1,93.8,72.1,91.3,2024,174.0,69,1,50.81734058,25.96666667,455.4347826,53.0,47.0,63.6,100.0,26400,15522,10878.0,3.9095,52630.5,28.0,95.5,7.5,10,134,137.0,11.5,Europe,2766.0,10.0,1.869565217,72.72,49.3,80.45,0.085321764,0.237977023,494.5,0.541901063,558.0,10402.0,newcastle university
U0106,164,Kyushu University,JP,Japan,L,FC,5,A,57.4,70.0,85.7,103.0,23.9,503.0,32.8,15.4,547.0,18220,13%,52.956,55.0,47.5,51.2,98.4,48.8,2024,363.0,37,29,35.23782432,24.98108108,1011.972973,28.0,72.0,23.2,100.0,18679,11520,7159.0,439.0,52630.5,14.0,95.5,7.5,10,137,170.0,11.5,Asia,2761.0,7.0,0.5,49.72,42.7,20.15,0.044911264,0.424031524,326.2,0.454315906,224.0,6911.0,kyushu university
U0082,124,University of Basel,CH,Switzerland,M,FC,5,A,27.8,17.8,57.4,253.0,96.5,44.0,74.4,41.1,179.0,8536,31%,64.868,50.8,42.9,87.7,99.4,95.4,2024,139.0,5,80,64.5411,38.38,129.4,56.0,44.0,78.3,100.0,8655,6183,2472.0,4.7455,52630.5,32.0,95.5,7.5,10,138,158.0,11.5,Europe,1036.0,9.0,0.5,69.78,29.45,92.5,0.21042471,0.127052947,190.9,0.453890901,141.0,2697.0,university of basel
U0121,189,McMaster University,CA,Canada,L,FC,5,A,40.5,38.2,75.1,166.0,29.0,444.0,40.2,37.2,197.0,28254,22%,66.2455,43.8,51.3,93.0,100.0,87.3,2024,57.0,23,21,55.88345652,32.3,315.2173913,56.0,44.0,68.5,100.0,28647,17807,10840.0,3.5365,52630.5,23.0,95.5,7.5,10,140,173.0,11.5,North America,3819.0,7.0,0.5,76.32,37.7,79.4,0.036658811,0.128228914,394.2,0.524242832,446.0,11677.0,mcmaster university
U0103,159,Ghent University,BE,Belgium,XL,FC,5,A,53.4,25.2,78.9,141.0,25.1,486.0,99.8,52.0,124.0,41487,12%,65.6265,47.2,59.3,85.3,99.7,65.7,2024,101.0,3,45,68.01683333,53.9,107.3333333,57.0,43.0,52.8,100.0,42572,31296,11276.0,4.7455,52630.5,14.0,95.5,7.5,10,141,162.0,11.5,Europe,5537.0,7.0,0.5,74.9,38.6,50.4,0.009933177,0.107292707,386.9,0.510866602,206.0,21049.0,ghent university
U0080,123,Politecnico di Milano,IT,Italy,XL,FO,5,A,69.3,71.2,5.2,701.0,48.3,282.0,75.1,36.9,201.0,38978,19%,57.348,42.9,49.7,71.9,95.3,65.3,2024,304.0,18,181,47.393,24.45,458.7222222,35.0,65.0,33.9,100.0,39793,26614,13179.0,4.462,52630.5,23.0,95.5,7.5,10,142,98.0,11.5,Europe,1659.0,21.0,0.5,63.02,54.05,60.2,5.95,0.100599401,0.0,0.353987447,379.0,19041.0,politecnico di milano
U0123,196,Hokkaido University,JP,Japan,L,FC,5,A,57.3,66.0,75.8,162.0,27.8,451.0,38.1,12.9,665.0,17659,10%,49.4505,51.2,44.0,47.4,95.1,47.5,2024,304.0,37,29,35.23782432,24.98108108,1011.972973,29.0,71.0,21.6,100.0,17693,12337,5356.0,439.0,52630.5,11.0,95.5,7.5,10,145,170.0,11.5,Asia,2476.0,7.0,0.5,46.04,39.45,15.95,0.055331179,0.382772783,310.6,0.415778387,236.0,5650.0,hokkaido university
U0077,118,Stockholm University,SE,Sweden,L,CO,4,A,54.1,15.2,28.2,543.0,71.9,138.0,95.3,76.2,57.0,29774,13%,59.6115,32.1,49.6,91.0,59.2,81.2,2024,93.0,6,106,60.13525,44.65,183.6666667,45.70540505,54.29459495,75.9,100.0,27746,18398,9348.0,2.514,52630.5,14.0,95.5,7.5,10,148,147.0,11.5,Europe,2325.0,12.0,0.5,74.44,45.7,82.8,0.106236559,0.138461538,258.9,0.463301957,344.0,11753.0,stockholm university
U0070,112,University of Waterloo,CA,Canada,XL,CO,4,A,40.7,66.7,6.8,701.0,82.9,100.0,55.4,55.9,112.0,36904,23%,61.6855,42.2,49.3,83.7,78.3,89.3,2024,275.0,23,21,55.88345652,32.3,315.2173913,47.0,53.0,32.5,100.0,34772,19964,14808.0,3.5365,52630.5,21.0,95.5,7.5,10,149,119.0,11.5,North America,1908.0,18.0,0.5,69.94,61.3,77.35,0.102725367,0.280676466,424.6,0.532802036,351.0,5669.0,university of waterloo
U0107,167,University of York,UK,United Kingdom,L,FC,4,A,43.5,35.3,45.0,351.0,40.3,342.0,79.2,19.8,421.0,19505,31%,62.3985,42.4,44.8,90.8,66.9,93.1,2024,174.0,69,1,50.81734058,25.96666667,455.4347826,56.0,44.0,81.9,100.0,20330,15700,4630.0,3.9095,52630.5,29.0,95.5,7.5,10,151,169.0,11.5,Europe,2209.0,9.0,1.869565217,72.4,27.55,83.25,0.163875057,0.237977023,658.3,0.585112854,216.0,4473.0,university of york
U0102,154,Cardiff University,UK,United Kingdom,L,FC,5,A,46.5,48.3,33.7,474.0,39.6,347.0,81.6,18.9,442.0,28815,27%,59.28,35.5,39.6,91.9,70.4,92.5,2024,121.0,69,1,50.81734058,25.96666667,455.4347826,58.0,42.0,51.7,100.0,27880,19966,7914.0,3.9095,52630.5,24.0,95.5,7.5,10,151,181.0,11.5,Europe,3350.0,9.0,1.869565217,70.98,33.6,77.3,0.063283582,0.200914086,308.6,0.479329227,309.0,13102.0,cardiff university
U0088,130,University of Vienna,AT,Austria,XL,FC,5,A,70.8,42.5,22.0,629.0,14.5,646.0,93.5,56.8,109.0,31318,31%,65.227,48.7,60.3,77.4,75.9,94.9,2024,174.0,3,119,51.20583333,30.26666667,395.6666667,66.0,34.0,45.6,100.0,30228,17835,12393.0,950.0,52630.5,34.0,95.5,7.5,10,151,152.0,11.5,Europe,3637.0,12.0,0.5,70.56,49.65,93.7,0.068463019,0.216683317,365.3,0.51967466,235.0,12590.0,university of vienna
U0140,224,University of Rochester,US,United States,M,FC,5,B,22.1,18.4,97.9,48.0,51.6,252.0,31.3,26.6,308.0,9855,34%,63.6045,50.8,42.9,88.3,89.0,81.7,2024,66.0,98,2,56.8432449,31.06530612,362.2653061,50.0,50.0,94.5,100.0,10505,7448,3057.0,2.562,52630.5,36.0,95.5,7.5,10,154,236.0,11.5,North America,1853.0,5.0,0.5,70.14,22.5,81.55,0.11872639,0.125774226,93.1,0.42704357,185.0,2163.0,university of rochester
U0097,143,Aarhus University,DK,Denmark,L,FC,4,A,55.8,24.7,32.5,490.0,54.1,238.0,94.8,45.1,156.0,26996,9%,65.916,44.9,59.0,86.3,98.7,76.3,2024,121.0,4,103,63.334375,45.6,143.75,56.0,44.0,57.3,100.0,25370,20760,4610.0,2.474,52630.5,12.0,95.5,7.5,10,155,131.0,11.5,Europe,683.0,11.0,0.5,75.38,34.9,51.7,0.121522694,0.127997003,383.5,0.517790527,366.0,3620.0,aarhus university
U0105,164,Hanyang University,KR,South Korea,L,FC,4,B,49.0,81.3,83.5,117.0,23.3,510.0,15.6,24.8,336.0,19344,21%,52.6725,45.4,40.4,62.0,99.4,66.5,2024,460.0,18,62,43.17502778,24.98333333,667.5,60.50301835,39.49698165,26.9,100.0,19402,14608,4794.0,1.712,52630.5,27.0,95.5,7.5,10,156,159.0,11.5,Asia,3164.0,7.0,0.5,53.36,53.05,35.6,0.061314791,0.502997003,430.3,0.50663587,205.0,12052.0,hanyang university
U0092,136,Michigan State University,US,United States,XL,FC,5,A,59.9,49.4,11.3,701.0,58.0,221.0,95.6,45.5,153.0,44514,11%,65.348,54.8,52.3,86.2,70.0,71.4,2024,65.0,98,2,56.8432449,31.06530612,362.2653061,52.0,48.0,63.7,100.0,45537,31824,13713.0,2.562,52630.5,10.0,95.5,7.5,10,157,161.0,11.5,North America,3008.0,15.0,0.5,72.64,47.45,35.7,0.036569149,0.125074925,259.1,0.478808414,443.0,18193.0,michigan state university
U0109,169,"University of Maryland, College Park",US,United States,XL,FC,5,A,49.2,26.1,35.1,451.0,68.4,154.0,85.5,41.6,176.0,33988,9%,65.715,49.4,58.1,92.8,70.2,48.6,2024,42.0,98,2,56.8432449,31.06530612,362.2653061,49.0,51.0,79.2,100.0,33483,23371,10112.0,2.562,52630.5,10.0,95.5,7.5,10,158,207.0,11.5,North America,3798.0,10.0,0.5,78.92,33.85,22.8,0.024223275,0.108991009,201.7,0.480538753,331.0,7521.0,university of maryland college park
U0124,199,Emory University,US,United States,L,FC,5,B,25.6,16.4,97.7,50.0,69.7,149.0,57.0,23.6,357.0,13127,19%,66.029,53.1,45.7,95.5,81.6,69.3,2024,63.0,98,2,56.8432449,31.06530612,362.2653061,61.0,39.0,77.8,100.0,13652,9062,4590.0,2.562,52630.5,20.0,95.5,7.5,10,160,182.0,11.5,North America,2725.0,5.0,0.5,75.58,20.0,34.2,0.03706422,0.123676324,375.1,0.515815815,252.0,4034.0,emory university
U0161,255,Case Western Reserve University,US,United States,M,FC,4,B,18.4,17.1,83.0,118.0,63.9,185.0,21.0,27.0,301.0,10294,25%,61.2505,51.7,40.2,88.7,71.4,65.0,2024,76.0,98,2,56.8432449,31.06530612,362.2653061,51.0,49.0,66.0,100.0,11514,7991,3523.0,2.562,52630.5,26.0,95.5,7.5,10,161,294.0,11.5,North America,1639.0,7.0,0.5,69.3,22.05,53.25,0.111653447,0.132767233,185.7,0.437822598,163.0,1904.0,case western reserve university
U0065,106,RWTH Aachen University,DE,Germany,XL,FC,5,A,49.7,93.0,5.5,701.0,78.7,120.0,63.5,23.9,354.0,34914,29%,67.9975,54.9,64.8,78.9,100.0,71.2,2024,129.0,9,31,59.47188889,32.65555556,234.0,34.0,66.0,48.9,100.0,27662,18675,8987.0,3.2809999999999997,52630.5,33.0,95.5,7.5,10,165,92.0,11.5,Europe,2431.0,19.0,0.5,73.26,58.45,66.0,0.074454957,0.167382617,424.6,0.53978313,366.0,11873.0,rwth aachen university
