university_id,2024 RANK,University,Country Code,Country,SIZE,FOCUS,AGE,STATUS,Academic Reputation Score,Employer Reputation Score,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Research Network Score,Employment Outcomes Score,Employment Outcomes Rank,Student Population,International Students,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Citations_Count,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,female_percentage,male_percentage,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,clean_name
U0153,243,Griffith University,AU,Australia,XL,FC,4,A,26.5,16.2,7.5,701.0,65.8,166.0,72.7,15.5,539.0,34770,15%,53.8885,30.5,37.8,82.7,74.6,81.8,2024,240.0,21,54,57.36819048,33.99047619,250.1428571,60.0,40.0,20.3,100.0,30484,20476,10008.0,4.788,52630.5,25.0,95.5,7.5,10,290,268.0,11.5,Oceania,1918.0,17.0,0.5,64.74,15.85,65.85,0.188216893,0.32362013,658.3,0.550149239,613.0,12043.0,griffith university
U0159,253,University of Porto,PT,Portugal,XL,FC,5,A,39.8,22.9,11.1,701.0,58.1,219.0,93.8,17.6,473.0,36386,17%,47.824,31.3,35.4,71.1,66.3,57.9,2024,304.0,4,436,43.51375,24.425,561.25,54.0,46.0,43.9,100.0,38127,26633,11494.0,3.5075000000000003,52630.5,19.0,95.5,7.5,10,295,237.0,11.5,Europe,2028.0,14.0,0.5,56.82,20.25,13.0,0.0882643,0.36018981,331.8,0.437937274,525.0,6981.0,university of porto
U0199,315,University of Turku,FI,Finland,L,FC,5,A,28.3,21.1,52.3,302.0,32.4,417.0,62.9,27.8,291.0,13528,6%,51.0505,31.6,34.9,83.3,67.0,52.5,2024,363.0,8,121,53.541875,26.9,312.125,63.0,37.0,28.9,100.0,13966,10694,3272.0,604.0,52630.5,7.0,95.5,7.5,10,295,366.0,11.5,Europe,1505.0,8.0,0.5,63.94,24.45,15.75,0.235880399,0.381118881,658.3,0.55055972,168.0,3742.0,university of turku
U0240,387,Belarusian State University,BY,Belarus,L,FO,5,A,26.6,42.5,95.3,61.0,1.3,701.0,3.4,24.5,341.0,23030,19%,23.1835,25.5,11.5,17.0,55.4,66.8,2024,460.0,1,1476,23.1835,26.6,1476.0,62.0,38.0,1.7,100.0,23445,17105,6340.0,4.7455,52630.5,22.0,95.5,7.5,10,295,447.0,11.5,Europe,4173.0,5.0,0.5,14.8,33.5,27.0,4.04,0.0,0.0,0.054367718,35.0,4870.0,belarusian state university
U0185,292,University College Cork,IE,Ireland,L,FC,5,A,28.4,36.3,29.4,528.0,21.6,534.0,25.1,23.5,360.0,18567,16%,51.0585,28.3,31.6,82.4,75.9,77.2,2024,405.0,7,231,47.20792857,23.4,484.2857143,59.0,41.0,29.4,75.0,19075,13243,5832.0,1.6360000000000001,52630.5,23.0,95.5,7.5,10,298,246.0,11.5,Europe,1619.0,10.0,0.5,62.08,29.9,70.95,0.319950587,0.446253746,601.9,0.548898509,217.0,4323.0,university college cork
U0200,318,Simon Fraser University,CA,Canada,L,CO,4,A,25.5,13.5,5.7,701.0,42.5,315.0,34.5,17.6,474.0,27269,31%,54.661,28.7,36.7,84.2,83.1,92.9,2024,254.0,23,21,55.88345652,32.3,315.2173913,54.0,46.0,60.2,100.0,26776,14776,12000.0,3.5365,52630.5,31.0,95.5,7.5,10,298,308.0,11.5,North America,1193.0,21.0,0.5,65.2,15.55,91.55,0.310142498,0.265991152,658.3,0.540210732,451.0,10390.0,simon fraser university
U0227,358,University of Tartu,EE,Estonia,M,FC,5,A,24.4,9.0,91.5,78.0,11.5,701.0,73.7,42.1,171.0,9694,12%,51.9645,32.8,31.8,86.5,64.1,60.7,2024,541.0,1,327,51.9645,24.4,327.0,68.0,32.0,34.4,100.0,9766,6498,3268.0,4.7455,52630.5,13.0,95.5,7.5,10,300,362.0,11.5,Europe,1605.0,7.0,0.5,64.62,25.55,34.35,0.367601246,0.54045954,599.9,0.582749314,134.0,2576.0,university of tartu
U0170,274,North Carolina State University,US,United States,XL,CO,5,A,27.8,25.0,8.9,701.0,67.3,162.0,49.6,20.8,398.0,31391,11%,55.365,46.0,41.4,73.3,79.1,61.8,2024,200.0,98,2,56.8432449,31.06530612,362.2653061,49.0,51.0,47.6,100.0,32549,26214,6335.0,2.562,52630.5,13.0,95.5,7.5,10,300,272.0,11.5,North America,1944.0,15.0,0.5,60.54,22.9,39.15,0.08744856,0.219480519,219.1,0.418579573,226.0,6587.0,north carolina state university
U0174,276,University of Strathclyde,UK,United Kingdom,L,CO,4,A,26.3,34.6,17.7,701.0,33.7,405.0,61.6,24.0,353.0,20400,25%,51.1255,32.4,35.5,71.2,75.5,91.9,2024,304.0,69,1,50.81734058,25.96666667,455.4347826,51.0,49.0,19.3,100.0,19085,10912,8173.0,3.9095,52630.5,28.0,95.5,7.5,10,302,251.0,11.5,Europe,1532.0,13.0,1.869565217,56.92,29.3,80.15,0.304177546,0.328886114,466.3,0.474713733,238.0,4409.0,university of strathclyde
U0177,281,Bandung Institute of Technology (ITB),ID,Indonesia,L,CO,5,A,41.0,65.6,65.6,208.0,2.5,701.0,1.2,35.7,209.0,27774,3%,24.774,23.7,17.1,29.2,29.4,38.5,2024,460.0,11,1332,21.12568182,12.31818182,1580.0,43.0,57.0,2.25,100.0,22317,11755,10197.5,613.0,52630.5,10.5,95.5,7.5,10,303,9.5,11.5,Asia,2228.0,9.0,0.5,24.36,50.65,43.35,3.1799999999999997,0.0,0.0,0.087308495,66.5,7677.0,bandung institute of technology itb
U0196,307,University of Tasmania,AU,Australia,M,CO,5,A,17.2,7.8,17.7,701.0,58.1,220.0,48.8,14.8,562.0,16894,31%,54.6955,31.6,38.4,82.0,70.5,90.9,2024,460.0,21,54,57.36819048,33.99047619,250.1428571,60.0,40.0,34.9,100.0,13316,10241,3075.0,4.788,52630.5,31.0,95.5,7.5,10,303,314.0,11.5,Oceania,982.0,13.0,0.5,64.56,11.3,85.45,0.467413442,0.477466284,658.3,0.591458407,215.0,2437.0,university of tasmania
U0206,328,Gwangju Institute of Science and Technology (GIST),KR,South Korea,S,FO,3,A,17.4,8.9,38.4,411.0,100.0,5.0,1.3,8.1,701.0,1795,7%,48.17,48.5,39.6,50.3,99.9,43.9,2024,541.0,18,62,43.17502778,24.98333333,667.5,26.0,74.0,23.8,100.0,22317,11755,10197.5,122.0,52630.5,10.5,95.5,7.5,10,305,9.5,11.5,Asia,180.0,10.0,0.5,46.02,8.5,15.8,2.64,0.181318681,0.0,0.289280833,150.0,3956.0,gwangju institute of science and technology gist
U0245,399,HSE University,RU,Russia,XL,FO,3,A,27.3,31.9,90.7,82.0,1.9,701.0,71.1,13.4,639.0,34656,12%,46.213,34.4,44.0,57.3,56.5,51.4,2024,541.0,24,95,29.87127083,13.9625,1185.041667,62.0,38.0,50.95212899,100.0,36414,27531,8883.0,2.3040000000000003,52630.5,13.0,95.5,7.5,10,305,524.0,11.5,Europe,2724.0,6.0,0.5,51.98,22.65,11.2,4.56,0.162137862,0.0,0.292804664,225.0,7979.0,hse university
U0191,304,Jagiellonian University,PL,Poland,XL,FC,5,A,37.3,47.2,65.1,210.0,6.2,701.0,59.4,27.9,289.0,34309,11%,41.571,38.4,29.0,55.7,46.7,43.4,2024,460.0,8,614,28.03875,13.5375,1234.625,67.0,33.0,43.1,100.0,32022,25377,6645.0,371.5,52630.5,13.0,95.5,7.5,10,309,303.0,11.5,Europe,4089.0,8.0,0.5,45.02,37.55,9.15,0.068231842,0.465234765,658.3,0.480160833,143.0,9629.0,jagiellonian university
U0175,278,University of Miami,US,United States,L,FC,4,B,20.1,44.7,76.8,155.0,19.2,565.0,55.0,37.0,198.0,17060,14%,57.609,48.5,34.7,83.2,80.4,67.5,2024,129.0,98,2,56.8432449,31.06530612,362.2653061,54.0,46.0,70.3,100.0,18574,10398,8176.0,2.562,52630.5,12.0,95.5,7.5,10,311,314.0,11.5,North America,2565.0,6.0,0.5,63.8,40.85,53.5,0.079532164,0.16983017,443.8,0.475650634,248.0,5566.0,university of miami
U0168,268,University of Cologne,DE,Germany,L,FO,5,A,36.9,38.5,19.3,686.0,31.2,427.0,80.9,37.0,199.0,31299,17%,61.444,42.9,47.1,85.6,98.8,73.3,2024,222.0,9,31,59.47188889,32.65555556,234.0,51.12817653,48.87182347,63.6,100.0,27278,17122,10156.0,3.2809999999999997,52630.5,18.0,95.5,7.5,10,311,165.0,11.5,Europe,2724.0,11.0,0.5,70.2,37.75,35.7,0.08113069,0.232417582,438.4,0.523597781,334.0,4418.0,university of cologne
U0186,294,UniversitÃ© Grenoble Alpes,FR,France,XL,FC,1,A,44.5,10.1,7.8,701.0,48.8,276.0,92.6,14.2,596.0,51244,17%,51.644,42.2,37.9,66.9,69.1,71.6,2024,139.0,9,58,54.70383333,38.41111111,373.0,53.0,47.0,62.84578705,100.0,22317,11755,10197.5,7.147,52630.5,10.5,95.5,7.5,10,314,9.5,11.5,Europe,3088.0,17.0,0.5,55.3,12.15,26.65,4.8,0.062037962,0.0,0.299433859,205.0,6188.0,universit grenoble alpes
U0242,387,National Taiwan University of Science and Technology (Taiwan Tech),TW,Taiwan,M,FO,3,A,27.1,37.8,43.6,360.0,27.0,463.0,1.9,18.5,451.0,9221,19%,47.593,33.2,36.9,63.8,93.2,56.4,2024,673.0,22,154,33.41943182,20.48181818,1021.181818,30.0,70.0,19.4,100.0,22317,11755,10197.5,424.0,52630.5,10.5,95.5,7.5,10,314,9.5,11.5,Asia,1005.0,9.0,0.5,53.04,28.15,24.3,3.31,0.220236906,0.0,0.315969117,98.0,1988.0,national taiwan university of science and technology taiwan tech
U0173,276,University of Milan,IT,Italy,XL,FC,4,A,51.2,12.7,5.6,701.0,47.8,284.0,59.0,24.2,345.0,50995,7%,50.9655,31.3,31.8,87.3,69.5,47.2,2024,114.0,18,181,47.393,24.45,458.7222222,60.0,40.0,51.3,100.0,44429,32053,12376.0,4.462,52630.5,7.0,95.5,7.5,10,316,276.0,11.5,Europe,2516.0,20.0,0.5,65.1,18.45,7.15,0.046502385,0.18031968,429.6,0.45109358,528.0,10899.0,university of milan
U0215,342,RUDN University,RU,Russia,L,FC,4,A,22.4,45.0,92.2,74.0,2.0,701.0,60.1,12.2,701.0,22866,32%,38.1545,39.1,23.0,46.1,21.0,70.4,2024,541.0,24,95,29.87127083,13.9625,1185.041667,59.0,41.0,3.9,75.0,27303,22005,5298.0,2.3040000000000003,52630.5,34.0,95.5,7.5,10,317,367.0,11.5,Europe,3890.0,6.0,0.5,36.86,28.6,50.45,5.97,0.162137862,0.0,0.21773875,86.0,10938.0,rudn university
U0180,285,Swinburne University of Technology,AU,Australia,L,CO,3,A,13.4,12.0,11.0,701.0,89.5,76.0,23.9,10.8,701.0,14324,24%,56.0375,31.7,34.0,91.3,75.4,85.6,2024,541.0,21,54,57.36819048,33.99047619,250.1428571,42.0,58.0,35.6,100.0,15725,9536,6189.0,4.788,52630.5,41.0,95.5,7.5,10,321,294.0,11.5,Oceania,946.0,14.0,0.5,68.38,11.4,81.7,0.868921776,0.53410964,658.3,0.621708984,337.0,6391.0,swinburne university of technology
U0160,254,University of Macau,MO,Macau SAR,M,FO,3,A,10.6,14.2,12.2,701.0,96.9,43.0,11.4,41.6,177.0,10908,41%,58.9705,38.4,38.1,90.3,61.9,93.7,2024,1001.0,2,196,56.01275,7.4,248.5,54.0,46.0,68.1,100.0,12258,7144,5114.0,3.921,52630.5,51.0,95.5,7.5,10,322,285.0,11.5,Asia,650.0,13.0,0.5,69.42,27.9,99.65,1.358461538,1.0,511.6,0.719773922,284.0,2485.0,university of macau
U0210,336,Aalborg University,DK,Denmark,L,FC,3,A,20.0,22.2,31.5,500.0,42.4,317.0,79.2,14.7,569.0,17275,12%,56.5455,33.7,45.0,83.0,80.6,72.4,2024,327.0,4,103,63.334375,45.6,143.75,39.27037046,60.72962954,27.1,100.0,16050,12240,3810.0,2.474,52630.5,13.0,95.5,7.5,10,326,306.0,11.5,Europe,1.716,10.0,0.5,67.8,18.45,47.3,283.2167832,0.272052947,601.9,0.543849727,262.0,5642.0,aalborg university
U0204,326,University of South Australia,AU,Australia,L,CO,3,A,22.5,14.0,22.4,625.0,32.8,415.0,58.6,15.4,544.0,22822,17%,52.9915,25.0,36.8,82.5,98.3,83.5,2024,541.0,21,54,57.36819048,33.99047619,250.1428571,60.0,40.0,19.4,100.0,21490,16080,5410.0,4.886,52630.5,18.0,95.5,7.5,10,326,340.0,11.5,Oceania,1.524,13.0,0.5,64.22,14.7,72.45,370.0787402,0.53410964,505.6,0.562827471,181.0,4047.0,university of south australia
U0166,268,LinkÃ¶ping University,SE,Sweden,L,CO,3,A,19.0,26.6,34.8,457.0,48.8,277.0,57.9,34.7,221.0,15233,15%,55.26,28.3,41.3,86.4,92.8,70.7,2024,327.0,6,106,60.13525,44.65,183.6666667,54.0,46.0,42.8,100.0,22317,11755,10197.5,2.514,52630.5,10.5,95.5,7.5,10,329,9.5,11.5,Europe,1.471,11.0,0.5,68.36,30.65,54.05,233.1747111,0.302097902,522.7,0.529531617,261.0,8353.0,linkping university
U0205,328,"City, University of London",UK,United Kingdom,L,CO,5,A,21.4,18.1,6.7,701.0,42.2,321.0,22.1,28.3,284.0,16080,45%,50.2585,27.4,30.9,78.6,61.8,95.5,2024,898.0,69,1,50.81734058,25.96666667,455.4347826,58.0,42.0,31.2,100.0,16415,13017,3398.0,7.362,52630.5,46.0,95.5,7.5,10,330,352.0,11.5,Europe,970.0,16.0,1.869565217,59.52,23.2,97.15,0.940206186,0.744270729,450.7,0.578579381,158.0,6238.0,city university of london
U0181,285,Tianjin University,CN,China (Mainland),L,CO,4,A,18.7,8.6,34.7,461.0,98.2,31.0,18.6,24.0,351.0,26486,13%,56.711,46.1,47.6,71.4,93.5,55.3,2024,541.0,35,12,56.53822857,28.66857143,328.4,46.71515857,53.28484143,99.9,100.0,27866,18589,9277.0,3.425,52630.5,15.0,95.5,7.5,10,334,257.0,11.5,Asia,3.147,9.0,-0.257142857,61.88,16.3,25.85,57.83285669,0.550614092,409.6,0.554040817,639.0,16092.0,tianjin university
U0172,275,Huazhong University of Science and Technology,CN,China (Mainland),XL,FC,4,A,22.7,29.2,10.0,701.0,99.3,16.0,45.4,16.8,504.0,57663,4%,61.6885,48.8,48.1,90.0,96.9,32.9,2024,541.0,35,12,56.53822857,28.66857143,328.4,51.91285237,48.08714763,100.0,100.0,61789,45958,15831.0,2.796,52630.5,4.0,95.5,7.5,10,334,319.0,11.5,Asia,4.014,15.0,-0.257142857,73.24,23.0,4.35,19.18285999,0.550614092,431.2,0.610898667,653.0,12017.0,huazhong university of science and technology
U0266,431,National Taiwan Normal University,TW,Taiwan,M,CO,4,A,34.5,20.8,65.4,209.0,5.9,701.0,1.5,14.7,571.0,10878,12%,42.513,35.0,32.0,51.4,92.7,50.4,2024,673.0,22,154,33.41943182,20.48181818,1021.181818,49.56428038,50.43571962,9.6,100.0,11067,6676,4391.0,1.499,52630.5,17.0,95.5,7.5,10,334,435.0,11.5,Asia,1.374,8.0,0.5,43.64,17.75,20.6,617.1761281,0.690866277,658.3,0.5366681,88.0,1765.0,national taiwan normal university
U0284,472,Hiroshima University,JP,Japan,L,FC,4,A,23.6,14.0,81.0,136.0,9.6,701.0,30.0,9.8,701.0,14590,10%,39.3505,39.6,26.4,44.7,68.5,51.5,2024,541.0,37,29,35.23782432,24.98108108,1011.972973,38.0,62.0,20.1,100.0,14922,10506,4416.0,1.68,52630.5,12.0,95.5,7.5,10,343,480.0,11.5,Asia,2.366,6.0,0.5,37.38,11.9,15.1,131.8681319,0.548507049,658.3,0.47071992,149.0,3101.0,hiroshima university
U0190,302,Virginia Polytechnic Institute and State University,US,United States,XL,FC,5,A,26.2,40.4,18.7,701.0,34.8,389.0,70.0,20.7,402.0,37225,13%,55.5765,42.5,39.4,78.8,76.7,65.4,2024,200.0,98,2,56.8432449,31.06530612,362.2653061,44.0,56.0,30.3,100.0,38157,28564,9593.0,4.477,52630.5,13.0,95.5,7.5,10,346,279.0,11.5,North America,2.802,12.0,0.5,63.04,30.55,44.8,7.19,0.07962038,0.0,0.341457682,376.0,13363.0,virginia polytechnic institute and state university
U0208,332,"University of California, Santa Cruz",US,United States,L,CO,4,A,18.4,4.9,7.2,701.0,79.6,111.0,19.3,10.7,701.0,19154,12%,58.598,34.9,39.8,93.3,73.2,77.9,2024,93.0,98,2,56.8432449,31.06530612,362.2653061,47.0,53.0,99.6,100.0,19357,15028,4329.0,2.13,52630.5,10.0,95.5,7.5,10,347,458.0,11.5,North America,1.045,18.0,0.5,71.9,7.8,36.25,394.2583732,0.144655345,451.0,0.497421748,208.0,2483.0,university of california santa cruz
U0216,343,Brunel University London,UK,United Kingdom,L,CO,4,A,11.3,13.3,7.9,701.0,44.2,303.0,56.9,18.5,450.0,14130,40%,49.113,25.2,26.5,80.7,60.1,98.4,2024,673.0,69,1,50.81734058,25.96666667,455.4347826,47.0,53.0,51.7,100.0,25027,14739,10288.0,5.305,52630.5,13.65886451,95.5,7.5,10,351,342.0,11.5,Europe,860.0,16.0,1.869565217,59.02,15.9,99.65,0.760465116,0.586928072,520.0,0.548909888,188.0,4967.0,brunel university london
U0214,340,George Washington University,US,United States,L,FC,5,B,26.9,24.5,28.3,541.0,29.3,439.0,61.0,49.5,135.0,22211,14%,58.0215,48.2,35.7,86.0,67.3,66.1,2024,405.0,98,2,56.8432449,31.06530612,362.2653061,62.0,38.0,70.2,100.0,21756,12445,9311.0,4.024,52630.5,19.0,95.5,7.5,10,355,358.0,11.5,North America,2.016,11.0,0.5,65.88,37.0,29.6,174.6031746,0.362837163,307.1,0.500196332,202.0,2954.0,george washington university
U0232,371,Tilburg University,NL,Netherlands,L,FO,4,A,15.2,33.4,10.4,701.0,44.2,302.0,9.4,14.1,602.0,13225,21%,56.3685,32.8,44.9,80.1,82.6,84.5,2024,460.0,9,48,67.17744444,47.4,116.2222222,51.0,49.0,23.6,100.0,12796,6919,5877.0,2.189,52630.5,24.0,95.5,7.5,10,356,347.0,11.5,Europe,745.0,15.0,0.5,66.02,23.75,77.5,1.020134228,0.402897103,436.9,0.533324249,231.0,4436.0,tilburg university
U0275,446,University of JyvÃ¤skylÃ¤,FI,Finland,M,FO,4,A,17.2,12.5,86.2,100.0,15.3,626.0,54.7,11.4,701.0,10702,3%,48.4595,31.4,34.1,78.2,53.0,49.7,2024,898.0,8,121,53.541875,26.9,312.125,62.0,38.0,44.6,100.0,22317,11755,10197.5,339.0,52630.5,10.5,95.5,7.5,10,358,9.5,11.5,Europe,1.573,7.0,0.5,60.56,11.95,21.85,376.9866497,0.755244755,658.3,0.62403906,209.0,3742.0,university of jyvskyl
U0271,441,University of Utah,US,United States,L,FC,5,A,15.9,6.0,53.0,295.0,36.5,383.0,54.4,14.9,560.0,31502,8%,56.505,43.5,38.5,87.0,83.5,40.9,2024,93.0,98,2,56.8432449,31.06530612,362.2653061,50.0,50.0,72.0,100.0,33106,22894,10212.0,2.134,52630.5,9.0,95.5,7.5,10,358,540.0,11.5,North America,3.345,8.0,0.5,67.6,10.45,17.7,37.36920777,0.144655345,147.7,0.407787401,154.0,3815.0,university of utah
U0238,384,Nankai University,CN,China (Mainland),XL,FC,4,A,21.1,8.6,29.5,526.0,73.9,132.0,8.1,18.9,440.0,31416,7%,55.4495,48.8,31.4,85.3,66.5,49.3,2024,405.0,35,12,56.53822857,28.66857143,328.4,42.02485689,57.97514311,93.9,100.0,33291,24662,8629.0,1.488,52630.5,7.0,95.5,7.5,10,358,355.0,11.5,Asia,2.846,11.0,-0.257142857,63.74,13.75,7.35,88.54532677,0.455509197,448.6,0.539050938,438.0,5174.0,nankai university
U0152,242,La Trobe University,AU,Australia,L,CO,4,A,22.6,20.2,6.9,701.0,77.5,124.0,45.8,14.3,591.0,19172,29%,54.7885,28.9,35.4,88.1,73.8,88.2,2024,898.0,21,54,57.36819048,33.99047619,250.1428571,63.0,37.0,13.6,100.0,21509,18512,2997.0,9.456,52630.5,37.0,95.5,7.5,10,362,233.0,11.5,Oceania,1.252,20.0,0.5,67.02,17.25,96.4,422.5239617,0.78375999,658.3,0.675197771,307.0,5795.0,la trobe university
U0295,498,Ewha Womans University,KR,South Korea,L,FC,4,B,26.7,23.0,77.4,150.0,7.7,701.0,1.6,15.3,552.0,13999,15%,41.711,37.6,35.3,44.5,82.8,49.6,2024,673.0,18,62,43.17502778,24.98333333,667.5,100.0,0.0,57.6,75.0,14226,9985,4241.0,2.105,52630.5,16.0,95.5,7.5,10,362,504.0,11.5,Asia,2.436,7.0,0.5,40.82,19.15,13.8,199.9178982,0.651948052,658.3,0.515842612,97.0,1026.0,ewha womans university
U0313,542,ITMO University,RU,Russia,M,FO,5,A,12.0,11.6,96.2,55.0,6.9,701.0,27.3,7.3,701.0,10902,18%,39.9435,34.0,34.9,40.0,69.0,67.1,2024,541.0,24,95,29.87127083,13.9625,1185.041667,34.0,66.0,11.0,100.0,14352,10029,4323.0,2.337,52630.5,17.0,95.5,7.5,10,365,715.5,11.5,Europe,1.849,6.0,0.5,37.96,9.45,30.15,2.75,0.162137862,0.0,0.228183371,102.0,2142.0,itmo university
U0279,454,Sultan Qaboos University,OM,Oman,M,FC,3,A,16.7,13.7,56.7,259.0,18.4,577.0,48.3,17.4,478.0,7512,4%,40.3955,28.1,22.2,62.3,35.7,74.0,2024,460.0,1,653,40.3955,16.7,653.0,50.0,50.0,39.5,75.0,7375,4783,2592.0,248.0,52630.5,4.0,95.5,7.5,10,368,334.0,11.5,Asia,916.0,7.0,0.5,46.26,15.55,51.7,7.59,0.0,0.0,0.212399367,94.0,2878.0,sultan qaboos university
U0158,250,University of Waikato,NZ,New Zealand,M,CO,4,A,18.4,13.2,11.3,701.0,75.0,128.0,17.5,44.5,162.0,10538,26%,48.6105,26.1,31.0,74.3,72.4,89.8,2024,405.0,4,320,48.221,34.975,425.5,61.0,39.0,47.8,100.0,10521,5943,4578.0,2.27,52630.5,31.0,95.5,7.5,10,373,281.0,11.5,Oceania,595.0,14.0,0.5,56.98,28.85,86.3,2.99,0.11988012,0.0,0.305955868,241.0,2034.0,university of waikato
U0213,340,Beijing Institute of Technology,CN,China (Mainland),L,FO,4,A,22.7,18.1,41.1,381.0,76.4,125.0,17.1,14.1,599.0,34050,8%,54.5185,45.1,44.0,74.7,82.1,36.8,2024,673.0,35,12,56.53822857,28.66857143,328.4,56.98365493,43.01634507,96.4,100.0,33624,19375,14249.0,2.115,52630.5,12.0,95.5,7.5,10,373,259.0,11.5,Asia,2.811,11.0,-0.257142857,62.42,16.1,3.65,109.9252935,0.642921784,658.3,0.626190323,457.0,11500.0,beijing institute of technology
U0273,444,University of Connecticut,US,United States,L,FC,5,A,15.1,6.9,14.5,701.0,41.6,327.0,61.4,21.7,383.0,28128,11%,50.345,41.2,30.2,72.8,68.7,64.6,2024,254.0,98,2,56.8432449,31.06530612,362.2653061,53.0,47.0,50.0,100.0,29850,17630,12220.0,3.765,52630.5,14.0,95.5,7.5,10,373,534.0,11.5,North America,1.328,19.0,0.5,55.76,14.3,33.0,158.1325301,0.257242757,396.6,0.434489754,272.0,4796.0,university of connecticut
U0318,556,"University of Chemistry and Technology, Prague",CZ,Czech Republic,S,FO,4,A,6.1,7.9,99.0,35.0,12.9,680.0,3.2,10.1,701.0,4061,23%,28.292,32.8,14.7,29.0,45.7,51.0,2024,460.0,11,459,29.91190909,13.75454545,1151.727273,57.0,43.0,19.2,100.0,4505,3240,1265.0,864.0,52630.5,29.0,95.5,7.5,10,373,638.0,11.5,Europe,903.0,4.0,0.5,23.28,9.0,49.85,5.32,0.176123876,0.0,0.142939304,67.0,1591.0,university of chemistry and technology prague
U0197,313,University of Oulu,FI,Finland,M,FC,4,A,15.8,17.3,26.4,564.0,56.9,228.0,75.4,16.6,511.0,10719,8%,53.175,33.1,38.2,84.1,66.0,59.5,2024,275.0,8,121,53.541875,26.9,312.125,55.0,45.0,74.5,100.0,11334,8049,3285.0,579.0,52630.5,10.0,95.5,7.5,10,377,342.0,11.5,Europe,883.0,11.0,0.5,65.74,16.95,30.95,0.505096263,0.31958042,491.9,0.511023449,190.0,3357.0,university of oulu
U0198,315,Quaid-i-Azam University,PK,Pakistan,M,CO,4,A,15.8,40.3,2.8,701.0,97.0,40.0,23.0,5.8,701.0,11386,1%,45.954,29.7,24.1,84.2,22.9,53.7,2024,541.0,6,486,33.59258333,10.95,981.5,45.0,55.0,59.58546097,100.0,12431,9795,2636.0,115.0,52630.5,2.0,95.5,7.5,10,378,484.0,11.5,Asia,452.0,33.0,0.5,60.16,23.05,2.4,1.422566372,0.54045954,658.3,0.558858786,147.0,1795.0,quaidiazam university
U0346,611-620,Tokyo Medical and Dental University (TMDU),JP,Japan,S,FO,4,A,11.5,5.8,100.0,10.0,18.2,580.0,1.2,8.0,701.0,2990,12%,45.7585,46.7,31.3,53.4,99.0,39.0,2024,541.0,37,29,35.23782432,24.98108108,1011.972973,57.0,43.0,36.7,100.0,22317,11755,10197.5,325.0,52630.5,10.5,95.5,7.5,10,381,9.5,11.5,Asia,930.0,3.0,0.5,44.56,6.9,9.4,2.93,0.17018537,0.0,0.2724813,106.0,3923.5,tokyo medical and dental university tmdu
U0209,334,Sharif University of Technology,IR,"Iran, Islamic Republic of",M,FO,4,A,10.1,43.8,6.1,701.0,99.1,19.0,9.7,25.7,321.0,9389,2%,52.0935,39.1,37.4,78.3,86.2,37.0,2024,541.0,6,325,44.60775,8.5,553.5,26.0,74.0,19.3,100.0,10163,8270,1893.0,198.0,52630.5,1.0,95.5,7.5,10,381,375.0,11.5,Asia,495.0,16.0,0.5,61.94,34.75,4.3,0.872727273,0.623526474,470.7,0.567224098,190.0,1017.0,sharif university of technology
U0229,364,American University of Sharjah,AE,United Arab Emirates,S,CO,3,B,20.0,39.1,20.7,653.0,20.0,559.0,6.4,36.9,202.0,4737,74%,39.9855,24.5,26.3,57.9,27.9,88.6,2024,460.0,5,229,49.6779,18.2,399.2,54.0,46.0,43.8,100.0,5432,4321,1111.0,3.199,52630.5,72.0,95.5,7.5,10,383,272.0,11.5,Asia,371.0,12.0,0.5,45.26,38.0,100.0,2.31,0.0,0.0,0.20794421,84.0,634.0,american university of sharjah
U0212,336,University of Kent,UK,United Kingdom,L,CO,4,A,17.0,6.7,13.3,701.0,43.9,306.0,43.0,20.2,413.0,16515,27%,48.9205,27.6,29.0,77.6,51.9,93.5,2024,673.0,69,1,50.81734058,25.96666667,455.4347826,53.0,47.0,19.1,100.0,15680,12488,3192.0,3.515,52630.5,28.0,95.5,7.5,10,383,397.0,11.5,Europe,4000.0,13.0,1.869565217,58.16,13.45,84.7,0.1765,0.586928072,477.6,0.536080572,206.0,2655.0,university of kent
U0285,476,Kobe University,JP,Japan,L,FC,4,A,28.5,38.8,53.2,292.0,11.6,701.0,8.7,11.9,701.0,15333,7%,39.9115,39.5,27.2,48.1,75.4,39.0,2024,327.0,37,29,35.23782432,24.98108108,1011.972973,35.0,65.0,24.3,100.0,15355,11306,4049.0,1.216,52630.5,7.0,95.5,7.5,10,386,482.0,11.5,Asia,1.986,8.0,0.5,39.74,25.35,7.55,185.8006042,0.398856699,239.8,0.346777515,107.0,2714.0,kobe university
