name,slug,country,city,founded,type,students,website
Northumbria University,northumbria-university,United Kingdom,Newcastle upon Tyne,1992,,,
Northwest A&F University,northwest-af-university,People's Republic of China,,1934,,,
Northwest Agricultural University,northwest-agricultural-university,People's Republic of China,,,,,
Northwest Arkansas Community College,northwest-arkansas-community-college,United States,,1989,,7411,
Northwest College,northwest-college,United States,,1946,,1145,
Northwest Florida State College,northwest-florida-state-college,United States,,1963,,5004,
Northwest Indian College,northwest-indian-college,United States,,1979,,555,
Northwest Iowa Community College,northwest-iowa-community-college,United States,,1966,,1666,
Northwest Minzu University,northwest-minzu-university,People's Republic of China,Lanzhou,1950,,,
Northwest Mississippi Community College,northwest-mississippi-community-college,United States,,1927,,7092,
Northwest Missouri State University,northwest-missouri-state-university,United States,,1905,,7267,
Northwest Nazarene University,northwest-nazarene-university,United States,,1913,,2109,
Northwest Normal University,northwest-normal-university,People's Republic of China,Lanzhou,1902,,35900,
Northwest Samar State University,northwest-samar-state-university,Philippines,,1959,,,
Northwest School,northwest-school,,,,,,
Northwest School of the Arts,northwest-school-of-the-arts,,,,,,
Northwest State Community College,northwest-state-community-college,United States,,1968,,3736,
Northwest Technical College,northwest-technical-college,United States,,1965,,825,
Northwest Technical Institute,northwest-technical-institute,United States,,1975,,155,
Northwest Technology Center,northwest-technology-center,United States,,,,,
Northwest University,northwest-university-q7060260,United States,,1934,,1184,
Northwest University,northwest-university-q7060262,Nigeria,Kano,2012,,,
Northwest University,northwest-university,People's Republic of China,,1902,,,
Northwest University of Politics and Law,northwest-university-of-politics-and-law,People's Republic of China,,1937,,,
"Northwest University, Kano",northwest-university-kano,Nigeria,Kano,2012,,,
Northwest Vista College,northwest-vista-college,United States,,1995,,18542,
Northwestern Connecticut Community College,northwestern-connecticut-community-college,United States,,1965,,1228,
Northwestern Health Sciences University,northwestern-health-sciences-university,United States,,1941,,1132,
Northwestern Institute of Management,northwestern-institute-of-management,Russia,,,,,
Northwestern Michigan College,northwestern-michigan-college,United States,,1951,,1843,
Northwestern Military and Naval Academy,northwestern-military-and-naval-academy,,,,,,
Northwestern Mindanao State College of Science and Technology,northwestern-mindanao-state-college-of-science-and-technology,Philippines,,1971,,,
Northwestern Oklahoma State University,northwestern-oklahoma-state-university,United States,,1897,,1833,
Northwestern Polytechnic University,northwestern-polytechnic-university,United States,,1984,,33,
Northwestern Polytechnical University,northwestern-polytechnical-university,People's Republic of China,,1938,,,
Northwestern State Technical Remote University,northwestern-state-technical-remote-university,Russia,,1930,,14168,
Northwestern State University,northwestern-state-university,United States,,1884,,11447,
Northwestern University,northwestern-university-q309350,United States,,1851,,20360,
Northwestern University,northwestern-university,Philippines,,1932,,,
Northwestern University in Qatar,northwestern-university-in-qatar,Qatar,,2008,,,
Northwestern University Pritzker School of Law,northwestern-university-pritzker-school-of-law,,,,,,
Northwestern University School of Communication,northwestern-university-school-of-communication,,,,,,
Northwest–Shoals Community College,northwestshoals-community-college,United States,,1993,,3360,
Northwood University,northwood-university,,,,,,
Norton Hill Academy,norton-hill-academy,,,,,,
Norton University,norton-university,Cambodia,Phnom Penh,1996,,,
Norwalk Community College,norwalk-community-college,United States,,1961,,4420,
Norwegian College of Agriculture,norwegian-college-of-agriculture,,,,,,
Norwegian Film School,norwegian-film-school,Norway,,1971,,,
Norwegian Institute of Technology,norwegian-institute-of-technology,,,,,,
Norwegian Journalist College,norwegian-journalist-college,Norway,,1965,,,
Norwegian Military Academy,norwegian-military-academy,,,,,,
Norwegian National Academy of Fine Arts,norwegian-national-academy-of-fine-arts,,,,,,
Norwegian National Academy of Theatre,norwegian-national-academy-of-theatre,,,,,,
Norwegian School of Economics,norwegian-school-of-economics,,,,,,
Norwegian School of Sport Sciences,norwegian-school-of-sport-sciences,Norway,,1870,,1446,
Norwegian University of Life Sciences,norwegian-university-of-life-sciences,Norway,,1859,,6345,
Norwegian University of Science and Technology,norwegian-university-of-science-and-technology,Norway,,1996,,44000,
Norwich Free Academy,norwich-free-academy,,,,,,
Norwich School,norwich-school,,,,,,
Norwich Technical High School,norwich-technical-high-school,United States,,,,,
Norwich University of the Arts,norwich-university-of-the-arts,United Kingdom,Norwich,1845,,,
Notre Dame – RVM College of Cotabato,notre-dame-rvm-college-of-cotabato,Philippines,,1904,,,
Notre Dame Academy,notre-dame-academy,,,,,,
Notre Dame Catholic College,notre-dame-catholic-college,,,,,,
Notre Dame College of Education (Glasgow),notre-dame-college-of-education-glasgow,United Kingdom,,1895,,,
Notre Dame College Prep,notre-dame-college-prep,,,,,,
Notre Dame de Namur University,notre-dame-de-namur-university,United States,,1851,,585,
Notre Dame Educational Association,notre-dame-educational-association,Philippines,,1963,,,
Notre Dame Law School,notre-dame-law-school,,,,,,
Notre Dame of Dadiangas University,notre-dame-of-dadiangas-university,Philippines,,1953,,,
Notre Dame of Genio Edcor,notre-dame-of-genio-edcor,Philippines,,1958,,,
Notre Dame of Isulan,notre-dame-of-isulan,Philippines,,1957,,,
Notre Dame of Jolo College,notre-dame-of-jolo-college,Philippines,,1952,,,
Notre Dame of Kidapawan College,notre-dame-of-kidapawan-college,Philippines,,1948,,,
Notre Dame of Marbel University,notre-dame-of-marbel-university,Philippines,,1955,,,
Notre Dame of Maryland University,notre-dame-of-maryland-university,United States,,1873,,1836,
Notre Dame of Midsayap College,notre-dame-of-midsayap-college,Philippines,,1941,,,
Notre Dame of Salaman College,notre-dame-of-salaman-college,Philippines,,,,,
Notre Dame of Surala,notre-dame-of-surala,Philippines,,1967,,,
Notre Dame of Tacurong College,notre-dame-of-tacurong-college,Philippines,,1950,,,
Notre Dame Seishin University,notre-dame-seishin-university,Japan,Okayama,1886,,,
Notre Dame Senior School,notre-dame-senior-school,,,,,,
Notre Dame University,notre-dame-university,Philippines,,1948,,,
Notre Dame University College,notre-dame-university-college,Canada,,1950,,,
Nottingham College,nottingham-college,United Kingdom,,2017,,40000,
Nottingham Trent University,nottingham-trent-university,United Kingdom,,1970,,40000,
Nova Faculdade,nova-faculdade,Brazil,,,,,
Nova Southeastern University,nova-southeastern-university,United States,,1964,,20888,
NOVA University Lisbon,nova-university-lisbon,Portugal,,1973,,,
Novi Sad Open University,novi-sad-open-university,Serbia,,1960,,,
"Novo Selo School, Štip",novo-selo-school-stip,North Macedonia,,1870,,,
Novorossiysk Polytechnic Institute,novorossiysk-polytechnic-institute,Russia,,1938,,,
Novosibirsk State Medical University,novosibirsk-state-medical-university,Russia,,1935,,5867,
Novosibirsk State Pedagogical University,novosibirsk-state-pedagogical-university,Russia,,1935,,,
Novosibirsk State Technical University,novosibirsk-state-technical-university,Russia,,1950,,13500,
Novosibirsk State University of Architecture and Civil Engineering,novosibirsk-state-university-of-architecture-and-civil-engineering,Russia,,1930,,5900,
Novosibirsk State University of Economics and Management,novosibirsk-state-university-of-economics-and-management,Russia,,1929,,,
NRC School,nrc-school,India,,1950,,,
NRL MRC Midway Research Center,nrl-mrc-midway-research-center,United States,,,,,
NSCAD University,nscad-university,,,,,,
Nss College Rajakumari,nss-college-rajakumari,India,,1995,,,
"NSS College, Ottapalam",nss-college-ottapalam,India,,,,,
NTG Lillehammer,ntg-lillehammer,,,,,,
NUC University,nuc-university,United States,,1983,,,
Núcleo de Bolívar,nucleo-de-bolivar,Venezuela,,,,,
Nueta Hidatsa Sahnish College,nueta-hidatsa-sahnish-college,United States,,1973,,179,
Nueva Ecija University of Science and Technology,nueva-ecija-university-of-science-and-technology,Philippines,,1908,,,
Nueva Vizcaya State University,nueva-vizcaya-state-university,Philippines,,1916,,,
Nuffield College,nuffield-college,,,,,,
Nugaal University,nugaal-university,Somalia,,2004,,,
Nukus Innovation Institute,nukus-innovation-institute,Uzbekistan,Nukus,,,,
Nukus State Pedagogical Institute,nukus-state-pedagogical-institute,Uzbekistan,Nukus,,,,
Nunez Community College,nunez-community-college,United States,,1992,,2166,
Nunziatella military academy,nunziatella-military-academy,,,,,,
Nur Mohammad Smriti Mahavidyalaya,nur-mohammad-smriti-mahavidyalaya,India,,2008,,,
NUR School of Nutritional Sciences,nur-school-of-nutritional-sciences,Pakistan,,2015,,,
Núr University,nur-university,Bolivia,Cochabamba,1982,,,
Nurdin Hamzah University,nurdin-hamzah-university,Indonesia,,2020,,,
Nursery School Teachers College Oslo,nursery-school-teachers-college-oslo,Norway,,,,,
Nurtanio University,nurtanio-university,Indonesia,,1999,,,
Nürtingen-Geislingen University of Applied Science,nurtingen-geislingen-university-of-applied-science,Germany,,1949,,4577,
Nusantara Washliyah Muslim University,nusantara-washliyah-muslim-university,Indonesia,,1996,,,
NUST Institute of Civil Engineering,nust-institute-of-civil-engineering,Pakistan,,2009,,,
NUST School of Civil and Environmental Engineering,nust-school-of-civil-and-environmental-engineering,Pakistan,,2008,,,
NUST School of Mechanical and Manufacturing Engineering,nust-school-of-mechanical-and-manufacturing-engineering,Pakistan,,2008,,,
Nuswantoro Dian University,nuswantoro-dian-university,Indonesia,,1990,,,
Nutan Marathi Vidyalaya,nutan-marathi-vidyalaya,,,,,,
Nutana Collegiate,nutana-collegiate,,,,,,
Nvidia,nvidia,,,,,,
NVU,nvu,Bulgaria,,,,,
Nwafor Orizu College of Education,nwafor-orizu-college-of-education,Nigeria,,1976,,,
Nyala University,nyala-university,Sudan,Nyala,1994,,,
Nyenrode Business University,nyenrode-business-university,,,,,,
NYU Florence,nyu-florence,Italy,,1994,,,
NYU Paris,nyu-paris,France,,1969,,,
O.M.Beketov National University of Urban Economy in Kharkiv,ombeketov-national-university-of-urban-economy-in-kharkiv,Ukraine,,1922,,,
O'Connor–Parkview,oconnorparkview,,,,,,
O'Farrell Community School,ofarrell-community-school,,,,,,
O'Sullivan College,osullivan-college,Canada,,1916,,,
O&M University,om-university,Dominican Republic,Santo Domingo,1966,,,
Oak Hill Academy,oak-hill-academy,,,,,,
Oak Knoll School of the Holy Child,oak-knoll-school-of-the-holy-child,,,,,,
Oak Lane Day School,oak-lane-day-school,,,,,,
Oakdale Comprehensive School,oakdale-comprehensive-school,,,,,,
Oakham School,oakham-school,,,,,,
Oakland City University,oakland-city-university,United States,,1885,,1241,
Oakland Community College,oakland-community-college,United States,,1964,,14511,
Oakland Military Academy,oakland-military-academy,,,,,,
Oakland School for the Arts,oakland-school-for-the-arts,,,,,,
Oakland University,oakland-university,United States,,1957,,14255,
Oakleigh House School,oakleigh-house-school,,,,,,
Oakley School,oakley-school,,,,,,
Oaks Christian School,oaks-christian-school,,,,,,
Oaksterdam University,oaksterdam-university,United States,,2007,,,
Oakton Community College,oakton-community-college,United States,,1969,,4562,
Oakwood Collegiate Institute,oakwood-collegiate-institute,,,,,,
Oakwood Friends School,oakwood-friends-school,,,,,,
Oakwood School,oakwood-school,,,,,,
"Oakwood School, Los Angeles",oakwood-school-los-angeles,,,,,,
Oakwood University,oakwood-university,United States,,1896,,1374,
Oatlands College,oatlands-college,,,,,,
Obafemi Awolowo University,obafemi-awolowo-university,Nigeria,Ilesa,1962,,,
Oberlin College,oberlin-college,,,,,,
Oberlin Conservatory of Music,oberlin-conservatory-of-music,,,,,,
Oberlin University,oberlin-university,Japan,,1921,,,
Obihiro University of Agriculture and Veterinary Medicine,obihiro-university-of-agriculture-and-veterinary-medicine,Japan,,1949,,1353,
Obrera University of Mexico,obrera-university-of-mexico,Mexico,,,,,
Óbuda University,obuda-university,Hungary,,2010,,12888,
Óbuda University of Alba Regia Faculty of Technology of the Institute of Geoinformatics,obuda-university-of-alba-regia-faculty-of-technology-of-the-institute-of-geoinformatics,Hungary,Székesfehérvár,,,,
OCAD University,ocad-university,Canada,Toronto,1876,,,
Occidental College,occidental-college,,,,,,
Occidental Mindoro State College,occidental-mindoro-state-college,Philippines,,1966,,,
Ocean County College,ocean-county-college,United States,,1969,,,
Ocean County Vocational Technical School,ocean-county-vocational-technical-school,United States,,,,,
Ocean Park Conservation Foundation Hong Kong,ocean-park-conservation-foundation-hong-kong,People's Republic of China,Hong Kong,2005,,,
Ocean University of China,ocean-university-of-china,People's Republic of China,,1924,,,
Ochanomizu University,ochanomizu-university,Japan,,1949,,2075,
Oconee Fall Line Technical College,oconee-fall-line-technical-college,United States,,2011,,1835,
October 6 University,october-6-university,Egypt,,1996,,,
October Technological University,october-technological-university,Egypt,6th of October City,2021,,,
Oda Bultum University,oda-bultum-university,Ethiopia,Chiro,,,,
Odense Teater,odense-teater,,,,,,
Odense Theatre School,odense-theatre-school,,,,,,
Odense University,odense-university,Denmark,,,,,
Odesa National Academy of Food Technologies,odesa-national-academy-of-food-technologies,Ukraine,,1902,,15000,
Odesa National Economics University,odesa-national-economics-university,Ukraine,,1921,,,
Odesa National Maritime University,odesa-national-maritime-university,Ukraine,,1930,,,
Odesa National Medical University,odesa-national-medical-university,Ukraine,,1900,,5113,
Odesa National Polytechnic University,odesa-national-polytechnic-university,Ukraine,,1918,,11792,
Odesa naval lyceum,odesa-naval-lyceum,Ukraine,,2009,,,
Odesa State Academy of Civil Engineering and Architecture,odesa-state-academy-of-civil-engineering-and-architecture,Ukraine,,1930,,,
Odesa State Academy of Refrigeration,odesa-state-academy-of-refrigeration,Ukraine,,1922,,,
Odesa State Academy of Technical Regulation and Quality,odesa-state-academy-of-technical-regulation-and-quality,Ukraine,,1945,,,
Odesa State Agrarian University,odesa-state-agrarian-university,Ukraine,,1918,,,
Odesa State Environmental University,odesa-state-environmental-university,Ukraine,,1932,,4500,
Odesa State University of Internal Affairs,odesa-state-university-of-internal-affairs,Ukraine,,1922,,,
Odesa University,odesa-university,Ukraine,,1865,,,
Odessa College,odessa-college,United States,,1946,,,
Odette School of Business,odette-school-of-business,,,,,,
"Odisee, University of Applied Sciences",odisee-university-of-applied-sciences,Belgium,,2014,,,
Odisha State Open University,odisha-state-open-university,India,,2015,,,
Odisha University of Agriculture and Technology,odisha-university-of-agriculture-and-technology,India,Bhubaneswar,1962,,,
Odlar Yurdu University,odlar-yurdu-university,Azerbaijan,,1995,,,
Oeschger Centre for Climate Change Research,oeschger-centre-for-climate-change-research,Switzerland,Bern,2007,,,
Office of the Rector (University of Ghent),office-of-the-rector-university-of-ghent,Belgium,,,,,
Officer Career Development Centre,officer-career-development-centre,Sri Lanka,,2012,,,
Ogarev National Research Mordovia State University,ogarev-national-research-mordovia-state-university,,,,,,
Ogden-Weber Tech College,ogden-weber-tech-college,United States,,1971,,,
Ogeechee Technical College,ogeechee-technical-college,United States,,1987,,,
Oglala Lakota College,oglala-lakota-college,United States,,1971,,1251,
Oglethorpe University,oglethorpe-university,United States,,1835,,1452,
Ogongo Agricultural College,ogongo-agricultural-college,Namibia,,1973,,,
Oguz Han Engineering and Technology University of Turkmenistan,oguz-han-engineering-and-technology-university-of-turkmenistan,Turkmenistan,Ashgabat,2016,,,
Ōhara Graduate School of Accounting,ohara-graduate-school-of-accounting,Japan,,2006,,,
Ohawu Agricultural College,ohawu-agricultural-college,Ghana,,1964,,,
Ohio Central College,ohio-central-college,,,,,,
Ohio Christian University,ohio-christian-university,United States,,1948,,2186,
Ohio Dominican University,ohio-dominican-university,United States,,1911,,1415,
Ohio Northern University,ohio-northern-university,United States,,1871,,2817,
Ohio State University,ohio-state-university,United States,,1870,,61419,
Ohio State University Agricultural Technical Institute,ohio-state-university-agricultural-technical-institute,United States,,1969,,,
"Ohio State University, Lima Campus",ohio-state-university-lima-campus,United States,,1960,,998,
"Ohio State University, Mansfield Campus",ohio-state-university-mansfield-campus,United States,,1958,,,
"Ohio State University, Marion Campus",ohio-state-university-marion-campus,United States,,1957,,,
"Ohio State University, Newark Campus",ohio-state-university-newark-campus,United States,,1957,,,
Ohio Technical College,ohio-technical-college,United States,,1969,,426,
Ohio University,ohio-university,United States,,1804,,23025,
Ohio University – Zanesville,ohio-university-zanesville,United States,,1946,,,
Ohio University Chillicothe Campus,ohio-university-chillicothe-campus,United States,,1946,,,
Ohio University Eastern Campus,ohio-university-eastern-campus,United States,,1957,,1054,
Ohio University Lancaster,ohio-university-lancaster,United States,,1804,,,
Ohio University Southern Campus,ohio-university-southern-campus,United States,,1956,,,
Ohio University Zanesville Campus,ohio-university-zanesville-campus,United States,,,,,
Ohio Valley University,ohio-valley-university,United States,,1960,,273,
Ohio Virtual Academy,ohio-virtual-academy,,,,,,
Ohio Wesleyan University,ohio-wesleyan-university,,,,,,
Ohkagakuen University,ohkagakuen-university,Japan,,1903,,,
Ohlone College,ohlone-college,United States,,1965,,9060,
Ohr Somayach,ohr-somayach,,,,,,
Ohu University,ohu-university,Japan,,1972,,,
Oikos University,oikos-university,United States,,2004,,,
Oil & Gas University of Ploiești,oil-gas-university-of-ploiesti,Romania,,1948,,,
Oita Medical University,oita-medical-university,Japan,,1976,,,
Oita University,oita-university,Japan,,1921,,5781,
Oita University of Nursing and Health Sciences,oita-university-of-nursing-and-health-sciences,Japan,,1998,,,
Okaloosa Technical College,okaloosa-technical-college,United States,,1975,,,
Okanagan University College,okanagan-university-college,Canada,,1990,,,
Okayama Gakuin University,okayama-gakuin-university,Japan,,1951,,,
Okayama Healthcare Professional University,okayama-healthcare-professional-university,Japan,,2020,,,
Okayama Prefectural University,okayama-prefectural-university,Japan,,1993,,,
Okayama Shoka University,okayama-shoka-university,Japan,Okayama,1911,,,
Okayama University,okayama-university,Japan,Okayama,1949,,13057,
Okayama University of Science,okayama-university-of-science,Japan,Okayama,1964,,,
Okazaki Womens University,okazaki-womens-university,Japan,,1924,,,
Okehampton College,okehampton-college,,,,,,
Okinawa Actors School,okinawa-actors-school,,,,,,
Okinawa Christian University,okinawa-christian-university,Japan,,2004,,,
Okinawa Institute of Science and Technology,okinawa-institute-of-science-and-technology,Japan,,2005,,,
Okinawa Prefectural College of Nursing,okinawa-prefectural-college-of-nursing,Japan,Naha,1999,,,
Okinawa Prefectural University of Arts,okinawa-prefectural-university-of-arts,Japan,Naha,1986,,,
Okinawa University,okinawa-university,Japan,Naha,1961,,,
Oklahoma Baptist University,oklahoma-baptist-university,United States,,1910,,1763,
Oklahoma Christian University,oklahoma-christian-university,United States,,1950,,2055,
Oklahoma City Community College,oklahoma-city-community-college,United States,,1972,,12227,
Oklahoma City University,oklahoma-city-university,United States,,1904,,2617,
Oklahoma Panhandle State University,oklahoma-panhandle-state-university,United States,,1909,,1337,
Oklahoma State System of Higher Education,oklahoma-state-system-of-higher-education,United States,,1941,,,
Oklahoma State University,oklahoma-state-university,United States,,1890,,25359,
Oklahoma State University Center for Health Sciences,oklahoma-state-university-center-for-health-sciences,United States,,1972,,1219,
Oklahoma State University School of Fire Protection and Safety,oklahoma-state-university-school-of-fire-protection-and-safety,United States,,1937,,,
Oklahoma State University–Oklahoma City,oklahoma-state-universityoklahoma-city,United States,,1961,,4949,
Oklahoma State University–Okmulgee,oklahoma-state-universityokmulgee,United States,,1946,,,
Oklahoma State University–Tulsa,oklahoma-state-universitytulsa,United States,,1999,,,
Oklahoma Wesleyan University,oklahoma-wesleyan-university,United States,,2001,,934,
Okubo Institute of Technology,okubo-institute-of-technology,Japan,,,,,
Okura Takasho,okura-takasho,Japan,,,,,
Olabisi Onabanjo University,olabisi-onabanjo-university,Nigeria,,1982,,,
Old Dominion University,old-dominion-university,United States,,1930,,18249,
Old Swinford Hospital,old-swinford-hospital,,,,,,
Old Town Hall of Úbeda,old-town-hall-of-ubeda,Spain,,1604,,,
Old University of Chicago,old-university-of-chicago,United States,,1857,,,
Old University of Leuven,old-university-of-leuven,,,,,,
Old University of Orléans,old-university-of-orleans,,,,,,
Oldham Sixth Form College,oldham-sixth-form-college,,,,,,
Oldham Theatre Workshop,oldham-theatre-workshop,,,,,,
Oles Honchar Dnipro National University,oles-honchar-dnipro-national-university,Ukraine,,1918,,,
Olivarez College,olivarez-college,Philippines,,1976,,,
Olive–Harvey College,oliveharvey-college,United States,,1970,,1955,
Olivet Nazarene University,olivet-nazarene-university,United States,,1907,,2540,
Olmec University,olmec-university,Mexico,,,,,
Olumawu Basic Education School,olumawu-basic-education-school,Nigeria,Abuja,1985,,,
Olusegun Agagu University of Science and Technology,olusegun-agagu-university-of-science-and-technology,Nigeria,Ondo,2008,,,
Olympic College,olympic-college,United States,,1946,,,
Olympus Szkoła Wyższa im. Romualda Kudlińskiego,olympus-szkoa-wyzsza-im-romualda-kudlinskiego,Poland,,,,,
Omar Al-Mukhtar University,omar-al-mukhtar-university,Libya,Al Bayda,1961,,,
Omdurman Ahlia University,omdurman-ahlia-university,Sudan,Omdurman,1986,,,
Omdurman Islamic University,omdurman-islamic-university,,,,,,
Omeo Kumar Das Institute of Social Change and Development,omeo-kumar-das-institute-of-social-change-and-development,India,,1989,,,
Omiya Law School,omiya-law-school,Japan,,2004,,,
Omnes Education,omnes-education,France,,2010,,,
Omsk State Agrarian University,omsk-state-agrarian-university,Russia,,1918,,9000,
Omsk State Medical University,omsk-state-medical-university,Russia,,1921,,,
Omsk State Pedagogical University,omsk-state-pedagogical-university,Russia,,1932,,,
Omsk State Technical University,omsk-state-technical-university,Russia,,1942,,,
Omsk State Transport University,omsk-state-transport-university,Russia,,1930,,,
Omsk State University,omsk-state-university,Russia,,1974,,,
Ondokuz Mayıs University,ondokuz-mays-university,Turkey,Samsun,1975,,5129,
One Tree Hill College,one-tree-hill-college,,,,,,
One World University,one-world-university,Mozambique,Island of Mozambique,,,,
Oneida Baptist Institute,oneida-baptist-institute,,,,,,
Onomichi City University,onomichi-city-university,Japan,,2001,,1483,
Onondaga Community College,onondaga-community-college,United States,,1961,,8545,
Onondaga School of Therapeutic Massage,onondaga-school-of-therapeutic-massage,United States,,1997,,,
Onslow College,onslow-college,,,,,,
Ontario Association of Career Colleges,ontario-association-of-career-colleges,Canada,Brantford,1973,,,
Ontario Police College,ontario-police-college,Canada,,1962,,,
Ontario Universities' Application Centre,ontario-universities-application-centre,Canada,Guelph,1971,,,
Ontario Veterinary College,ontario-veterinary-college,Canada,Guelph,1862,,,
Open and Distance Education University of Mexico,open-and-distance-education-university-of-mexico,Mexico,Mexico City,2012,,,
Open International University of Human Development “Ukraine”,open-international-university-of-human-development-ukraine,Ukraine,,1998,,,
Open University Business School,open-university-business-school,,,,,,
Open University for Adults,open-university-for-adults,Dominican Republic,Santiago de los Caballeros,,,,
Open University Malaysia,open-university-malaysia,Malaysia,Kuala Lumpur,2000,,,
Open University of Brazil,open-university-of-brazil,Brazil,,1995,,,
Open University of Catalonia,open-university-of-catalonia,Spain,Barcelona,1995,,87000,
Open University of China,open-university-of-china,People's Republic of China,,1979,,,
Open University of Cyprus,open-university-of-cyprus,Cyprus,,2001,,3000,
Open University of Henan,open-university-of-henan,People's Republic of China,,,,,
Open University of Israel,open-university-of-israel,Israel,Ra'anana,1974,,38000,
Open University of Japan,open-university-of-japan,Japan,,1983,,,
Open University of Kaohsiung,open-university-of-kaohsiung,Taiwan,Kaohsiung,1997,,,
Open University of Libya,open-university-of-libya,Libya,Tripoli,1987,,,
Open University of Mauritius,open-university-of-mauritius,Mauritius,,2012,,,
Open University of Sri Lanka,open-university-of-sri-lanka,Sri Lanka,Colombo,1978,,,
Open University of Sudan,open-university-of-sudan,Sudan,Khartoum,2002,,,
Open University of the Netherlands,open-university-of-the-netherlands,,,,,,
Open University of West Africa,open-university-of-west-africa,Ghana,Accra,2012,,,
Open University UK,open-university-uk,United Kingdom,,,,,
Operation Brotherhood Montessori Center,operation-brotherhood-montessori-center,,,,,,
Oporto Global University,oporto-global-university,Portugal,,1986,,,
Oppland distriktshøgskole,oppland-distriktshgskole,Norway,,1971,,,
Oral Roberts University,oral-roberts-university,United States,,1963,,4317,
Oran Graduate School of Economics,oran-graduate-school-of-economics,Algeria,Oran,,,,
Orange Coast College,orange-coast-college,United States,,1947,,18125,
Orange College of Breda,orange-college-of-breda,,,,,,
Orange County Business College,orange-county-business-college,United States,,1961,,,
Orange County Community College,orange-county-community-college,United States,,1950,,5862,
Orange County School of the Arts,orange-county-school-of-the-arts,,,,,,
Orange Unified School District,orange-unified-school-district,,,,,,
Orangeburg–Calhoun Technical College,orangeburgcalhoun-technical-college,United States,,1968,,2257,
Orchesterzentrum NRW,orchesterzentrum-nrw,Germany,,,,,
Ordos Vocational College,ordos-vocational-college,People's Republic of China,,,,,
Ordos Vocational College of Eco-environment,ordos-vocational-college-of-eco-environment,People's Republic of China,,,,,
Ordrup Gymnasium,ordrup-gymnasium,,,,,,
Ordu University,ordu-university,Turkey,,2006,,,
Örebro University,orebro-university,Sweden,,1977,,11638,
Oregon Coast Community College,oregon-coast-community-college,United States,,1987,,417,
Oregon College of Oriental Medicine,oregon-college-of-oriental-medicine,United States,,1983,,236,
Oregon Graduate Center,oregon-graduate-center,United States,,1963,,,
Oregon Health and Science University,oregon-health-and-science-university,United States,,1974,,2771,
Oregon Institute of Technology,oregon-institute-of-technology,United States,,1947,,5323,
"Oregon Institute of Technology, Wilsonville",oregon-institute-of-technology-wilsonville,United States,,2012,,,
Oregon State University,oregon-state-university,United States,,1868,,32312,
Oregon State University Cascades,oregon-state-university-cascades,United States,,2001,,1374,
Orenburg State Agrarian University,orenburg-state-agrarian-university,Russia,,1930,,,
Orenburg State Institute of Management,orenburg-state-institute-of-management,Russia,,1991,,,
Orenburg State Pedagogical University,orenburg-state-pedagogical-university,Russia,,1919,,,
Orenburg State University,orenburg-state-university,Russia,,1955,,,
Orford Musique,orford-musique,Canada,,1951,,,
Oriel College,oriel-college,,,,,,
Oriental University,oriental-university,Russia,,1994,,,
Orissaare Music School,orissaare-music-school,Estonia,,,,,
Orkhon University,orkhon-university,Mongolia,Ulaanbaatar,1992,,,
Orleans Park School,orleans-park-school,,,,,,
Orley Farm School,orley-farm-school,,,,,,
Ormond College,ormond-college,,,,,,
Oromia State University,oromia-state-university,Ethiopia,,2009,,,
Orota Hospital,orota-hospital,Eritrea,,,,,
Orota School of Medicine and Dental Medicine,orota-school-of-medicine-and-dental-medicine,Eritrea,Asmara,,,,
Orsk Pedagogical Institute,orsk-pedagogical-institute,Russia,Orsk,1937,,,
Országos Színészegyesület Színészképző Iskolája,orszagos-szineszegyesulet-szineszkepzo-iskolaja,,,,,,
Oryol State Agrarian University,oryol-state-agrarian-university,Russia,,1975,,,
Oryol State Institute of Culture,oryol-state-institute-of-culture,Russia,,1972,,1258,
Osaka Aoyama College,osaka-aoyama-college,Japan,,2005,,,
Osaka Butsuryo University,osaka-butsuryo-university,Japan,,1933,,,
Osaka City University,osaka-city-university,Japan,,1928,,8230,
Osaka College of Music,osaka-college-of-music,Japan,,1915,,,
Osaka Dental University,osaka-dental-university,Japan,,1911,,1178,
Osaka Electro-Communication University,osaka-electro-communication-university,Japan,,1941,,,
Osaka Gakuin University,osaka-gakuin-university,Japan,,1940,,,
Osaka Health Science University,osaka-health-science-university,Japan,,1895,,,
Osaka International University,osaka-international-university,Japan,,1929,,,
Osaka Jogakuin College,osaka-jogakuin-college,Japan,,1884,,,
Osaka Kawasaki Rehabilitation University,osaka-kawasaki-rehabilitation-university,Japan,,1997,,,
Osaka Kyoiku University,osaka-kyoiku-university,Japan,,1949,,4317,
Osaka Medical and Pharmaceutical University,osaka-medical-and-pharmaceutical-university,Japan,,1927,,,
Osaka Metropolitan University,osaka-metropolitan-university,Japan,,2022,,16160,
Osaka Ohtani University,osaka-ohtani-university,Japan,,1966,,,
"Osaka Prefecture Environment Agriculture, Forestry and Fisheries Research Institute Agricultural University",osaka-prefecture-environment-agriculture-forestry-and-fisheries-research-institute-agricultural-university,Japan,,,,,
Osaka Prefecture University,osaka-prefecture-university,Japan,,1955,,,
Osaka Sangyo University,osaka-sangyo-university,Japan,,1928,,,
Osaka Seikei University,osaka-seikei-university,Japan,,1933,,,
Osaka Shin-Ai Gakuin University,osaka-shin-ai-gakuin-university,Japan,,2022,,,
Osaka Shoin Women's University,osaka-shoin-womens-university,Japan,,1917,,,
