name_a,name_b,similarity_score,category,reason,country_a,country_b,source_a,source_b,years_a,years_b,count_a,count_b
National Chiayi University,National Chi Nan University,0.9057,Different Universities,Moderate similarity - likely different universities,Taiwan,Taiwan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
National Yunlin University of Science and Technology,National Taichung University of Science and Technology,0.9057,Different Universities,Moderate similarity - likely different universities,Taiwan,Taiwan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Bedfordshire,University of Hertfordshire,0.9057,Different Universities,Moderate similarity - likely different universities,United Kingdom,United Kingdom,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidade Federal do Rio Grande Do Sul,Universidade Federal do Rio Grande Do Norte,0.9048,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande Do Norte,0.9048,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Alberta,University of Almería,0.9048,Different Universities,Moderate similarity - likely different universities,Canada,Spain,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Calgary,University of Algarve,0.9048,Different Universities,Moderate similarity - likely different universities,Canada,Portugal,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Regina,University of Virginia,0.9048,Different Universities,Moderate similarity - likely different universities,Canada,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad de Talca,Universidad de AlcalÃ¡,0.9048,Different Universities,Moderate similarity - likely different universities,Chile,Spain,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
University of Bordeaux,University of Oradea,0.9048,Different Universities,Moderate similarity - likely different universities,France,Romania,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Lorraine,University of Ilorin,0.9048,Different Universities,Moderate similarity - likely different universities,France,Nigeria,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Bremen,University of Debrecen,0.9048,Different Universities,Moderate similarity - likely different universities,Germany,Hungary,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Bremen,University of Aberdeen,0.9048,Different Universities,Moderate similarity - likely different universities,Germany,United Kingdom,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Cologne,University of Bologna,0.9048,Different Universities,Moderate similarity - likely different universities,Germany,Italy,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Hamburg,University of Marburg,0.9048,Different Universities,Moderate similarity - likely different universities,Germany,Germany,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Marburg,University of Maribor,0.9048,Different Universities,Moderate similarity - likely different universities,Germany,Slovenia,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universitas Brawijaya,Universitas Sriwijaya,0.9048,Different Universities,Moderate similarity - likely different universities,Indonesia,Indonesia,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
University of Palermo,University of Salerno,0.9048,Different Universities,Moderate similarity - likely different universities,Italy,Italy,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Perugia,University of Georgia,0.9048,Different Universities,Moderate similarity - likely different universities,Italy,United States,the_rankings,,"[2020, 2022, 2023]","[2020, 2021, 2022, 2023, 2024]",3,5
University of Nairobi,University of Namibia,0.9048,Different Universities,Moderate similarity - likely different universities,Kenya,Namibia,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Malaya,University of Malakand,0.9048,Different Universities,Moderate similarity - likely different universities,Malaysia,Pakistan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Lagos,University of Los Lagos,0.9048,Different Universities,Moderate similarity - likely different universities,Nigeria,Chile,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Bergen,University of Aberdeen,0.9048,Different Universities,Moderate similarity - likely different universities,Norway,United Kingdom,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Coimbra,University of Cumbria,0.9048,Different Universities,Moderate similarity - likely different universities,Portugal,United Kingdom,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Malaga,University of Malakand,0.9048,Different Universities,Moderate similarity - likely different universities,Spain,Pakistan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Monastir,University of Mostar,0.9048,Different Universities,Moderate similarity - likely different universities,Tunisia,Bosnia and Herzegovina,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2024]",5,2
University of Celaya,University of Kelaniya,0.9048,Different Universities,Moderate similarity - likely different universities,Mexico,Sri Lanka,the_rankings,the_rankings,"[2022, 2023, 2024]","[2023, 2024]",3,2
University of Mascara,University of Mataram,0.9048,Different Universities,Moderate similarity - likely different universities,Algeria,Indonesia,the_rankings,qs_rankings,"[2023, 2024]",[2024],2,1
Universidad del Cauca,Universidad de Cuenca,0.9048,Different Universities,Moderate similarity - likely different universities,Colombia,Ecuador,qs_rankings,qs_rankings,"[2023, 2024]","[2023, 2024]",2,2
Instituto Tecnológico de Santo Domingo,Instituto Tecnológico de Santo Domingo (INTEC),0.9048,Different Universities,Moderate similarity - likely different universities,Dominican Republic,Dominican Republic,,qs_rankings,"[2023, 2024]","[2023, 2024]",2,2
Indian Institute of Technology Bombay,Indian Institute of Technology Ropar,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Bombay,Indian Institute of Technology Mandi,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Indian Institute of Technology Delhi,Indian Institute of Technology Indore,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Indore,Indian Institute of Technology Ropar,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Indore,Indian Institute of Technology Mandi,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Indian Institute of Technology Kanpur,Indian Institute of Technology Patna,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Kanpur,Indian Institute of Technology Ropar,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Kanpur,Indian Institute of Technology Mandi,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Indian Institute of Technology Madras,Indian Institute of Technology Patna,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Indian Institute of Technology Madras,Indian Institute of Technology Ropar,0.9041,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidade Federal do ParanÃ¡ - UFPR,Universidade Federal do Parà - UFPA,0.9041,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,qs_rankings,qs_rankings,[2021],"[2023, 2024]",1,2
Maria Curie-Skłodowska University,Maria Curie-Skłodowska University (UMCS),0.9041,Different Universities,Moderate similarity - likely different universities,Poland,Poland,,the_rankings,"[2022, 2023, 2024]","[2022, 2023, 2024]",3,3
National University of Science and Technology (MISiS),"National University of Science and Technology, Oman",0.9038,Different Universities,Moderate similarity - likely different universities,Russia,Oman,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Bond University,Bowen University,0.9032,Different Universities,Moderate similarity - likely different universities,Australia,Nigeria,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2023],5,1
Universidade Federal do Paraná,Universidade Federal do Maranhão,0.9032,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,,,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universiti Brunei Darussalam,Universiti Brunei Darussalam (UBD),0.9032,Different Universities,Moderate similarity - likely different universities,Brunei,Brunei,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Sofia University,Soka University,0.9032,Different Universities,Moderate similarity - likely different universities,Bulgaria,Japan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2022],5,1
Sohag University,Soka University,0.9032,Different Universities,Moderate similarity - likely different universities,Egypt,Japan,the_rankings,the_rankings,"[2020, 2021, 2023, 2024]",[2022],4,1
Sharif University of Technology,Shiraz University of Technology,0.9032,Different Universities,Moderate similarity - likely different universities,"Iran, Iran. Islamic Republic of",Iran,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",6,5
Chubu University,Chuo University,0.9032,Different Universities,Moderate similarity - likely different universities,Japan,Japan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Kobe University,Korea University,0.9032,Different Universities,Moderate similarity - likely different universities,Japan,South Korea,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Notre Dame University-Louaize NDU,Notre Dame University Louaize,0.9032,Different Universities,Moderate similarity - likely different universities,Lebanon,Lebanon,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2022],5,1
University of the Philippines,University of Eastern Philippines,0.9032,Different Universities,Moderate similarity - likely different universities,Philippines,Philippines,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
Korea University,Koya University,0.9032,Different Universities,Moderate similarity - likely different universities,South Korea,Iraq,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Technical University of Cartagena,Technical University of Crete,0.9032,Different Universities,Moderate similarity - likely different universities,Spain,Greece,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
National University of Kyiv-Mohyla Academy,National University of Kyiv-Mohyla Academy (NaUKMA),0.9032,Different Universities,Moderate similarity - likely different universities,Ukraine,Ukraine,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Duke University,Duzce University,0.9032,Different Universities,Moderate similarity - likely different universities,United States,Turkey,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
BRAC University,Brock University,0.9032,Different Universities,Moderate similarity - likely different universities,Bangladesh,Canada,qs_rankings,qs_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Universidad AutÃ³noma de Chapingo,Universidad Autonoma Chapingo,0.9032,Different Universities,Moderate similarity - likely different universities,Mexico,Mexico,qs_rankings,,[2021],[2022],1,1
Universidad AutÃ³noma de Chapingo,Universidad Autónoma Chapingo,0.9032,Different Universities,Moderate similarity - likely different universities,Mexico,Mexico,qs_rankings,qs_rankings,[2021],"[2022, 2023, 2024]",1,3
Soran University,Soka University,0.9032,Different Universities,Moderate similarity - likely different universities,Iraq,Japan,the_rankings,the_rankings,"[2022, 2023]",[2022],2,1
Konan University,Koya University,0.9032,Different Universities,Moderate similarity - likely different universities,Japan,Iraq,the_rankings,the_rankings,"[2022, 2024]","[2023, 2024]",2,2
Soka University,Sohar University,0.9032,Different Universities,Moderate similarity - likely different universities,Japan,Oman,the_rankings,the_rankings,[2022],"[2022, 2024]",1,2
"The University of Newcastle, Australia",The University of Newcastle. Australia (UON),0.9024,Different Universities,Moderate similarity - likely different universities,Australia,Australia,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
National Institute of Technology Srinagar,National Institute of Technology Warangal,0.9024,Different Universities,Moderate similarity - likely different universities,India,India,the_rankings,the_rankings,[2024],[2024],1,1
National University of Sciences And Technology Islamabad,National University of Sciences and Technology,0.902,Different Universities,Moderate similarity - likely different universities,Pakistan,Pakistan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Jeonbuk National University,Jeju National University,0.902,Different Universities,Moderate similarity - likely different universities,South Korea,South Korea,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Louisiana State University,Louisiana Tech University,0.902,Different Universities,Moderate similarity - likely different universities,United States,United States,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021]",5,2
National Chi Nan University,National Ilan University,0.902,Different Universities,Moderate similarity - likely different universities,Taiwan,Taiwan,the_rankings,the_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Universidad Nacional de La Plata,Universidad Nacional de La Plata (UNLP),0.9014,Different Universities,Moderate similarity - likely different universities,Argentina,Argentina,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universidad Carlos III de Madrid,Universidad Carlos III de Madrid (UC3M),0.9014,Different Universities,Moderate similarity - likely different universities,Spain,Spain,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universidade Federal do Maranhão,Universidade Federal do Maranhão (UFMA),0.9014,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,,the_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Gebze Yüksek Teknoloji Enstitüsü,Gebze Yüksek Teknoloji Enstitüsü (GYTE),0.9014,Different Universities,Moderate similarity - likely different universities,Turkey,Turkey,,qs_rankings,"[2023, 2024]","[2023, 2024]",2,2
Universidad Autónoma del Estado de Mexico,Universidad Autónoma del Estado de Mexico (UAEMex),0.9011,Different Universities,Moderate similarity - likely different universities,Mexico,Mexico,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universidad Autónoma del Estado de México,Universidad Autónoma del Estado de México (UAEMex),0.9011,Different Universities,Moderate similarity - likely different universities,Mexico,Mexico,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Biskra,University of Basrah,0.9,Different Universities,Moderate similarity - likely different universities,Algeria,Iraq,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universidad de Buenos Aires,Universidad de Buenos Aires (UBA),0.9,Different Universities,Moderate similarity - likely different universities,Argentina,Argentina,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
University of Mons,University of Monastir,0.9,Different Universities,Moderate similarity - likely different universities,Belgium,Tunisia,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Université de Liège,Université de Limoges,0.9,Different Universities,Moderate similarity - likely different universities,Belgium,France,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
Toronto Metropolitan University,Tokyo Metropolitan University,0.9,Different Universities,Moderate similarity - likely different universities,Canada,Japan,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Alberta,University of Malta,0.9,Different Universities,Moderate similarity - likely different universities,Canada,Malta,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Regina,University of Girona,0.9,Different Universities,Moderate similarity - likely different universities,Canada,Spain,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Regina,University of Oregon,0.9,Different Universities,Moderate similarity - likely different universities,Canada,United States,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Pontificia Universidad Católica de Chile,Pontificia Universidad Católica del Perú,0.9,Different Universities,Moderate similarity - likely different universities,Chile,Peru,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Southern University of Science and Technology,Southern University of Science and Technology (SUSTech),0.9,Different Universities,Moderate similarity - likely different universities,China,China,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Oulu,University of Toulouse,0.9,Different Universities,Moderate similarity - likely different universities,Finland,France,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Turku,University of Tsukuba,0.9,Different Universities,Moderate similarity - likely different universities,Finland,Japan,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Lille,University of Seville,0.9,Different Universities,Moderate similarity - likely different universities,France,Spain,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Bayreuth,University of Bath,0.9,Different Universities,Moderate similarity - likely different universities,Germany,United Kingdom,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Bremen,University of Bergen,0.9,Different Universities,Moderate similarity - likely different universities,Germany,Norway,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Hamburg,University of Namur,0.9,Different Universities,Moderate similarity - likely different universities,Germany,Belgium,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Siegen,University of Szeged,0.9,Different Universities,Moderate similarity - likely different universities,Germany,Hungary,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Siegen,University of Bergen,0.9,Different Universities,Moderate similarity - likely different universities,Germany,Norway,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Ghana,University of Granada,0.9,Different Universities,Moderate similarity - likely different universities,Ghana,Spain,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Crete,University of Trieste,0.9,Different Universities,Moderate similarity - likely different universities,Greece,Italy,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Crete,University of Chester,0.9,Different Universities,Moderate similarity - likely different universities,Greece,United Kingdom,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Patras,University of Madras,0.9,Different Universities,Moderate similarity - likely different universities,Greece,India,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Iceland,University of Milan,0.9,Different Universities,Moderate similarity - likely different universities,Iceland,Italy,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Isfahan,University of Misan,0.9,Different Universities,Moderate similarity - likely different universities,Iran,Iraq,the_rankings,the_rankings,"[2020, 2021, 2023, 2024]","[2023, 2024]",4,2
University of Isfahan,University of Bisha,0.9,Different Universities,Moderate similarity - likely different universities,Iran,Saudi Arabia,the_rankings,the_rankings,"[2020, 2021, 2023, 2024]","[2023, 2024]",4,2
University of Kashan,University of Kansas,0.9,Different Universities,Moderate similarity - likely different universities,Iran,United States,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Galway,University of Malaya,0.9,Different Universities,Moderate similarity - likely different universities,Ireland,Malaysia,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Genoa,University of Georgia,0.9,Different Universities,Moderate similarity - likely different universities,Italy,United States,"the_rankings, qs_rankings",,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Milan,University of Garmian,0.9,Different Universities,Moderate similarity - likely different universities,Italy,Iraq,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
University of Palermo,University of Parma,0.9,Different Universities,Moderate similarity - likely different universities,Italy,Italy,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Parma,University of Garmian,0.9,Different Universities,Moderate similarity - likely different universities,Italy,Iraq,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
University of Perugia,University of Petra,0.9,Different Universities,Moderate similarity - likely different universities,Italy,Jordan,the_rankings,the_rankings,"[2020, 2022, 2023]","[2022, 2023, 2024]",3,3
University of Siena,University of Messina,0.9,Different Universities,Moderate similarity - likely different universities,Italy,Italy,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
University of Trento,University of Twente,0.9,Different Universities,Moderate similarity - likely different universities,Italy,Netherlands,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Jordan,University of Oradea,0.9,Different Universities,Moderate similarity - likely different universities,Jordan,Romania,qs_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Macau,University of Mascara,0.9,Different Universities,Moderate similarity - likely different universities,Macau,Algeria,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Malaya,University of Celaya,0.9,Different Universities,Moderate similarity - likely different universities,Malaysia,Mexico,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Malaya,University of Manara,0.9,Different Universities,Moderate similarity - likely different universities,Malaysia,Iraq,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Malta,University of Mataram,0.9,Different Universities,Moderate similarity - likely different universities,Malta,Indonesia,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
University of Lagos,University of Glasgow,0.9,Different Universities,Moderate similarity - likely different universities,Nigeria,United Kingdom,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
National University of Sciences and Technology,National Taichung University of Science and Technology,0.9,Different Universities,Moderate similarity - likely different universities,Pakistan,Taiwan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Karachi,University of Okara,0.9,Different Universities,Moderate similarity - likely different universities,Pakistan,Pakistan,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]",[2024],5,1
Universidad de Lima,Universidad del Zulia,0.9,Different Universities,Moderate similarity - likely different universities,Peru,Venezuela,qs_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
National University of Science and Technology,National Kaohsiung University of Science and Technology,0.9,Different Universities,Moderate similarity - likely different universities,Russia,Taiwan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Malaga,University of Manara,0.9,Different Universities,Moderate similarity - likely different universities,Spain,Iraq,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
University of Murcia,University of Tuscia,0.9,Different Universities,Moderate similarity - likely different universities,Spain,Italy,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
University of Oviedo,University of Toledo,0.9,Different Universities,Moderate similarity - likely different universities,Spain,United States,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Bern,University of Aberdeen,0.9,Different Universities,Moderate similarity - likely different universities,Switzerland,United Kingdom,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Manouba,University of Anbar,0.9,Different Universities,Moderate similarity - likely different universities,Tunisia,Iraq,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Kent,University of Kentucky,0.9,Different Universities,Moderate similarity - likely different universities,United Kingdom,United States,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Oregon,University of Sopron,0.9,Different Universities,Moderate similarity - likely different universities,United States,Hungary,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Viet Nam National University Ho Chi Minh City,Viet Nam National University Ho Chi Minh City (VNU-HCM),0.9,Different Universities,Moderate similarity - likely different universities,Vietnam,Vietnam,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Universidade Federal de Juiz de Fora,Universidade Federal de Juiz de Fora- (UFJF),0.9,Different Universities,Moderate similarity - likely different universities,Brazil,Brazil,the_rankings,qs_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
