University_Name,Match_Type,clean_name,University_Name_qs,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name,University_Name_the,Country_the,Year_the,THE_Rank,Teaching_Score,Research_Score,Citation_Score,International_Outlook,Industry_Income,Total_Score,Std_Country_the,Std_University_Name_the,Base_Match_Score,University_Name_cwur,Country_cwur,Year_cwur,CWUR_Rank,Quality_of_Education,Alumni_Employment,Publications,Influence,Patents,Std_Country_cwur,Std_University_Name_cwur,Base_Match_Score_cwur,University_Name_the2023,Country_the2023,Year_the2023,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country_the2023,Std_University_Name_the2023,Base_Match_Score_the2023,Research_Excellence_Index,Innovation_Index,Student_Experience_Index,Global_Reputation_Index,Research_Productivity_Score,Internationalization_Score
colorado school of mines,Exact,colorado school of mines,Colorado School of Mines,United States,Americas,2026.0,571.0,81.0,29.2,11.3,22.5,18.8,69.9,28.7,11.2,30.9,29.4,54.7,United States,Colorado School of Mines,Colorado School of Mines,United States,2016.0,251.0,28.5,30.3,71.8,35.5,83.7,,United States,Colorado School of Mines,100.0,Colorado School of Mines,United States,2015.0,365.0,367.0,81.0,668.0,601.0,690.0,United States,Colorado School of Mines,100.0,Colorado School of Mines,United States,2023.0,401.0,6350.0,17.6,360.7954545454545,9.0,572.0,31 : 69,31.0,69.0,34.0,30.3,63.0,46.2,37.1,,United States,Colorado School of Mines,100.0,227.35999999999999,1291.0,41.02,15.780000000000001,739.8,25.133333333333336
columbia university,Exact,columbia university,Columbia University,United States,Americas,2026.0,38.0,12.0,85.6,99.9,99.9,100.0,44.5,48.5,98.1,98.4,100.0,77.9,United States,Columbia University,Columbia University,United States,2016.0,15.0,85.9,82.2,98.1,73.5,,86.1,United States,Columbia University,100.0,Columbia University,United States,2015.0,6.0,13.0,6.0,13.0,13.0,4.0,United States,Columbia University,100.0,Columbia University,United States,2023.0,11.0,21781.0,4.5,4840.222222222223,38.0,8277.0,,,,89.4,87.7,97.1,44.8,79.9,89.4,United States,Columbia University,100.0,66.21,17.0,75.81,99.9,111.1,73.36666666666666
concordia university,Exact,concordia university,Concordia University,Canada,Americas,2026.0,465.0,17.0,33.8,21.7,18.0,5.2,32.0,64.0,94.4,75.6,58.4,81.8,Canada,Concordia University,Concordia University,Canada,2016.0,401.0,19.3,23.4,36.4,77.4,30.9,,Canada,Concordia University,100.0,Concordia University,Canada,2015.0,417.0,367.0,99.0,545.0,745.0,718.0,Canada,Concordia University,100.0,Concordia University,Canada,2023.0,601.0,35592.0,33.5,1062.44776119403,34.0,12101.0,50 : 50,50.0,50.0,22.6,27.4,46.4,39.2,85.6,,Canada,Concordia University,100.0,203.78,1463.0,39.19,20.22,581.4,78.60000000000001
cornell university,Exact,cornell university,Cornell University,United States,Americas,2026.0,16.0,7.0,91.6,99.5,98.8,64.3,98.0,57.6,75.7,93.0,99.3,76.8,United States,Cornell University,Cornell University,United States,2016.0,18.0,77.9,86.1,97.2,63.9,33.7,84.0,United States,Cornell University,100.0,Cornell University,United States,2015.0,10.0,12.0,18.0,24.0,15.0,11.0,United States,Cornell University,100.0,Cornell University,United States,2023.0,20.0,24027.0,10.3,2332.7184466019417,26.0,6247.0,51 : 49,51.0,49.0,80.2,86.1,97.3,40.4,76.9,85.9,United States,Cornell University,100.0,69.89999999999999,26.0,66.79,99.22,121.2,65.73333333333333
curtin university,Exact,curtin university,Curtin University,Australia,Oceania,2026.0,183.0,12.0,57.6,46.3,39.3,17.7,89.6,100.0,54.3,94.2,37.9,82.0,Australia,Curtin University,Curtin University,Australia,2016.0,401.0,20.1,20.2,44.6,93.1,37.8,,Australia,Curtin University,100.0,Curtin University,Australia,2015.0,595.0,367.0,559.0,425.0,384.0,518.0,Australia,Curtin University,100.0,Curtin University,,2023.0,201.0,29999.0,20.8,1442.2596153846152,31.0,9300.0,52 : 48,52.0,48.0,26.5,33.5,83.0,48.5,95.2,,,Curtin University,100.0,144.86,902.0,43.66,43.5,469.6,82.46666666666667
czech technical university in prague,Exact,czech technical university in prague,Czech Technical University In Prague,Czechia,Europe,2026.0,416.0,2.0,36.5,26.8,51.3,89.4,6.2,28.7,56.0,69.4,23.1,53.6,Czechia,Czech Technical University In Prague,Czech Technical University in Prague,Czech Republic,2016.0,501.0,20.6,9.3,46.5,25.0,28.2,,Czech Republic,Czech Technical University In Prague,100.0,Czech Technical University in Prague,Czech Republic,2015.0,716.0,347.0,567.0,673.0,816.0,582.0,Czech Republic,Czech Technical University In Prague,100.0,Czech Technical University in Prague,Czech Republic,2023.0,1201.0,16217.0,8.8,1842.840909090909,20.0,3243.0,19 : 81,19.0,81.0,23.2,16.1,15.5,48.4,58.2,,Czech Republic,Czech Technical University In Prague,100.0,233.87,1398.0,42.64,36.599999999999994,719.5,36.56666666666667
dalhousie university,Exact,dalhousie university,Dalhousie University,Canada,Americas,2026.0,283.0,12.0,47.2,27.1,23.9,15.8,76.2,100.0,79.4,79.9,39.8,85.3,Canada,Dalhousie University,Dalhousie University,Canada,2016.0,201.0,30.4,29.4,65.2,78.3,50.3,,Canada,Dalhousie University,100.0,Dalhousie University,Canada,2015.0,286.0,367.0,137.0,280.0,247.0,384.0,Canada,Dalhousie University,100.0,Dalhousie University,,2023.0,301.0,16901.0,14.8,1141.9594594594594,28.0,4732.0,55 : 45,55.0,45.0,28.1,30.9,74.3,45.0,89.0,,,Dalhousie University,100.0,112.02,631.0,45.2,25.82,345.2,85.89999999999999
dalian university of technology,Exact,dalian university of technology,Dalian University of Technology,China (Mainland),Asia,2026.0,482.0,31.0,33.0,11.4,11.0,23.4,95.7,15.4,5.3,59.8,21.8,46.8,China (Mainland),Dalian University of Technology,Dalian University of Technology,China,2016.0,601.0,22.6,19.0,23.5,20.7,93.3,,China,Dalian University of Technology,100.0,Dalian University of Technology,China,2015.0,305.0,367.0,104.0,313.0,667.0,131.0,China,Dalian University of Technology,100.0,Dalian University of Technology,China,2023.0,601.0,38465.0,15.0,2564.333333333333,3.0,1154.0,,,,28.6,29.6,46.1,73.0,31.9,,China,Dalian University of Technology,100.0,143.95,798.0,37.84,11.24,336.5,13.799999999999999
dartmouth college,Exact,dartmouth college,Dartmouth College,United States,Americas,2026.0,247.0,44.0,50.6,30.7,54.3,79.9,56.9,13.5,58.5,46.2,87.7,82.2,United States,Dartmouth College,Dartmouth College,United States,2016.0,104.0,50.7,35.8,93.3,38.3,40.8,57.8,United States,Dartmouth College,100.0,Dartmouth College,United States,2015.0,44.0,40.0,19.0,246.0,167.0,63.0,United States,Dartmouth College,100.0,Dartmouth College,United States,2023.0,123.0,6440.0,7.8,825.6410256410256,15.0,966.0,49 : 51,49.0,51.0,59.8,40.4,88.2,40.0,42.0,60.7,United States,Dartmouth College,100.0,108.21000000000001,230.0,56.08,40.14,339.3,36.766666666666666
deakin university,Exact,deakin university,Deakin University,Australia,Oceania,2026.0,207.0,14.0,54.9,42.3,32.6,5.9,86.2,97.2,83.3,86.8,43.6,86.7,Australia,Deakin University,Deakin University,Australia,2016.0,301.0,22.4,21.9,66.8,76.9,30.0,,Australia,Deakin University,100.0,Deakin University,Australia,2015.0,579.0,367.0,424.0,502.0,647.0,636.0,Australia,Deakin University,100.0,Deakin University,Australia,2023.0,251.0,43080.0,33.9,1270.796460176991,25.0,10770.0,58 : 42,58.0,42.0,25.0,33.0,83.2,44.6,88.7,,Australia,Deakin University,100.0,193.89999999999998,1283.0,37.33,38.42,568.8,85.8
delft university of technology,Exact,delft university of technology,Delft University of Technology,Netherlands,Europe,2026.0,47.0,1.0,84.3,86.2,90.4,49.1,84.6,100.0,94.8,93.8,66.0,96.3,Netherlands,Delft University of Technology,Delft University of Technology,Netherlands,2016.0,65.0,55.0,73.8,61.5,84.0,100.0,65.9,Netherlands,Delft University of Technology,100.0,Delft University of Technology,Netherlands,2015.0,255.0,307.0,300.0,224.0,224.0,146.0,Netherlands,Delft University of Technology,100.0,Delft University of Technology,Netherlands,2023.0,70.0,20299.0,16.1,1260.807453416149,31.0,6293.0,31 : 69,31.0,69.0,58.8,76.4,59.1,93.4,94.2,67.7,Netherlands,Delft University of Technology,100.0,115.17000000000002,370.0,57.99,87.88,285.5,92.93333333333334
drexel university,Exact,drexel university,Drexel University,United States,Americas,2026.0,711.0,100.0,,8.9,11.2,30.2,36.9,31.3,37.4,68.8,35.3,48.7,United States,Drexel University,Drexel University,United States,2016.0,351.0,31.2,14.6,57.7,46.3,36.3,,United States,Drexel University,100.0,Drexel University,United States,2015.0,258.0,367.0,233.0,362.0,338.0,91.0,United States,Drexel University,100.0,Drexel University,United States,2023.0,301.0,19304.0,12.5,1544.32,14.0,2703.0,51 : 49,51.0,49.0,40.8,26.0,76.4,48.8,50.1,,United States,Drexel University,100.0,129.35000000000002,429.0,46.769999999999996,9.82,419.7,38.333333333333336
dublin city university,Exact,dublin city university,Dublin City University,Ireland,Europe,2026.0,410.0,6.0,36.7,29.2,37.5,27.8,22.0,80.8,43.2,78.0,40.2,79.7,Ireland,Dublin City University,Dublin City University,Republic of Ireland,2016.0,401.0,26.1,25.2,36.3,76.7,51.7,,Republic of Ireland,Dublin City University,100.0,Dublin City University,Ireland,2015.0,843.0,367.0,567.0,803.0,933.0,347.0,Ireland,Dublin City University,100.0,Dublin City University,Ireland,2023.0,401.0,13956.0,25.4,549.4488188976378,17.0,2373.0,59 : 41,59.0,41.0,23.9,33.8,63.2,42.6,82.2,,Ireland,Dublin City University,100.0,274.87,1280.0,37.04,32.519999999999996,839.3,66.89999999999999
duke university,Exact,duke university,Duke University,United States,Americas,2026.0,62.0,18.0,79.0,92.9,91.0,100.0,47.1,28.3,62.0,90.8,95.6,77.6,United States,Duke University,Duke University,United States,2016.0,20.0,76.0,78.0,99.0,56.5,100.0,82.7,United States,Duke University,100.0,Duke University,United States,2015.0,28.0,74.0,31.0,19.0,23.0,33.0,United States,Duke University,100.0,Duke University,United States,2023.0,25.0,16091.0,4.2,3831.190476190476,24.0,3862.0,52 : 48,52.0,48.0,78.1,76.2,95.7,99.6,68.0,82.6,United States,Duke University,100.0,67.0,56.0,67.17999999999999,92.14,118.0,48.93333333333334
durham university,Exact,durham university,Durham University,United Kingdom,Europe,2026.0,94.0,16.0,70.1,74.1,91.9,37.3,42.9,99.2,94.5,90.9,53.6,95.2,United Kingdom,Durham University,Durham University,United Kingdom,2016.0,70.0,47.9,51.9,87.7,86.4,34.4,63.6,United Kingdom,Durham University,100.0,Durham University,United Kingdom,2015.0,261.0,132.0,267.0,248.0,199.0,460.0,United Kingdom,Durham University,100.0,Durham University,United Kingdom,2023.0,198.0,18425.0,14.1,1306.7375886524824,35.0,6449.0,54 : 46,54.0,46.0,40.0,44.6,70.0,39.4,94.3,54.4,United Kingdom,Durham University,100.0,116.57000000000001,659.0,52.269999999999996,81.22,335.7,93.36666666666667
east china normal university,Exact,east china normal university,East China Normal University,China (Mainland),Asia,2026.0,433.0,26.0,35.6,19.9,16.4,20.2,82.1,46.7,15.7,69.2,14.5,47.7,China (Mainland),East China Normal University,East China Normal University,China,2016.0,501.0,24.6,14.7,43.3,30.6,42.0,,China,East China Normal University,100.0,East China Normal University,China,2015.0,586.0,367.0,272.0,436.0,645.0,576.0,China,East China Normal University,100.0,East China Normal University,China,2023.0,351.0,28055.0,14.7,1908.5034013605443,11.0,3086.0,64 : 36,64.0,36.0,37.5,32.6,62.0,54.4,54.7,,China,East China Normal University,100.0,170.57,1221.0,43.89,18.5,479.3,31.0
east china university of science and technology,Exact,east china university of science and technology,East China University of Science and Technology,China (Mainland),Asia,2026.0,673.0,42.0,26.2,9.1,10.3,15.4,82.5,3.3,2.5,43.5,12.5,40.2,China (Mainland),East China University of Science and Technology,East China University of Science and Technology,China,2016.0,401.0,24.1,17.1,46.4,21.7,64.7,,China,East China University of Science and Technology,100.0,East China University of Science and Technology,China,2015.0,477.0,367.0,567.0,423.0,828.0,184.0,China,East China University of Science and Technology,100.0,East China University of Science and Technology,China,2023.0,1001.0,28718.0,16.9,1699.2899408284025,2.0,574.0,44 : 56,44.0,56.0,24.2,22.4,41.9,61.7,20.1,,China,East China University of Science and Technology,100.0,188.16000000000003,1012.0,35.209999999999994,9.58,469.4,9.166666666666666
eindhoven university of technology,Exact,eindhoven university of technology,Eindhoven University of Technology,Netherlands,Europe,2026.0,140.0,5.0,63.2,40.5,77.3,43.6,81.9,100.0,95.7,74.3,33.1,74.1,Netherlands,Eindhoven University of Technology,Eindhoven University of Technology,Netherlands,2016.0,176.0,34.3,41.0,70.7,71.3,57.3,50.6,Netherlands,Eindhoven University of Technology,100.0,Eindhoven University of Technology,Netherlands,2015.0,348.0,367.0,347.0,306.0,549.0,279.0,Netherlands,Eindhoven University of Technology,100.0,Eindhoven University of Technology,Netherlands,2023.0,201.0,10240.0,21.0,487.6190476190476,24.0,2458.0,,,,45.5,49.8,55.5,99.2,86.4,,Netherlands,Eindhoven University of Technology,100.0,153.71,828.0,49.099999999999994,55.22,376.7,89.0
emory university,Exact,emory university,Emory University,United States,Americas,2026.0,182.0,38.0,57.7,34.5,37.7,92.8,85.7,70.0,49.6,85.0,42.4,63.5,United States,Emory University,Emory University,United States,2016.0,90.0,48.3,37.1,96.7,51.0,48.9,59.7,United States,Emory University,100.0,Emory University,United States,2015.0,84.0,367.0,146.0,67.0,60.0,55.0,United States,Emory University,100.0,Emory University,United States,2023.0,82.0,13190.0,4.2,3140.4761904761904,20.0,2638.0,60 : 40,60.0,40.0,54.8,46.0,98.0,48.6,59.8,65.3,United States,Emory University,100.0,63.25,115.0,56.66,35.78,163.7,56.86666666666667
erasmus university rotterdam,Exact,erasmus university rotterdam,Erasmus University Rotterdam,Netherlands,Europe,2026.0,140.0,5.0,63.2,49.4,74.8,20.7,75.7,81.8,81.6,81.8,94.0,62.2,Netherlands,Erasmus University Rotterdam,Erasmus University Rotterdam,Netherlands,2016.0,71.0,37.2,55.2,95.6,76.1,54.6,63.5,Netherlands,Erasmus University Rotterdam,100.0,Erasmus University Rotterdam,Netherlands,2015.0,85.0,367.0,46.0,87.0,147.0,227.0,Netherlands,Erasmus University Rotterdam,100.0,Erasmus University Rotterdam,,2023.0,80.0,31668.0,33.9,934.1592920353984,22.0,6967.0,53 : 47,53.0,47.0,38.6,57.1,95.6,64.4,89.7,65.7,,Erasmus University Rotterdam,100.0,82.86,374.0,41.87,59.56,182.6,79.83333333333333
ewha womans university,Exact,ewha womans university,Ewha Womans University,South Korea,Asia,2026.0,504.0,14.0,32.0,33.5,26.6,75.1,13.6,9.6,37.5,32.9,28.4,67.1,South Korea,Ewha Womans University,Ewha Womans University,South Korea,2016.0,401.0,23.9,18.3,50.4,34.3,57.6,,South Korea,Ewha Womans University,100.0,Ewha Womans University,South Korea,2015.0,390.0,367.0,567.0,462.0,509.0,107.0,South Korea,Ewha Womans University,100.0,Ewha Womans University,South Korea,2023.0,801.0,14746.0,17.5,842.6285714285714,13.0,1917.0,100 : 0,100.0,0.0,32.3,33.1,26.2,70.4,44.3,,South Korea,Ewha Womans University,100.0,165.74,616.0,41.57,30.74,512.4,27.133333333333336
feng chia university,Exact,feng chia university,Feng Chia University,Taiwan,Asia,2026.0,1201.0,18.0,,12.3,11.8,6.4,11.7,5.6,6.8,10.1,21.0,53.9,Taiwan,Feng Chia University,Feng Chia University,Taiwan,2016.0,601.0,14.6,13.7,34.4,21.1,33.9,,Taiwan,Feng Chia University,100.0,Feng Chia University,Taiwan,2015.0,983.0,367.0,434.0,902.0,991.0,871.0,Taiwan,Feng Chia University,100.0,Feng Chia University,Taiwan,2023.0,1501.0,19298.0,23.3,828.2403433476395,7.0,1351.0,39 : 61,39.0,61.0,17.5,16.6,13.6,41.0,37.1,,Taiwan,Feng Chia University,100.0,295.3,1862.0,32.11,12.100000000000001,936.4,11.166666666666666
flinders university,Exact,flinders university,Flinders University,Australia,Oceania,2026.0,387.0,21.0,39.0,19.6,9.7,11.3,64.3,97.9,97.3,77.3,15.5,81.6,Australia,Flinders University,Flinders University,Australia,2016.0,251.0,21.4,25.7,69.5,64.7,41.7,,Australia,Flinders University,100.0,Flinders University,Australia,2015.0,620.0,122.0,567.0,518.0,581.0,686.0,Australia,Flinders University,100.0,Flinders University,Australia,2023.0,301.0,17027.0,27.9,610.2867383512545,36.0,6130.0,65 : 35,65.0,35.0,27.3,33.1,75.8,43.0,89.8,,Australia,Flinders University,100.0,192.83,1267.0,43.349999999999994,15.64,587.5,86.63333333333333
florida international university,Exact,florida international university,Florida International University,United States,Americas,2026.0,582.0,82.0,28.8,22.7,38.3,18.3,17.5,27.7,22.6,84.7,28.0,79.0,United States,Florida International University,Florida International University,United States,2016.0,401.0,25.7,18.1,49.4,32.8,32.7,,United States,Florida International University,100.0,Florida International University,United States,2015.0,605.0,367.0,567.0,496.0,508.0,585.0,United States,Florida International University,100.0,Florida International University,United States,2023.0,501.0,35590.0,23.3,1527.4678111587982,9.0,3203.0,57 : 43,57.0,43.0,32.2,27.4,62.7,37.9,41.7,,United States,Florida International University,100.0,172.06,1093.0,38.59,28.939999999999998,545.4,27.7
florida state university,Exact,florida state university,Florida State University,United States,Americas,2026.0,549.0,78.0,30.1,32.7,24.0,11.4,34.1,16.4,9.0,74.5,34.8,62.5,United States,Florida State University,Florida State University,United States,2016.0,201.0,38.5,40.1,64.7,41.6,32.0,,United States,Florida State University,100.0,Florida State University,United States,2015.0,252.0,367.0,334.0,200.0,184.0,411.0,United States,Florida State University,100.0,Florida State University,United States,2023.0,301.0,39380.0,24.0,1640.8333333333333,7.0,2757.0,57 : 43,57.0,43.0,40.2,37.3,67.5,40.1,47.8,,United States,Florida State University,100.0,93.85000000000001,595.0,40.980000000000004,29.220000000000002,264.7,22.333333333333332
fu jen catholic university,Exact,fu jen catholic university,Fu Jen Catholic University,Taiwan,Asia,2026.0,1201.0,18.0,,10.6,10.8,4.5,14.9,13.2,8.1,9.3,35.8,44.5,Taiwan,Fu Jen Catholic University,Fu Jen Catholic University,Taiwan,2016.0,601.0,14.4,9.8,18.2,19.1,47.0,,Taiwan,Fu Jen Catholic University,100.0,Fu Jen Catholic University,Taiwan,2015.0,971.0,367.0,446.0,984.0,887.0,824.0,Taiwan,Fu Jen Catholic University,100.0,Fu Jen Catholic University,Taiwan,2023.0,1001.0,18619.0,29.0,642.0344827586207,5.0,931.0,58 : 42,58.0,42.0,24.0,26.5,19.4,78.9,28.7,,Taiwan,Fu Jen Catholic University,100.0,294.88,1711.0,32.400000000000006,10.68,1002.2,13.466666666666667
fudan university,Exact,fudan university,Fudan University,China (Mainland),Asia,2026.0,30.0,3.0,88.4,93.7,95.1,84.8,92.8,88.5,46.4,75.5,73.3,83.1,China (Mainland),Fudan University,Fudan University,China,2016.0,201.0,44.7,30.4,61.1,38.6,28.0,,China,Fudan University,100.0,Fudan University,China,2015.0,195.0,367.0,203.0,112.0,252.0,123.0,China,Fudan University,100.0,Fudan University,China,2023.0,51.0,36318.0,11.9,3051.9327731092435,9.0,3269.0,52 : 48,52.0,48.0,71.8,75.8,74.5,77.3,45.2,72.0,China,Fudan University,100.0,78.09,375.0,57.849999999999994,94.25999999999999,173.1,57.833333333333336
george mason university,Exact,george mason university,George Mason University,United States,Americas,2026.0,951.0,130.0,,12.0,11.6,17.1,18.0,15.6,17.1,67.6,17.4,56.1,United States,George Mason University,George Mason University,United States,2016.0,301.0,29.6,21.2,64.9,36.9,29.1,,United States,George Mason University,100.0,George Mason University,United States,2015.0,414.0,367.0,567.0,450.0,371.0,526.0,United States,George Mason University,100.0,George Mason University,United States,2023.0,301.0,32157.0,18.1,1776.6298342541436,12.0,3859.0,53 : 47,53.0,47.0,30.7,26.8,84.0,37.8,50.0,,United States,George Mason University,100.0,155.05,897.0,40.45,11.84,514.9,23.2
