University_Name,Match_Type,clean_name,University_Name_qs,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name,University_Name_the,Country_the,Year_the,THE_Rank,Teaching_Score,Research_Score,Citation_Score,International_Outlook,Industry_Income,Total_Score,Std_Country_the,Std_University_Name_the,Base_Match_Score,University_Name_cwur,Country_cwur,Year_cwur,CWUR_Rank,Quality_of_Education,Alumni_Employment,Publications,Influence,Patents,Std_Country_cwur,Std_University_Name_cwur,Base_Match_Score_cwur,University_Name_the2023,Country_the2023,Year_the2023,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country_the2023,Std_University_Name_the2023,Base_Match_Score_the2023,Research_Excellence_Index,Innovation_Index,Student_Experience_Index,Global_Reputation_Index,Research_Productivity_Score,Internationalization_Score
south china university of technology,Exact,south china university of technology,South China University of Technology,China (Mainland),Asia,2026.0,377.0,23.0,39.8,18.8,20.8,29.4,99.3,15.9,10.5,64.8,40.4,50.1,China (Mainland),South China University of Technology,South China University of Technology,China,2016.0,501.0,19.5,22.1,28.1,17.5,86.8,,China,South China University of Technology,100.0,South China University of Technology,China,2015.0,439.0,367.0,266.0,347.0,620.0,196.0,China,South China University of Technology,100.0,South China University of Technology,China,2023.0,401.0,40082.0,12.7,3156.062992125984,5.0,2004.0,39 : 61,39.0,61.0,28.2,35.6,70.7,80.7,34.4,,China,South China University of Technology,100.0,148.67000000000002,816.0,38.97,19.6,375.1,14.633333333333333
southern methodist university,Exact,southern methodist university,Southern Methodist University,United States,Americas,2026.0,1001.0,136.0,,6.4,10.9,37.6,11.9,15.8,16.3,28.8,62.4,41.9,United States,Southern Methodist University,Southern Methodist University,United States,2013.0,351.0,18.6,9.0,67.3,35.2,,,United States,Southern Methodist University,100.0,Southern Methodist University,United States,2015.0,142.0,179.0,28.0,624.0,655.0,824.0,United States,Southern Methodist University,100.0,,,,,,,,,,,,,,,,,,,,,,214.09,1479.0,30.0,8.2,691.3,22.433333333333337
stanford university,Exact,stanford university,Stanford University,United States,Americas,2026.0,3.0,2.0,98.9,100.0,100.0,100.0,99.7,94.2,73.5,96.5,100.0,95.4,United States,Stanford University,Stanford University,United States,2016.0,3.0,92.5,96.2,99.9,76.3,63.3,93.9,United States,Stanford University,100.0,Stanford University,United States,2015.0,2.0,9.0,2.0,5.0,3.0,10.0,United States,Stanford University,100.0,Stanford University,United States,2023.0,3.0,16164.0,7.1,2276.6197183098598,24.0,3879.0,46 : 54,46.0,54.0,94.2,96.7,99.8,65.0,79.8,94.8,United States,Stanford University,100.0,69.75,13.0,72.75,100.0,104.9,81.33333333333333
stellenbosch university,Exact,stellenbosch university,Stellenbosch University,South Africa,Africa,2026.0,302.0,3.0,45.2,36.7,44.8,5.0,67.5,25.4,14.5,93.6,88.9,61.0,South Africa,Stellenbosch University,Stellenbosch University,South Africa,2016.0,301.0,28.2,35.0,46.9,49.8,100.0,,South Africa,Stellenbosch University,100.0,Stellenbosch University,South Africa,2015.0,306.0,367.0,66.0,520.0,503.0,219.0,South Africa,Stellenbosch University,100.0,Stellenbosch University,,2023.0,251.0,24907.0,25.9,961.6602316602316,8.0,1993.0,56 : 44,56.0,44.0,30.5,36.9,82.2,71.0,54.0,,,Stellenbosch University,100.0,182.37,722.0,36.83,39.94,566.9,29.899999999999995
stockholm university,Exact,stockholm university,Stockholm University,Sweden,Europe,2026.0,147.0,4.0,62.5,65.1,29.5,28.3,73.6,83.0,79.4,96.7,90.5,72.1,Sweden,Stockholm University,Stockholm University,Sweden,2016.0,136.0,34.1,51.2,82.5,48.5,31.1,54.8,Sweden,Stockholm University,100.0,Stockholm University,Sweden,2015.0,168.0,129.0,79.0,202.0,89.0,839.0,Sweden,Stockholm University,100.0,Stockholm University,Sweden,2023.0,176.0,30365.0,20.7,1466.9082125603866,7.0,2126.0,,,,29.7,50.4,87.1,38.3,66.3,56.1,Sweden,Stockholm University,100.0,94.53000000000002,928.0,37.769999999999996,50.86,284.5,70.3
stony brook university,Exact,stony brook university,Stony Brook University,United States,Americas,2026.0,452.0,68.0,34.2,24.2,17.8,43.6,32.4,47.4,53.4,73.7,31.9,82.5,United States,Stony Brook University,Stony Brook University,United States,2016.0,201.0,32.6,22.0,83.0,53.2,33.4,,United States,Stony Brook University,100.0,Stony Brook University,United States,2015.0,138.0,186.0,567.0,173.0,84.0,96.0,United States,Stony Brook University,100.0,Stony Brook University,United States,2023.0,301.0,25411.0,10.6,2397.264150943396,22.0,5590.0,52 : 48,52.0,48.0,33.8,26.8,76.1,38.1,69.5,,United States,Stony Brook University,100.0,76.70000000000002,180.0,46.94,21.64,256.0,51.333333333333336
sun yatsen university,Exact,sun yatsen university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,30.0,0.0,0.0,0.0
swansea university,Exact,swansea university,Swansea University,United Kingdom,Europe,2026.0,292.0,35.0,46.2,34.7,54.7,28.6,43.0,76.9,80.5,79.7,13.7,84.4,United Kingdom,Swansea University,Swansea University,United Kingdom,2016.0,351.0,22.2,23.8,58.2,72.4,32.7,,United Kingdom,Swansea University,100.0,Swansea University,United Kingdom,2015.0,729.0,367.0,428.0,523.0,566.0,595.0,United Kingdom,Swansea University,100.0,Swansea University,United Kingdom,2023.0,251.0,17490.0,15.4,1135.7142857142858,22.0,3848.0,47 : 53,47.0,53.0,24.9,28.2,91.5,39.3,83.6,,United Kingdom,Swansea University,100.0,188.18,1161.0,41.94,42.7,581.2,76.60000000000001
swinburne university of technology,Exact,swinburne university of technology,Swinburne University of Technology,Australia,Oceania,2026.0,294.0,19.0,46.0,18.8,19.3,14.7,95.0,87.8,94.7,74.0,22.8,73.4,Australia,Swinburne University of Technology,Swinburne University of Technology,Australia,2016.0,351.0,21.5,20.2,53.4,84.8,32.2,,Australia,Swinburne University of Technology,100.0,Swinburne University of Technology,Australia,2015.0,688.0,367.0,567.0,654.0,456.0,772.0,Australia,Swinburne University of Technology,100.0,Swinburne University of Technology,Australia,2023.0,301.0,15327.0,25.6,598.7109375,25.0,3832.0,38 : 62,38.0,62.0,25.2,31.1,81.8,45.2,81.5,,Australia,Swinburne University of Technology,100.0,200.5,1228.0,39.9,19.0,707.4,89.10000000000001
syracuse university,Exact,syracuse university,Syracuse University,United States,Americas,2026.0,741.0,105.0,,17.0,18.3,16.1,17.0,25.2,45.5,56.7,58.0,60.9,United States,Syracuse University,Syracuse University,United States,2016.0,251.0,31.4,20.8,77.1,38.3,36.3,,United States,Syracuse University,100.0,Syracuse University,United States,2015.0,463.0,138.0,221.0,453.0,494.0,392.0,United States,Syracuse University,100.0,Syracuse University,United States,2023.0,401.0,20620.0,14.9,1383.8926174496644,23.0,4743.0,52 : 48,52.0,48.0,34.9,28.0,64.3,37.2,50.7,,United States,Syracuse University,100.0,171.45000000000002,886.0,46.39,17.52,530.1,36.333333333333336
taipei medical university,Exact,taipei medical university,Taipei Medical University,Taiwan,Asia,2026.0,597.0,10.0,28.3,16.9,14.7,94.2,32.3,20.0,22.0,24.7,11.9,48.1,Taiwan,Taipei Medical University,Taipei Medical University,Taiwan,2016.0,601.0,25.7,21.7,19.0,26.5,42.2,,Taiwan,Taipei Medical University,100.0,Taipei Medical University,Taiwan,2015.0,807.0,367.0,567.0,499.0,883.0,661.0,Taiwan,Taipei Medical University,100.0,Taipei Medical University,,2023.0,301.0,5946.0,9.1,653.4065934065934,10.0,595.0,58 : 42,58.0,42.0,44.4,32.2,63.1,93.1,45.8,,,Taipei Medical University,100.0,202.48000000000002,1544.0,48.03,16.02,518.0,22.833333333333332
technical university of denmark,Exact,technical university of denmark,Technical University of Denmark,Denmark,Europe,2026.0,107.0,2.0,67.5,44.8,36.2,98.4,90.9,100.0,95.9,87.1,60.5,68.0,Denmark,Technical University of Denmark,Technical University of Denmark,Denmark,2016.0,167.0,37.3,29.9,77.8,85.1,50.0,51.1,Denmark,Technical University of Denmark,100.0,Technical University of Denmark,Denmark,2015.0,174.0,351.0,510.0,220.0,230.0,46.0,Denmark,Technical University of Denmark,100.0,Technical University of Denmark,Denmark,2023.0,166.0,9599.0,6.9,1391.159420289855,26.0,2496.0,32 : 68,32.0,68.0,40.4,44.9,73.2,86.0,94.0,56.8,Denmark,Technical University of Denmark,100.0,102.3,276.0,51.89,41.36,297.8,93.66666666666667
technical university of munich,Exact,technical university of munich,Technical University of Munich,Germany,Europe,2026.0,22.0,1.0,90.2,92.0,99.7,70.5,92.6,86.3,98.9,95.9,57.3,87.8,Germany,Technical University of Munich,Technical University of Munich,Germany,2016.0,53.0,61.0,66.0,80.1,63.8,99.2,69.4,Germany,Technical University of Munich,100.0,Technical University of Munich,Germany,2015.0,101.0,37.0,118.0,104.0,90.0,119.0,Germany,Technical University of Munich,100.0,Technical University of Munich,,2023.0,30.0,33960.0,40.6,836.4532019704433,36.0,12226.0,37 : 63,37.0,63.0,69.8,82.2,84.5,100.0,77.7,79.3,,Technical University of Munich,100.0,80.23,209.0,56.54,95.08,184.1,83.0
technion israel institute of technology,Exact,technion israel institute of technology,,,,,,,,,,,,,,,,,,,Technion Israel Institute of Technology,Israel,2016.0,301.0,30.8,33.3,52.1,61.9,28.8,,Israel,Technion - Israel Institute of Technology,100.0,,,,,,,,,,,,,Technion Israel Institute of Technology,Israel,2023.0,501.0,15147.0,21.0,721.2857142857143,12.0,1818.0,39 : 61,39.0,61.0,33.7,30.9,51.2,38.6,72.0,,Israel,Technion - Israel Institute of Technology,100.0,28.95,0.0,40.78,0.0,52.1,20.633333333333333
tel aviv university,Exact,tel aviv university,Tel Aviv University,Israel,Asia,2026.0,223.0,1.0,53.6,43.6,31.0,6.1,99.7,48.9,15.3,78.3,94.2,77.0,Israel,Tel Aviv University,Tel Aviv University,Israel,2016.0,201.0,41.0,50.5,49.2,47.5,42.9,,Israel,Tel Aviv University,100.0,Tel Aviv University,Israel,2015.0,86.0,77.0,107.0,98.0,117.0,39.0,Israel,Tel Aviv University,100.0,Tel Aviv University,Israel,2023.0,201.0,23834.0,23.0,1036.2608695652175,7.0,1668.0,57 : 43,57.0,43.0,39.4,51.2,72.0,43.8,56.0,,Israel,Tel Aviv University,100.0,66.26,156.0,40.959999999999994,38.56,147.2,37.233333333333334
temple university,Exact,temple university,Temple University,United States,Americas,2026.0,721.0,102.0,,16.8,15.0,37.9,24.6,4.4,11.6,64.7,38.7,72.1,United States,Temple University,Temple University,United States,2016.0,351.0,34.0,18.2,58.3,28.6,41.6,,United States,Temple University,100.0,Temple University,United States,2015.0,381.0,272.0,553.0,326.0,349.0,211.0,United States,Temple University,100.0,Temple University,United States,2023.0,301.0,35641.0,12.5,2851.28,8.0,2851.0,54 : 46,54.0,46.0,37.4,23.1,83.5,40.2,38.6,,United States,Temple University,100.0,124.87,560.0,43.61,16.08,384.3,14.866666666666667
tianjin university,Exact,tianjin university,Tianjin University,China (Mainland),Asia,2026.0,257.0,12.0,49.7,26.3,37.6,51.6,99.9,29.9,33.5,72.5,38.7,56.2,China (Mainland),Tianjin University,Tianjin University,China,2016.0,501.0,36.5,34.4,12.2,14.7,100.0,,China,Tianjin University,100.0,Tianjin University,China,2015.0,331.0,367.0,77.0,348.0,934.0,245.0,China,Tianjin University,100.0,Tianjin University,China,2023.0,401.0,27353.0,8.7,3144.0229885057474,12.0,3282.0,,,,35.3,42.8,51.6,89.9,41.5,,China,Tianjin University,100.0,180.42000000000002,1179.0,45.11,30.82,360.2,26.03333333333333
tilburg university,Exact,tilburg university,Tilburg University,Netherlands,Europe,2026.0,347.0,13.0,41.6,20.5,37.1,16.8,67.1,99.0,77.4,61.1,23.1,50.6,Netherlands,Tilburg University,Tilburg University,Netherlands,2016.0,201.0,34.1,47.1,51.5,71.6,57.4,,Netherlands,Tilburg University,100.0,Tilburg University,Netherlands,2015.0,689.0,367.0,289.0,566.0,878.0,871.0,Netherlands,Tilburg University,100.0,Tilburg University,,2023.0,251.0,11876.0,29.9,397.19063545150505,20.0,2375.0,51 : 49,51.0,49.0,34.3,46.6,61.7,50.6,84.5,,,Tilburg University,100.0,235.29000000000002,1749.0,40.75,27.14,617.5,82.66666666666667
tohoku university,Exact,tohoku university,Tohoku University,Japan,Asia,2026.0,109.0,5.0,66.7,84.5,86.5,98.2,35.5,20.5,19.4,70.1,36.5,82.0,Japan,Tohoku University,Tohoku University,Japan,2016.0,201.0,45.3,42.7,49.4,29.3,74.7,,Japan,Tohoku University,100.0,Tohoku University,Japan,2015.0,73.0,41.0,170.0,68.0,127.0,22.0,Japan,Tohoku University,100.0,Tohoku University,Japan,2023.0,201.0,17812.0,12.4,1436.451612903226,14.0,2494.0,28 : 72,28.0,72.0,59.1,62.3,36.8,94.5,51.1,,Japan,Tohoku University,100.0,58.2,149.0,54.12,85.3,117.4,23.066666666666666
tokai university,Exact,tokai university,Tokai University,Japan,Asia,2026.0,1201.0,33.0,,12.8,9.0,18.1,5.4,7.7,5.3,28.8,3.4,34.4,Japan,Tokai University,Tokai University,Japan,2016.0,601.0,17.9,7.6,15.3,19.3,34.4,,Japan,Tokai University,100.0,Tokai University,Japan,2015.0,622.0,367.0,567.0,721.0,644.0,448.0,Japan,Tokai University,100.0,Tokai University,Japan,2023.0,1201.0,28334.0,15.8,1793.2911392405065,4.0,1133.0,27 : 73,27.0,73.0,16.7,11.0,26.2,37.0,26.4,,Japan,Tokai University,100.0,216.23000000000002,1092.0,33.14,11.28,736.3,10.766666666666666
tokyo institute of technology,Exact,tokyo institute of technology,Tokyo Institute of Technology,Japan,Asia,2026.0,85.0,3.0,72.1,85.0,95.7,87.6,54.2,29.8,43.4,67.8,33.5,74.2,Japan,Tokyo Institute of Technology,Tokyo Institute of Technology,Japan,2016.0,201.0,45.6,47.6,42.2,31.9,70.9,,Japan,Tokyo Institute of Technology,100.0,Tokyo Institute of Technology,Japan,2015.0,109.0,170.0,50.0,169.0,169.0,52.0,Japan,Tokyo Institute of Technology,100.0,Tokyo Institute of Technology,Japan,2023.0,301.0,9878.0,9.5,1039.7894736842106,17.0,1679.0,16 : 84,16.0,84.0,49.7,58.2,31.0,80.0,50.0,,Japan,Tokyo Institute of Technology,100.0,82.4,221.0,52.13,89.28,211.2,35.03333333333333
tokyo metropolitan university,Exact,tokyo metropolitan university,Tokyo Metropolitan University,Japan,Asia,2026.0,1001.0,26.0,,17.5,8.2,41.9,14.8,9.7,8.0,39.5,4.9,26.4,Japan,Tokyo Metropolitan University,Tokyo Metropolitan University,Japan,2016.0,401.0,21.6,11.4,72.2,19.9,30.9,,Japan,Tokyo Metropolitan University,100.0,Tokyo Metropolitan University,Japan,2015.0,501.0,367.0,415.0,593.0,460.0,574.0,Japan,Tokyo Metropolitan University,100.0,Tokyo Metropolitan University,,2023.0,1001.0,8829.0,10.6,832.9245283018868,6.0,530.0,39 : 61,39.0,61.0,24.5,14.6,34.1,39.9,30.0,,,Tokyo Metropolitan University,100.0,190.82,1034.0,38.42,13.78,665.2,12.533333333333331
tokyo university of agriculture and technology,Exact,tokyo university of agriculture and technology,Tokyo University of Agriculture and Technology,Japan,Asia,2026.0,851.0,19.0,,15.6,11.2,18.7,40.3,11.6,11.3,42.4,1.7,33.2,Japan,Tokyo University of Agriculture and Technology,Tokyo University of Agriculture and Technology,Japan,2016.0,501.0,34.9,24.1,16.9,19.4,39.9,,Japan,Tokyo University of Agriculture and Technology,100.0,Tokyo University of Agriculture and Technology,Japan,2015.0,624.0,367.0,567.0,641.0,756.0,264.0,Japan,Tokyo University of Agriculture and Technology,100.0,Tokyo University of Agriculture and Technology,Japan,2023.0,1201.0,5686.0,15.2,374.0789473684211,6.0,341.0,32 : 68,32.0,68.0,27.6,25.2,12.0,53.0,31.2,,Japan,Tokyo University of Agriculture and Technology,100.0,218.51000000000005,1020.0,38.28,13.84,657.9,14.1
tongji university,Exact,tongji university,Tongji University,China (Mainland),Asia,2026.0,177.0,8.0,58.8,45.2,41.2,31.2,99.6,92.6,47.4,74.6,33.4,77.2,China (Mainland),Tongji University,Tongji University,China,2016.0,501.0,28.9,29.2,13.1,37.2,63.5,,China,Tongji University,100.0,Tongji University,China,2015.0,420.0,153.0,115.0,346.0,480.0,373.0,China,Tongji University,100.0,Tongji University,China,2023.0,251.0,30153.0,10.8,2791.9444444444443,12.0,3618.0,46 : 54,46.0,54.0,43.4,52.3,46.1,97.8,53.1,,China,Tongji University,100.0,132.81,853.0,47.72,43.6,359.1,59.06666666666666
tsinghua university,Exact,tsinghua university,Tsinghua University,China (Mainland),Asia,2026.0,17.0,2.0,91.2,99.9,99.7,97.1,99.6,39.5,31.9,80.4,97.0,68.7,China (Mainland),Tsinghua University,Tsinghua University,China,2016.0,47.0,73.3,83.0,58.8,39.5,100.0,70.0,China,Tsinghua University,100.0,Tsinghua University,China,2015.0,78.0,309.0,73.0,63.0,158.0,30.0,China,Tsinghua University,100.0,Tsinghua University,,2023.0,16.0,38324.0,11.6,3303.793103448276,10.0,3832.0,,,,90.1,97.4,88.0,100.0,40.3,88.2,,Tsinghua University,100.0,79.24000000000001,188.0,65.56,99.82,121.8,36.96666666666667
tufts university,Exact,tufts university,Tufts University,United States,Americas,2026.0,334.0,59.0,42.3,23.8,21.2,65.6,52.5,42.9,48.3,67.0,69.3,86.3,United States,Tufts University,Tufts University,United States,2016.0,127.0,45.2,33.3,90.1,49.4,60.7,55.8,United States,Tufts University,100.0,Tufts University,United States,2015.0,95.0,60.0,48.0,166.0,160.0,84.0,United States,Tufts University,100.0,Tufts University,United States,2023.0,151.0,11399.0,10.0,1139.9,16.0,1824.0,56 : 44,56.0,44.0,47.1,36.7,92.2,43.4,51.4,57.7,United States,Tufts University,100.0,89.55,244.0,50.64,22.759999999999998,256.1,46.86666666666667
tulane university,Exact,tulane university,Tulane University,United States,Americas,2026.0,597.0,85.0,28.3,14.5,13.8,87.2,17.5,20.3,18.5,79.2,46.2,51.8,United States,Tulane University,Tulane University,United States,2016.0,251.0,39.1,19.3,67.8,35.3,32.4,,United States,Tulane University,100.0,Tulane University,United States,2015.0,272.0,324.0,144.0,365.0,299.0,258.0,United States,Tulane University,100.0,Tulane University,United States,2023.0,351.0,11220.0,7.5,1496.0,11.0,1234.0,58 : 42,58.0,42.0,41.9,23.0,73.6,38.8,43.8,,United States,Tulane University,100.0,130.96,557.0,47.81,14.219999999999999,432.8,24.7
umeå university,Exact,umeå university,Umeå University,Sweden,Europe,2026.0,401.0,8.0,37.4,27.2,20.2,80.7,25.0,77.2,37.5,76.9,11.9,77.1,Sweden,Umeå University,Umeå University,Sweden,2016.0,251.0,20.8,25.0,74.5,56.1,31.1,,Sweden,Umeå University,100.0,Umeå University,Sweden,2015.0,287.0,367.0,567.0,275.0,198.0,871.0,Sweden,Umeå University,100.0,Umeå University,Sweden,2023.0,401.0,18218.0,12.6,1445.873015873016,11.0,2004.0,61 : 39,61.0,39.0,21.9,29.6,78.4,38.5,64.5,,Sweden,Umeå University,100.0,107.14999999999999,1069.0,38.28,24.4,349.5,56.93333333333334
united arab emirates university,Exact,united arab emirates university,United Arab Emirates University,United Arab Emirates,Asia,2026.0,229.0,2.0,53.0,43.3,58.1,55.1,35.1,100.0,39.1,88.9,87.9,68.6,United Arab Emirates,United Arab Emirates University,United Arab Emirates University,United Arab Emirates,2016.0,501.0,18.8,14.8,21.7,95.0,30.1,,United Arab Emirates,United Arab Emirates University,100.0,United Arab Emirates University,United Arab Emirates,2015.0,950.0,367.0,521.0,994.0,851.0,689.0,United Arab Emirates,United Arab Emirates University,100.0,United Arab Emirates University,,2023.0,251.0,7121.0,10.9,653.302752293578,17.0,1211.0,80 : 20,80.0,20.0,24.7,29.8,82.3,72.5,88.8,,,United Arab Emirates University,100.0,296.33000000000004,1540.0,41.709999999999994,49.22,1015.7,78.03333333333333
university college cork,Exact,university college cork,University College Cork,Ireland,Europe,2026.0,246.0,3.0,50.7,43.4,48.1,22.5,52.7,86.2,75.0,68.8,49.5,83.8,Ireland,University College Cork,University College Cork,Republic of Ireland,2016.0,351.0,28.6,23.8,48.4,75.5,47.1,,Republic of Ireland,University College Cork,100.0,University College Cork,Ireland,2015.0,436.0,367.0,430.0,426.0,431.0,195.0,Ireland,University College Cork,100.0,University College Cork,Ireland,2023.0,301.0,17925.0,20.8,861.7788461538461,20.0,3585.0,59 : 41,59.0,41.0,24.2,28.8,83.7,47.2,84.3,,Ireland,University College Cork,100.0,152.34,626.0,39.44,45.28,474.4,78.89999999999999
university college dublin,Exact,university college dublin,University College Dublin,Ireland,Europe,2026.0,118.0,2.0,66.0,66.5,57.6,19.7,62.0,99.5,89.6,89.0,92.2,91.7,Ireland,University College Dublin,University College Dublin,Republic of Ireland,2016.0,176.0,35.0,38.5,70.8,86.3,33.5,50.6,Republic of Ireland,University College Dublin,100.0,University College Dublin,Ireland,2015.0,238.0,241.0,112.0,288.0,285.0,278.0,Ireland,University College Dublin,100.0,University College Dublin,Ireland,2023.0,201.0,23361.0,21.3,1096.7605633802816,31.0,7242.0,,,,32.6,40.3,73.9,46.9,94.2,,Ireland,University College Dublin,100.0,122.74000000000001,563.0,45.95,62.94,358.8,91.8
university of aberdeen,Exact,university of aberdeen,University of Aberdeen,United Kingdom,Europe,2026.0,262.0,31.0,49.3,40.1,34.8,44.9,42.9,95.8,87.2,89.7,30.0,87.8,United Kingdom,University of Aberdeen,University of Aberdeen,United Kingdom,2016.0,172.0,29.7,31.4,82.6,91.4,43.1,51.0,United Kingdom,University of Aberdeen,100.0,University of Aberdeen,United Kingdom,2015.0,285.0,360.0,314.0,273.0,207.0,422.0,United Kingdom,University of Aberdeen,100.0,University of Aberdeen,United Kingdom,2023.0,192.0,13205.0,16.2,815.1234567901234,44.0,5810.0,58 : 42,58.0,42.0,30.7,34.1,89.8,47.5,95.9,54.8,United Kingdom,University of Aberdeen,100.0,112.64,629.0,50.62,37.98,355.6,91.46666666666665
university of alaska fairbanks,Exact,university of alaska fairbanks,University of Alaska Fairbanks,United States,Americas,2026.0,901.0,123.0,,3.4,3.5,99.7,19.9,6.3,5.5,40.4,5.9,37.9,United States,University of Alaska Fairbanks,University of Alaska Fairbanks,United States,2016.0,301.0,25.1,23.1,63.0,53.5,51.2,,United States,University of Alaska Fairbanks,100.0,University of Alaska Fairbanks,United States,2015.0,591.0,367.0,420.0,642.0,373.0,792.0,United States,University of Alaska Fairbanks,100.0,University of Alaska Fairbanks,United States,2023.0,401.0,2910.0,7.2,404.1666666666666,6.0,175.0,53 : 47,53.0,47.0,29.1,24.9,70.0,47.7,60.0,,United States,University of Alaska Fairbanks,100.0,193.84000000000003,1165.0,41.28,3.4400000000000004,705.0,21.766666666666666
university of alberta,Exact,university of alberta,University of Alberta,Canada,Americas,2026.0,94.0,4.0,70.1,70.9,53.0,44.6,71.5,99.4,78.6,94.5,77.1,90.7,Canada,University of Alberta,University of Alberta,Canada,2016.0,137.0,46.4,48.1,63.6,80.7,47.4,54.7,Canada,University of Alberta,100.0,University of Alberta,Canada,2015.0,107.0,169.0,151.0,62.0,109.0,116.0,Canada,University of Alberta,100.0,University of Alberta,Canada,2023.0,118.0,32338.0,21.6,1497.1296296296296,28.0,9055.0,,,,48.8,52.7,72.9,82.7,89.2,61.1,Canada,University of Alberta,100.0,61.62,225.0,51.44,63.74,125.6,86.23333333333333
university of antwerp,Exact,university of antwerp,University of Antwerp,Belgium,Europe,2026.0,280.0,5.0,47.4,35.0,18.8,42.8,57.7,96.4,45.5,95.2,60.3,80.6,Belgium,University of Antwerp,University of Antwerp,Belgium,2016.0,190.0,31.6,40.8,71.7,64.8,60.3,49.6,Belgium,University of Antwerp,100.0,University of Antwerp,Belgium,2015.0,312.0,367.0,567.0,265.0,307.0,372.0,Belgium,University of Antwerp,100.0,University of Antwerp,Belgium,2023.0,131.0,15857.0,32.2,492.4534161490683,17.0,2696.0,56 : 44,56.0,44.0,36.4,46.2,90.4,83.5,71.8,59.4,Belgium,University of Antwerp,100.0,121.53,679.0,40.0,28.52,336.7,68.89999999999999
university of arizona,Exact,university of arizona,University of Arizona,United States,Americas,2026.0,287.0,51.0,46.8,49.3,40.4,42.8,47.4,25.4,15.2,93.5,54.1,66.9,United States,University of Arizona,University of Arizona,United States,2016.0,163.0,38.7,41.8,79.5,38.6,32.4,51.7,United States,University of Arizona,100.0,University of Arizona,United States,2015.0,68.0,139.0,55.0,74.0,39.0,235.0,United States,University of Arizona,100.0,University of Arizona,United States,2023.0,180.0,39797.0,17.0,2341.0,9.0,3582.0,54 : 46,54.0,46.0,45.8,47.0,78.7,52.1,41.3,55.9,United States,University of Arizona,100.0,59.26999999999999,274.0,45.92,45.739999999999995,153.5,26.399999999999995
university of aveiro,Exact,university of aveiro,University of Aveiro,Portugal,Europe,2026.0,419.0,5.0,36.4,18.6,15.5,13.1,94.7,5.2,24.8,85.5,3.3,64.7,Portugal,University of Aveiro,University of Aveiro,Portugal,2016.0,401.0,24.8,26.5,43.6,45.9,40.1,,Portugal,University of Aveiro,100.0,University of Aveiro,Portugal,2015.0,557.0,367.0,567.0,413.0,680.0,212.0,Portugal,University of Aveiro,100.0,University of Aveiro,Portugal,2023.0,801.0,12566.0,15.1,832.1854304635762,10.0,1257.0,54 : 46,54.0,46.0,25.9,25.7,40.2,39.0,50.4,,Portugal,University of Aveiro,100.0,174.28,892.0,38.83,17.36,456.6,25.3
university of barcelona,Exact,university of barcelona,University of Barcelona,Spain,Europe,2026.0,160.0,1.0,61.0,84.9,48.9,19.0,47.8,39.9,40.8,96.4,77.0,84.7,Spain,University of Barcelona,University of Barcelona,Spain,2016.0,174.0,38.5,37.4,78.9,49.2,31.1,50.9,Spain,University of Barcelona,100.0,University of Barcelona,Spain,2015.0,116.0,367.0,226.0,61.0,108.0,215.0,Spain,University of Barcelona,100.0,University of Barcelona,Spain,2023.0,182.0,45004.0,15.8,2848.354430379746,11.0,4950.0,63 : 37,63.0,37.0,33.1,43.4,89.9,50.2,59.9,55.7,Spain,University of Barcelona,100.0,61.63000000000001,323.0,41.800000000000004,70.5,139.9,43.29999999999999
university of basel,Exact,university of basel,University of Basel,Switzerland,Europe,2026.0,158.0,5.0,61.3,34.0,20.7,70.2,94.2,100.0,91.4,90.4,74.9,88.4,Switzerland,University of Basel,University of Basel,Switzerland,2016.0,101.0,39.5,33.1,88.3,94.7,99.9,57.9,Switzerland,University of Basel,100.0,University of Basel,Switzerland,2015.0,160.0,83.0,363.0,167.0,100.0,486.0,Switzerland,University of Basel,100.0,University of Basel,Switzerland,2023.0,101.0,8632.0,10.9,791.9266055045871,30.0,2590.0,57 : 43,57.0,43.0,47.0,44.1,86.5,99.2,96.8,63.0,Switzerland,University of Basel,100.0,83.13,586.0,54.53,28.68,255.3,95.36666666666667
