id,University_Name,Country,country_code,web_pages,QS_2024_Rank,Academic Reputation Score,Employer Reputation Score,Faculty Student Score,Citations per Faculty Score,International Faculty Score,International Students Score,International Research Network Score,Employment Outcomes Score,Sustainability Score,QS_Overall_Score,World_Rank,National_Rank,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Faculty_Count,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,CWUR_World_Rank,CWUR_National_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,CWUR_Score,THE_Rank_Current,Student Population,Students to Staff Ratio,International Students,THE_Overall_Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Established_Year,Total_Students,Number_of_Campuses,Programs_Offered,University_Type,Total_Faculty,Campus_Area_Acres,City,Region,Research_Output_New,Student_Faculty_Ratio_New,International_Students_New,Faculty_Count_New,Publications_Count,Citations_Count,Quality_of_Education,Quality_of_Faculty,Alumni_Employment,Influence,Patents,CWUR_Score_New,Quality_Publications,city,region,female_percentage,male_percentage,subject_field,research_productivity_index
2797,guru jambeshwar university,india,IN,http://www.gju.ernet.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,gurukula kangri university,india,IN,http://www.gkvharidwar.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,guru nanak dev university,india,IN,http://www.gnduonline.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,60.0,-,1483,-,1846,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,"global open university , nagaland",india,IN,http://www.government.ind.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,gujarat technological university ahmedabad,india,IN,http://www.gtu.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,gujarat university ahmedabad,india,IN,http://www.gujaratuniversity.org.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,gulbarga university,india,IN,http://www.gulbargauniversity.kar.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,gauhati university,india,IN,http://www.gu.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.0,"5,733",12.7,0%,28.0475,39.4,15.4,31.4,22.4,21.9,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,gurukul university,india,IN,http://www.gurukuluniversity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,ccs haryana agricultural university,india,IN,http://hau.ernet.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,himachal pradesh agricultural university,india,IN,http://hillagric.ernet.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,hemwati nandan bahuguna garhwal university,india,IN,http://www.hnbgu.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,"hidayatullah national law university, raipur",india,IN,http://www.hnluraipur.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,sri ramachardra medical college and research institute,india,IN,https://www.sriramachandra.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,himachal pradesh university,india,IN,http://hpuniv.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,indian agricultural research institute,india,IN,http://www.iari.ernet.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.0,25.0,83,1157,-,1400,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,iase (institute of advanced studies) deemed university,india,IN,http://www.iaseduniv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,icfai university,india,IN,http://www.icfai.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,"icfai university, dehradun",india,IN,https://www.iudehradun.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,"icfai university, tripura",india,IN,https://www.iutripura.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,"icfai university, sikkim",india,IN,https://www.iusikkim.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,"icfai university, mizoram",india,IN,https://www.iumizoram.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,"icfai university, meghalaya",india,IN,https://www.iumeghalaya.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,"icfai university, jharkhand",india,IN,https://www.iujharkhand.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,"icfai university, nagaland",india,IN,https://www.iunagaland.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,"icfai university, jaipur",india,IN,https://www.iujaipur.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,"icfai university, raipur",india,IN,https://www.iuraipur.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,"icfai university, himachal pradesh",india,IN,https://www.iuhimachal.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,"icfai university, hyderabad",india,IN,https://www.ifheindia.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,indira gandhi agricultural university,india,IN,http://www.igau.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,indira gandhi institute of development and research,india,IN,http://www.igidr.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,indira gandhi institute of medical sciences,india,IN,http://www.igims.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,indira gandhi national open university,india,IN,http://www.ignou.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,indian institute of information technology allahabad,india,IN,http://www.iiita.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,indian institute of information technology and management - kerala,india,IN,http://www.iiitmk.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,"indraprastha institute of information technology, delhi",india,IN,http://www.iiitd.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,"international institute of information technology, pune",india,IN,https://www.isquareit.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,"international institute of information technology, bhubaneswar",india,IN,https://www.iiit-bh.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,"international institute of information technology, bangalore",india,IN,https://www.iiitb.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,"indian institute of management, tiruchirappalli",india,IN,http://www.iimtrichy.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,"indian institute of information technology, guwahati",india,IN,http://www.iimtrichy.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,"indian institute of information technology, vadodara",india,IN,http://iiitvadodara.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,"indian institute of information technology, kota",india,IN,http://iiitkota.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,international institute for population sciences,india,IN,http://www.iipsindia.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,indian institute of science,india,IN,"http://www.iisc.ernet.in/, http://iisc.ac.in/",225,41.5,20.0,46.4,100.0,4.8,1.7,4.4,13.8,10.7,42.1,,,,,,,,,446,9.0,Very High,,,,,,,491.0,2.0,330,838,-,464,74.2,251.0,"5,020",10.5,1%,56.367,61.8,56.9,51.2,98.0,31.4,2026.0,,,,,Public,,,Bangalore,Asia,Very High,9.0,5,446,315.0,511.0,367.0,218.0,332.0,537.0,239.0,44.96,336.0,Bangalore,Asia,27.0,73.0,"Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Chemistry,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering",69.23333333
2842,"indian institute of technology, bombay",india,IN,http://www.iitb.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,"indian institute of technology, delhi",india,IN,"http://www.iitd.ernet.in/, https://home.iitd.ac.in/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,"indian institute of technology, gandhinagar",india,IN,https://iitgn.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,"indian institute of technology, guwahati",india,IN,"http://www.iitg.ernet.in/, http://www.iitg.ac.in/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,"indian institute of technology, hyderabad",india,IN,http://www.iith.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,"indian institute of technology, kanpur",india,IN,http://www.iitk.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,"indian institute of technology, kharagpur",india,IN,http://www.iitkgp.ernet.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,"indian institute of technology, madras",india,IN,http://www.iitm.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,madras institute of technology,india,IN,https://www.mitindia.edu/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,"indian institute of technology, roorkee",india,IN,http://www.iitr.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,"indian institute of technology, patna",india,IN,http://www.iitp.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,"indian institute of technology, indore",india,IN,http://www.iiti.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,"indian institute of technology, jodhpur",india,IN,http://www.iitj.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,university of music and fine arts,india,IN,http://www.iksvv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,indian law institue,india,IN,http://www.ilidelhi.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,indus university,india,IN,http://www.indusuni.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,integral university,india,IN,http://www.integraluniversity.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,guru gobind singh indraprastha university,india,IN,http://www.ipu.ac.in/,1401+,3.3,2.6,,,,,1.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,,847.0,"6,027",14.2,4%,38.028,30.8,12.4,74.2,26.9,26.8,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,indian school of business management and administration,india,IN,http://isbm.org.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,indian statistical institute,india,IN,http://www.isical.ac.in/,1401+,7.5,3.4,,,,,1.9,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,indian school of mines (ism),india,IN,http://www.ismdhanbad.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,institute of technology and management,india,IN,http://www.itmindia.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,indian university,india,IN,http://www.iur.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,indian veterinary research institute,india,IN,http://www.ivri.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,jadavpur university,india,IN,http://www.jadavpur.edu/,741-750,16.3,5.1,8.3,37.9,,1.0,3.1,14.4,21.2,-,,,,,,,,,718,15.0,Very High,,,,,,,1052.0,19.0,-,1174,-,1008,69.9,1172.0,"12,547",19.0,0%,32.5865,36.6,15.9,45.0,53.9,20.3,2026.0,,,,,Public,,,Kolkata,Asia,Very High,15.0,67,718,849.0,428.0,367.0,218.0,515.0,991.0,735.0,44.11,841.0,Kolkata,Asia,31.0,69.0,,32.4
2867,first global university to teaching jainism,india,IN,http://www.jainuniversity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,jamia hamdard university,india,IN,http://www.jamiahamdard.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.0,"9,927",15.6,2%,36.1515,22.5,14.5,68.4,39.1,43.0,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,university of jammu,india,IN,http://www.jammuvarsity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.0,51.0,-,-,-,1688,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,jaypee institute of information technology,india,IN,http://www.jiit.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,jiwaji university,india,IN,http://www.jiwaji.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,jamia millia islamia university,india,IN,http://jmi.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,jawaharlal nehru centre for advanced scientific research,india,IN,http://www.jncasr.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.0,15.0,-,-,119,1297,70.8,,,,,,,,,,,,,,,,,,,,,,,,,868.0,645.0,367.0,218.0,567.0,650.0,453.0,44.27,,,,,,,
2874,jawaharlal nehru agricultural university,india,IN,http://www.jnkvv.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,jawaharlal nehru technological university hyderabad,india,IN,http://www.jntuh.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,jawaharlal nehru university,india,IN,http://www.jnu.ac.in/,601-610,29.1,10.6,12.2,24.1,,1.6,4.8,13.2,47.5,-,,,,,,,,,565,15.0,Very High,,,,,,,816.0,10.0,492,-,86,1244,71.4,821.0,"7,759",11.2,1%,38.5835,46.0,24.4,48.5,39.5,24.1,2026.0,,,,,Public,,,New Delhi,Asia,Very High,15.0,240,565,,1001.0,,,,,,,1001.0,New Delhi,Asia,45.0,55.0,,36.66666667
2877,jaipur national university,india,IN,http://www.jnujaipur.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,jodhpur national university,india,IN,http://www.jodhpurnationaluniversity.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,jai prakash university,india,IN,http://jpv.bih.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,rajasthan vidyapeeth university,india,IN,http://www.jrnrvu.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,jain vishva bharati institute,india,IN,http://www.jvbi.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,kalinga university,india,IN,http://www.kalingauniversity.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,sri chandrasekharendra saraswathi viswa mahavidyalaya,india,IN,http://www.kanchiuniv.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,kannada university,india,IN,http://www.kannadauniversity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,kannur university,india,IN,http://www.kannuruniversity.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,chhatrapati shahu ji maharaj university,india,IN,http://www.kanpuruniversity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,kanpur university,india,IN,http://www.kanpuruniversity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,karnataka state open university,india,IN,http://www.karnatakastateopenuniversity.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,karpagam university,india,IN,http://www.karpagamuniv.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,karunya institute of technology,india,IN,http://www.karunya.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,university of kashmir,india,IN,http://kashmiruniversity.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,kerala agricultural university,india,IN,http://www.kau.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,university of kerala,india,IN,http://www.keralauniversity.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.0,"3,615",12.2,5%,27.8105,40.2,20.7,23.8,22.4,25.5,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,kohinoor school of hospitality management,india,IN,http://kimi.kohinoor.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,university of kalyani,india,IN,http://www.klyuniv.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,krishna university,india,IN,http://www.krishnauniversity.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,kameshwar singh darbhanga sanskrit university,india,IN,http://www.ksdsu.edu.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,karnataka state law university,india,IN,http://www.kslu.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,karnatak university,india,IN,http://www.kud.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,kerala university of fisheries and ocean sciences,india,IN,http://www.kufos.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,kurukshetra university,india,IN,http://www.kukinfo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,kumaraguru college of technology,india,IN,http://www.kct.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,kumaun university,india,IN,http://www.kumaununiversity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,kuvempu university,india,IN,http://www.kuvempu.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,kakatiya university,india,IN,http://www.kuwarangal.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,l.d.college of engineering,india,IN,http://www.ldceahd.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,lakshmibai national institute of physical education,india,IN,http://www.lnipe.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,lalit narayan mithila university,india,IN,http://lnmu.bih.nic.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,university of lucknow,india,IN,http://www.lucknowuniv.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.0,"16,650",22.3,3%,21.3705,29.5,10.0,23.2,19.2,27.2,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,mar athanasios college for advanced studies,india,IN,http://www.macfast.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,magadh university,india,IN,http://www.magadhuniversity.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,mangalore university,india,IN,http://www.mangaloreuniversity.ac.in/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
