id,University_Name,Country,country_code,web_pages,QS_2024_Rank,Academic Reputation Score,Employer Reputation Score,Faculty Student Score,Citations per Faculty Score,International Faculty Score,International Students Score,International Research Network Score,Employment Outcomes Score,Sustainability Score,QS_Overall_Score,World_Rank,National_Rank,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Faculty_Count,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,CWUR_World_Rank,CWUR_National_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,CWUR_Score,THE_Rank_Current,Student Population,Students to Staff Ratio,International Students,THE_Overall_Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Established_Year,Total_Students,Number_of_Campuses,Programs_Offered,University_Type,Total_Faculty,Campus_Area_Acres,City,Region,Research_Output_New,Student_Faculty_Ratio_New,International_Students_New,Faculty_Count_New,Publications_Count,Citations_Count,Quality_of_Education,Quality_of_Faculty,Alumni_Employment,Influence,Patents,CWUR_Score_New,Quality_Publications,city,region,female_percentage,male_percentage,subject_field,research_productivity_index
113,university of debrecen,hungary,HU,http://www.unideb.hu/,671-680,17.3,10.3,30.4,3.7,10.6,68.0,39.6,16.9,3.5,-,,,,,,,,,2.011,12.0,High,,,,,,,717.0,4.0,-,-,-,679,72.2,876.0,"20,923",12.2,25%,37.6635,41.7,18.2,45.7,50.6,58.0,2026.0,,,,,Public,,,Debrecen,Europe,High,12.0,6.258,2.011,687.0,428.0,367.0,218.0,567.0,621.0,499.0,44.4,755.0,Debrecen,Europe,56.0,44.0,,38.1
114,university of miskolc,hungary,HU,http://www.uni-miskolc.hu/,1201-1400,6.2,5.2,23.6,2.3,3.1,6.6,1.2,12.7,1.1,-,,,,,,,,,,,,,,,,,,,,,,,,,1835.0,"9,107",17.7,9%,21.346,23.8,14.7,21.2,24.3,36.4,2026.0,,,,,Private,,,Miskolc,Europe,High,12.0,427,653,,,,,,,,,,,,,,,
115,university of pannonia,hungary,HU,http://www.uni-pannon.hu/,1201-1400,4.5,3.5,23.7,8.3,,9.2,5.9,5.8,1,-,,,,,,,,,,,,,,,,,,,,,,,,,1652.0,"5,317",20.0,6%,24.764,22.7,17.7,29.9,31.8,35.9,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,52.0,,27.53333333
116,university of veterinary science,hungary,HU,http://www.univet.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,university of szeged,hungary,HU,http://www.u-szeged.hu/,601-610,18.0,12.0,44.6,4.9,11.9,50.5,34.6,9.1,34.9,-,,,,,,,,,1.965,10.0,High,,,,,,,679.0,3.0,449,-,196,783,72.5,1170.0,"21,326",13.2,19%,32.633,31.2,16.4,42.3,48.7,53.8,2026.0,,,,,Public,,,Szeged,Europe,High,10.0,4.285,1.965,657.0,812.0,367.0,205.0,567.0,720.0,532.0,44.32,742.0,Szeged,Europe,56.0,44.0,,34.8
118,győr jedlik ányos mechanical engineering and informatics technical school,hungary,HU,https://jedlik.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,corvinus university of budapest,hungary,HU,https://www.uni-corvinus.hu/,1001-1200,10.9,16.0,4.8,3.1,7.8,37.5,1.2,5.5,1.1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,Budapest,Europe,High,24.0,1.332,533,,,,,,,,,,,,,,,
120,óbuda university,hungary,HU,https://uni-obuda.hu/,1201-1400,4.5,3.9,2.1,6.6,13.6,7.6,1.3,5.6,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,budapest business school,hungary,HU,https://uni-bge.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,university of public service,hungary,HU,https://www.uni-nke.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"university of the west indies, cave hill",barbados,BB,http://www.uwichill.edu.bb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,instituts supérieurs de formation des maîtres,tunisia,TN,http://www.disfm.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,instituts supérieurs des etudes technologiques,tunisia,TN,http://www.isetr.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,institut supérieur de gestion de tunis,tunisia,TN,http://www.isg.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,université de 7 novembre à carthage,tunisia,TN,http://u7nc.uvt.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,université centrale,tunisia,TN,http://www.ucaat.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"université du centre, sousse",tunisia,TN,http://www.uc.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,université de gafsa,tunisia,TN,http://www.ugaf.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,université de jendouba,tunisia,TN,http://www.uj.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,université libre de tunis,tunisia,TN,http://www.ult.ens.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,université de la manouba,tunisia,TN,http://www.uma.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,université de monastir,tunisia,TN,http://www.um.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,university of aviation and technology,tunisia,TN,http://www.unat.ens.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,université de gabès,tunisia,TN,http://www.univgb.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.0,"15,003",13.6,1%,23.9585,20.3,11.5,35.0,20.5,44.2,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,université de kairouan,tunisia,TN,http://www.univ-k.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,université de sfax,tunisia,TN,http://www.uss.rnu.tn/,1001-1200,5.9,2.5,40.6,4.1,1.1,3.3,4.2,11.3,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,université de tunis el manar,tunisia,TN,http://www.utm.rnu.tn/,951-1000,8.0,2.6,20.8,4.8,21.9,5.1,50.2,27.3,8.3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,Tunis,Africa,Very High,8.0,585,"3,504",,,,,,,,,,,,,,,
140,université de tunis,tunisia,TN,http://www.utunis.rnu.tn/,1201-1400,6.1,2.5,17.3,1.9,2.2,1.8,1.0,15.5,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,Tunis,Africa,High,17.0,57,"1,174",,,,,,,,,,,,,,,
141,université virtuelle de tunis,tunisia,TN,http://www.uvt.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,université ez-zitouna,tunisia,TN,http://www.uz.rnu.tn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,pontificia università s. tommaso,italy,IT,http://www.angelicum.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,pontificio ateneo antonianum,italy,IT,http://www.antonianum.ofm.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,university of modena,italy,IT,http://www.casa.unimo.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,abdus salam international centre for theoretical physics,italy,IT,http://www.ictp.trieste.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,institute for advanced studies lucca,italy,IT,http://www.imtlucca.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,university institute of architecture venice,italy,IT,http://www.iuav.unive.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,european university institute,italy,IT,http://www.iue.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.0,63.0,-,-,-,1668,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,university institute of modern languages,italy,IT,http://www.iulm.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,dutch university institute for art history (duia),italy,IT,http://www.iuoart.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,university institute of oriental studies,italy,IT,http://www.iuo.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,istituto universitario di studi superiori,italy,IT,http://www.iusspavia.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"johns hopkins university, sais bologna center",italy,IT,http://www.jhubc.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,john cabot university,italy,IT,http://www.johncabot.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"free university institute ""carlo cattaneo""",italy,IT,http://www.liuc.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"free university ""maria santissima assunta""",italy,IT,http://www.lumsa.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"naba - nuova accademia di belle arti, milan",italy,IT,http://www.naba.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"yorker international university, milano",italy,IT,http://www.nyuniversity.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,pontificio istituto orientale,italy,IT,http://www.pio.urbe.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,polytechnic institute of bari,italy,IT,http://www.poliba.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,polytechnic institute of milan,italy,IT,http://www.polimi.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,polytechnic institute of turin,italy,IT,http://www.polito.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,pontificia università lateranense,italy,IT,http://www.pul.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,pontificia università della santa croce,italy,IT,http://www.pusc.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,fondazione sacro cuore,italy,IT,http://www.sacrocuore.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,international higher school for advanced studies trieste,italy,IT,http://www.sissa.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,school of education pisa,italy,IT,http://www.sns.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,higher school of university and advanced studies pisa,italy,IT,http://www.sssup.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,university of ancona,italy,IT,http://www.unian.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,university of bari,italy,IT,http://www.uniba.it/,741-750,12.8,2.9,4.2,27.8,5.0,2.2,64.5,6.8,37.5,-,,,,,,,,,,,,,,,,,,411.0,16.0,-,-,-,380,75.1,,,,,,,,,,,,,,,,Public,,,Bari,Europe,High,22.0,535,1.395,,,,,,,,,,,,,,,
172,basilicata university potenza,italy,IT,http://www.unibas.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,university of bergamo,italy,IT,http://www.unibg.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.0,65.0,-,-,-,1775,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,bocconi university,italy,IT,http://www.unibocconi.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,27.0,-,50,259,1031,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,university of bologna,italy,IT,http://www.unibo.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,4.0,-,790,-,122,79.1,130.0,"75,831",22.4,16%,63.28549999999999,54.2,50.1,83.3,82.5,59.7,2026.0,,,,,,,,,,,,,,136.0,212.0,350.0,218.0,348.0,281.0,354.0,47.28,,,,,,,
176,university of brescia,italy,IT,http://www.unibs.it/,791-800,3.9,2.1,6.8,50.4,2.6,6.9,9.0,8.8,24.8,-,,,,,,,,,523,20.0,Very High,,,,,,,607.0,31.0,-,-,-,572,73.1,391.0,"10,190",24.3,5%,50.126000000000005,35.4,24.7,88.0,72.0,43.2,2026.0,,,,,Public,,,Brescia,Europe,Very High,20.0,1.003,523,585.0,645.0,367.0,218.0,567.0,614.0,816.0,44.77,624.0,Brescia,Europe,47.0,53.0,,56.96666667
177,free university of bozen,italy,IT,http://www.unibz.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,university of cagliari,italy,IT,http://www.unica.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,33.0,-,-,-,581,73.0,681.0,"14,312",15.0,2%,41.7665,33.8,24.0,64.3,62.7,40.5,2026.0,,,,,,,,,,,,,,518.0,511.0,367.0,218.0,567.0,567.0,623.0,44.59,,,,,,,
179,university of calabria,italy,IT,http://www.unical.it/,951-1000,5.7,2.0,3.9,25.7,6.2,5.7,49.6,4.7,3.3,-,,,,,,,,,954,24.0,Very High,,,,,,,693.0,37.0,-,-,-,657,72.4,654.0,"10,386",15.7,8%,42.299,39.5,21.9,62.4,59.7,42.5,2026.0,,,,,Public,,,Rende,Europe,Very High,24.0,796,954,583.0,428.0,367.0,218.0,567.0,890.0,700.0,44.31,630.0,Rende,Europe,62.0,38.0,,45.5
180,university of camerino,italy,IT,http://www.unicam.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,55.0,-,-,-,1238,68.6,,,,,,,,,,,,,,,,,,,,,,,,,903.0,812.0,367.0,218.0,567.0,826.0,724.0,44.12,,,,,,,
181,campus bio-medico university of rome,italy,IT,http://www.unicampus.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,"2,820",16.1,2%,45.4475,36.9,27.2,73.3,54.1,33.6,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,university of cassino,italy,IT,http://www.unicas.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,catholic university of the sacred heart,italy,IT,http://www.unicatt.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0,17.0,-,1299,-,404,75.0,,,,,,,,,,,,,,,,,,,,,,,,,424.0,321.0,367.0,218.0,555.0,482.0,770.0,45.22,,,,,,,
184,university of chieti,italy,IT,http://www.unich.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,university of catania,italy,IT,http://www.unict.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,21.0,358,-,-,442,74.5,551.0,"30,470",20.0,5%,45.153,31.4,22.0,78.7,59.0,47.2,2026.0,,,,,,,,,,,,,,438.0,428.0,213.0,218.0,567.0,693.0,853.0,44.69,,,,,,,
186,università ecampus,italy,IT,http://www.uniecampus.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,european school of economics,italy,IT,http://www.uniese.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,university of ferrara,italy,IT,http://www.unife.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,23.0,-,-,-,472,74.1,582.0,"23,862",33.5,5%,44.31249999999999,31.9,26.8,70.3,68.5,44.0,2026.0,,,,,,,,,,,,,,416.0,287.0,367.0,218.0,567.0,392.0,656.0,45.36,,,,,,,
189,university of foggia,italy,IT,http://www.unifg.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.0,57.0,-,-,-,1262,68.5,998.0,"9,947",34.9,1%,35.511,16.8,26.0,63.6,38.0,32.2,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,university of florence,italy,IT,http://www.unifi.it/,=358,33.6,5.7,4.1,49.6,8.1,10.7,73.0,17.4,81.1,30.8,,,,,,,,,1.775,20.0,Very High,,,,,,,264.0,7.0,-,772,-,208,77.3,355.0,"42,558",22.9,9%,51.42349999999999,37.6,37.9,75.9,76.7,46.7,2026.0,,,,,Public,,,Florence,Europe,Very High,20.0,4.203,1.775,218.0,197.0,327.0,94.0,326.0,275.0,564.0,46.58,231.0,Florence,Europe,56.0,44.0,"Agriculture & Forestry,Education,History, Philosophy & Theology,Civil Engineering,Architecture,Law,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Art, Performing Arts & Design,Biological Sciences,Economics & Econometrics,Geography,Communication & Media Studies,Chemistry,Medicine & Dentistry,Business & Management,Sport Science,Other Health,Sociology,Electrical & Electronic Engineering,Archaeology,Psychology,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance",61.96666667
191,university of genoa,italy,IT,http://www.unige.it/,=530,17.4,3.8,11.3,40.6,4.8,8.8,54.3,12.7,61.9,22.1,,,,,,,,,1.336,17.0,Very High,,,,,,,271.0,9.0,529,1144,243,249,77.2,410.0,"20,218",16.4,9%,49.5295,39.4,30.9,74.6,76.2,46.9,2026.0,,,,,Public,,,Genoa,Europe,Very High,17.0,2.295,1.336,299.0,234.0,367.0,218.0,567.0,402.0,537.0,45.61,327.0,Genoa,Europe,58.0,42.0,,59.9
192,pontifica università gregoriana,italy,IT,http://www.unigre.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,university of lecce,italy,IT,http://www.unile.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,link campus university of malta,italy,IT,http://www.unilink.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,university of macerata,italy,IT,http://www.unimc.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,university of messina,italy,IT,http://www.unime.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.0,41.0,-,-,-,768,71.5,538.0,"14,308",22.7,6%,45.508,35.6,28.1,71.8,64.3,36.6,2026.0,,,,,,,,,,,,,,608.0,812.0,367.0,218.0,567.0,803.0,871.0,44.37,,,,,,,
197,university of milan - bicocca,italy,IT,http://www.unimib.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,287.0,367.0,218.0,567.0,305.0,468.0,45.28,,,,,,,
198,university of milan,italy,IT,http://www.unimi.it/,=276,51.2,12.7,5.6,47.8,7.5,6.8,59.0,24.2,92.1,37.0,,,,,,,,,"2,516",20.0,Very High,,,,,,,179.0,3.0,459,573,-,124,79.2,323.0,"44,429",17.4,7%,53.11849999999999,38.9,32.5,86.1,71.2,47.2,2026.0,,,,,Public,,,Milan,Europe,Very High,20.0,"3,269","2,516",118.0,212.0,162.0,182.0,441.0,189.0,438.0,48.07,130.0,Milan,Europe,60.0,40.0,"Communication & Media Studies,Business & Management,Accounting & Finance,Law,Art, Performing Arts & Design,History, Philosophy & Theology,Sociology,Chemistry,Computer Science,Mathematics & Statistics,Archaeology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Veterinary Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Geography,Psychology,Chemical Engineering,Languages, Literature & Linguistics,Sport Science,Other Health,Biological Sciences",62.86666667
199,university of molise,italy,IT,http://www.unimol.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.0,61.0,-,-,-,1579,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,second university of naples,italy,IT,http://www.unina2.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,645.0,367.0,218.0,567.0,641.0,824.0,44.57,,,,,,,
201,university of naples federico ii,italy,IT,http://www.unina.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,6.0,-,757,-,179,77.8,348.0,"53,650",17.5,3%,51.732,40.0,31.8,83.9,72.5,35.2,2026.0,,,,,,,,,,,,,,175.0,234.0,331.0,218.0,459.0,324.0,792.0,46.36,,,,,,,
202,university institute of naval studies,italy,IT,http://www.uninav.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,university of insubria,italy,IT,http://www.uninsubria.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.0,45.0,-,-,-,840,71.0,709.0,"9,546",23.1,5%,41.306,19.0,23.7,79.3,48.7,41.2,2026.0,,,,,,,,,,,,,,705.0,645.0,367.0,218.0,567.0,564.0,871.0,44.39,,,,,,,
204,university of palermo,italy,IT,http://www.unipa.it/,851-900,10.9,2.4,5.1,27.5,2.4,1.9,53.3,5.1,9.7,-,,,,,,,,,1.434,20.0,Very High,,,,,,,586.0,29.0,-,-,-,552,73.3,600.0,"28,637",32.9,2%,43.6415,33.3,30.5,66.7,54.7,37.0,2026.0,,,,,Public,,,Palermo,Europe,Very High,20.0,504,1.434,452.0,812.0,367.0,218.0,567.0,545.0,559.0,44.7,494.0,Palermo,Europe,59.0,41.0,,46.5
205,university of padua,italy,IT,http://www.unipd.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,"49,946",30.1,11%,56.724,46.4,41.0,80.0,78.9,53.2,2026.0,,,,,,,,,,,,,,99.0,182.0,281.0,218.0,567.0,105.0,351.0,48.17,,,,,,,
206,university of perugia,italy,IT,http://www.unipg.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,15.0,-,-,-,361,75.4,,,,,,,,,,,,,,,,,,,,,,,,,375.0,428.0,367.0,116.0,567.0,332.0,642.0,45.53,,,,,,,
207,university of pisa,italy,IT,http://www.unipi.it/,=349,40.4,12.7,7.5,41.1,5.9,4.1,67.6,13.4,73.6,31.3,,,,,,,,,1.796,18.0,Very High,,,,,,,268.0,8.0,316,1258,-,215,77.3,394.0,"29,834",17.2,7%,50.0295,36.3,34.7,77.7,67.7,43.2,2026.0,,,,,Public,,,Pisa,Europe,Very High,18.0,1.507,1.796,227.0,212.0,273.0,218.0,473.0,360.0,528.0,46.03,261.0,Pisa,Europe,52.0,48.0,"Chemistry,General Engineering,Other Health,Archaeology,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Veterinary Science,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Medicine & Dentistry,Psychology,Chemical Engineering,Business & Management,Biological Sciences,Law,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Education,Physics & Astronomy,Economics & Econometrics,Sociology,Agriculture & Forestry",60.13333333
