institution_id,openalex_display_name,country_code,institution_type,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness,normalized_name
https://openalex.org/I4210101738,Corporación Escuela Superior de Administración y Estudios Tecnológicos,CO,education,5,21,2,1,0.0,corporacion escuela superior de administracion y estudios tecnologicos
https://openalex.org/I3211005485,Arkansas State University System,US,education,5,40,3,1,4.571428571428571,arkansas state university system
https://openalex.org/I4210162440,CPM Academy of Business,RU,education,5,1,1,0,0.2,cpm academy of business
https://openalex.org/I4210089603,Paichai Chinese Primary School,MY,education,5,27,1,1,0.0,paichai chinese primary school
https://openalex.org/I4210153889,Střední uměleckoprůmyslová škola sklářská Valašské Meziříčí,CZ,education,5,4,1,0,0.0,stredni umeleckoprumyslova skola sklarska valasske mezirici
https://openalex.org/I4210115450,Základní Škola a Mateřská Škola Angel,CZ,education,5,2,1,0,0.0,zakladni skola a materska skola angel
https://openalex.org/I4210116008,Ehime Prefectural Matsuyama Technical High School,JP,education,5,16,1,1,0.0,ehime prefectural matsuyama technical high school
https://openalex.org/I4210160464,Tokyo Metropolitan Fuchu High School,JP,education,5,8,2,0,0.0,tokyo metropolitan fuchu high school
https://openalex.org/I4210094456,Universidad Emilio Cárdenas,MX,education,5,19,1,1,0.0,universidad emilio cardenas
https://openalex.org/I4403928335,Baraka Agricultural College,,education,5,29,3,2,0.0,baraka agricultural college
https://openalex.org/I4210160586,Nagano Prefectural Comprehensive Education Center,JP,education,5,2,1,0,0.0,nagano prefectural comprehensive education center
https://openalex.org/I4210150218,Webster University Orlando,US,education,5,15,2,0,0.0,webster university orlando
https://openalex.org/I4210115927,Uganda Petroleum Institute,UG,education,5,9,2,0,2.6666666666666665,uganda petroleum institute
https://openalex.org/I4387152155,Warszawska Akademia Medyczna Nauk Stosowanych,PL,education,5,11,1,1,0.0,warszawska akademia medyczna nauk stosowanych
https://openalex.org/I4210166152,Centro Universitario Haller,MX,education,5,10,2,0,0.0,centro universitario haller
https://openalex.org/I4400008956,Nelson College London,,education,5,5,1,0,0.0,nelson college london
https://openalex.org/I4402554109,University of the South Pacific - Emalus Campus,,education,5,11,2,0,1.0,university of the south pacific emalus campus
https://openalex.org/I4210117330,California FarmLink,US,education,5,473,5,4,3.5,california farmlink
