world_rank,previous_rank,university_name,country,Region,Size,Focus,Research,Status,academic_reputation_score,AR RANK,employer_reputation_score,ER RANK,faculty_student_ratio,FSR RANK,citations_per_faculty_score,CPF RANK,international_faculty,IFR RANK,international_students_score,ISR RANK,ISD SCORE,ISD RANK,international_research_network,IRN RANK,employment_outcomes,EO RANK,sustainability_score,SUS RANK,overall_score,merge_key,the_rank,teaching_score,research_environment,research_quality,industry_impact,international_outlook,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,the_overall_score,P,TCS,MNCS,P_top_10,P_collab,P_int_collab,P_industry_collab,PP_OA,PA_M,PA_F,scimago_global_rank,Best Country Quartile,national_rank,quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,score,total_score,alumni,award,hici,ns,pub,pcp,teaching,research,citations_times,income,total_score_times,teaching_times,research_times,income_times,Country Average Rank,Country Average Score,Universities in Country,Best University Rank,Global Ranking Score,Research Productivity Index,Citation Impact Score,Internationalization Score,Research Excellence Score,Overall Performance Index,city,subject_field,university_type,degree_level,faculty_count,undergraduate_count,postgraduate_count,international_students_count,international_student_ratio,gender_ratio,female_percentage,male_percentage,h_index,research_output_score,research_productivity_index
224,239,Universitas Gadjah Mada,Indonesia,Asia,XL,FC,VH,Public,70.2,134,84.7,93,65.4,265,3.0,801+,63.0,370,8.9,801+,14.6,801+,46.3,801+,75.9,177,66.0,381=,53.5,UNIVERSITAS GADJAH MADA,1228.0,33.1,24.0,31.3,57.2,43.9,"40,174",8.1,5%,58 : 42,31.695,2651.0,18151.0,0.942285421469751,179.230828127436,2241.0,1545.0,86.0,0.634854771784232,0.47369837212431,0.315081393784475,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.5769230769232,40.17777777777778,26,189,1278,2651.0,0.942285421469751,35.95,29.65,30.908500000000004,Indonesia,Natural Sciences,Public,Undergraduate & Postgraduate,2591.0,25061.0,15113.0,2009.0,5.0,58:42:00,58.0,42.0,70.0,36.6,4.88
225,224,Loughborough University,United Kingdom,Europe,L,CO,VH,Public,42.8,277,64.5,165,26.9,699,50.6,371,94.6,183,71.1,269,73.9,242,81.4,324,33.2,509,87.9,80=,53.3,LOUGHBOROUGH UNIVERSITY,339.0,34.8,32.9,76.1,70.2,89.4,"18,345",15.4,25%,40 : 60,52.14999999999999,6863.0,80791.0,1.3057978072886,949.906621638173,5994.0,4397.0,551.0,0.868716304822964,0.618466775406,0.261258066803773,1381.0,1.0,52.0,367.0,567.0,218.0,512.0,806.0,511.0,646.0,480.0,44.37,,,,,,,,31.2,32.2,41.3,36.6,-,31.2,32.2,36.6,499.4111111111111,54.06,90,2,1277,6863.0,1.3057978072886,82.85,50.74999999999999,50.276,Loughborough,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,820.0,11617.0,6728.0,4586.0,25.0,40 : 60,40.0,60.0,154.0,46.7,3.37
226,213,Queensland University of Technology,Australia,Oceania,XL,CO,VH,Public,51.6,215,38.8,356,11.6,801+,70.9,211,96.6,158,44.8,451,49.9,416,83.4,287,25.6,629,88.5,73,53.2,QUEENSLAND UNIVERSITY OF TECHNOLOGY,210.0,33.0,40.4,89.6,88.1,81.9,"33,182",36.8,18%,53 : 47,57.9975,12017.0,169270.0,1.43552994894825,1729.37368590328,10587.0,7293.0,691.0,0.655155196804527,0.528531303126617,0.324599009535073,789.0,1.0,18.0,367.0,567.0,218.0,477.0,750.0,511.0,558.0,492.0,44.48,,0.0,0.0,0.0,3.3,34.6,18.5,28.8,35.6,56.0,73.7,-,28.8,35.6,73.7,359.05555555555554,55.07741935483871,36,19,1276,12017.0,1.43552994894825,70.69999999999999,57.85999999999999,52.02325,Brisbane,Engineering & Technology,Public,Undergraduate & Postgraduate,2313.0,25156.0,8026.0,5973.0,18.0,53:47:00,53.0,47.0,298.0,61.2,6.54
227,179,The University of Newcastle,Australia,Oceania,L,FC,VH,Public,36.0,336,30.5,466,29.7,638,95.2,67,100.0,92,36.2,533,41.8,494,81.8,319,20.8,712,84.8,112=,53.1,THE UNIVERSITY OF NEWCASTLE,,,,,,,,,,,,,,,,,,,,,,1436.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,359.05555555555554,55.07741935483871,36,19,1275,0.0,0.0,68.1,0.0,21.24,Australia,Arts & Humanities,Public,Undergraduate & Postgraduate,1831.0,12681.0,5606.0,4124.0,22.553182,56:44:00,55.70602971,44.29397029,269.0,65.6,4.21
227,230,Université Libre de Bruxelles (ULB),Belgium,Europe,L,FC,VH,Public,43.3,271,46.8,281,4.6,801+,60.3,287,99.2,124,89.6,171,90.4,145,90.9,162,74.8,184,65.2,393=,53.1,UNIVERSITÉ LIBRE DE BRUXELLES ULB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,26.6,11.3,11.8,32.7,30.4,,,,,,,,,377.2,51.45,10,60,1275,0.0,0.0,94.4,0.0,21.24,,,,,,,,,,,,,,,
229,261,United Arab Emirates University,United Arab Emirates,Asia,M,FC,VH,Public,43.3,272,58.1,199,55.1,341,35.1,522,100.0,24,39.1,501,44.4,470,88.9,191,87.9,120,68.6,341,53.0,UNITED ARAB EMIRATES UNIVERSITY,235.0,28.7,38.1,91.8,86.5,87.3,"9,024",13.9,18%,73 : 27,57.063,5654.0,82559.0,1.66403970806735,840.244647740362,4883.0,4565.0,243.0,0.638132295719844,0.682628247834777,0.219353764157229,2170.0,1.0,1.0,367.0,521.0,218.0,994.0,851.0,812.0,906.0,689.0,44.08,,,,,,,,18.8,14.8,21.7,30.1,-,18.8,14.8,30.1,476.1666666666667,37.85454545454545,12,177,1273,5654.0,1.66403970806735,69.55,56.76,51.5429,Al Ain,Engineering & Technology,Public,Undergraduate & Postgraduate,574.0,5385.0,3639.0,1624.0,18.0,73:27:00,73.0,27.0,130.0,39.2,3.78
230,239,Massey University,New Zealand,Oceania,M,CO,VH,Public,42.1,284,24.1,558,57.3,319,50.5,373,99.4,120,98.9,71,98.9,62,82.2,308,60.7,265,83.7,129=,52.9,MASSEY UNIVERSITY,519.0,30.1,29.2,62.3,81.6,86.2,"15,413",16.5,30%,64 : 36,45.7665,5725.0,49917.0,1.0811075039537,613.175619841462,4799.0,3662.0,473.0,0.562620087336245,0.552308591466978,0.330581531268264,2591.0,1.0,5.0,367.0,496.0,218.0,570.0,554.0,812.0,579.0,723.0,44.42,,,,,,,,23.1,17.1,31.9,35.8,-,23.1,17.1,35.8,261.375,50.9875,8,65,1272,5725.0,1.0811075039537,99.15,42.71,48.21595,Palmerston North,Natural Sciences,Public,Undergraduate & Postgraduate,655.0,10933.0,4480.0,4624.0,30.0,64:36:00,64.0,36.0,226.0,46.3,2.41
230,260,University of Lisbon,Portugal,Europe,XL,FC,VH,Public,57.1,193,46.3,289,15.5,801+,51.4,367,14.3,801+,58.6,350,62.6,317,98.4,17,97.3,54,79.3,184,52.9,UNIVERSITY OF LISBON,426.0,31.1,41.8,66.8,75.3,60.3,"50,344",18.1,23%,54 : 46,48.871,,,,,,,,,,,,,1.0,337.0,465.0,152.0,155.0,296.0,197.0,251.0,495.0,46.43,,0.0,8.1,5.0,12.5,45.0,23.3,25.9,18.3,32.4,35.4,-,25.9,18.3,35.4,513.2222222222222,42.43333333333333,9,230,1272,0.0,0.0,36.45,48.59,49.7503,Lisbon ,Social Sciences & Management,Public,Undergraduate & Postgraduate,4128.0,33160.0,17184.0,11579.0,23.0,54:46:00,54.0,46.0,346.0,54.2,1.56
232,224,Universität Erlangen-Nürnberg,Germany,Europe,L,FC,VH,Public,37.9,316,46.2,290,5.2,801+,96.7,59,39.5,504,60.6,338,64.4,307,86.7,226,27.1,606,75.4,228=,52.2,UNIVERSITÄT ERLANGENNÜRNBERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1270,0.0,0.0,50.05,0.0,20.880000000000003,Germany,Engineering & Technology,Public,Undergraduate & Postgraduate,2840.0,23413.0,5522.0,7052.0,24.37161415,45:55:00,45.367609,54.632391,504.0,67.3,6.2
233,217,La Trobe University,Australia,Oceania,L,CO,VH,Public,33.4,365,29.0,488,13.2,801+,87.8,110,95.6,173,97.4,97,97.5,85,82.1,310,28.0,594,82.2,146=,52.1,LA TROBE UNIVERSITY,264.0,29.5,36.8,88.9,79.0,88.7,"21,509",31.2,37%,,55.857,9430.0,110031.0,1.45753268690416,1307.90411992975,8553.0,5149.0,527.0,0.618345705196182,0.451734503984349,0.441904852793816,1321.0,1.0,19.0,367.0,457.0,218.0,536.0,455.0,812.0,579.0,803.0,44.44,,,,,,,,27.0,28.5,45.4,43.7,-,27.0,28.5,43.7,359.05555555555554,55.07741935483871,36,19,1269,9430.0,1.45753268690416,96.5,55.45,50.9291,Melbourne,Social Sciences & Management,Public,Undergraduate & Postgraduate,1248.0,18512.0,2997.0,7958.0,37.0,43:57:00,42.70611457,57.29388543,307.0,60.6,4.64
233,232,Universidade Estadual de Campinas (Unicamp),Brazil,Americas,XL,FC,VH,Public,81.7,91,50.9,247,22.1,788,37.2,500,15.1,801+,4.0,801+,8.7,801+,84.5,265,32.5,521,79.5,180=,52.1,UNIVERSIDADE ESTADUAL DE CAMPINAS UNICAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.9166666666666,40.08571428571428,24,108,1269,0.0,0.0,9.55,0.0,20.840000000000003,,,,,,,,,,,,,,,
233,236,University of Padova,Italy,Europe,XL,FC,VH,Public,73.5,119,40.2,341,13.5,801+,54.4,337,15.5,796,18.8,748,24.9,686,95.5,70,29.6,555,85.0,110=,52.1,UNIVERSITY OF PADOVA,,,,,,,,,,,,26466.0,311980.0,1.3678860565965,3623.77912540751,22844.0,15205.0,1777.0,0.715824076173203,0.52037213846393,0.332648711059795,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.2325581395348,40.67142857142857,43,98,1269,26466.0,1.3678860565965,17.15,0.0,20.840000000000003,Italy,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2190.0,31048.0,4765.0,8751.0,24.43594438,51:49:00,50.95235295,49.04764705,360.0,64.0,4.23
236,236,University of Rochester,United States of America,Americas,M,FC,VH,Private not for Profit,27.1,463,32.4,443,98.2,51,56.6,314,80.5,294,96.2,109,96.5,94,63.7,641,51.2,333,72.3,286=,51.9,UNIVERSITY OF ROCHESTER,127.0,51.8,44.5,86.3,92.0,78.1,"10,505",8.1,36%,52 : 48,63.6135,11754.0,143565.0,1.53985907957338,1866.81582112573,9755.0,4942.0,1205.0,0.682661221711758,0.459646181418743,0.277591489853732,524.0,1.0,49.0,72.0,53.0,113.0,114.0,118.0,68.0,79.0,64.0,52.03,,24.6,7.7,25.2,20.8,39.0,20.8,39.7,27.9,89.0,37.0,52.1,39.7,27.9,37.0,639.2864583333334,52.87142857142857,192,1,1266,11754.0,1.53985907957338,88.35,63.41,55.453050000000005,Rochester,Engineering & Technology,Private not for Profit,Undergraduate & Postgraduate,684.0,7448.0,3057.0,3782.0,36.0,52:48:00,52.0,48.0,185.0,41.8,3.16
237,250,American University of Beirut (AUB),Lebanon,Asia,M,FC,VH,Private not for Profit,41.5,288,58.1,200,52.3,358,37.8,494,71.4,330,45.2,449,50.2,413,68.7,554,98.7,33,77.7,204,51.6,AMERICAN UNIVERSITY OF BEIRUT AUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.1111111111111,33.5,9,237,1265,0.0,0.0,58.3,0.0,20.64,,,,,,,,,,,,,,,
237,278,University of Porto,Portugal,Europe,XL,FC,VH,Public,52.5,212,41.5,328,13.6,801+,73.6,185,9.2,801+,38.2,513,33.1,575,94.3,94,61.2,261,77.3,208=,51.6,UNIVERSITY OF PORTO,415.0,33.7,39.1,70.2,67.8,56.0,"38,127",17.5,19%,55 : 45,49.2525,19460.0,225569.0,1.33645289227032,2495.71907127463,16932.0,11323.0,1162.0,0.661870503597122,0.51248177209916,0.471408235539199,,,2.0,94.0,316.0,90.0,266.0,380.0,264.0,341.0,405.0,45.91,,0.0,0.0,0.0,10.7,42.2,21.1,32.0,28.2,37.2,38.7,-,32.0,28.2,38.7,513.2222222222222,42.43333333333333,9,230,1265,19460.0,1.33645289227032,23.700000000000003,49.92,49.18875,Porto,Natural Sciences,Public,Undergraduate & Postgraduate,2669.0,26633.0,11494.0,7244.0,19.0,55:45:00,55.0,45.0,525.0,63.0,2.62
239,230,Maastricht University,Netherlands,Europe,L,FO,VH,Public,32.8,373,33.7,425,18.6,801+,71.7,203,99.9,103,100.0,21,100.0,14,85.6,243,49.6,350,80.2,166=,51.4,MAASTRICHT UNIVERSITY,131.0,41.4,46.1,88.3,98.3,96.7,"21,903",16.4,60%,60 : 40,63.2565,16745.0,206807.0,1.514352277345,2671.15007174527,15252.0,11541.0,1503.0,0.875664377426097,0.567310423175234,0.362376759849069,783.0,1.0,8.0,367.0,567.0,218.0,185.0,354.0,234.0,156.0,281.0,47.0,,0.0,0.0,10.7,5.9,41.4,25.1,37.5,47.7,82.7,95.4,59.9,37.5,47.7,95.4,166.46153846153845,61.66923076923077,13,47,1263,16745.0,1.514352277345,99.95,61.57,53.636950000000006,Maastricht,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,1970.0,17458.0,4445.0,13142.0,60.0,60:40:00,60.0,40.0,287.0,52.2,4.08
240,281,Hebrew University of Jerusalem,Israel,Asia,L,FC,VH,Public,42.9,276,36.4,394,74.6,201,41.9,452,81.9,279,33.5,551,38.8,509,74.2,460,97.1,57,65.5,387=,51.3,HEBREW UNIVERSITY OF JERUSALEM,261.0,48.1,47.2,72.6,77.3,43.1,"17,488",16.2,3%,58 : 42,55.982,,,,,,,,,,,1097.0,1.0,1.0,15.0,164.0,15.0,120.0,97.0,368.0,143.0,35.0,65.71,,,,,,,,45.8,41.4,64.6,31.9,50.5,45.8,41.4,31.9,436.6666666666667,38.766666666666666,6,223,1262,0.0,0.0,57.7,57.63,57.02759999999999,Israel,Natural Sciences,Public,Undergraduate & Postgraduate,932.0,10425.0,7063.0,525.0,3.0,58:42:00,58.0,42.0,213.0,42.4,4.16
240,244,Victoria University of Wellington,New Zealand,Oceania,L,CO,VH,Public,57.2,192,32.2,445,15.7,801+,44.3,424,100.0,96,56.7,367,60.9,332,70.1,530,77.6,168,83.3,132,51.3,VICTORIA UNIVERSITY OF WELLINGTON,434.0,29.0,33.5,73.7,62.9,75.0,"15,728",17.4,12%,59 : 41,48.521,4484.0,44060.0,1.22395682826949,552.705447567777,3764.0,2947.0,261.0,0.582961641391615,0.588778949657497,0.290964444927694,3267.0,1.0,4.0,317.0,223.0,218.0,606.0,469.0,645.0,646.0,809.0,44.54,,,,,,,,26.0,28.7,44.3,45.6,-,26.0,28.7,45.6,261.375,50.9875,8,65,1262,4484.0,1.22395682826949,78.35,48.23,48.438300000000005,"Kelburn, Wellington",Natural Sciences,Public,Undergraduate & Postgraduate,2240.0,10217.0,5511.0,1887.0,12.0,59:41:00,59.0,41.0,212.0,50.8,4.62
242,241,Politecnico di Torino,Italy,Europe,XL,FO,VH,Public,50.3,223,64.6,164,4.5,801+,68.1,230,7.3,801+,57.9,356,61.9,324,79.1,366,37.8,462,73.6,265=,51.2,POLITECNICO DI TORINO,,,,,,,,,,,,8410.0,80511.0,1.11255942070062,947.130387191157,6526.0,4494.0,711.0,0.642925089179548,0.676885665899518,0.259933127795388,1164.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,662.2325581395348,40.67142857142857,43,98,1260,8410.0,1.11255942070062,32.6,0.0,20.480000000000004,Turin,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2987.0,32609.0,11495.0,10505.0,23.81930223,55:45:00,54.92715468,45.07284532,309.0,59.2,4.39
243,252,Georg-August-Universität Göttingen,Germany,Europe,L,FC,VH,Public,57.3,190,35.6,405,87.0,122,25.8,626,59.2,395,37.9,517,43.4,479,95.2,80,51.2,334,61.0,480=,51.1,GEORGAUGUSTUNIVERSITÄT GÖTTINGEN,,,,,,,,,,,,13633.0,191133.0,1.55835660210549,2238.68986933041,11931.0,8811.0,942.0,0.769969925915059,0.534370764989018,0.251880929015375,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1259,13633.0,1.55835660210549,48.55,0.0,20.44,Germany,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2775.0,17851.0,8383.0,5855.0,22.31822499,59:41:00,59.31994654,40.68005346,256.0,41.6,3.36
244,183,Hamad Bin Khalifa University,Qatar,Asia,S,FO,VH,Public,14.3,701+,6.8,701+,100.0,20,100.0,6,100.0,10,100.0,6,99.9,29,75.7,424,6.8,801+,38.5,801+,50.9,HAMAD BIN KHALIFA UNIVERSITY,,,,,,,,,,,,2604.0,55067.0,1.91849915701427,431.624578378285,2081.0,1828.0,170.0,0.716589861751152,0.715315013404826,0.19470509383378,1601.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,58.7,2,112,1258,2604.0,1.91849915701427,100.0,0.0,20.36,Qatar,Arts & Humanities,Public,Undergraduate & Postgraduate,422.0,2995.0,1509.0,1330.0,29.53408776,51:49:00,51.13621326,48.86378674,208.0,57.2,6.4
244,252,Hong Kong Baptist University,"Hong Kong SAR, China",Asia,M,CO,VH,Public,28.3,445,21.7,610,67.3,251,82.3,141,99.4,118,100.0,22,99.9,33,38.2,801+,23.0,672,67.5,358=,50.9,HONG KONG BAPTIST UNIVERSITY,214.0,34.6,41.0,84.5,79.5,97.4,"7,628",13.4,60%,64 : 36,57.932,5180.0,69160.0,1.37366468008165,799.157257057979,4784.0,2109.0,257.0,0.459073359073359,0.38799456943367,0.126357641582622,1584.0,2.0,6.0,367.0,516.0,218.0,592.0,937.0,511.0,565.0,691.0,44.43,,,,,,,,22.6,12.1,67.9,28.8,-,22.6,12.1,28.8,273.3333333333333,72.6,9,11,1258,5180.0,1.37366468008165,99.7,56.48,51.0686,Hong Kong,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,546.0,4442.0,3186.0,4577.0,60.0,64:36:00,64.0,36.0,165.0,55.3,1.97
246,273,University College Cork,Ireland,Europe,L,FC,VH,Public,43.4,270,48.1,269,22.5,782,52.7,357,86.2,253,75.0,255,77.4,224,68.8,551,49.5,351,83.8,127=,50.7,UNIVERSITY COLLEGE CORK,367.0,29.3,33.2,78.7,77.6,79.0,"19,075",20.2,23%,59 : 41,50.9105,6409.0,99121.0,1.57541057499833,1000.39813392947,5434.0,4287.0,654.0,0.796224059915744,0.569580063499671,0.376205595159648,1176.0,1.0,3.0,367.0,430.0,218.0,426.0,431.0,368.0,402.0,195.0,45.03,,0.0,0.0,13.1,7.5,25.3,14.4,28.6,23.8,48.4,47.1,-,28.6,23.8,47.1,385.75,51.96666666666667,8,75,1256,6409.0,1.57541057499833,80.6,50.23,49.06215,Cork,Engineering & Technology,Public,Undergraduate & Postgraduate,1214.0,13243.0,5832.0,4387.0,23.0,59:41:00,59.0,41.0,217.0,48.0,3.56
247,271,Beijing Normal University,China (Mainland),Asia,L,CO,VH,Public,47.6,244,29.6,483,30.3,626,98.6,44,9.0,801+,32.9,559,24.7,690,77.1,403,18.2,754,55.5,591=,50.6,BEIJING NORMAL UNIVERSITY,136.0,59.6,49.3,80.9,89.1,42.4,"29,655",15.5,7%,,62.893,20302.0,237842.0,1.26024044620755,2822.43650086291,17373.0,6908.0,680.0,0.449413850852133,0.263457185446917,0.0958243618763687,542.0,1.0,15.0,57.0,567.0,218.0,363.0,492.0,428.0,480.0,755.0,45.17,,15.4,0.0,5.0,7.9,38.8,16.1,,,,,,,,,600.3055555555555,44.55555555555556,72,14,1255,20302.0,1.26024044620755,20.95,65.03,52.6589,Beijing,Natural Sciences,Public,Undergraduate & Postgraduate,1895.0,21639.0,8016.0,2076.0,7.0,48:52:00,48.21084607,51.78915393,418.0,73.1,5.04
247,243,Dartmouth College,United States of America,Americas,M,FC,VH,Private not for Profit,30.7,398,54.3,225,79.9,167,56.9,307,13.5,801+,58.5,351,62.5,318,46.2,801+,87.7,122,82.2,146=,50.6,DARTMOUTH COLLEGE,181.0,56.3,38.5,81.8,72.8,63.8,"6,627",7.4,19%,48 : 52,60.01049999999999,6868.0,73072.0,1.34587211947297,1035.22354815378,5895.0,2599.0,602.0,0.709376820034945,0.540814434900822,0.366063152691096,1144.0,1.0,28.0,40.0,19.0,218.0,246.0,167.0,136.0,154.0,63.0,56.35,,17.8,0.0,20.7,14.4,25.4,20.6,50.7,35.8,93.3,40.8,57.8,50.7,35.8,40.8,639.2864583333334,52.87142857142857,192,1,1255,6868.0,1.34587211947297,36.0,61.16,55.14815,Hanover,Arts & Humanities,Private not for Profit,Undergraduate & Postgraduate,372.0,4693.0,1934.0,1259.0,19.0,48:52:00,48.0,52.0,141.0,43.8,3.42
247,275,"University of Massachusetts, Amherst",United States of America,Americas,L,CO,VH,Public,48.1,238,40.0,342,15.8,801+,62.4,266,77.9,307,46.3,436,51.3,404,78.8,372,44.2,399,84.5,119=,50.6,UNIVERSITY OF MASSACHUSETTS AMHERST,,,,,,,,,,,,9763.0,155977.0,1.54746076953997,1477.82891891158,8269.0,5180.0,646.0,0.595411246543071,0.44300396605399,0.240223463687151,788.0,1.0,91.0,212.0,141.0,159.0,198.0,191.0,212.0,200.0,356.0,47.05,,13.6,0.0,32.0,16.9,35.5,23.2,,,,,,,,,639.2864583333334,52.87142857142857,192,1,1255,9763.0,1.54746076953997,62.1,0.0,34.355000000000004,United States of America,Engineering & Technology,Public,Undergraduate & Postgraduate,1986.0,12765.0,10412.0,7507.0,32.38817075,48:52:00,48.45390285,51.54609715,330.0,55.2,2.48
250,248,Vanderbilt University,United States of America,Americas,L,FC,VH,Private not for Profit,32.3,382,41.8,323,100.0,10,50.6,372,48.4,446,50.9,404,55.5,370,77.9,383,57.5,288,61.8,460=,50.4,VANDERBILT UNIVERSITY,93.0,53.8,48.1,95.6,91.9,60.8,"12,863",3.8,18%,55 : 45,66.736,22562.0,329072.0,1.63224279203103,3866.99134611149,19181.0,8966.0,2958.0,0.679771296870845,0.503265926986399,0.34675495108566,613.0,1.0,43.0,87.0,94.0,110.0,55.0,62.0,59.0,41.0,51.0,53.05,30.2,15.4,29.0,28.4,21.8,51.0,19.0,47.8,44.2,95.7,63.2,60.1,47.8,44.2,63.2,639.2864583333334,52.87142857142857,192,1,1252,22562.0,1.63224279203103,49.65,68.81,56.0958,Nashville,Social Sciences & Management,Private not for Profit,Undergraduate & Postgraduate,1262.0,7181.0,5682.0,2315.0,18.0,55:45:00,55.0,45.0,205.0,41.4,3.67
251,269,Universiti Teknologi Petronas (UTP),Malaysia,Asia,S,SP,VH,Private not for Profit,29.7,415,41.0,332,44.6,442,95.0,70,87.0,245,29.5,596,30.7,608,72.1,498,5.2,801+,50.0,704,50.2,UNIVERSITI TEKNOLOGI PETRONAS UTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.71875,43.58888888888889,32,58,1251,0.0,0.0,58.25,0.0,20.08,,,,,,,,,,,,,,,
251,281,University of Strathclyde,United Kingdom,Europe,L,CO,VH,Public,37.5,319,40.5,335,17.8,801+,57.2,306,99.2,122,89.0,175,90.0,149,84.5,263,46.0,379,84.6,117=,50.2,UNIVERSITY OF STRATHCLYDE,362.0,37.0,35.2,66.4,79.7,90.5,"19,085",14.3,28%,52 : 48,51.0185,6810.0,77595.0,1.27502266831705,928.520886074616,6035.0,4408.0,713.0,0.888986784140969,0.642327826500782,0.237473655585016,1102.0,1.0,36.0,367.0,216.0,218.0,389.0,467.0,368.0,486.0,305.0,44.94,,,,,,,,25.9,28.0,31.8,44.1,-,25.9,28.0,44.1,499.4111111111111,54.06,90,2,1251,6810.0,1.27502266831705,94.1,48.220000000000006,48.86755,Glasgow,Social Sciences & Management,Public,Undergraduate & Postgraduate,1514.0,10912.0,8173.0,5344.0,28.0,52:48:00,52.0,48.0,238.0,47.4,2.91
253,251,Taylor's University (Malaysia),Malaysia,Asia,M,CO,VH,Private for Profit,40.2,298,85.2,92,69.7,233,21.0,696,73.0,324,100.0,34,100.0,25,53.5,789,5.2,801+,57.8,546=,50.0,TAYLORS UNIVERSITY MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.71875,43.58888888888889,32,58,1249,0.0,0.0,86.5,0.0,20.0,,,,,,,,,,,,,,,
253,241,Technische Universität Darmstadt,Germany,Europe,L,CO,VH,Public,28.2,447,41.9,320,9.8,801+,82.2,142,67.8,344,92.8,149,93.4,123,73.8,473,53.5,318,78.6,190=,50.0,TECHNISCHE UNIVERSITÄT DARMSTADT,,,,,,,,,,,,6550.0,57634.0,1.09545574282264,725.677175916287,5224.0,3713.0,560.0,0.648549618320611,0.746962739057141,0.151659594256816,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1249,6550.0,1.09545574282264,80.3,0.0,20.0,Germany,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,1002.0,16005.0,6265.0,5911.0,26.54064168,47:53:00,46.55645634,53.44354366,201.0,55.2,4.94
255,256,Bandung Institute of Technology (ITB),Indonesia,Asia,L,CO,VH,Public,58.5,181,85.3,90,54.7,345,5.4,801+,94.7,182,8.0,801+,13.7,801+,39.8,801+,68.6,224,59.2,516=,49.9,BANDUNG INSTITUTE OF TECHNOLOGY ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.5769230769232,40.17777777777778,26,189,1247,0.0,0.0,51.35,0.0,19.96,,,,,,,,,,,,,,,
256,252,Harbin Institute of Technology,China (Mainland),Asia,XL,FO,VH,Public,33.3,367,47.9,270,42.0,479,99.8,22,12.9,801+,9.2,801+,14.9,801+,73.6,481,35.2,490,48.1,757=,49.8,HARBIN INSTITUTE OF TECHNOLOGY,132.0,57.2,57.7,77.2,100.0,32.5,"32,375",11.0,4%,,63.2045,38766.0,503984.0,1.25114544517683,5377.67788452955,28735.0,8855.0,3496.0,0.278130320383842,0.32140361094933,0.0597699475829936,56.0,1.0,17.0,367.0,244.0,218.0,241.0,847.0,645.0,437.0,375.0,45.14,,0.0,0.0,8.7,5.4,48.7,15.2,29.4,27.3,15.7,99.8,-,29.4,27.3,99.8,600.3055555555555,44.55555555555556,72,14,1246,38766.0,1.25114544517683,11.05,65.35,52.42335,Harbin,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2314.0,21682.0,10693.0,1295.0,4.0,49:51:00,48.54951503,51.45048497,412.0,66.6,3.92
257,269,Tianjin University,China (Mainland),Asia,L,CO,VH,Public,26.3,481,37.6,371,51.6,368,99.9,18,29.9,586,33.5,550,25.1,682,72.5,491,38.7,449,56.2,576=,49.7,TIANJIN UNIVERSITY,208.0,49.2,47.0,73.2,99.8,52.8,"27,866",8.7,15%,,58.056,34368.0,500811.0,1.25183109576611,4859.04293476999,26883.0,8780.0,3159.0,0.287738594040968,0.292810447145441,0.0788454825299102,90.0,1.0,12.0,367.0,77.0,218.0,348.0,934.0,428.0,606.0,245.0,45.61,,0.0,0.0,0.0,1.5,46.8,17.8,36.5,34.4,12.2,100.0,-,36.5,34.4,100.0,600.3055555555555,44.55555555555556,72,14,1245,34368.0,1.25183109576611,31.7,58.14,50.9798,Tianjin,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,3447.0,18589.0,9277.0,4180.0,15.0,47:53:00,46.71515857,53.28484143,639.0,63.1,4.67
