world_rank,previous_rank,university_name,country,Region,Size,Focus,Research,Status,academic_reputation_score,AR RANK,employer_reputation_score,ER RANK,faculty_student_ratio,FSR RANK,citations_per_faculty_score,CPF RANK,international_faculty,IFR RANK,international_students_score,ISR RANK,ISD SCORE,ISD RANK,international_research_network,IRN RANK,employment_outcomes,EO RANK,sustainability_score,SUS RANK,overall_score,merge_key,the_rank,teaching_score,research_environment,research_quality,industry_impact,international_outlook,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,the_overall_score,P,TCS,MNCS,P_top_10,P_collab,P_int_collab,P_industry_collab,PP_OA,PA_M,PA_F,scimago_global_rank,Best Country Quartile,national_rank,quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,score,total_score,alumni,award,hici,ns,pub,pcp,teaching,research,citations_times,income,total_score_times,teaching_times,research_times,income_times,Country Average Rank,Country Average Score,Universities in Country,Best University Rank,Global Ranking Score,Research Productivity Index,Citation Impact Score,Internationalization Score,Research Excellence Score,Overall Performance Index,city,subject_field,university_type,degree_level,faculty_count,undergraduate_count,postgraduate_count,international_students_count,international_student_ratio,gender_ratio,female_percentage,male_percentage,h_index,research_output_score,research_productivity_index
189,206,UNIVERSITAS INDONESIA,Indonesia,Asia,XL,FC,VH,Public,69.9,135,89.3,76,68.8,240,3.9,801+,86.6,249,10.9,801+,16.3,801+,59.6,701,87.2,124,60.9,486=,57.0,UNIVERSITAS INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.5769230769232,40.17777777777778,26,189,1313,0.0,0.0,48.75,0.0,22.8,Indonesia,Arts & Humanities,Public,Undergraduate & Postgraduate,2662.0,21296.0,18379.0,10663.0,26.876517,58:42:00,57.63446877,42.36553123,91.0,36.9,0.77
190,208,Ohio State University,United States of America,Americas,XL,FC,VH,Public,71.1,131,63.0,173,53.1,353,33.8,539,37.4,519,20.6,721,26.7,661,93.7,106,66.0,236,69.2,326=,56.9,OHIO STATE UNIVERSITY,,,,,,,,,,,,32090.0,396025.0,1.47476514701425,4802.23081916904,25965.0,12902.0,2689.0,0.625116858834528,0.486377807890185,0.316125194169944,,,,,,,,,,,,,,,,,,,,51.6,46.6,83.2,53.1,59.7,51.6,46.6,53.1,639.2864583333334,52.87142857142857,192,1,1312,32090.0,1.47476514701425,29.0,0.0,22.76,United States of America,Arts & Humanities,Public,Undergraduate & Postgraduate,7250.0,39918.0,14727.0,6557.0,12.0,52:48:00,52.0,48.0,419.0,52.4,5.42
191,193,"Queen's University, Ontario",Canada,Americas,L,FC,VH,Public,50.9,219,75.7,123,7.9,801+,56.3,315,75.6,315,35.5,536,41.2,496,79.0,369,92.3,87,86.6,93=,56.8,QUEENS UNIVERSITY ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.86206896551727,50.9,29,27,1311,0.0,0.0,55.55,0.0,22.72,Canada,Natural Sciences,Public,Undergraduate & Postgraduate,2011.0,18601.0,9987.0,6236.0,21.81173987,44:56:00,44.09929514,55.90070486,282.0,53.6,4.33
191,203,Université Catholique de Louvain (UCL),Belgium,Europe,L,FC,VH,Private not for Profit,61.7,164,36.0,398,6.4,801+,59.5,291,94.5,185,63.1,319,66.6,292,91.6,150,82.0,150,81.3,157,56.8,UNIVERSITÉ CATHOLIQUE DE LOUVAIN UCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.2,51.45,10,60,1311,0.0,0.0,78.8,0.0,22.72,,,,,,,,,,,,,,,
193,191,Universität Hamburg,Germany,Europe,L,FO,VH,Public,64.0,157,51.7,238,25.6,725,54.6,333,58.8,396,31.3,576,37.1,524,93.8,103,49.9,346,94.1,29,56.5,UNIVERSITÄT HAMBURG,,,,,,,,,,,,19201.0,221364.0,1.39463035613284,2855.12132318988,16810.0,12195.0,1505.0,0.751471277537628,0.528357461598504,0.26171926775747,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1309,19201.0,1.39463035613284,45.05,0.0,22.6,Hamburg,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2760.0,20292.0,4833.0,7104.0,28.2741001,48:52:00,47.81393522,52.18606478,345.0,59.3,5.24
194,172,University of Reading,United Kingdom,Europe,L,CO,VH,Public,45.7,256,46.8,280,20.2,801+,63.0,260,95.0,178,85.8,192,87.0,162,93.3,121,57.6,287,92.4,42=,56.2,UNIVERSITY OF READING,201.0,41.7,38.1,85.2,66.9,94.2,"15,970",15.8,31%,54 : 46,58.6515,5899.0,77935.0,1.5244896647117,944.370225255379,5190.0,4033.0,468.0,0.887438548906594,0.577486163185146,0.345206213176219,,,24.0,258.0,63.0,218.0,400.0,347.0,182.0,361.0,666.0,46.4,,,,,,,,39.3,37.3,69.9,34.2,51.2,39.3,37.3,34.2,499.4111111111111,54.06,90,2,1308,5899.0,1.5244896647117,90.4,58.02,53.995450000000005,Reading,Natural Sciences,Public,Undergraduate & Postgraduate,1206.0,11333.0,4637.0,4951.0,31.0,54:46:00,54.0,46.0,237.0,54.4,4.04
194,221,Vrije Universiteit Amsterdam,Netherlands,Europe,L,FC,VH,Public,53.3,208,28.8,489,23.3,767,80.7,154,82.9,272,57.6,358,42.9,484,90.1,173,56.4,296,68.8,338,56.2,VRIJE UNIVERSITEIT AMSTERDAM,179.0,37.7,41.8,91.8,77.5,84.3,"31,949",15.8,20%,57 : 43,60.206,20059.0,277558.0,1.6587752695439,3572.71517402231,18821.0,12994.0,1608.0,0.89520913305748,0.512273113748105,0.418801523049055,110.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,166.46153846153845,61.66923076923077,13,47,1308,20059.0,1.6587752695439,70.25,60.57,40.54180000000001,Amsterdam,Arts & Humanities,Public,Undergraduate & Postgraduate,2184.0,22114.0,9835.0,6390.0,20.0,57:43:00,57.0,43.0,395.0,67.0,4.51
196,181,Waseda University,Japan,Asia,XL,CO,VH,Private not for Profit,73.6,118,97.2,37,29.5,639,7.3,801+,35.2,535,43.7,461,48.9,426,63.1,650,90.7,98,74.3,252,56.1,WASEDA UNIVERSITY,878.0,34.0,26.9,43.5,68.0,53.3,"44,876",14.2,12%,39 : 61,37.5985,6661.0,52897.0,0.868963827078419,530.238076170489,5569.0,3063.0,735.0,0.605014262122804,0.652809615265473,0.104454494764884,1523.0,1.0,4.0,288.0,8.0,218.0,406.0,389.0,368.0,388.0,248.0,58.17,,,,,,,,23.6,14.6,29.4,32.4,-,23.6,14.6,32.4,820.3404255319149,53.3625,47,36,1306,6661.0,0.868963827078419,39.45,35.67,51.17055,Tokyo,Arts & Humanities,Private not for Profit,Undergraduate & Postgraduate,3490.0,27475.0,17401.0,5385.0,12.0,39 : 61,39.0,61.0,162.0,40.4,3.69
197,214,University of Otago,New Zealand,Oceania,L,FC,VH,Public,60.0,176,36.0,399,14.8,801+,63.2,258,100.0,53,39.6,496,45.0,464,76.5,413,68.7,222,88.2,78=,55.8,UNIVERSITY OF OTAGO,377.0,34.1,34.3,72.4,69.3,81.1,"18,703",19.9,18%,60 : 40,50.581,9804.0,110045.0,1.33863829917639,1283.20552939215,8090.0,6469.0,595.0,0.594349245206038,0.540988153254883,0.384325844922541,1311.0,1.0,2.0,367.0,377.0,218.0,312.0,353.0,287.0,313.0,542.0,45.44,,0.0,0.0,12.2,10.1,34.1,27.1,30.7,30.5,74.9,31.5,-,30.7,30.5,31.5,261.375,50.9875,8,65,1305,9804.0,1.33863829917639,69.8,49.48,51.1263,Dunedin,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,1018.0,13030.0,5673.0,3367.0,18.0,60:40:00,60.0,40.0,181.0,61.6,2.47
197,190,Vienna University of Technology,Austria,Europe,M,FO,VH,Public,47.6,246,56.3,211,18.5,801+,71.1,207,91.8,211,95.9,114,71.3,258,71.9,502,29.1,569,59.0,520,55.8,VIENNA UNIVERSITY OF TECHNOLOGY,,,,,,,,,,,,7144.0,61422.0,1.09592077709937,786.471748217298,5986.0,4919.0,907.0,0.742861142217245,0.749126706891077,0.144225680110088,,,5.0,363.0,350.0,218.0,377.0,377.0,321.0,424.0,171.0,45.08,,0.0,0.0,0.0,12.2,28.8,22.9,34.1,32.0,54.6,86.5,-,34.1,32.0,86.5,451.75,38.35,8,152,1305,7144.0,1.09592077709937,93.85,0.0,35.844,Austria,Arts & Humanities,Public,Undergraduate & Postgraduate,931.0,10182.0,4850.0,3272.0,21.764234,45:55:00,45.1360276,54.8639724,309.0,59.4,3.2
199,219,National Yang Ming Chiao Tung University,Taiwan,Asia,L,FC,VH,Public,42.1,285,68.5,153,55.4,339,71.8,202,29.1,593,31.9,569,37.7,520,54.1,782,75.8,179,74.1,255=,55.7,NATIONAL YANG MING CHIAO TUNG UNIVERSITY,,,,,,,,,,,,15685.0,129941.0,0.905871987453741,1227.22881911066,13466.0,5168.0,1124.0,0.568122409945808,0.300014817637222,0.107406701805635,976.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,41.23076923076923,27,63,1303,15685.0,0.905871987453741,30.5,0.0,22.28,Taiwan,Engineering & Technology,Public,Undergraduate & Postgraduate,1086.0,10562.0,7798.0,1652.0,9.0,37 : 63,37.0,63.0,262.0,57.0,1.75
199,206,Queen's University Belfast,United Kingdom,Europe,L,FC,VH,Public,49.6,228,43.4,309,30.3,627,57.5,304,100.0,79,98.8,74,98.9,65,95.4,73,19.5,735,89.5,67,55.7,QUEENS UNIVERSITY BELFAST,200.0,34.7,38.4,90.8,70.0,98.3,"21,900",17.0,49%,58 : 42,58.785,9883.0,145014.0,1.65198317745768,1670.10405422127,8789.0,7406.0,882.0,0.864717191136295,0.581470474221476,0.332127320497911,760.0,1.0,33.0,183.0,387.0,218.0,306.0,276.0,264.0,313.0,377.0,45.53,,17.8,0.0,0.0,10.1,31.4,17.6,34.1,33.3,68.9,35.7,48.8,34.1,33.3,35.7,499.4111111111111,54.06,90,2,1303,9883.0,1.65198317745768,99.4,58.25,53.57449999999999,United Kingdom,Engineering & Technology,Public,Undergraduate & Postgraduate,1137.0,12458.0,7728.0,6199.0,30.70695545,58:42:00,58.08878827,41.91121173,287.0,53.6,2.43
201,212,Universität Freiburg,Germany,Europe,L,FC,VH,Public,56.8,195,35.3,408,31.1,616,66.4,238,78.7,302,44.2,455,49.4,420,89.5,180,47.2,372,85.6,104=,55.6,UNIVERSITÄT FREIBURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1301,0.0,0.0,61.45,0.0,22.24,Germany,Social Sciences & Management,Public,Undergraduate & Postgraduate,2721.0,15067.0,10590.0,5548.0,21.62276012,41:59:00,40.9831533,59.0168467,318.0,61.6,5.38
202,194,University of Gothenburg,Sweden,Europe,L,FC,VH,Public,46.4,252,24.6,546,73.0,211,45.4,408,94.1,190,85.8,191,87.1,161,93.7,104,71.0,205,92.9,36=,55.5,UNIVERSITY OF GOTHENBURG,212.0,34.8,43.2,91.1,78.8,62.7,"20,756",10.9,13%,,57.9785,16564.0,208362.0,1.58350194900349,2651.88878749808,14530.0,10979.0,1479.0,0.846112050229413,0.541962104863763,0.401052906163295,573.0,1.0,6.0,257.0,294.0,116.0,217.0,197.0,136.0,197.0,871.0,46.79,,0.0,15.4,12.3,14.5,41.3,19.7,28.5,39.8,81.8,30.3,50.2,28.5,39.8,30.3,183.5,59.9625,8,72,1300,16564.0,1.58350194900349,89.94999999999999,59.84,53.63055,Gothenburg,Arts & Humanities,Public,Undergraduate & Postgraduate,1500.0,14995.0,5761.0,2698.0,13.0,47:53:00,47.1768085,52.8231915,222.0,45.9,2.82
203,215,National Cheng Kung University (NCKU),Taiwan,Asia,L,FC,VH,Public,66.4,150,79.4,106,33.8,578,39.8,471,28.6,600,24.4,670,30.5,610,58.0,718,56.3,297,79.7,175=,55.2,NATIONAL CHENG KUNG UNIVERSITY NCKU,532.0,36.9,41.3,52.0,99.8,42.3,"21,726",19.9,11%,38 : 62,45.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,41.23076923076923,27,63,1299,0.0,0.0,26.5,44.26,35.768100000000004,,,,,,,,,,,,,,,
203,233,University of Twente,Netherlands,Europe,M,CO,VH,Public,29.3,422,40.5,333,56.0,333,77.0,169,100.0,93,95.2,124,70.8,264,85.4,248,32.6,519,79.6,179,55.2,UNIVERSITY OF TWENTE,191.0,45.7,45.0,73.0,98.9,92.4,"8,204",9.5,43%,37 : 63,59.3175,8108.0,101410.0,1.3532970130183,1119.11397164928,7095.0,5203.0,833.0,0.928465712876172,0.676926435276141,0.232099978170705,1005.0,1.0,12.0,367.0,511.0,218.0,343.0,511.0,368.0,358.0,288.0,45.14,,0.0,0.0,5.1,8.3,31.4,20.1,34.1,45.6,68.8,91.2,52.9,34.1,45.6,91.2,166.46153846153845,61.66923076923077,13,47,1299,8108.0,1.3532970130183,97.6,56.41,53.41725,Enschede,Engineering & Technology,Public,Undergraduate & Postgraduate,655.0,4777.0,3427.0,3528.0,43.0,37 : 63,37.0,63.0,209.0,53.2,3.04
205,187,Ecole Normale Supérieure de Lyon,France,Europe,S,CO,VH,Public,41.7,286,25.7,528,98.8,46,89.2,106,61.5,380,23.9,677,26.7,662,73.1,485,17.9,760,50.2,699=,55.1,ECOLE NORMALE SUPÉRIEURE DE LYON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.3428571428572,47.03888888888889,35,28,1297,0.0,0.0,42.7,0.0,22.040000000000003,France,Arts & Humanities,Public,Undergraduate & Postgraduate,300.0,3529.0,1902.0,649.0,11.94438155,60:40:00,60.18470801,39.81529199,139.0,65.4,2.19
206,198,Universidad Autónoma de Madrid,Spain,Europe,XL,FC,VH,Public,73.1,121,71.5,142,39.7,511,26.5,620,22.3,683,29.6,594,35.5,543,92.5,135,52.5,322,72.5,281=,55.0,UNIVERSIDAD AUTÓNOMA DE MADRID,,,,,,,,,,,,13894.0,175658.0,1.46381171198168,1859.44541348343,12510.0,7924.0,877.0,0.731178926155175,0.505537361565961,0.406514837129072,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.578947368421,39.84285714285714,38,160,1296,13894.0,1.46381171198168,25.950000000000003,0.0,22.0,Madrid,Engineering & Technology,Public,Undergraduate & Postgraduate,5232.0,20269.0,11530.0,9756.0,30.6798658,64:36:00,63.95310715,36.04689285,279.0,49.8,5.85
207,197,Deakin University,Australia,Oceania,XL,FC,VH,Public,42.3,281,32.6,440,5.9,801+,86.2,116,97.2,148,83.3,202,84.8,172,86.8,222,43.6,406,86.7,91=,54.9,DEAKIN UNIVERSITY,210.0,31.6,38.4,91.7,86.3,87.7,"37,191",33.3,25%,58 : 42,57.9975,14262.0,188044.0,1.53107329978607,2172.6892707144,12643.0,8536.0,757.0,0.551395316224933,0.4920195978238,0.375695091526646,607.0,1.0,14.0,367.0,424.0,218.0,502.0,647.0,321.0,529.0,636.0,44.56,,0.0,0.0,0.0,8.6,35.4,21.0,22.4,21.9,66.8,30.0,-,22.4,21.9,30.0,359.05555555555554,55.07741935483871,36,19,1295,14262.0,1.53107329978607,90.25,57.68000000000001,52.727250000000005,Geelong,Natural Sciences,Public,Undergraduate & Postgraduate,2100.0,24297.0,12894.0,9298.0,25.0,58:42:00,58.0,42.0,373.0,64.2,3.67
207,227,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Europe,L,FC,VH,Public,67.7,144,35.5,407,76.5,188,24.9,640,51.4,432,56.4,369,60.6,337,96.2,56,50.0,343,86.4,95,54.9,RHEINISCHE FRIEDRICHWILHELMSUNIVERSITÄT BONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1295,0.0,0.0,53.9,0.0,21.96,Bonn,Social Sciences & Management,Public,Undergraduate & Postgraduate,1750.0,12354.0,6701.0,4636.0,24.32973632,45:55:00,45.16908023,54.83091977,181.0,46.3,2.23
207,218,"University of Maryland, College Park",United States of America,Americas,XL,FC,VH,Public,57.2,191,51.8,236,44.2,449,60.5,284,28.0,610,24.9,666,18.7,783,92.9,129,59.7,273,70.7,305=,54.9,UNIVERSITY OF MARYLAND COLLEGE PARK,117.0,50.4,58.3,89.1,69.5,48.9,"33,483",16.3,10%,50 : 50,64.95249999999999,18565.0,270081.0,1.56313014080305,3074.13809173049,16213.0,9213.0,1837.0,0.671747912739025,0.437275329135661,0.216233543216943,343.0,1.0,45.0,68.0,210.0,43.0,58.0,47.0,39.0,67.0,280.0,52.72,32.8,19.2,20.0,33.0,31.6,52.7,26.5,45.0,42.1,88.2,32.3,56.7,45.0,42.1,32.3,639.2864583333334,52.87142857142857,192,1,1295,18565.0,1.56313014080305,26.45,68.25,57.26174999999999,College Park,Arts & Humanities,Public,Undergraduate & Postgraduate,1636.0,23371.0,10112.0,3348.0,10.0,50:50:00,50.0,50.0,331.0,58.8,4.6
210,203,University of Minnesota (System),United States of America,Americas,XL,FC,VH,Public,68.6,138,49.4,257,37.2,540,49.2,378,6.5,801+,15.4,801+,21.5,741,91.2,153,67.2,231,91.1,54=,54.8,UNIVERSITY OF MINNESOTA SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.2864583333334,52.87142857142857,192,1,1292,0.0,0.0,10.95,0.0,21.92,,,,,,,,,,,,,,,
211,198,University of Calgary,Canada,Americas,XL,FC,VH,Public,47.6,245,50.5,249,24.4,746,54.6,332,87.4,239,76.9,243,79.1,216,86.2,233,61.5,255,86.0,100,54.7,UNIVERSITY OF CALGARY,202.0,37.8,43.1,83.6,91.4,83.3,"35,954",20.3,26%,53 : 47,58.6335,20292.0,238731.0,1.47428834510379,3018.42210016431,17251.0,12016.0,1812.0,0.583727577370392,0.543521784726857,0.340013347316236,399.0,1.0,8.0,367.0,123.0,218.0,145.0,180.0,101.0,127.0,778.0,48.23,,,,,,,,33.9,36.7,67.8,52.0,-,33.9,36.7,52.0,428.86206896551727,50.9,29,27,1291,20292.0,1.47428834510379,82.15,57.71,53.93905,Calgary,Arts & Humanities,Public,Undergraduate & Postgraduate,3429.0,22930.0,13024.0,9348.0,26.0,53:47:00,53.0,47.0,321.0,51.1,3.1
212,179,Universidad de Los Andes Colombia,Colombia,Americas,L,FC,HI,Private not for Profit,81.5,92,90.5,70,17.6,801+,10.8,801+,28.7,597,3.3,801+,7.9,801+,54.7,774,98.4,35,75.9,223=,54.6,UNIVERSIDAD DE LOS ANDES COLOMBIA,,,,,,,,,,,,,,,,,,,,,,3627.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,820.1538461538462,48.13333333333333,13,212,1290,0.0,0.0,16.0,0.0,21.840000000000003,Colombia,Arts & Humanities,Private not for Profit,Undergraduate & Postgraduate,5484.0,10969.0,16453.0,6556.0,23.90621355,59:41:00,58.59469732,41.40530268,205.0,46.2,5.67
212,215,University of Florida,United States of America,Americas,XL,FC,VH,Public,58.9,179,55.8,215,75.1,194,34.7,526,31.4,570,18.1,762,24.2,701,98.2,20,67.9,225,74.9,237=,54.6,UNIVERSITY OF FLORIDA,135.0,55.3,56.7,76.2,90.9,48.9,"47,815",15.5,10%,56 : 44,62.92,32687.0,349473.0,1.3082603866619,4342.4139776546,27297.0,14792.0,2786.0,0.622999969406798,0.520727918331114,0.289724811362628,166.0,1.0,38.0,214.0,276.0,96.0,37.0,73.0,46.0,59.0,5.0,54.18,26.2,17.0,0.0,30.9,21.0,58.7,17.3,51.8,56.8,67.7,-,56.1,51.8,56.8,-,639.2864583333334,52.87142857142857,192,1,1290,32687.0,1.3082603866619,24.75,64.08000000000001,56.970000000000006,Gainesville,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,4806.0,43002.0,4813.0,4782.0,10.0,56:44:00,56.0,44.0,280.0,46.8,7.5
212,224,University of Lausanne,Switzerland,Europe,L,FO,VH,Public,37.0,322,40.2,340,49.0,393,69.0,223,100.0,97,67.0,296,49.9,415,83.5,286,61.1,264,70.3,313=,54.6,UNIVERSITY OF LAUSANNE,125.0,44.3,46.1,89.0,99.4,88.4,"14,241",9.8,23%,,63.7435,13592.0,200816.0,1.74740384036203,2400.30328231657,12037.0,9871.0,1257.0,0.831812831077104,0.623346016241695,0.340195354648191,,,6.0,102.0,423.0,218.0,235.0,101.0,115.0,117.0,683.0,47.73,,0.0,0.0,14.9,22.0,33.2,21.2,30.9,45.6,76.2,56.0,53.9,30.9,45.6,56.0,275.4,61.2,10,7,1290,13592.0,1.74740384036203,83.5,62.72,55.28205,Lausanne,Arts & Humanities,Public,Undergraduate & Postgraduate,1458.0,9012.0,5229.0,3275.0,23.0,49:51:00,49.47947477,50.52052523,323.0,53.0,4.1
215,222,Eberhard Karls Universität Tübingen,Germany,Europe,L,FC,VH,Public,61.0,169,36.1,397,85.7,126,32.2,560,88.2,235,40.5,486,30.3,611,93.6,112,36.5,473,64.5,409=,54.5,EBERHARD KARLS UNIVERSITÄT TÜBINGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1287,0.0,0.0,64.35,0.0,21.8,Tübingen,Natural Sciences,Public,Undergraduate & Postgraduate,1819.0,14743.0,10703.0,6263.0,24.6134175,47:53:00,47.15587607,52.84412393,225.0,46.6,5.42
215,222,Indian Institute of Technology Kharagpur (IITKGP),India,Asia,L,CO,VH,Public,42.5,278,78.6,109,10.6,801+,97.0,55,,,1.3,801+,5.7,801+,70.1,528,47.7,365,77.8,201=,54.5,INDIAN INSTITUTE OF TECHNOLOGY KHARAGPUR IITKGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.3518518518518,38.48636363636364,54,123,1287,0.0,0.0,0.65,0.0,21.8,,,,,,,,,,,,,,,
215,188,Keio University,Japan,Asia,XL,FC,VH,Private not for Profit,65.5,153,93.8,57,65.2,268,9.4,801+,15.2,801+,19.6,735,25.8,674,55.6,759,95.8,71,68.9,331=,54.5,KEIO UNIVERSITY,761.0,37.0,28.3,49.1,73.7,41.0,"34,336",10.2,10%,37 : 63,39.87500000000001,10583.0,100907.0,1.04290138142051,993.458343335582,8943.0,3016.0,1254.0,0.653500897666068,0.773650995831403,0.142137563686892,965.0,1.0,3.0,284.0,5.0,218.0,309.0,246.0,368.0,270.0,80.0,59.84,,0.0,0.0,10.1,12.2,32.5,13.4,25.0,17.5,28.5,41.4,-,25.0,17.5,41.4,820.3404255319149,53.3625,47,36,1287,10583.0,1.04290138142051,17.4,39.23,51.7145,Tokyo,Natural Sciences,Private not for Profit,Undergraduate & Postgraduate,6867.0,21896.0,12440.0,3434.0,10.0,37 : 63,37.0,63.0,201.0,37.4,5.16
218,234,Technische Universität Dresden,Germany,Europe,L,FC,VH,Public,47.2,247,49.2,259,74.9,197,58.6,296,40.4,495,42.0,476,47.3,439,95.3,75,12.5,801+,87.9,80=,54.3,TECHNISCHE UNIVERSITÄT DRESDEN,,,,,,,,,,,,16082.0,205833.0,1.34540153666301,2234.61333367057,14204.0,9862.0,1396.0,0.725780375575177,0.595675586796564,0.251140707855469,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1875,46.36315789473685,48,22,1284,16082.0,1.34540153666301,41.2,0.0,21.72,Dresden,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2299.0,13532.0,8566.0,5632.0,25.48531214,41:59:00,40.6636053,59.3363947,387.0,52.9,5.42
219,211,Indian Institute of Science (IISc) Bangalore,India,Asia,M,SP,VH,Public,56.6,198,46.4,286,39.1,520,99.9,15,5.6,801+,2.1,801+,6.4,801+,45.4,801+,15.1,801+,66.3,374,54.2,INDIAN INSTITUTE OF SCIENCE IISC BANGALORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.3518518518518,38.48636363636364,54,123,1283,0.0,0.0,3.85,0.0,21.680000000000003,,,,,,,,,,,,,,,
219,189,University of Ottawa,Canada,Americas,XL,FC,VH,Public,35.8,339,38.7,361,5.4,801+,84.8,125,96.1,165,85.5,193,86.8,163,92.3,141,50.0,342,86.8,90,54.2,UNIVERSITY OF OTTAWA,188.0,38.2,44.5,85.4,81.7,86.2,"40,753",28.7,29%,58 : 42,59.527,18815.0,257169.0,1.48726884576748,2679.06067629373,16043.0,10429.0,1287.0,0.599840552750465,0.553979462184174,0.365139869607782,610.0,1.0,9.0,223.0,163.0,218.0,171.0,194.0,212.0,134.0,496.0,47.6,,0.0,0.0,8.6,14.9,44.0,19.5,37.1,36.7,61.5,41.5,-,37.1,36.7,41.5,428.86206896551727,50.9,29,27,1283,18815.0,1.48726884576748,90.8,58.970000000000006,53.8181,Ottawa,Life Sciences & Medicine,Public,Undergraduate & Postgraduate,2716.0,28259.0,12494.0,11818.0,29.0,58:42:00,58.0,42.0,172.0,60.3,3.25
221,229,Chulalongkorn University,Thailand,Asia,XL,FC,VH,Public,82.0,89,52.7,233,44.8,439,12.5,801+,32.0,564,6.2,801+,11.0,801+,80.6,342,96.4,64,80.0,169=,53.9,CHULALONGKORN UNIVERSITY,579.0,39.5,31.3,56.1,82.0,46.8,"34,173",12.0,4%,55 : 45,44.3495,10078.0,93094.0,0.978933365010524,905.424567929439,8298.0,5628.0,452.0,0.532446914070252,0.342477727349134,0.265624474701631,1201.0,1.0,1.0,367.0,57.0,218.0,584.0,734.0,511.0,558.0,871.0,45.86,,,,,,,,23.8,14.1,16.7,37.8,-,23.8,14.1,37.8,947.8,38.95,15,221,1281,10078.0,0.978933365010524,19.1,43.68,48.62285,Bangkok,Social Sciences & Management,Public,Undergraduate & Postgraduate,2254.0,21645.0,12528.0,1367.0,4.0,55:45:00,55.0,45.0,180.0,47.2,3.41
222,263,Indian Institute of Technology Kanpur (IITK),India,Asia,M,FO,VH,Public,49.4,229,82.7,95,16.1,801+,84.1,129,3.1,801+,1.4,801+,5.8,801+,42.1,801+,47.6,366,74.7,243=,53.7,INDIAN INSTITUTE OF TECHNOLOGY KANPUR IITK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.3518518518518,38.48636363636364,54,123,1280,0.0,0.0,2.25,0.0,21.480000000000004,,,,,,,,,,,,,,,
223,209,Tel Aviv University,Israel,Asia,L,FC,VH,Public,43.6,269,31.0,462,6.1,801+,99.7,25,48.9,444,15.3,801+,21.3,743,78.3,378,94.2,79,77.0,214=,53.6,TEL AVIV UNIVERSITY,217.0,41.8,50.1,79.9,75.0,53.4,"24,379",22.7,7%,57 : 43,57.835,22370.0,246696.0,1.28990787374243,2847.0427099427,17546.0,11783.0,1516.0,0.580286097451945,0.532628564854466,0.342673433125823,507.0,1.0,3.0,77.0,107.0,50.0,98.0,117.0,136.0,154.0,39.0,51.75,,0.0,0.0,20.7,14.8,48.1,26.4,41.0,50.5,49.2,42.9,-,41.0,50.5,42.9,436.6666666666667,38.766666666666666,6,223,1279,22370.0,1.28990787374243,32.1,59.53,54.3155,Tel Aviv,Engineering & Technology,Public,Undergraduate & Postgraduate,1744.0,15332.0,9047.0,1707.0,7.0,57:43:00,57.0,43.0,404.0,71.6,3.89
