Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
1477;4286;Portland State University;USA;Universities;2
1477;4286;Tokyo University of Agriculture and Technology;JPN;Universities;1
1479;4289;Misr International University;EGY;Universities;1
1479;4289;Changchun University of Science and Technology;CHN;Universities;2
1481;4292;The University of Lahore;PAK;Universities;1
1482;4293;International Islamic University Malaysia;MYS;Universities;1
1483;4296;Pontificia Universidade Catolica do Rio Grande do Sul;BRA;Universities;1
1484;4297;University of Toyama *;JPN;Universities;2
1484;4297;Universite Mohammed V de Rabat *;MAR;Universities;1
1486;4300;Dokuz Eylul University *;TUR;Universities;1
1487;4307;American University of Sharjah;ARE;Universities;1
1488;4312;North Carolina A&T State University;USA;Universities;2
1488;4312;University of Montana, Missoula;USA;Universities;2
1490;4314;Universite de Toulouse-Jean Jaures *;FRA;Universities;1
1491;4318;Rowan University;USA;Universities;3
1491;4318;University of Silesia in Katowice;POL;Universities;1
1491;4318;Universidade do Algarve;PRT;Universities;2
1494;4323;Universidade Federal de Vicosa;BRA;Universities;1
1494;4323;Saitama Medical University *;JPN;Universities;1
1494;4323;Al-Balqa Applied University;JOR;Universities;1
1497;4327;Universitat Siegen;DEU;Universities;3
1497;4327;Universidade Federal do Para;BRA;Universities;1
1497;4327;Hull York Medical School;GBR;Universities;3
1500;4333;Loma Linda University *;USA;Universities;3
1501;4340;Marquette University;USA;Universities;2
1502;4343;Benha University *;EGY;Universities;1
1503;4347;Tennessee Technological University;USA;Universities;2
1503;4347;Ecole Centrale de Nantes *;FRA;Universities;2
1503;4347;Ecole Nationale Superieure de Chimie de Lille *;FRA;Universities;1
1503;4347;HUTECH University of Technology;VNM;Universities;1
1503;4347;Transilvania University of Brasov;ROU;Universities;1
1503;4347;Universite Hassan II de Casablanca *;MAR;Universities;1
1509;4355;University of Chester;GBR;Universities;2
1510;4357;Isfahan University of Medical Sciences *;IRN;Universities;1
1511;4372;Tashkent Institute of Irrigation and Agricultural Mechanization Engineers;UZB;Universities;1
1511;4372;Ecole Nationale Superieur de Mecaniques et des MicroTechniques *;FRA;Universities;1
1513;4378;Kagoshima University *;JPN;Universities;1
1513;4378;Arab Academy for Science, Technology and Maritime Transport;EGY;Universities;1
1515;4384;Ecole Nationale des Ponts ParisTech;FRA;Universities;2
1515;4384;The Jikei University School of Medicine *;JPN;Universities;1
1515;4384;University of Information Technology and Management in Rzeszow;POL;Universities;1
1518;4394;University of Vaasa;FIN;Universities;3
1519;4397;University of the Western Cape;ZAF;Universities;2
1519;4397;Namal University;PAK;Universities;1
1521;4400;Brno University of Technology;CZE;Universities;2
1522;4403;Athens University of Economics and Business;GRC;Universities;1
1522;4403;University of Agriculture in Krakow;POL;Universities;2
1524;4408;RUDN University;RUS;Universities;1
1524;4408;Anadolu University;TUR;Universities;1
1526;4410;Bahria University;PAK;Universities;1
1526;4410;Indonesia University of Education;IDN;Universities;1
1526;4410;Jiangxi University of Finance and Economics;CHN;Universities;1
1529;4415;Universita degli Studi di Napoli Parthenope;ITA;Universities;2
1529;4415;Aljouf University;SAU;Universities;2
1531;4419;Fu Jen Catholic University;TWN;Universities;2
1531;4419;Erciyes University;TUR;Universities;1
1531;4419;Instituto Tecnologico de Celaya;MEX;Universities;1
1534;4422;University of Pune;IND;Universities;1
1535;4426;University of Regina;CAN;Universities;2
1535;4426;Malardalen University College;SWE;Universities;2
1535;4426;Czech University of Life Sciences Prague;CZE;Universities;1
1538;4430;Goldsmiths, University of London;GBR;Universities;3
1538;4430;Technical University of Crete;GRC;Universities;1
1538;4430;Singapore Institute of Technology;SGP;Universities;2
1538;4430;National Kaohsiung University of Science and Technology;TWN;Universities;2
1542;4438;University of Electro-Communications;JPN;Universities;1
1543;4440;ISCTE Instituto Universitario de Lisboa;PRT;Universities;1
1544;4444;University of Jeddah;SAU;Universities;2
1544;4444;Indian Institute of Technology, Hyderabad;IND;Universities;1
1546;4449;Universidad del Rosario *;COL;Universities;1
1546;4449;Koszalin University of Technology;POL;Universities;1
1548;4454;Korea University of Technology and Education;KOR;Universities;2
1548;4454;Fujita Health University *;JPN;Universities;2
1548;4454;Embry-Riddle Aeronautical University *;USA;Universities;2
1551;4460;Universita degli Studi Niccolo Cusano;ITA;Universities;2
1552;4461;Wirtschaftsuniversitat Wien;AUT;Universities;1
1553;4467;Universita degli Studi del Molise;ITA;Universities;3
1553;4467;Yamaguchi University *;JPN;Universities;2
1553;4467;University of the Pacific;USA;Universities;2
1553;4467;Chengdu Medical College;CHN;Universities;2
1553;4467;Beni Suef University *;EGY;Universities;1
1558;4473;Kurume University *;JPN;Universities;2
1559;4474;Chongqing University of Technology;CHN;Universities;2
1560;4480;Universite d'Evry-Val d'Essonne *;FRA;Universities;1
1560;4480;University of Nottingham, Malaysia Campus;MYS;Universities;1
1562;4485;City University of New York, Queens College;USA;Universities;1
1563;4486;Hosei University;JPN;Universities;1
1564;4497;Firat University;TUR;Universities;1
1564;4497;Tabuk University;SAU;Universities;2
1566;4501;Sharif University of Technology;IRN;Universities;1
1567;4504;Mid Sweden University;SWE;Universities;2
1568;4506;Swinburne University of Technology, Sarawak Campus;MYS;Universities;1
1569;4509;Technische Universitat Chemnitz;DEU;Universities;3
1569;4509;University of Massachusetts, Boston;USA;Universities;2
1569;4509;Zhejiang University of Science and Technology;CHN;Universities;1
1572;4514;I-Shou University;TWN;Universities;2
1572;4514;King Mongkut's University of Technology Thonburi *;THA;Universities;1
1574;4517;Menoufia University *;EGY;Universities;1
1574;4517;University of Hail;SAU;Universities;2
1576;4520;Northwest Normal University;CHN;Universities;2
1576;4520;Khwaja Fareed University of Engineering and Information Technology;PAK;Universities;1
1578;4528;Hansung University;KOR;Universities;2
1579;4529;Universidad de Huelva *;ESP;Universities;2
1580;4530;Halmstad University College;SWE;Universities;2
1581;4533;University of Tulsa;USA;Universities;2
1581;4533;Carleton College;USA;Universities;2
1583;4537;Hashemite University;JOR;Universities;1
1584;4539;Guizhou Medical University *;CHN;Universities;2
1585;4543;Inner Mongolia Agricultural University;CHN;Universities;2
1586;4546;Universita degli Studi della Basilicata;ITA;Universities;2
1586;4546;Nazarbayev University;KAZ;Universities;1
1588;4550;King Saud bin Abdulaziz University for Health Sciences *;SAU;Universities;2
1588;4550;Istanbul Medipol University *;TUR;Universities;1
1590;4553;Huaihai Institute of Technology;CHN;Universities;2
1591;4556;Iran University of Science and Technology;IRN;Universities;1
1592;4560;Roskilde University;DNK;Universities;3
1593;4562;University of Derby;GBR;Universities;2
1594;4564;University of Rzeszow;POL;Universities;2
1594;4564;University of Nova Gorica;SVN;Universities;2
1594;4564;Universite de Reims Champagne-Ardenne *;FRA;Universities;2
1594;4564;Lampung University;IDN;Universities;1
1598;4569;University of Medicine and Pharmacy Grigore T. Popa of Iasi;ROU;Universities;1
1598;4569;Western Norway University of Applied Sciences;NOR;Universities;2
1600;4572;Feng Chia University;TWN;Universities;1
1600;4572;Ecole Centrale de Lille *;FRA;Universities;2
1600;4572;Chia Nan University of Pharmacy and Science;TWN;Universities;2
1603;4576;Kyorin University *;JPN;Universities;2
1603;4576;Jeonju University;KOR;Universities;2
1605;4587;Universita degli Studi della Tuscia;ITA;Universities;3
1605;4587;Universitat de Lleida *;ESP;Universities;2
1607;4591;Cleveland State University;USA;Universities;2
1608;4594;University of Northern Colorado *;USA;Universities;2
1608;4594;University of Namur;BEL;Universities;2
1610;4598;Staffordshire University;GBR;Universities;3
1611;4601;Universidad San Pablo CEU;ESP;Universities;3
1611;4601;Northern Illinois University;USA;Universities;2
1611;4601;VSB-Technical University of Ostrava;CZE;Universities;2
1614;4607;Thammasat University;THA;Universities;1
1614;4607;Universidad de Santiago de Chile *;CHL;Universities;1
1614;4607;Escola de Administracao de Empresas de Sao Paulo da Fundacao Getulio Vargas;BRA;Universities;1
1617;4614;University of Connecticut, Greater Hartford;USA;Universities;2
1618;4618;Pontificia Universidad Catolica del Peru;PER;Universities;1
1619;4619;Institut Agro Montpellier *;FRA;Universities;2
1620;4622;Jichi Medical University *;JPN;Universities;1
1621;4625;Sepuluh Nopember Institute of Technology;IDN;Universities;1
1621;4625;Kyungsung University;KOR;Universities;2
1621;4625;Universite Savoie Mont Blanc *;FRA;Universities;2
1624;4631;Hangzhou Medical College *;CHN;Universities;1
1624;4631;Universidad de la Republica *;URY;Universities;1
1626;4637;Bergische Universitat Wuppertal;DEU;Universities;3
1627;4641;Bahauddin Zakariya University;PAK;Universities;1
1628;4646;Jiaxing University;CHN;Universities;1
1628;4646;University of Malta;MLT;Universities;1
1628;4646;Ondokuz Mayis University *;TUR;Universities;1
1628;4646;The Korea National University of Transportation;KOR;Universities;2
1632;4650;Universitat Kassel;DEU;Universities;2
1633;4652;Zunyi Medical University *;CHN;Universities;2
1633;4652;Maria Curie Sklodowska University;POL;Universities;1
1635;4657;Universite Polytechnique des Hauts-de-France *;FRA;Universities;2
1635;4657;HEC Montreal;CAN;Universities;2
1635;4657;Amirkabir University of Technology;IRN;Universities;1
1638;4664;Lee Kuan Yew School of Public Policy;SGP;Universities;1
1638;4664;Scuola Internazionale Superiore di Studi Avanzati *;ITA;Universities;2
1640;4672;Selcuk University *;TUR;Universities;1
1641;4677;University of Split;HRV;Universities;1
1641;4677;Jimei University;CHN;Universities;2
1643;4679;Adamas University;IND;Universities;1
1643;4679;Universita degli Studi del Sannio;ITA;Universities;2
1645;4689;Universidad Autonoma de Queretaro;MEX;Universities;1
1646;4693;National Taiwan Ocean University;TWN;Universities;2
1646;4693;Birla Institute of Technology and Science Pilani, Dubai Campus;ARE;Universities;1
1648;4697;Guangdong Pharmaceutical University *;CHN;Universities;1
1648;4697;Konyang University *;KOR;Universities;3
1650;4700;Lanzhou Jiaotong University;CHN;Universities;2
1650;4700;Huzhou University *;CHN;Universities;1
1650;4700;University of West Attica;GRC;Universities;1
1653;4704;Universidad Autonoma Metropolitana;MEX;Universities;1
1653;4704;Montanuniversitat Leoben;AUT;Universities;3
1655;4707;Moscow Institute of Physics and Technology;RUS;Universities;1
1655;4707;University of Occupational and Environmental Health;JPN;Universities;1
1655;4707;Institut National des Sciences Appliquees de Strasbourg *;FRA;Universities;2
1658;4714;Middlesex University *;GBR;Universities;2
1658;4714;Jahangirnagar University;BGD;Universities;2
1658;4714;Dongduk Womens University;KOR;Universities;2
1661;4721;Telkom University;IDN;Universities;1
1661;4721;Kongju National University;KOR;Universities;2
1661;4721;Nguyen Tat Thanh University;VNM;Universities;1
1661;4721;Ohio University;USA;Universities;2
1661;4721;Akdeniz University;TUR;Universities;1
1661;4721;Beijing University of Agriculture;CHN;Universities;2
1667;4728;Albany Medical College;USA;Universities;2
1668;4731;Karlstad University;SWE;Universities;2
1668;4731;Kristiania University College;NOR;Universities;1
1668;4731;University of North Carolina, Greensboro;USA;Universities;2
1668;4731;Centro de Investigacion y de Estudios Avanzados del IPN *;MEX;Universities;1
1672;4736;State University of Semarang;IDN;Universities;1
1673;4737;Al-Azhar University *;EGY;Universities;1
1674;4739;The American University in Cairo;EGY;Universities;1
1674;4739;International University of Health and Welfare *;JPN;Universities;1
1676;4745;Lublin University of Technology;POL;Universities;2
1677;4747;Jozef Stefan International Postgraduate School;SVN;Universities;1
1678;4749;University of Yamanashi *;JPN;Universities;2
1678;4749;Dnipro University of Technology;UKR;Universities;1
1678;4749;Kuwait University *;KWT;Universities;1
1681;4753;City University of New York, John Jay College of Criminal Justice;USA;Universities;1
1681;4753;KIIT University;IND;Universities;1
1681;4753;Nara Medical University *;JPN;Universities;2
1684;4757;Liaoning University;CHN;Universities;1
1685;4761;Shenzhen Technology University;CHN;Universities;2
1686;4766;University of Medicine and Pharmacy Victor Babes;ROU;Universities;1
1686;4766;Universite de Pau et des Pays de l'Adour *;FRA;Universities;2
1688;4768;Indian Veterinary Research Institute;IND;Universities;1
1688;4768;Ecole Nationale d'Ingenieurs de Brest *;FRA;Universities;2
1688;4768;Ural Federal University;RUS;Universities;1
1688;4768;Changwon National University;KOR;Universities;2
1692;4774;Instituto Militar de Engenharia;BRA;Universities;1
1692;4774;Hankuk University of Foreign Studies;KOR;Universities;1
1692;4774;Tokyo Metropolitan University;JPN;Universities;2
1692;4774;Beijing Wuzi University;CHN;Universities;1
1696;4778;University of Ibadan;NGA;Universities;1
1696;4778;Universite Capitole, Toulouse I *;FRA;Universities;2
1696;4778;Xiamen University Malaysia;MYS;Universities;1
1696;4778;Mohammed Bin Rashid University of Medicine and Health Sciences;ARE;Universities;1
1700;4785;Universidade da Madeira;PRT;Universities;1
1701;4788;Vietnam National University of Agriculture;VNM;Universities;1
1701;4788;Yamagata University *;JPN;Universities;2
1703;4793;Shahjalal University of Science and Technology;BGD;Universities;1
1703;4793;Military University of Technology;POL;Universities;1
1705;4798;Inner Mongolia University;CHN;Universities;1
1706;4800;Josip Juraj Strossmayer University of Osijek;HRV;Universities;1
1706;4800;Tianjin University of Traditional Chinese Medicine *;CHN;Universities;2
1708;4802;Fordham University;USA;Universities;2
1708;4802;Universidad Politecnica de Cartagena *;ESP;Universities;3
1710;4806;Southern Taiwan University of Science and Technology;TWN;Universities;1
1710;4806;International Hellenic University;GRC;Universities;2
1712;4810;University of Waikato;NZL;Universities;2
1712;4810;Hochschule Reutlingen;DEU;Universities;2
1714;4816;Ningxia University;CHN;Universities;2
1715;4819;University of Arid Agriculture;PAK;Universities;1
1716;4823;Sahmyook University;KOR;Universities;2
1717;4824;Capital Normal University *;CHN;Universities;1
1718;4828;University of Shizuoka;JPN;Universities;1
1718;4828;Universitat der Bundeswehr Munchen;DEU;Universities;3
1718;4828;University of the Philippines Manila;PHL;Universities;1
1721;4835;Mie University *;JPN;Universities;2
1721;4835;Azabu University;JPN;Universities;1
1723;4839;Ehime University *;JPN;Universities;2
1723;4839;Shanxi Medical University *;CHN;Universities;1
1723;4839;Tshwane University of Technology;ZAF;Universities;1
1726;4844;Constructor University *;DEU;Universities;3
1727;4847;Bucharest Academy of Economic Studies;ROU;Universities;1
1727;4847;University of the Sunshine Coast *;AUS;Universities;2
1729;4853;Universidad de Talca *;CHL;Universities;1
1729;4853;Bauhaus-Universitat Weimar;DEU;Universities;3
1731;4859;University of Surabaya;IDN;Universities;1
1731;4859;Philadelphia University;JOR;Universities;1
1731;4859;Guangdong Polytechnical Normal University;CHN;Universities;2
1734;4864;Symbiosis International University;IND;Universities;1
1735;4866;Kielce University of Technology;POL;Universities;1
1736;4869;Shandong University of Traditional Chinese Medicine *;CHN;Universities;1
1736;4869;Fachhochschule Nordwestschweiz;CHE;Universities;2
1736;4869;University of Medicine and Pharmacy Craiova;ROU;Universities;1
1739;4875;Universita degli Studi Guglielmo Marconi;ITA;Universities;3
1739;4875;New York City College of Technology;USA;Universities;2
1739;4875;Woosuk University;KOR;Universities;3
1742;4880;Universita degli Studi Mediterranea di Reggio Calabria;ITA;Universities;3
1742;4880;University of Dayton;USA;Universities;2
1742;4880;Taizhou University;CHN;Universities;2
1745;4887;Toyota Technological Institute;JPN;Universities;1
1746;4893;Bohai University;CHN;Universities;2
1746;4893;Sakarya University *;TUR;Universities;1
1748;4896;Universitas Islam Negeri Sunan Kalijaga Yogyakarta;IDN;Universities;1
1748;4896;University of Malaysia Sabah;MYS;Universities;2
1750;4901;University of Southern Mississippi;USA;Universities;2
1751;4907;University of South-Eastern Norway;NOR;Universities;2
1752;4914;Tech University of Korea;KOR;Universities;2
1753;4918;Universita degli Studi di Urbino Carlo Bo;ITA;Universities;3
1753;4918;Universite de la Reunion;REU;Universities;1
1753;4918;Zhejiang Shuren University;CHN;Universities;2
1756;4925;International Medical University;MYS;Universities;1
1756;4925;Ariel University *;ISR;Universities;2
1758;4928;Chongqing Jiaotong University;CHN;Universities;2
1758;4928;Borough of Manhattan Community College;USA;Universities;2
1760;4932;Vytautas Magnus University;LTU;Universities;1
1760;4932;University of Arkansas at Little Rock;USA;Universities;2
1762;4940;Cyprus International University;CYP;Universities;1
1762;4940;Eastern Virginia Medical School;USA;Universities;2
1764;4947;University of Alabama, Huntsville;USA;Universities;3
1765;4950;AlbaNova University Center;SWE;Universities;2
1765;4950;University of Wroclaw;POL;Universities;1
1765;4950;University of Petroleum and Energy Studies;IND;Universities;1
1768;4954;Ecole Nationale Superieure d'Arts et Metiers;FRA;Universities;2
1768;4954;University of Technology and Life Sciences;POL;Universities;2
1768;4954;Dalian Minzu University;CHN;Universities;2
1768;4954;Ningxia Medical University *;CHN;Universities;2
1772;4960;National Ilan University;TWN;Universities;1
1772;4960;Universidade Federal Rural de Pernambuco;BRA;Universities;1
1772;4960;Arkansas State University;USA;Universities;2
1772;4960;Saudi Electronic University;SAU;Universities;2
1776;4966;Zhejiang Ocean University *;CHN;Universities;2
1777;4967;Andalas University;IDN;Universities;1
1778;4969;Universita Commerciale Luigi Bocconi;ITA;Universities;1
1779;4973;Ecole Normale Superieure de l’Enseignement Technique de Mohammedia;MAR;Universities;1
1780;4980;University of Engineering and Technology, Taxila;PAK;Universities;1
1781;4982;University of San Francisco;USA;Universities;2
1781;4982;Shoolini University;IND;Universities;1
1781;4982;Xian Polytechnic University;CHN;Universities;2
1784;4990;University of Latvia;LVA;Universities;1
1784;4990;Islamic University of Technology;BGD;Universities;1
1786;4993;University of Canberra;AUS;Universities;2
1787;4997;Southern Illinois University, Carbondale *;USA;Universities;3
1787;4997;Allama Iqbal Open University;PAK;Universities;1
1789;5000;Sunway University;MYS;Universities;2
1790;5003;University of Agronomic Sciences and Veterinary Medicine;ROU;Universities;2
1791;5010;University of Rijeka;HRV;Universities;1
1791;5010;Blekinge Institute of Technology;SWE;Universities;2
1791;5010;Universiti Brunei Darussalam;BRN;Universities;1
1794;5017;California Northstate University;USA;Universities;2
1794;5017;University of Pannonia;HUN;Universities;2
1796;5019;Delhi Technological University;IND;Universities;1
1796;5019;University of Doha for Science and Technology;QAT;Universities;3
1796;5019;University of Western Macedonia;GRC;Universities;2
1796;5019;St. Francis Xavier University;CAN;Universities;1
1800;5025;Hanbat National University;KOR;Universities;2
1800;5025;Lebanese University;LBN;Universities;1
1800;5025;Tun Hussein Onn University of Malaysia;MYS;Universities;1
1800;5025;Universidad Catolica de Valencia San Vicente Martir;ESP;Universities;3
1800;5025;National Institute of Pharmaceutical Education and Research;IND;Universities;1
1800;5025;Universitat Internacional de Catalunya;ESP;Universities;3
1800;5025;London Business School;GBR;Universities;3
1800;5025;Baruch College, City University of New York;USA;Universities;1
1808;5034;Universidad Nacional Autonoma de Honduras *;HND;Universities;1
1809;5036;Lake Erie College;USA;Universities;2
1809;5036;Graduate University for Advanced Studies;JPN;Universities;1
1811;5040;Phenikaa University;VNM;Universities;1
1811;5040;Kansai Medical University *;JPN;Universities;2
1811;5040;Cukurova University;TUR;Universities;1
1814;5046;Wakayama Medical University *;JPN;Universities;2
1815;5048;Sun Moon University;KOR;Universities;2
1816;5054;Manhattan University;USA;Universities;2
1816;5054;Majmaah University;SAU;Universities;2
1816;5054;KL University;IND;Universities;1
1816;5054;Universidad Nacional de Rosario *;ARG;Universities;1
1820;5061;Alagappa University;IND;Universities;1
1821;5065;Anhui University of Technology;CHN;Universities;2
1821;5065;Indian Institute of Information Technology, Sri City;IND;Universities;1
1823;5068;Universidade Federal da Paraiba;BRA;Universities;1
1823;5068;Birzeit University;PSE;Universities;1
1823;5068;State University of New York, College of Environmental Science and Forestry;USA;Universities;3
1826;5073;Universidad Catolica San Antonio de Murcia;ESP;Universities;3
1826;5073;University of Malaysia, Pahang;MYS;Universities;1
1826;5073;Tomas Bata University in Zlin;CZE;Universities;2
1829;5077;Universitas Islam Negeri Alauddin Makassar;IDN;Universities;1
1829;5077;Hyogo College of Medicine *;JPN;Universities;2
1829;5077;Western Michigan University;USA;Universities;2
1832;5085;VetAgro Sup *;FRA;Universities;2
1833;5086;Christian Medical College, Vellore;IND;Universities;1
1833;5086;University of Nizwa;OMN;Universities;1
1833;5086;Copenhagen Business School;DNK;Universities;2
1836;5089;Kyonggi University;KOR;Universities;2
1837;5090;Bharati Vidyapeeth Deemed University;IND;Universities;1
1838;5092;Lamar University;USA;Universities;2
1838;5092;Southern Cross University;AUS;Universities;2
1838;5092;Western New England University;USA;Universities;2
1841;5096;Deustuko Unibertsitatea *;ESP;Universities;2
1842;5099;Prairie View A&M University;USA;Universities;2
1842;5099;University of South Bohemia;CZE;Universities;2
1844;5101;University of Health Sciences;PAK;Universities;1
1845;5107;University of Alaska, Fairbanks;USA;Universities;2
1845;5107;University of Central Punjab;PAK;Universities;1
1845;5107;Universidade Federal de Mato Grosso do Sul;BRA;Universities;2
1848;5111;Pontificia Universidade Catolica do Rio de Janeiro;BRA;Universities;1
1848;5111;Helwan University Cairo *;EGY;Universities;1
1848;5111;Hebei University of Science and Technology;CHN;Universities;2
1851;5118;Uludag University;TUR;Universities;1
1852;5121;Chung Shan Medical University;TWN;Universities;2
1853;5126;Universita degli Studi di Teramo;ITA;Universities;3
1853;5126;University of Miyazaki *;JPN;Universities;2
1853;5126;Imam Muhammad ibn Saud Islamic University;SAU;Universities;2
1856;5134;Universidad Tecnica Federico Santa Maria *;CHL;Universities;1
1857;5137;Fukuoka University *;JPN;Universities;2
1858;5140;Minjiang University;CHN;Universities;1
1859;5143;Alexandru Ioan Cuza University;ROU;Universities;1
1860;5146;State University of Malang;IDN;Universities;1
1861;5148;Jawaharlal Nehru University;IND;Universities;1
1862;5151;University of Technology, Iraq;IRQ;Universities;1
1862;5151;Hoshi University;JPN;Universities;1
1862;5151;University of Colorado, Colorado Springs;USA;Universities;2
1865;5156;Jackson State University;USA;Universities;2
1866;5157;FH Oberosterreich;AUT;Universities;3
1866;5157;Islamic Azad University, Science and Research Branch;IRN;Universities;1
1868;5161;Universite de Limoges *;FRA;Universities;2
1869;5165;North Carolina Central University;USA;Universities;2
1869;5165;Miami University of Ohio;USA;Universities;2
1869;5165;Government College University, Lahore;PAK;Universities;1
1872;5171;Lucerne University of Applied Sciences and Arts;CHE;Universities;2
1872;5171;Lingnan University;HKG;Universities;3
1874;5175;Universidade Federal de Juiz de Fora;BRA;Universities;2
1874;5175;Hochschule Niederrhein;DEU;Universities;2
1876;5181;Chubu University;JPN;Universities;1
1877;5182;Universitatea Lucian Blaga din Sibiu;ROU;Universities;1
1878;5184;University of Nicosia;CYP;Universities;1
1878;5184;Benemerita Universidad Autonoma de Puebla *;MEX;Universities;1
1880;5187;Chongqing University of Science and Technology;CHN;Universities;2
1881;5188;Suzhou University of Science and Technology;CHN;Universities;2
1882;5191;Saga University *;JPN;Universities;2
1882;5191;Jonkoping University;SWE;Universities;2
1882;5191;Lahore University of Management Sciences;PAK;Universities;1
1882;5191;National Pingtung University of Science and Technology;TWN;Universities;2
1886;5202;Henan University of Technology;CHN;Universities;2
1887;5211;Universite du Mans *;FRA;Universities;2
1887;5211;Universidad Veracruzana;MEX;Universities;1
1887;5211;University Tunku Abdul Rahman;MYS;Universities;2
1887;5211;Yarmouk University;JOR;Universities;1
1887;5211;University of Sadat City;EGY;Universities;2
1892;5216;Boise State University *;USA;Universities;2
1892;5216;Sapporo Medical University *;JPN;Universities;1
1894;5220;Pontificia Universidade Catolica do Parana;BRA;Universities;1
1894;5220;Universidade Federal de Lavras;BRA;Universities;2
1896;5224;Mahatma Gandhi Central University;IND;Universities;1
1896;5224;Kunsan National University;KOR;Universities;3
1898;5227;Kyoto Pharmaceutical University;JPN;Universities;1
1899;5230;Anhui Normal University;CHN;Universities;2
1900;5236;Universidade Estadual de Maringa;BRA;Universities;1
1900;5236;Leuphana Universitat Luneburg;DEU;Universities;3
1902;5242;Universidade Federal de Pelotas;BRA;Universities;2
1903;5243;Universitas Medan Area;IDN;Universities;1
1904;5247;Shanghai University of Medicine and Health Sciences;CHN;Universities;2
1904;5247;Weifang University of Science and Technology;CHN;Universities;2
1906;5250;Hungarian University of Agriculture and Life Sciences;HUN;Universities;2
1906;5250;Technical University of Cluj-Napoca;ROU;Universities;1
1908;5254;Izmir Institute of Technology;TUR;Universities;1
1908;5254;Wellesley College;USA;Universities;3
1910;5258;Hirosaki University *;JPN;Universities;2
1911;5260;Henan University of Traditional Chinese Medicine *;CHN;Universities;2
1912;5262;AT Still University;USA;Universities;2
1912;5262;University of Zielona Gora;POL;Universities;2
1914;5266;Sichuan University of Science and Engineering;CHN;Universities;2
1914;5266;Universidad de Colima;MEX;Universities;2
1914;5266;University of Engineering and Technology, Lahore;PAK;Universities;1
1914;5266;Pakistan Institute of Engineering and Applied Sciences;PAK;Universities;1
1914;5266;Villanova University;USA;Universities;3
1914;5266;Rama Devi Women's University;IND;Universities;1
1920;5272;Southwest Minzu University;CHN;Universities;2
1920;5272;Universite de Neuchatel;CHE;Universities;3
1922;5276;Gansu Agricultural University;CHN;Universities;2
1922;5276;Peter the Great St Petersburg Polytechnic University;RUS;Universities;1
1922;5276;Multimedia University;MYS;Universities;1
1922;5276;Udayana University;IDN;Universities;2
1926;5282;California State University, Bakersfield;USA;Universities;3
1926;5282;Fukushima Medical University *;JPN;Universities;1
1926;5282;University of Santo Tomas;PHL;Universities;1
1929;5285;Universitat Osnabruck;DEU;Universities;3
1930;5287;American University;USA;Universities;2
1931;5288;Universidad Autonoma del Estado de Hidalgo;MEX;Universities;1
1931;5288;Universite d'Artois *;FRA;Universities;2
1933;5293;Shanmugha Arts, Science, Technology and Research Academy;IND;Universities;1
1933;5293;Universite de Cergy-Pontoise *;FRA;Universities;2
1935;5296;Tunghai University;TWN;Universities;2
1936;5298;Universidad de la Costa;COL;Universities;1
1936;5298;Kawasaki Medical School *;JPN;Universities;2
1936;5298;Mustansiriyah University;IRQ;Universities;1
1939;5301;National Chiayi University;TWN;Universities;2
1939;5301;Ecole Nationale Superieure de Techniques Avancees Bretagne *;FRA;Universities;2
1941;5308;Hunan University of Traditional Chinese Medicine *;CHN;Universities;2
1942;5312;Aichi Gakuin University;JPN;Universities;2
1942;5312;Al Neelain University;SDN;Universities;1
1944;5316;Hochschule Munchen;DEU;Universities;3
1945;5319;MCPHS University;USA;Universities;3
1945;5319;Universidad Austral de Chile *;CHL;Universities;1
1945;5319;Dongseo University;KOR;Universities;3
1948;5323;Tashkent State Technical University;UZB;Universities;1
1948;5323;Universidade Federal de Uberlandia;BRA;Universities;2
1950;5326;Duke Kunshan University;CHN;Universities;1
1951;5330;Northeast Petroleum University;CHN;Universities;2
1951;5330;Nord University;NOR;Universities;2
1951;5330;Syarif Hidayatullah State Islamic University Jakarta;IDN;Universities;2
1954;5336;Riga Technical University;LVA;Universities;1
1954;5336;Tianjin Normal University;CHN;Universities;2
1956;5339;North China University of Water Conservancy and Electric Power;CHN;Universities;2
1956;5339;Yuan-Ze University;TWN;Universities;2
1956;5339;BI Norwegian Business School;NOR;Universities;2
1959;5350;Aichi Medical University *;JPN;Universities;2
1960;5354;Universitat Witten-Herdecke;DEU;Universities;3
1961;5356;Hong Kong Metropolitan University;HKG;Universities;3
1962;5357;Chaudhary Charan Singh University;IND;Universities;1
1962;5357;Kazan Federal University;RUS;Universities;1
1962;5357;Hochschule Bonn-Rhein-Sieg;DEU;Universities;2
1965;5361;University of the West Indies, Mona Campus *;JAM;Universities;1
1965;5361;Ho Chi Minh City University of Transport;VNM;Universities;1
1965;5361;Shanxi Agricultural University;CHN;Universities;2
1968;5369;International Islamic University;PAK;Universities;1
1969;5378;Universidad Autonoma del Estado de Mexico;MEX;Universities;1
1969;5378;University of Cape Coast;GHA;Universities;1
1969;5378;South East Technological University;IRL;Universities;2
1969;5378;Universidade Federal do ABC;BRA;Universities;1
1969;5378;Louisiana Tech University;USA;Universities;3
1974;5385;Suranaree University of Technology;THA;Universities;2
1974;5385;University Malaysia Terengganu;MYS;Universities;2
1976;5388;National Taitung University;TWN;Universities;1
1977;5389;Universidade Estadual de Londrina;BRA;Universities;2
