Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
4596;9349;University of Maragheh;IRN;Universities;2
4598;9352;Shanghai Jian Qiao University;CHN;Universities;3
4599;9353;Instituto Balseiro;ARG;Universities;3
4599;9353;Tianjin University of Technology and Education;CHN;Universities;3
4599;9353;Quchan University of Technology;IRN;Universities;1
4599;9353;Korkyt Ata Kyzylorda University;KAZ;Universities;1
4603;9357;Banasthali University;IND;Universities;2
4603;9357;University of Tirana;ALB;Universities;1
4605;9360;Osaka Electro-Communication University;JPN;Universities;4
4605;9360;Alexander Dubcek University of Trencin;SVK;Universities;3
4605;9360;Kazan State Medical University;RUS;Universities;2
4605;9360;Iranshahr University of Medical Sciences;IRN;Universities;2
4609;9364;Adelphi University;USA;Universities;3
4609;9364;Jiroft University of Medical Sciences;IRN;Universities;2
4609;9364;Universidad Autonoma Agraria Antonio Narro;MEX;Universities;2
4609;9364;Bethel University, Minnesota;USA;Universities;4
4609;9364;Sri Krishna College of Engineering & Technology;IND;Universities;2
4614;9371;Islamic Azad University, Isfahan Khorasgan Branch;IRN;Universities;2
4614;9371;Astana IT University;KAZ;Universities;1
4614;9371;California State University, Fresno;USA;Universities;3
4614;9371;Universidade Catolica de Pelotas;BRA;Universities;2
4614;9371;Jaipur National University;IND;Universities;2
4614;9371;Abadan University of Medical Sciences;IRN;Universities;1
4620;9378;Al-Bayan University;IRQ;Universities;1
4621;9379;Universidad Tecnologica Centroamericana;HND;Universities;3
4621;9379;Astrakhan State Medical University;RUS;Universities;2
4621;9379;Vardhaman College of Engineering;IND;Universities;2
4621;9379;Shanxi Datong University *;CHN;Universities;3
4621;9379;National School of Political Science and Public Administration;ROU;Universities;3
4626;9384;Middle East College;OMN;Universities;3
4627;9386;Arak University;IRN;Universities;2
4627;9386;Dragomanov Ukrainian State University;UKR;Universities;2
4627;9386;Chaitanya Bharathi Institute of Technology;IND;Universities;2
4627;9386;Madhav Institute of Technology and Science, Gwalior;IND;Universities;3
4631;9390;Universite des Sciences et de la Technologie Houari Boumediene;DZA;Universities;1
4631;9390;Swami Ramanand Teerth Marathwada University;IND;Universities;2
4631;9390;South Asian University;IND;Universities;2
4631;9390;Universite d'Alger 1;DZA;Universities;1
4631;9390;National Institute of Technology, Srinagar;IND;Universities;2
4636;9395;China University of Political Science and Law;CHN;Universities;1
4636;9395;Universite Mouloud Mammeri de Tizi Ouzou;DZA;Universities;1
4636;9395;Eastern Kentucky University;USA;Universities;4
4639;9398;Rostov State Medical University;RUS;Universities;2
4640;9400;Emperor Alexander I St Petersburg State Transport University;RUS;Universities;2
4641;9401;University of Hartford;USA;Universities;4
4642;9402;Instituto de Ensino e Pesquisa;BRA;Universities;3
4642;9402;Beijing Polytechnic;CHN;Universities;3
4644;9406;Moscow State Technological University Stankin;RUS;Universities;1
4645;9407;St Catherine University;USA;Universities;3
4645;9407;Bashkir State Medical University;RUS;Universities;2
4645;9407;Gonzaga University;USA;Universities;3
4645;9407;Jilin University of Finance and Economics;CHN;Universities;2
4649;9412;Northern Kentucky University;USA;Universities;4
4649;9412;Universidade Lusiada;PRT;Universities;3
4649;9412;Universidade Cidade de Sao Paulo;BRA;Universities;3
4652;9417;Beibu Gulf University;CHN;Universities;3
4652;9417;Gubkin University;RUS;Universities;1
4654;9422;Sambalpur University;IND;Universities;2
4654;9422;Rajasthan Technical University;IND;Universities;2
4656;9424;Luoyang Institute of Science and Technology;CHN;Universities;3
4657;9426;Karaganda State Technical University;KAZ;Universities;1
4657;9426;Universite de Lome;TGO;Universities;1
4659;9429;Parul University;IND;Universities;2
4659;9429;Lomonosov State Academy of Fine Chemical Technology;RUS;Universities;1
4661;9433;Guangxi University of Finance and Economics;CHN;Universities;3
4662;9436;Hong Kong Shue Yan University;HKG;Universities;4
4663;9442;Redeemer's University;NGA;Universities;3
4663;9442;PSG College of Arts and Science;IND;Universities;3
4665;9445;Universite Kasdi Merbah Ouargla;DZA;Universities;1
4665;9445;V.I. Vernadsky Crimean Federal University;UKR;Universities;1
4665;9445;Universidade de Ribeirao Preto;BRA;Universities;4
4665;9445;Ruppin Academic Center;ISR;Universities;3
4665;9445;University of San Carlos;PHL;Universities;3
4670;9451;Istanbul Bilim Universitesi;TUR;Universities;4
4670;9451;Denison University;USA;Universities;4
4672;9454;Kanagawa Institute of Technology;JPN;Universities;4
4672;9454;Universite Constantine 1;DZA;Universities;1
4672;9454;Sino-Danish Center for Education and Research *;CHN;Universities;2
4672;9454;Escola Superior de Enfermagem de Lisboa;PRT;Universities;3
4676;9459;Islamic Azad University, Najafabad Branch;IRN;Universities;2
4676;9459;Sri Krishnadevaraya University;IND;Universities;2
4678;9463;Acharya Nagarjuna University;IND;Universities;2
4679;9465;Universidad del Sinu Elias Bechara Zainum;COL;Universities;3
4680;9467;University of Garmian;IRQ;Universities;2
4680;9467;Universite des Sciences et de la Technologie d'Oran-Mohamed Boudiaf;DZA;Universities;1
4680;9467;University of Alkafeel;IRQ;Universities;1
4680;9467;Uttarakhand Technical University;IND;Universities;1
4680;9467;Huanghuai University;CHN;Universities;3
4685;9473;North-Caucasus Federal University;RUS;Universities;2
4685;9473;PSG Institute of Technology and Applied Research;IND;Universities;1
4687;9477;Universidad Nacional del Callao;PER;Universities;4
4687;9477;Papua New Guinea University of Technology;PNG;Universities;1
4687;9477;Guangzhou College of Technology and Business;CHN;Universities;3
4690;9481;Samara State Technical University;RUS;Universities;1
4691;9482;Universidad Nacional de Lujan;ARG;Universities;3
4692;9483;Hanoi Architectural University;VNM;Universities;3
4693;9486;Southern Technical University;IRQ;Universities;2
4694;9487;JECRC University;IND;Universities;2
4694;9487;Guru Nanak Dev Engineering College, Ludhiana;IND;Universities;2
4694;9487;Universidade Aberta;PRT;Universities;2
4697;9491;Universidad Tecnologica de Panama;PAN;Universities;2
4698;9492;Ahlia University;BHR;Universities;2
4698;9492;APJ Abdul Kalam Technological University, Thiruvananthapuram;IND;Universities;1
4700;9494;Father Muller Medical College *;IND;Universities;1
4700;9494;Moscow Technical University of Communications and Informatics;RUS;Universities;1
4700;9494;Mary Immaculate College;IRL;Universities;2
4703;9497;Krishna Institute of Medical Sciences University;IND;Universities;1
4703;9497;SKEMA Business School;FRA;Universities;3
4703;9497;Bowen University;NGA;Universities;2
4706;9501;Shakarim University;KAZ;Universities;1
4706;9501;Alliance University;IND;Universities;2
4706;9501;Instituto Politecnico do Cavado e do Ave;PRT;Universities;2
4706;9501;Cihan University, Erbil;IRQ;Universities;2
4710;9506;Universite Gaston Berger de Saint-Louis;SEN;Universities;2
4710;9506;Kyambogo University;UGA;Universities;2
4712;9510;Omsk State Technical University;RUS;Universities;2
4713;9511;Capital University of Economics and Business;CHN;Universities;2
4713;9511;Universidad Autonoma de Tlaxcala;MEX;Universities;3
4713;9511;Jaipuria Institute of Management;IND;Universities;2
4716;9514;Catholic University of Health and Allied Sciences-Bugando;TZA;Universities;2
4716;9514;Washington College;USA;Universities;4
4716;9514;Gulu University;UGA;Universities;3
4716;9514;Ecole Mohammadia d'Ingenieurs;MAR;Universities;3
4716;9514;Damghan University;IRN;Universities;2
4721;9521;University of Social Welfare and Rehabilitation Sciences;IRN;Universities;2
4721;9521;Universidade Portucalense Infante D Henrique;PRT;Universities;3
4723;9525;Rajamangala University of Technology Krungthep;THA;Universities;3
4724;9526;Universite de Boumerdes;DZA;Universities;1
4725;9529;VNU University of Economics and Business;VNM;Universities;3
4725;9529;Kutahya Health Sciences University *;TUR;Universities;4
4727;9531;Shahed University;IRN;Universities;2
4728;9532;Irkutsk State University;RUS;Universities;1
4728;9532;Gomel State Medical University;BLR;Universities;2
4728;9532;University of Bojnord;IRN;Universities;1
4728;9532;State Biotechnological University;UKR;Universities;2
4732;9536;Ogarev Mordovian State University;RUS;Universities;2
4732;9536;Dawood University of Engineering and Technology;PAK;Universities;3
4732;9536;Institut National des Langues et Civilisations Orientales *;FRA;Universities;2
4735;9541;Islamic University, Najaf;IRQ;Universities;1
4736;9542;Saratov State University;RUS;Universities;1
4736;9542;Universidad Catolica de Cuenca *;ECU;Universities;3
4738;9544;Presidency University, Bangalore;IND;Universities;2
4738;9544;Institut National des Postes et Telecommunications;MAR;Universities;1
4738;9544;Shaanxi University of Chinese Medicine *;CHN;Universities;3
4738;9544;University of Wisconsin, Oshkosh;USA;Universities;4
4742;9549;Moscow State Pedagogical University;RUS;Universities;1
4743;9550;Vancouver Island University;CAN;Universities;3
4744;9551;Shenyang Normal University;CHN;Universities;2
4745;9554;Russian University of Medicine;RUS;Universities;2
4746;9555;Zaozhuang University;CHN;Universities;3
4747;9558;Latakia University;SYR;Universities;1
4747;9558;University of Transport and Communications;VNM;Universities;2
4747;9558;Universidade Estadual do Piaui;BRA;Universities;3
4750;9561;Fuyang Normal University;CHN;Universities;3
4751;9562;Almaty Technological University;KAZ;Universities;2
4751;9562;National University of Uzbekistan;UZB;Universities;1
4751;9562;Indira Gandhi Medical College;IND;Universities;1
4751;9562;Northeastern Illinois University;USA;Universities;4
4751;9562;Xi'an International University;CHN;Universities;3
4756;9568;Universite Abdelhamid Mehri Constantine 2;DZA;Universities;1
4756;9568;College of Engineering, Thiruvananthapuram;IND;Universities;1
4756;9568;Universita IUAV di Venezia;ITA;Universities;4
4759;9572;Sahand University of Technology;IRN;Universities;1
4759;9572;Universidad Tecnica de Cotopaxi;ECU;Universities;3
4761;9574;Federal University Dutse;NGA;Universities;3
4762;9576;Karakalpak State University;UZB;Universities;2
4762;9576;Bridgewater State University;USA;Universities;3
4762;9576;Privolzhsky Research Medical University;RUS;Universities;2
4765;9581;Northern Arctic Federal University;RUS;Universities;2
4765;9581;Universidade Federal do Cariri;BRA;Universities;4
4765;9581;Universite du Burundi;BDI;Universities;1
4768;9586;Uzhhorod National University;UKR;Universities;1
4768;9586;Universidade Feevale;BRA;Universities;4
4770;9589;Ivane Javakhishvili Tbilisi State University;GEO;Universities;2
4771;9590;University of Haripur;PAK;Universities;1
4771;9590;Ural State Medical University;RUS;Universities;2
4771;9590;Huaihua University;CHN;Universities;3
4771;9590;Institut Catholique de Lille;FRA;Universities;3
4775;9596;Herzen State Pedagogical University of Russia;RUS;Universities;1
4776;9598;Alma Mater Europaea University;SVN;Universities;3
4777;9599;MLR Institute of Technology;IND;Universities;2
4777;9599;University of Architecture, Civil Engineering and Geodesy;BGR;Universities;3
4777;9599;Butler University;USA;Universities;4
4777;9599;Biju Patnaik University of Technology;IND;Universities;2
4781;9605;A’Sharqiyah University;OMN;Universities;2
4781;9605;Assam Agricultural University;IND;Universities;2
4781;9605;NLA University College;NOR;Universities;4
4781;9605;Hanoi University of Civil Engineering;VNM;Universities;3
4785;9610;Thamar University;YEM;Universities;2
4785;9610;Petroleum University of Technology;IRN;Universities;1
4787;9613;Henan University of Engineering;CHN;Universities;3
4787;9613;Odessa National I I Mechnikov University;UKR;Universities;2
4787;9613;GD Goenka University;IND;Universities;2
4790;9617;Assumption University, Thailand;THA;Universities;3
4790;9617;Saint Petersburg State Pediatric Medical University;RUS;Universities;2
4792;9620;Vietnam National University System, Ho Chi Minh City *;MUL;Universities;3
4793;9621;Austin Peay State University;USA;Universities;3
4793;9621;Universidade Europeia;PRT;Universities;2
4795;9624;Vinnytsia National Technical University;UKR;Universities;1
4795;9624;Simmons University;USA;Universities;4
4795;9624;Hunan City University;CHN;Universities;3
4795;9624;Heliopolis University;EGY;Universities;3
4799;9630;Hang Tuah University;IDN;Universities;4
4799;9630;Kuban State Medical University;RUS;Universities;2
4799;9630;Universite de Dschang;CMR;Universities;2
4802;9634;Inner Mongolia Normal University;CHN;Universities;2
4803;9636;Agricultural University of Tirana;ALB;Universities;1
4804;9637;COEP Technological University;IND;Universities;2
4805;9641;Saint Petersburg Electrotechnical University;RUS;Universities;1
4805;9641;D. Serikbayev East Kazakhstan State Technical University;KAZ;Universities;2
4807;9644;Moldova State University;MDA;Universities;2
4807;9644;Yantai Nanshan University;CHN;Universities;3
4809;9646;Lishui University;CHN;Universities;2
4810;9648;CMR Institute of Technology, Bangalore;IND;Universities;2
4810;9648;University of Bonab;IRN;Universities;2
4810;9648;Tyumen State University;RUS;Universities;1
4813;9653;Universite Sorbonne Nouvelle, Paris 3 *;FRA;Universities;3
4813;9653;University of Mazandaran;IRN;Universities;2
4815;9655;Universite Abou Bekr Belkaid Tlemcen;DZA;Universities;1
4816;9659;Nitte Meenakshi Institute of Technology;IND;Universities;2
4816;9659;Universite de Bamenda;CMR;Universities;2
4816;9659;Universite Badji Mokhtar - Annaba;DZA;Universities;1
4819;9663;Middle Technical University;IRQ;Universities;2
4820;9665;Ecole Nationale d'Agriculture de Meknes;MAR;Universities;2
4820;9665;Hunan University of Arts and Science *;CHN;Universities;3
4822;9668;Hunan University of Humanities, Science and Technology;CHN;Universities;3
4823;9671;University of Jammu;IND;Universities;2
4823;9671;Lingnan Normal University;CHN;Universities;2
4825;9675;Shijiazhuang University;CHN;Universities;3
4825;9675;Bannari Amman Institute of Technology;IND;Universities;3
4827;9677;Institut Superieur de Gestion de Tunis;TUN;Universities;1
4827;9677;Datta Meghe Institute of Higher Education and Research *;IND;Universities;1
4827;9677;Islamic Azad University, Mashhad;IRN;Universities;2
4827;9677;Universidade Regional Integrada do Alto Uruguai e das Missoes;BRA;Universities;3
4831;9683;University of Portland;USA;Universities;4
4832;9686;Utkal University;IND;Universities;2
4833;9688;Al-Mansour University College;IRQ;Universities;1
4834;9689;Guangdong University of Finance;CHN;Universities;2
4834;9689;Guangdong University of Finances and Economics;CHN;Universities;2
4834;9689;Namangan State Technical University;UZB;Universities;2
4837;9692;Alzahra University;IRN;Universities;2
4838;9694;Novosibirsk State Technical University;RUS;Universities;1
4838;9694;Universidade Tuiuti do Parana;BRA;Universities;4
4840;9698;Sri Venkateswara College of Engineering;IND;Universities;3
4840;9698;Kharkiv National Automobile and Highway University;UKR;Universities;1
4840;9698;Universidad Internacional Iberoamericana, Mexico;MEX;Universities;2
4840;9698;Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering & Technology;IND;Universities;2
4844;9705;Troy University;USA;Universities;4
4844;9705;Perm National Research Polytechnic University;RUS;Universities;2
4844;9705;Heilongjiang Institute of Technology;CHN;Universities;2
4844;9705;Shaoguan University;CHN;Universities;3
4844;9705;Perm State University;RUS;Universities;2
4849;9712;West Ukrainian National University;UKR;Universities;1
4850;9714;Yuri Gagarin State Technical University of Saratov;RUS;Universities;2
4850;9714;Universite de Tunis *;TUN;Universities;1
4852;9716;EA Wagner Perm State Medical University;RUS;Universities;1
4852;9716;Tomsk State University of Control Systems and Radioelectronics;RUS;Universities;2
4854;9718;Pune Institute of Computer Technology;IND;Universities;1
4854;9718;Bengbu University;CHN;Universities;3
4854;9718;Orel State University;RUS;Universities;2
4857;9721;National Taichung University of Education;TWN;Universities;4
4857;9721;Fiji National University;FJI;Universities;3
4859;9725;Universidad de Ciencias y Artes de Chiapas;MEX;Universities;3
4860;9726;Radford University;USA;Universities;3
4861;9731;SEGi University;MYS;Universities;4
4861;9731;Ghana Institute of Management and Public Administration;GHA;Universities;2
4863;9735;Saurashtra University;IND;Universities;2
4863;9735;Jawaharlal Nehru Technological University, Anantapur;IND;Universities;2
4865;9737;Azusa Pacific University;USA;Universities;4
4865;9737;Rajamangala University of Technology Lanna;THA;Universities;3
4867;9739;Grenoble Ecole de Management;FRA;Universities;3
4868;9740;Sant Gadge Baba Amravati University;IND;Universities;3
4868;9740;JSS Academy of Technical Education, Noida;IND;Universities;3
4870;9742;Kazan State Power Engineering University;RUS;Universities;2
4870;9742;Universite de Ngaoundere;CMR;Universities;1
4870;9742;Coimbatore Institute of Technology;IND;Universities;3
4873;9746;Taiz University;YEM;Universities;2
4873;9746;Aliah University;IND;Universities;3
4875;9749;Indiana State University;USA;Universities;4
4876;9753;Erbil Polytechnic University;IRQ;Universities;1
4877;9754;Leshan Normal University;CHN;Universities;3
4878;9757;University of Technology and Applied Sciences;OMN;Universities;3
4878;9757;Karpagam College of Engineering;IND;Universities;3
4878;9757;University of Benghazi;LBY;Universities;3
4881;9761;Ardakan University;IRN;Universities;2
4882;9762;Aja University of Medical Sciences;IRN;Universities;3
4882;9762;Universidad Autonoma de Baja California Sur;MEX;Universities;3
4882;9762;Ibn Sina National College for Medical Studies;SAU;Universities;4
4885;9765;Indian Institute of Management, Indore;IND;Universities;1
4885;9765;Sichuan Tourism University;CHN;Universities;3
4885;9765;Beijing International Studies University;CHN;Universities;2
4888;9768;TED University;TUR;Universities;4
4889;9770;Sivas University of Science and Technology;TUR;Universities;4
4889;9770;Zhejiang University of Water Resources and Electric Power;CHN;Universities;3
4891;9774;Universidad Nacional de la Patagonia San Juan Bosco;ARG;Universities;4
4892;9776;University of Birjand;IRN;Universities;2
4892;9776;Bule Hora University;ETH;Universities;4
4894;9778;Universite de La Manouba;TUN;Universities;1
4895;9779;Great Bay University;CHN;Universities;2
4895;9779;Dar Al Uloom University;SAU;Universities;4
4895;9779;Voronezh State Forestry University named after GF Morozov;RUS;Universities;1
4895;9779;Lloyd Institute of Management & Technology;IND;Universities;1
4899;9783;Beijing Language and Culture University;CHN;Universities;1
4900;9784;Avinashilingam Institute for Home Science & Higher Education for Women;IND;Universities;2
4900;9784;Dijlah University College;IRQ;Universities;2
4902;9786;Fukuoka Institute of Technology;JPN;Universities;4
4902;9786;Ecole Nationale Superieure des Mines de Rabat;MAR;Universities;2
4902;9786;Aleksander Moisiu University;ALB;Universities;2
4902;9786;Persian Gulf University;IRN;Universities;2
4902;9786;Hubei Engineering University;CHN;Universities;3
4902;9786;Kazakh British Technical University;KAZ;Universities;1
4902;9786;National Institute of Technology, Agartala;IND;Universities;3
4909;9793;Deenbandhu Chhotu Ram University of Science and Technology;IND;Universities;3
4910;9795;Rajamangala University of Technology Phra Nakhon;THA;Universities;3
4910;9795;Chengdu Sport University;CHN;Universities;2
4912;9797;Aqaba University of Technology;JOR;Universities;2
4912;9797;Weber State University;USA;Universities;3
4912;9797;Instituto Federal de Educacao, Ciencia e Tecnologia do Maranhao;BRA;Universities;3
4915;9800;Universidad del Zulia;VEN;Universities;2
4916;9803;Volgograd State Medical University;RUS;Universities;2
4916;9803;Universidade Evangelica de Goias;BRA;Universities;3
4918;9806;Rajamangala University of Technology Rattanakosin;THA;Universities;4
4918;9806;Universite d Abomey Calavi;BEN;Universities;1
4920;9808;Taiyuan Normal University;CHN;Universities;3
4920;9808;Baku State University;AZE;Universities;1
4922;9810;Zhaoqing University;CHN;Universities;2
4923;9811;Belgorod State University;RUS;Universities;2
4923;9811;Universidade Federal do Sul e Sudeste do Para;BRA;Universities;4
4925;9813;State University of West Georgia;USA;Universities;4
4926;9815;Indian Institute of Management, Ranchi;IND;Universities;3
4927;9816;Faculte des Sciences et Techniques de Tanger;MAR;Universities;2
4928;9817;Agricultural University of Plovdiv;BGR;Universities;3
4928;9817;Vyatka State University;RUS;Universities;2
4930;9819;Hawler Medical University;IRQ;Universities;2
4930;9819;Drake University;USA;Universities;4
4932;9822;National University of Lesotho;LSO;Universities;1
4932;9822;Puducherry Technological University;IND;Universities;2
4932;9822;Rostov State Transport University;RUS;Universities;2
4935;9826;Odessa National Medical University;UKR;Universities;3
4935;9826;Russian State Hydrometeorological University;RUS;Universities;1
4935;9826;Universite Joseph Ki-Zerbo;BFA;Universities;1
4938;9829;ISF College of Pharmacy;IND;Universities;1
4938;9829;Saratov State Medical University;RUS;Universities;2
4940;9831;Universidad Autonoma del Peru;PER;Universities;2
4941;9833;Agricultural Sciences and Natural Resources University of Khuzestan;IRN;Universities;1
4942;9836;National Technical University - Kharkiv Polytechnic Institute;UKR;Universities;2
4942;9836;Universidad Nacional de General Sarmiento;ARG;Universities;3
4942;9836;Sami Shamoon College of Engineering;ISR;Universities;3
4942;9836;Universidad Nacional de Moquegua;PER;Universities;2
4946;9840;Eastern Institute of Technology, Ningbo;CHN;Universities;2
4947;9841;State University of New York, College at Brockport;USA;Universities;4
4947;9841;University of Thi-Qar;IRQ;Universities;2
4947;9841;CMR Group of Institutions, Bangalore *;IND;Universities;2
4950;9845;Technological Institute of the Philippines;PHL;Universities;1
4951;9846;Cooch Behar Panchanan Barma University;IND;Universities;3
4951;9846;Northeastern University London;GBR;Universities;4
4953;9852;LNM Institute of Information Technology;IND;Universities;2
4954;9855;Universite de Batna 1;DZA;Universities;2
4955;9859;Tyumen State Medical University;RUS;Universities;2
4956;9860;Hanshan Normal University;CHN;Universities;3
4957;9863;University of Sistan and Baluchestan;IRN;Universities;2
4957;9863;Manipur University;IND;Universities;2
4957;9863;University of Warith Al-Anbiyaa;IRQ;Universities;2
4957;9863;University of Maiduguri;NGA;Universities;3
4957;9863;Semnan University of Medical Sciences;IRN;Universities;3
4962;9869;Sichuan University of Arts and Science;CHN;Universities;3
4962;9869;BMS College of Engineering;IND;Universities;2
4964;9872;Universidade Federal do Agreste de Pernambuco;BRA;Universities;4
4964;9872;Shandong Sport University;CHN;Universities;2
4966;9874;Lewis & Clark College;USA;Universities;3
4966;9874;Northern State Medical University;RUS;Universities;2
4966;9874;University of Business and Technology;SAU;Universities;3
4969;9877;Technical University of Moldova;MDA;Universities;3
4970;9878;Jilin Agricultural Science and Technology University;CHN;Universities;3
4971;9879;Universitatea 1 Decembrie 1918 din Alba Iulia;ROU;Universities;3
4971;9879;Universidade Estadual do Vale do Acarau;BRA;Universities;4
4973;9881;Indian Institute of Management, Kozhikode;IND;Universities;2
4974;9883;University of Emergency Management;CHN;Universities;3
4975;9886;Guangzhou College of Commerce;CHN;Universities;3
4975;9886;Yasouj University;IRN;Universities;2
4977;9889;Lincoln University College, Kuala Lumpur;MYS;Universities;4
4977;9889;Aditya University;IND;Universities;2
4979;9892;Arab Open University, Saudi Arabia Branch;SAU;Universities;3
4980;9893;Jiaying University;CHN;Universities;3
4980;9893;Harcourt Butler Technical University;IND;Universities;2
4982;9896;South Ural State Medical University;RUS;Universities;2
4982;9896;Yugra State University;RUS;Universities;2
4982;9896;All India Institute of Speech and Hearing;IND;Universities;2
4985;9899;SRM Easwari Engineering College;IND;Universities;3
4985;9899;Al-Iraqia University;IRQ;Universities;2
4985;9899;Dhirubhai Ambani Institute of Information and Communication Technology;IND;Universities;2
4988;9903;St Joseph's College of Engineering;IND;Universities;3
4988;9903;Aichi Institute of Technology;JPN;Universities;2
4988;9903;Graduate University of Advanced Technology;IRN;Universities;3
4988;9903;Hung Yen University of Technology and Education;VNM;Universities;2
4992;9911;Voronezh State Medical University named after NN Burdenko;RUS;Universities;2
4992;9911;Institute of Engineering and Technology, Lucknow;IND;Universities;2
4994;9915;Torbat Heydarieh University of Medical Sciences;IRN;Universities;2
4995;9917;Universite Djillali Liabes de Sidi Bel Abbes;DZA;Universities;1
4995;9917;Technical University of Kenya;KEN;Universities;4
4995;9917;Hechi University;CHN;Universities;3
4998;9921;Penza State University;RUS;Universities;2
4998;9921;M Kumarasamy College of Engineering;IND;Universities;2
5000;9923;Kuban State Technological University;RUS;Universities;2
5000;9923;Loyola University Maryland;USA;Universities;3
5000;9923;Scuola Superiore Meridionale;ITA;Universities;4
5003;9926;Electronic Engineering Institute of the PLA;CHN;Universities;1
5003;9926;Universite Yahia Fares de Medea;DZA;Universities;1
5003;9926;Siberian State Industrial University;RUS;Universities;2
5006;9930;Udmurt State University;RUS;Universities;2
5006;9930;Wuhan Donghu University;CHN;Universities;3
5006;9930;Almaty University of Power Engineering and Telecommunications;KAZ;Universities;2
5009;9936;Indian Institute of Management Calcutta;IND;Universities;2
5009;9936;Ho Technical University;GHA;Universities;3
5011;9941;Odisha University of Technology and Research;IND;Universities;3
5011;9941;Cihan University, Sulaimaniya;IRQ;Universities;1
5011;9941;Institute for Advanced Studies in Basic Sciences;IRN;Universities;3
5014;9948;Rajalakshmi Institute of Technology;IND;Universities;2
5015;9950;Universidad Estatal Peninsula de Santa Elena;ECU;Universities;3
5016;9952;Allameh Tabatabai University;IRN;Universities;1
5016;9952;Universite Saad Dahlab de Blida 1;DZA;Universities;2
5016;9952;Pimpri Chinchwad College of Engineering;IND;Universities;3
5019;9955;Panimalar Engineering College;IND;Universities;3
5020;9958;Belarusian National Technical University;BLR;Universities;2
5021;9960;Zunyi Normal University;CHN;Universities;3
5021;9960;Islamic Azad University, Shahr-e-Qods Branch;IRN;Universities;1
5023;9962;Technical University of Varna;BGR;Universities;2
5024;9964;Ryazan State Medical University;RUS;Universities;2
5025;9965;Federal University of Petroleum Resource Effurun;NGA;Universities;3
5025;9965;Russian University of Transport;RUS;Universities;1
5027;9967;ABES Engineering College;IND;Universities;2
5028;9968;Mepco Schlenk Engineering College;IND;Universities;2
5028;9968;Instituto Politecnico de Portalegre;PRT;Universities;3
5028;9968;Russian Biotechnological University;RUS;Universities;2
5028;9968;University of Agricultural Sciences, Dharwad;IND;Universities;2
5032;9973;Dalian Neusoft University of Information;CHN;Universities;2
5032;9973;Volgograd State University;RUS;Universities;2
5034;9977;SR Gudlavalleru Engineering College;IND;Universities;3
5034;9977;University of Raparin;IRQ;Universities;1
5034;9977;Universite Mohamed Boudiaf - M'sila;DZA;Universities;1
5037;9982;Ashkelon Academic College;ISR;Universities;3
5037;9982;University of Maryland Eastern Shore;USA;Universities;4
5037;9982;Velammal Engineering College;IND;Universities;2
5037;9982;Polzunov Altai State Technical University;RUS;Universities;2
5041;9986;Stavropol State Agrarian University;RUS;Universities;2
5041;9986;Universite Larbi Ben M'hidi Oum El Bouaghi;DZA;Universities;1
5041;9986;Al-Rafidain University College;IRQ;Universities;2
5041;9986;Rajamangala University of Technology Srivijaya;THA;Universities;3
5045;9992;Thai Nguyen University of Education;VNM;Universities;3
5046;9994;Universite Akli Mohand Oulhadj, Bouira;DZA;Universities;2
5046;9994;GMR Institute of Technology;IND;Universities;2
5048;9996;Indira Gandhi Delhi Technical University for Women;IND;Universities;2
5049;9998;Yaroslavl State University;RUS;Universities;1
5050;9999;Ulyanovsk State University;RUS;Universities;2
5051;10000;Universite Abdelhamid Ibn Badis de Mostaganem;DZA;Universities;2
5052;10002;University of Malawi;MWI;Universities;2
5052;10002;Odessa National Polytechnic University;UKR;Universities;2
5054;10007;Universite Felix Houphouet-Boigny;CIV;Universities;3
5054;10007;Ecole Nationale Superieure d'Arts et Metiers de Meknes;MAR;Universities;1
5056;10015;Xinjiang Normal University;CHN;Universities;3
5057;10016;Universidad Tecnologica ECOTEC;ECU;Universities;3
5057;10016;National Aerospace University - Kharkiv Aviation Institute;UKR;Universities;2
5057;10016;Chengde Medical University *;CHN;Universities;2
5060;10020;The NorthCap University;IND;Universities;3
5060;10020;Pan-Atlantic University;NGA;Universities;1
5062;10023;Australian University, Kuwait;KWT;Universities;3
5063;10025;Wheaton College, Illinois;USA;Universities;4
5064;10027;Pratt Institute;USA;Universities;3
5065;10029;Academic College of Tel Aviv-Yaffo;ISR;Universities;4
5066;10031;Shanxi University of Finance and Economics;CHN;Universities;2
5066;10031;National Institute of Fashion Technology;IND;Universities;1
5068;10034;Salisbury University;USA;Universities;4
5068;10034;Henan University of Finance and Economics;CHN;Universities;3
5070;10039;Zeppelin University, Friedrichshafen;DEU;Universities;4
5070;10039;Instituto Federal de Educacao, Ciencia e Tecnologia de Minas Gerais;BRA;Universities;3
5072;10041;Noida Institute of Engineering & Technology;IND;Universities;3
5073;10042;O.M. Beketov National University of Urban Economy;UKR;Universities;2
5073;10042;Sri Sairam Institute of Technology;IND;Universities;3
5073;10042;University of Kirkuk;IRQ;Universities;2
5076;10046;Zhengzhou Railway Vocational & Technical College;CHN;Universities;2
5077;10050;Sevastopol State University;UKR;Universities;2
5078;10052;PSG College of Technology;IND;Universities;3
5079;10053;Relizane University;DZA;Universities;1
5080;10054;Hakim Sabzevari University;IRN;Universities;3
