university_id,2024 RANK,2023 RANK,University,Country Code,Country_x,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,Rank,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,World Rank,Location,National_Rank_x,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,Quality_Publications,Influence,Citations_Count,Score,Latitude,Longitude,city_x,region_x,type_x,research_output_x,student_faculty_ratio_x,faculty_count_x,city_y,region_y,type_y,research_output_y,student_faculty_ratio_y,faculty_count_y,city,region,type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,Enrollment,Undergrad_Students,Postgrad_Students,Faculty_Count,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank
U0088,130,151,University of Vienna,AT,Austria,XL,FC,VH,5,A,70.8,88,42.5,217,22,629,14.5,646,99.3,92,88.1,129,93.5,62,56.8,109,74.1,180,53.7,119,31318,37.4,31%,66:34:00,65.227,48.7,60.3,77.4,75.9,94.9,2024,172,Austria,1,443,489,138,249,247,159,174,79.1,47.59397,14.12456,Vienna,Europe,Public,Very High,12,"3,637",Vienna,Europe,Public,Very High,12,"3,637",Vienna,Europe,Public,Very High,12,"3,637",3,119,51.20583333,30.26666667,395.6666667,317,,71.2,66,34,"Communication & Media Studies,Education,Law,Economics & Econometrics,Sport Science,Psychology,Biological Sciences,Sociology,Other Health,Physics & Astronomy,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Geography,Languages, Literature & Linguistics,Business & Management,Chemistry",45.6,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0089,132,102=,"University of California, Davis",US,United States,XL,FC,VH,5,A,63.9,107,44.7,199,30.4,518,40.7,338,70.3,276,49.3,301,77.8,159,19,439,98.9,16,53.2,59,37926,13.3,18%,60:40:00,74.176,63.7,67.8,87.2,91.5,78.7,2024,42,USA,29,83,579,75,42,35,39,31,85.1,39.7837304,-100.445882,Davis,North America,Public,Very High,10,"3,420",Davis,North America,Public,Very High,10,"3,420",Davis,North America,Public,Very High,10,"3,420",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,82.16666667,60,40,"Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Business & Management,History, Philosophy & Theology,Psychology,General Engineering,Law,Civil Engineering,Geography,Physics & Astronomy,Chemistry,Sociology,Veterinary Science,Economics & Econometrics,Other Health,Biological Sciences,Computer Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics",68.8,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0090,134,171,Sapienza University of Rome,IT,Italy,XL,FC,VH,5,A,79.2,74,41,229,4.6,701+,44.9,301,3,701+,10.8,697,96.9,33,59.8,101,92,79,52.9,181,60522,22.2,9%,61:39:00,60.005,53.5,48.1,77.9,85.4,46.5,2024,67,Italy,1,117,486,34,61,103,195,71,83.2,42.6384261,12.674297,Rome,Europe,Public,Very High,23,"3,287",Rome,Europe,Public,Very High,23,"3,287",Rome,Europe,Public,Very High,23,"3,287",18,181,47.393,24.45,458.7222222,335.6666667,,70.46666667,61,39,"Politics & International Studies (incl Development Studies),Law,Mathematics & Statistics,Physics & Astronomy,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Geography,General Engineering,Architecture,Chemistry,Accounting & Finance,Sociology,Business & Management,Communication & Media Studies,Archaeology,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Psychology,Civil Engineering",29.2,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0091,134,164=,Texas A&M University,US,United States,XL,FC,VH,5,A,62,112,59.6,135,4.5,701+,68.4,152,23.1,564,13.3,656,88.4,93,30.1,259,61.3,246=,52.9,118,64427,20.5,6%,47:53:00,65.3465,55.2,62.1,77.3,76.4,64.1,2024,-1,,-1,,,,,,,,,,,College Station,North America,Public,Very High,21,"3,049",College Station,North America,Public,Very High,21,"3,049",College Station,North America,Public,Very High,21,"3,049",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,71.93333333,47,53,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",45.7,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0092,136,159,Michigan State University,US,United States,XL,FC,VH,5,A,59.9,120,49.4,174,11.3,701+,58,221,58.6,320,12.8,665,95.6,45,45.5,153,71.2,199,52.7,117,44514,16.1,11%,52:48:00,65.348,54.8,52.3,86.2,70,71.4,2024,144,USA,63,209,281,304,110,106,145,65,79.9,39.7837304,-100.445882,East Lansing,North America,Public,Very High,15,"3,008",East Lansing,North America,Public,Very High,15,"3,008",East Lansing,North America,Public,Very High,15,"3,008",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,69.5,52,48,"Education,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Chemical Engineering,Business & Management,Architecture,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sport Science,General Engineering,Geography,Communication & Media Studies,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Mathematics & Statistics,Computer Science,Veterinary Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Other Health,Archaeology,Physics & Astronomy,Agriculture & Forestry,History, Philosophy & Theology",63.7,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0093,137,94,University of Science and Technology of China,CN,China (Mainland),L,CO,VH,4,A,52.5,149,17.5,500,91.2,80,98.5,26,16.8,639,5.2,701+,32.2,444,24.8,335,21.6,528=,52.6,57,20252,8.1,5%,,74.8345,74.3,66.3,88.2,95.6,45.4,2024,209,China,9,667,347,304,102,112,248,254,78.2,30.047992,-94.3357433,Hefei,Asia,Public,Very High,7,"2,708",Hefei,Asia,Public,Very High,7,"2,708",Hefei,Asia,Public,Very High,7,"2,708",35,12,56.53822857,28.66857143,328.4,574.8823529,12,83.36666667,,,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",92.7,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0094,139,145,University of Groningen,NL,Netherlands,XL,FC,VH,5,A,52.9,148,29.9,326,51.4,304,42.9,311,93.5,159,85.6,140,92.1,67,22.3,372,67.7,214,52.5,79,31942,28.8,29%,53:47:00,69.9515,47.5,57.2,94.5,99.9,93.4,2024,100,Netherlands,3,363,482,131,97,73,104,93,81.5,52.2434979,5.6343227,Groningen,Europe,Public,Very High,8,"3,724",Groningen,Europe,Public,Very High,8,"3,724",Groningen,Europe,Public,Very High,8,"3,724",9,48,67.17744444,47.4,116.2222222,271,,83.86666667,53,47,"General Engineering,Accounting & Finance,Chemical Engineering,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Geography,Archaeology,Law,Business & Management,Computer Science,Medicine & Dentistry,Mathematics & Statistics,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Communication & Media Studies,Chemistry,Politics & International Studies (incl Development Studies)",54.1,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0095,140,190=,RMIT University,AU,Australia,XL,CO,VH,3,A,38.6,223,49.6,173,5.4,701+,68.6,151,100,37,92.8,102,57.3,267,28.8,277,96.2,43,52.4,251,32574,24,34%,48:52:00,55.8185,35.5,36.2,83.2,73.2,92.8,2024,634,Australia,23,667,1001,304,544,542,1001,673,72.4,-24.7761086,134.755,Melbourne,Oceania,Public,Very High,18,"1,859",Melbourne,Oceania,Public,Very High,18,"1,859",Melbourne,Oceania,Public,Very High,18,"1,859",21,54,57.36819048,33.99047619,250.1428571,519.8125,,64.2,48,52,,,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0096,141,133,Nanjing University,CN,China (Mainland),XL,FC,VH,5,A,59.6,123,25.4,378,31.3,504,96.9,42,55.1,334,7.3,701+,26.4,488,23.7,356,39,367=,52.1,73,36711,16.7,8%,54:46:00,70.87,64,61.7,85.3,96.8,61.8,2024,200,China,7,479,563,304,78,109,317,163,78.4,30.047992,-94.3357433,Nanjing,Asia,Public,Very High,11,"3,040",Nanjing,Asia,Public,Very High,11,"3,040",Nanjing,Asia,Public,Very High,11,"3,040",35,12,56.53822857,28.66857143,328.4,574.8823529,12,81.26666667,54,46,"Other Health,Sociology,Economics & Econometrics,Chemistry,Medicine & Dentistry,Archaeology,History, Philosophy & Theology,General Engineering,Business & Management,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Geography,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Mathematics & Statistics",66,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0097,143,161,Aarhus University,DK,Denmark,L,FC,VH,4,A,55.8,140,24.7,387,32.5,490,54.1,238,90.3,181,13.1,661,94.8,56,45.1,156,98.4,18=,52,110,26996,13.5,9%,56:44:00,65.916,44.9,59,86.3,98.7,76.3,2024,88,Denmark,2,589,379,114,83,79,78,121,82.1,55.670249,10.3333283,Aarhus,Europe,Public,Very High,11,683,Aarhus,Europe,Public,Very High,11,683,Aarhus,Europe,Public,Very High,11,683,4,103,63.334375,45.6,143.75,144.75,,81.33333333,56,44,"Education,Psychology,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Archaeology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Accounting & Finance,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Computer Science,Geography,Chemistry,Other Health,Agriculture & Forestry,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sport Science,Sociology,Languages, Literature & Linguistics",57.3,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0098,145,125=,Queen Mary University of London,UK,United Kingdom,L,FC,VH,5,A,48.8,168,32.8,300,38.7,409,50.7,260,99.7,85,99.4,43,72.8,184,16.8,506,69.9,207=,51.9,135,22205,14.6,45%,54:46:00,63.1295,37.6,42.6,97.9,73.9,98.1,2024,187,United Kingdom,18,241,907,198,276,223,156,200,78.7,54.7023545,-3.2765753,London,Europe,Public,Very High,9,"2,119",London,Europe,Public,Very High,9,"2,119",London,Europe,Public,Very High,9,"2,119",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,71.46666667,54,46,"Communication & Media Studies,Law,Economics & Econometrics,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,General Engineering,Biological Sciences,Chemistry,Geography,Business & Management,Computer Science,History, Philosophy & Theology,Civil Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Veterinary Science,Other Health,Chemical Engineering",73.5,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0099,145,100,Rice University,US,United States,M,FC,VH,5,B,38.7,222,22.9,415,65.9,205,82.5,101,91,176,94.8,89,9.8,671,30,262,42.6,345=,51.9,120,7318,9.8,26%,42:58:00,65.203,56.4,45.6,86.5,73.9,85.8,2024,129,USA,57,67,93,77,407,283,163,108,80.4,39.7837304,-100.445882,Houston,North America,Private,Very High,7,996,Houston,North America,Private,Very High,7,996,Houston,North America,Private,Very High,7,996,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,68.66666667,42,58,"Sociology,Business & Management,Computer Science,Sport Science,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Art, Performing Arts & Design,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Archaeology,Other Health,Physics & Astronomy,History, Philosophy & Theology,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Education,Mathematics & Statistics,Chemistry,Chemical Engineering",99.1,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0100,148,179=,University of Bath,UK,United Kingdom,L,CO,VH,4,A,35.6,244,74.3,88,16.1,701+,61.9,196,96.3,136,81.6,155,59.3,251,26.5,310,48.4,316=,51.8,281,15280,15.8,31%,45:55:00,54.3025,34.7,35.1,80.5,65.3,95,2024,391,United Kingdom,33,667,612,304,475,392,356,327,75.1,54.7023545,-3.2765753,Bath,Europe,Public,Very High,12,"1,339",Bath,Europe,Public,Very High,12,"1,339",Bath,Europe,Public,Very High,12,"1,339",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,60.3,45,55,"General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sport Science,Sociology,Electrical & Electronic Engineering,Chemical Engineering,Education,Other Health,Chemistry,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Biological Sciences,Mathematics & Statistics,Business & Management,Accounting & Finance,Politics & International Studies (incl Development Studies),Civil Engineering",39.9,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0101,151,124,Wageningen University & Research,NL,Netherlands,L,FO,VH,5,A,43.3,196,19,472,97.9,47,46,292,55,336,78.5,170,97.8,22,19,438,71.5,196=,51.3,64,15899,18.1,28%,54:46:00,73.002,56.4,59.8,93.8,98.8,92.4,2024,-1,,-1,,,,,,,,,,,Wageningen,Europe,Public,Very High,5,"2,767",Wageningen,Europe,Public,Very High,5,"2,767",Wageningen,Europe,Public,Very High,5,"2,767",9,48,67.17744444,47.4,116.2222222,271,,84.13333333,54,46,"Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Sociology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Agriculture & Forestry,Chemistry",53,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0102,154,166,Cardiff University,UK,United Kingdom,L,FC,VH,5,A,46.5,176,48.3,181,33.7,474,39.6,347,84,217,70.6,206,81.6,138,18.9,442,97.9,25,50.5,190,28815,15,27%,58:42:00,59.28,35.5,39.6,91.9,70.4,92.5,2024,131,United Kingdom,10,338,483,95,212,182,148,121,80.3,54.7023545,-3.2765753,Cardiff,Europe,Public,Very High,9,"3,350",Cardiff,Europe,Public,Very High,9,"3,350",Cardiff,Europe,Public,Very High,9,"3,350",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,67.3,58,42,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",51.7,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0103,159,143=,Ghent University,BE,Belgium,XL,FC,VH,5,A,53.4,146,25.2,379,78.9,141,25.1,486,79.6,231,21.2,528,99.8,8,52,124,91.3,84=,50.2,115,41487,37.6,12%,57:43:00,65.6265,47.2,59.3,85.3,99.7,65.7,2024,104,Belgium,1,311,685,190,55,68,136,101,81.3,50.6402809,4.6667145,Ghent,Europe,Public,Very High,7,"5,537",Ghent,Europe,Public,Very High,7,"5,537",Ghent,Europe,Public,Very High,7,"5,537",3,45,68.01683333,53.9,107.3333333,122.3333333,,81.43333333,57,43,"Accounting & Finance,Education,Economics & Econometrics,General Engineering,Psychology,Archaeology,Computer Science,Sport Science,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Veterinary Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry,Sociology",52.8,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0104,162,185=,University of Wollongong,AU,Australia,L,FC,VH,3,A,29.7,290,25.1,382,16.3,701+,93.8,60,95.6,146,56,265,72.7,186,17.1,492,92.3,75=,50.1,216,16328,26.1,22%,55:45:00,57.9865,36.8,39.3,84,91.4,91.7,2024,397,Australia,14,667,562,304,410,381,403,363,75,-24.7761086,134.755,Wollongong,Oceania,Public,Very High,13,"1,410",Wollongong,Oceania,Public,Very High,13,"1,410",Wollongong,Oceania,Public,Very High,13,"1,410",21,54,57.36819048,33.99047619,250.1428571,519.8125,,71.56666667,55,45,"Agriculture & Forestry,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Biological Sciences,Architecture,Other Health,Geography,Law,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Sport Science,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Education,Business & Management",43.5,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0105,164,157,Hanyang University,KR,South Korea,L,FC,VH,4,B,49,167,81.3,70,83.5,117,23.3,510,16.9,632,54.3,269,15.6,587,24.8,336,77.7,163=,49.7,315,19344,13.2,21%,,52.6725,45.4,40.4,62,99.4,66.5,2024,336,South Korea,7,667,241,304,194,276,479,460,75.8,36.638392,127.6961188,Seoul,Asia,Private,Very High,7,"3,164",Seoul,Asia,Private,Very High,7,"3,164",Seoul,Asia,Private,Very High,7,"3,164",18,62,43.17502778,24.98333333,667.5,605,,67.26666667,,,"Sociology,Biological Sciences,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Psychology,Education,Business & Management,Accounting & Finance,Archaeology,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Architecture,Medicine & Dentistry,Chemistry,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Economics & Econometrics,Physics & Astronomy,Civil Engineering",26.9,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0106,164,135,Kyushu University,JP,Japan,L,FC,VH,5,A,57.4,132,70,104,85.7,103,23.9,503,14.7,671,25.6,467,32.8,436,15.4,547,77.7,163=,49.7,304,18220,7.7,13%,28 : 72,52.956,55,47.5,51.2,98.4,48.8,2024,226,Japan,9,508,106,304,124,176,238,363,77.8,36.5748441,139.2394179,Fukuoka City,Asia,Public,Very High,7,"2,761",Fukuoka City,Asia,Public,Very High,7,"2,761",Fukuoka City,Asia,Public,Very High,7,"2,761",37,29,35.23782432,24.98108108,1011.972973,567.8518519,,65.7,28,72,"Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Law,Sociology,Architecture,Medicine & Dentistry,Veterinary Science,Communication & Media Studies,Chemical Engineering,Psychology,Other Health,Sport Science,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Archaeology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",23.2,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0107,167,162,University of York,UK,United Kingdom,L,FC,VH,4,A,43.5,194,35.3,275,45,351,40.3,342,88.3,192,78.2,171,79.2,150,19.8,421,97.8,26=,49.4,147,19505,16.1,31%,56:44:00,62.3985,42.4,44.8,90.8,66.9,93.1,2024,279,United Kingdom,27,667,1001,304,362,284,208,174,76.8,54.7023545,-3.2765753,York,Europe,Public,Very High,9,"2,209",York,Europe,Public,Very High,9,"2,209",York,Europe,Public,Very High,9,"2,209",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,67.5,56,44,"General Engineering,Biological Sciences,Physics & Astronomy,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Other Health,Business & Management,Chemistry,Archaeology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Geography",81.9,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0108,168,188,University of Florida,US,United States,XL,FC,VH,5,A,48,171,58.7,137,71.3,180,26.6,467,18.8,604,10.8,699,97.7,24,39,184,95.7,48,49.1,132,48114,16.7,9%,56:44:00,63.679,55.5,56.7,78.3,88.9,50.9,2024,62,USA,38,472,485,113,40,44,90,43,83.6,39.7837304,-100.445882,Gainesville,North America,Public,Very High,7,"6,222",Gainesville,North America,Public,Very High,7,"6,222",Gainesville,North America,Public,Very High,7,"6,222",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,74.63333333,56,44,"Veterinary Science,Languages, Literature & Linguistics,Law,Geography,Psychology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Medicine & Dentistry,Other Health,Economics & Econometrics,Sport Science,Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Computer Science,General Engineering",50.9,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0109,169,164=,"University of Maryland, College Park",US,United States,XL,FC,VH,5,A,49.2,165,26.1,369,35.1,451,68.4,154,31.6,477,14,639,85.5,113,41.6,176,81.7,137=,48.9,114,33988,17,9%,49:51:00,65.715,49.4,58.1,92.8,70.2,48.6,2024,47,USA,31,103,480,55,92,72,45,42,84.7,39.7837304,-100.445882,College Park,North America,Public,Very High,10,"3,798",College Park,North America,Public,Very High,10,"3,798",College Park,North America,Public,Very High,10,"3,798",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,73.7,49,51,"Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",79.2,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
U0110,169,229,University of Reading,UK,United Kingdom,L,CO,VH,5,A,33.2,263,39.3,241,16.1,701+,67.4,161,88.4,189,81,158,77.8,158,32.3,237,72.5,189=,48.9,214,15945,16.6,31%,55:45:00,58.061,37.5,40.6,84.1,70.8,95.5,2024,407,United Kingdom,34,466,104,304,496,394,422,460,74.8,54.7023545,-3.2765753,Reading,Europe,Public,Very High,12,"1,325",Reading,Europe,Public,Very High,12,"1,325",Reading,Europe,Public,Very High,12,"1,325",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,65.16666667,55,45,"Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Other Health,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Education,Chemistry,General Engineering,Psychology,Archaeology,Chemical Engineering,Veterinary Science,Computer Science,Mathematics & Statistics",55.4,100,-1,-1,-1,-1,-1,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1
