university_id,normalized_name,university_name,country
U001671,philipps universitat marburg,Philipps-Universität Marburg ,Germany
U001673,plateau state university bokkos,"Plateau State University, Bokkos",Nigeria
U001677,pmas arid agriculture university rawalpindi,PMAS Arid Agriculture University Rawalpindi,Pakistan
U001679,politecnico di bari,Politecnico di Bari,Italy
U001684,polytechnic institute of setubal,Polytechnic Institute of Setúbal,Portugal
U001686,polytechnic university of bucharest,Polytechnic University of Bucharest,Romania
U001689,polytechnic university of turin,Polytechnic University of Turin,Italy
U001690,polytechnic university of valencia,Polytechnic University of Valencia,Spain
U001691,pompeu fabra university,Pompeu Fabra University,Spain
U001693,pontifical catholic university of argentina,Pontifical Catholic University of Argentina,Argentina
U001694,pontifical catholic university of minas gerais,Pontifical Catholic University of Minas Gerais,Brazil
U001695,pontifical catholic university of peru,Pontifical Catholic University of Peru,Peru
U001696,pontifical catholic university of rio de janeiro,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil
U001697,pontifical catholic university of rio grande do sul,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil
U001698,pontifical catholic university of valparaiso,Pontifical Catholic University of Valparaíso,Chile
U001699,pontifical javeriana university,Pontifical Javeriana University,Colombia
U001705,pontificia universidad catolica madre y maestra,Pontificia Universidad Catolica Madre y Maestra,Dominican Republic
U001708,pontificia universidade catolica do campinas puc campinas,Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil
U001709,pontificia universidade catolica do minas gerais puc minas,Pontificia Universidade Católica do Minas Gerais - PUC Minas,Brazil
U001715,poznan university of life sciences,Poznan University of Life Sciences,Poland
U001730,prydniprovska state academy of civil engineering and architecture,Prydniprovska State Academy of Civil Engineering and Architecture,Ukraine
U001733,public university of navarre,Public University of Navarre,Spain
U001734,puc campinas,PUC-Campinas,Brazil
U001736,purdue university,Purdue University,United States
U001745,qom university of medical sciences,Qom University of Medical Sciences,Iran
U001750,queen margaret university edinburgh,"Queen Margaret University , Edinburgh",United Kingdom
U001752,queen s university at kingston,Queen's University at Kingston,Canada
U001758,radboud university,Radboud University ,Netherlands
U001762,rajamangala university of technology thanyaburi,Rajamangala University of Technology Thanyaburi (RMUTT),Thailand
U001763,rajshahi university,Rajshahi University,Bangladesh
U001764,ravensbourne,Ravensbourne,United Kingdom
U001765,rawalpindi medical university,Rawalpindi Medical University,Pakistan
U001767,rcsi university of medicine and health sciences,RCSI University of Medicine and Health Sciences,Ireland
U001771,rennes school of business,Rennes School of Business,France
U001773,reshetnev siberian state university of science and technology,Reshetnev Siberian State University of Science and Technology,Russian Federation
U001776,rheinische friedrich wilhelms universitat bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany
U001779,riga stradins university,Riga Stradins University,Latvia
U001791,rovira i virgili university,Rovira i Virgili University,Spain
U001796,royal central school of speech and drama university of london,"Royal Central School of Speech and Drama, University of London",United Kingdom
U001797,royal college of academics,Royal College of Academics,Luxembourg
U001804,rudn university,RUDN University,Russia
U001805,ruhr universitat bochum,Ruhr-Universität Bochum,Germany
U001807,ruprecht karls universitat heidelberg,Ruprecht-Karls-Universität Heidelberg,Germany
U001809,russian biotechnological university,Russian Biotechnological University (BIOTECH),Russian Federation
U001810,russian presidential academy of national economy and public administration,Russian Presidential Academy of National Economy and Public Administration,Russia
U001813,russian university of state for social,Russian University of State for Social (RUSS),Russian Federation
U001814,rutgers the state university of new jersey camden,"Rutgers, The State University of New Jersey, Camden",United States
U001815,rutgers university new brunswick,Rutgers University – New Brunswick,United States
U001816,rutgers universitynew brunswick,Rutgers University–New Brunswick,United States
U001817,rutgers universitynewark,Rutgers University–Newark,United States
U001819,ryazan state medical university,Ryazan State Medical University,Russian Federation
U001820,ryerson university,Ryerson University,Canada
U001823,s d asfendiyarov kazakh national medical university,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan
U001824,s toraighyrov pavlodar state university,S. Toraighyrov Pavlodar State University,Kazakhstan
U001825,sabanc university,Sabancı University,Turkey
U001826,sabanci university,Sabanci University,Turkey
U001829,saint joseph university of beirut,Saint Joseph University of Beirut (USJ) ,Lebanon
U001831,saint petersburg electrotechnical university etu leti,Saint Petersburg Electrotechnical University ETU-LETI,Russia
U001834,saint petersburg state university,Saint Petersburg State University,Russia
U001836,saint thomas university colombia,"Saint Thomas University, Colombia",Colombia
U001837,saints cyril and methodius university in skopje,Saints Cyril and Methodius University in Skopje,North Macedonia
U001841,saken seifullin kazakh agrotechnical university,Saken Seifullin Kazakh Agrotechnical University,Kazakhstan
U001843,salahaddin university,Salahaddin University,Iraq
U001851,samarkand state medical university,Samarkand State Medical University,Uzbekistan
U001852,samarkand state university,Samarkand State University,Uzbekistan
U001854,samuel adegboyega university,Samuel Adegboyega University,Nigeria
U001859,sant anna scuola universitaria superiore pisa,Sant'Anna - Scuola Universitaria Superiore Pisa,Italy
U001860,santanna school of advanced studies pisa,Sant’Anna School of Advanced Studies – Pisa,Italy
U001867,sasin school of management,Sasin School of Management,Thailand
U001873,saveetha institute of medical and technical sciences,Saveetha Institute of Medical and Technical Sciences,India
U001876,school of higher commercial studies,School of Higher Commercial Studies (EHEC Algiers),Algeria
U001877,sciences po,Sciences Po ,France
U001879,scuola normale superiore di pisa,Scuola Normale Superiore di Pisa,Italy
U001880,sdu university,SDU University,Kazakhstan
U001891,semnan university of medical sciences and health services,Semnan University of Medical Sciences and Health Services,Iran
U001896,seyitnazar seydi turkmen state pedagogical institute,Seyitnazar Seydi Turkmen State Pedagogical Institute,Turkmenistan
U001898,shah abdul latif university khairpur,"Shah Abdul Latif University, Khairpur",Pakistan
U001902,shaheed zulfiqar ali bhutto medical university,Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan
U001908,shahid sadoughi university of medical sciences,Shahid Sadoughi University of Medical Sciences,Iran
U001912,shahrood university of technology,Shahrood University of Technology,Iran
U001933,shoolini university of biotechnology and management sciences,Shoolini University of Biotechnology and Management Sciences,India
U001934,showa university,Showa University,Japan
U001937,siberian federal university sibfu,"Siberian Federal University, SibFU",Russia
U001944,siksha o anusandhan,Siksha 'O' Anusandhan (Deemed to be University),India
U001954,sivas cumhuriyet university,Sivas Cumhuriyet University,Turkey
U001967,solent university southampton,"Solent University, Southampton",United Kingdom
U001969,soochow university china,"Soochow University, China",China
U001970,soochow university taiwan,"Soochow University, Taiwan",Taiwan
U001976,sorbonne university,Sorbonne University,France
U001991,southwest state university,Southwest State University,Russian Federation
U001995,sri balaji vidyapeeth,Sri Balaji Vidyapeeth,India
U002001,sruc,SRUC (Scotland’s Rural College),United Kingdom
U002005,st louis university,St. Louis University,United States
U002008,st marys university college belfast,"St Mary’s University College, Belfast",United Kingdom
U002009,st marys university twickenham,"St Mary’s University, Twickenham",United Kingdom
U002010,st petersburg electrotechnical university,St Petersburg Electrotechnical University (LETI),Russian Federation
U002011,staffordshire university,Staffordshire University,United Kingdom
U002014,state energy institute of turkmenistan,State Energy Institute of Turkmenistan,Turkmenistan
U002015,state university of bahia,State University of Bahia,Brazil
U002018,state university of ponta grossa,State University of Ponta Grossa,Brazil
U002019,state university of santa cruz,State University of Santa Cruz,Brazil
U002021,stefan cel mare university of suceava,Stefan cel Mare University of Suceava,Romania
U002027,stony brook university state university of new york,"Stony Brook University, State University of New York",United States
U002036,suleyman demirel university kazakhstan,"Suleyman Demirel University, Kazakhstan",Kazakhstan
U002043,suny binghamton university,SUNY Binghamton University,United States
U002044,suny university at albany,SUNY University at Albany,United States
U002051,swps university,SWPS University,Poland
U002052,swps university of social sciences and humanities,SWPS University of Social Sciences and Humanities,Poland
U002056,szent istvan university,Szent Istvan University,Hungary
U002057,t c demiroglu bilim university,T. C. Demiroğlu Bilim University,Turkey
U002074,tarlac agricultural university,Tarlac Agricultural University,Philippines
U002076,tashkent institute of chemical technology,Tashkent Institute of Chemical Technology,Uzbekistan
U002077,tashkent institute of finance,Tashkent Institute of Finance,Uzbekistan
U002078,tashkent institute of irrigation and agricultural mechanisation,Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan
U002081,tashkent pediatric medical institute,Tashkent Pediatric Medical Institute,Uzbekistan
U002084,tashkent state dental institute,Tashkent State Dental Institute,Uzbekistan
U002085,tashkent state pedagogical university named after nizami,Tashkent State Pedagogical University named after Nizami,Uzbekistan
U002086,tashkent state technical university,Tashkent State Technical University,Uzbekistan
U002091,tashkent university of information technologies,Tashkent University of Information Technologies,Uzbekistan
U002095,teacher education college of setif,Teacher Education College of Setif,Algeria
U002096,technical university of berlin,Technical University of Berlin,Germany
U002097,technical university of cartagena,Technical University of Cartagena,Spain
U002100,technical university of darmstadt,Technical University of Darmstadt,Germany
U002102,technical university of kosice,Technical University of Kosice,Slovakia
U002104,technical university of loja,Technical University of Loja,Ecuador
U002105,technical university of lublin,Technical University of Lublin,Poland
U002106,technical university of madrid,Technical University of Madrid,Spain
U002111,technische universitat bergakademie freiberg,Technische Universität Bergakademie Freiberg,Germany
U002115,technische universitat hamburg harburg,Technische Universität Hamburg-Harburg,Germany
U002116,technische universitat kaiserslautern,Technische Universität Kaiserslautern,Germany
U002117,technische universitat wien,Technische Universität Wien,Austria
U002121,tecnologico de costa rica,Tecnológico de Costa Rica,Costa Rica
U002122,tecnologico de costa rica tec,Tecnológico de Costa Rica -TEC,Costa Rica
U002130,telecom paris,TELECOM Paris,France
U002134,temuco catholic university,Temuco Catholic University,Chile
U002138,termiz institute of agrotechnology and innovative development,Termiz Institute of Agrotechnology and Innovative Development,Uzbekistan
U002140,texas a and m university commerce,Texas A&M University-Commerce,United States
U002146,the american university in cairo,The American University in Cairo,Egypt
U002147,the australian national university,The Australian National University,Australia
U002148,the british university in dubai,The British University in Dubai,United Arab Emirates
U002149,the british university in egypt,The British University in Egypt,Egypt
U002150,the catholic university of america,The Catholic University of America,United States
U002151,the catholic university of korea,The Catholic University of Korea ,South Korea
U002152,the chinese university of hong kong,The Chinese University of Hong Kong (CUHK),Hong Kong SAR
U002153,the gheorghe asachi technical university of iasi,"The ""Gheorghe Asachi"" Technical University of Iasi",Romania
U002154,the government sadiq college women university bahawalpur,The Government Sadiq College Women University Bahawalpur,Pakistan
U002156,the hashemite university,The Hashemite University,Jordan
U002157,the hebrew university of jerusalem,The Hebrew University of Jerusalem,Israel
U002158,the herzen state pedagogical university of russia,The Herzen State Pedagogical University of Russia,Russia
U002159,the hong kong polytechnic university,The Hong Kong Polytechnic University,Hong Kong SAR
U002160,the hong kong university of science and technology,The Hong Kong University of Science and Technology,Hong Kong SAR
U002161,the icfai university jharkhand,"The ICFAI University, Jharkhand",India
U002162,the islamia university of bahawalpur,The Islamia University of Bahawalpur,Pakistan
U002163,the islamic university,The Islamic University,Iraq
U002164,the jikei university school of medicine,The Jikei University School of Medicine,Japan
U002165,the john paul ii catholic university of lublin,The John Paul II Catholic University of Lublin,Poland
U002166,the josip juraj strossmayer university of osijek,The Josip Juraj Strossmayer University of Osijek,Croatia
U002167,the lnm institute of information technology,The LNM Institute of Information Technology,India
U002168,the london school of economics and political science,The London School of Economics and Political Science (LSE),United Kingdom
U002169,the national research university belgorod state university,"The National Research University ""Belgorod State University""",Russia
U002170,the national university of ostroh academy,The National University of Ostroh Academy,Ukraine
U002171,the national university of science and technology misis,The National University of Science and Technology MISIS,Russia
U002172,the new school,The New School,United States
U002175,the rockefeller university,The Rockefeller University,United States
U002178,the university of aizu,The University of Aizu,Japan
U002179,the university of alabama,The University of Alabama,United States
U002180,the university of arizona,The University of Arizona,United States
U002181,the university of auckland,The University of Auckland,New Zealand
U002182,the university of chicago,The University of Chicago,United States
U002183,the university of danang,The University of Danang,Vietnam
U002184,the university of edinburgh,The University of Edinburgh,United Kingdom
U002185,the university of electro communications,The University of Electro-Communications,Japan
U002186,the university of exeter,The University of Exeter,United Kingdom
U002187,the university of georgia,The University of Georgia,United States
U002188,the university of hong kong,The University of Hong Kong,Hong Kong SAR
U002189,the university of jordan,The University of Jordan,Jordan
U002190,the university of lahore,The University of Lahore,Pakistan
U002191,the university of manchester,The University of Manchester,United Kingdom
U002193,the university of new south wales,The University of New South Wales (UNSW Sydney),Australia
U002194,the university of newcastle australia,"The University of Newcastle, Australia (UON)",Australia
U002195,the university of northampton,The University of Northampton,United Kingdom
U002198,the university of sheffield,The University of Sheffield,United Kingdom
U002199,the university of shiga prefecture,The University of Shiga Prefecture,Japan
U002201,the university of tennessee knoxville,"The University of Tennessee, Knoxville",United States
U002204,the university of the west indies,The University of the West Indies,Jamaica
U002206,the university of tulsa,The University of Tulsa,United States
U002207,the university of warwick,The University of Warwick,United Kingdom
U002210,the world islamic sciences and education university,The World Islamic Sciences and Education University (WISE),Jordan
U002214,tikrit university,Tikrit University,Iraq
U002224,tokat gaziosmanpasa university,Tokat Gaziosmanpaşa University,Turkey
U002239,tomas bata university in zlin,Tomas Bata University in Zlin,Czech Republic
U002242,tomsk state university,Tomsk State University,Russia
U002243,tomsk state university of control systems and radioelectronics,Tomsk State University of Control Systems and Radioelectronics,Russian Federation
U002247,torcuato di tella university,Torcuato Di Tella University,Argentina
U002254,toyota technological institute in japan,Toyota Technological Institute in Japan,Japan
U002255,transilvania university of brasov,Transilvania University of Brasov,Romania
U002258,trinity college dublin the university of dublin,"Trinity College Dublin, The University of Dublin",Ireland
U002263,tu braunschweig,TU Braunschweig,Germany
U002265,tu dresden,TU Dresden,Germany
U002271,turan astana university,Turan-Astana University,Kazakhstan
U002272,turin polytechnic university in tashkent,Turin Polytechnic University in Tashkent,Uzbekistan
U002273,turkmen state architecture and construction institute,Turkmen State Architecture and Construction Institute,Turkmenistan
U002279,ubt,UBT,Kosovo
U002280,ucl,UCL,United Kingdom
U002283,uees espiritu santo university,"UEES, Espiritu Santo University",Ecuador
U002287,uin sulthan thaha saifuddin jambi,UIN Sulthan Thaha Saifuddin Jambi,Indonesia
U002289,ulacit universidad latinoamericana de ciencia y tecnologia costa rica," ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica",Costa Rica
U002290,ulm university,Ulm University,Germany
U002292,ulster university,Ulster University,United Kingdom
U002296,umea university,Umea University,Sweden
U002298,unesc,UNESC,Brazil
U002299,unesp,UNESP,Brazil
U002301,unir international university of la rioja,UNIR – International University of La Rioja,Spain
U002302,unisinos university,Unisinos University,Brazil
U002306,universidad adolfo ibanez,Universidad Adolfo Ibáñez,Chile
U002307,universidad alberto hurtado,Universidad Alberto Hurtado,Chile
U002308,universidad anahuac mexico,Universidad Anáhuac México,Mexico
U002310,universidad austral,Universidad Austral,Argentina
U002311,universidad austral de chile,Universidad Austral de Chile,Chile
U002312,universidad autonoma chapingo,Universidad Autonoma Chapingo,Mexico
U002313,universidad autonoma de aguascalientes,Universidad Autónoma de Aguascalientes,Mexico
U002315,universidad autonoma de chapingo,Universidad Autónoma de Chapingo,Mexico
U002322,universidad autonoma de queretaro,Universidad Autónoma de Querétaro (UAQ),Mexico
U002323,universidad autonoma de san luis de potosi,Universidad Autónoma de San Luis de Potosí,Mexico
U002324,universidad autonoma de yucatan,Universidad Autonoma de Yucatan,Mexico
U002330,universidad camilo jose cela,Universidad Camilo José Cela,Spain
U002332,universidad catolica andres bello,Universidad Católica Andres Bello,Venezuela
U002334,universidad catolica de colombia,Universidad Católica de Colombia ,Colombia
U002337,universidad catolica de la santisima concepcion ucsc,Universidad Católica de La Santísima Concepción - UCSC,Chile
U002340,universidad catolica del maule,Universidad Católica del Maule,Chile
U002343,universidad catolica san antonio de murcia,Universidad Católica San Antonio de Murcia (UCAM),Spain
U002346,universidad central de venezuela,Universidad Central de Venezuela,Venezuela
U002347,universidad central del ecuador,Universidad Central del Ecuador,Ecuador
U002348,universidad central marta abreu de las villas,"Universidad Central ""Marta Abreu"" de Las Villas",Cuba
U002353,universidad de belgrano,Universidad de Belgrano,Argentina
U002355,universidad de caldas,Universidad de Caldas,Colombia
U002356,universidad de carabobo,Universidad de Carabobo,Venezuela
U002357,universidad de cartagena,Universidad de Cartagena,Colombia
U002358,universidad de castilla la mancha,Universidad de Castilla-La Mancha,Spain
U002359,universidad de chile,Universidad de Chile,Chile
U002360,universidad de concepcion,Universidad de Concepción,Chile
U002361,universidad de cordoba colombia,Universidad de Córdoba - Colombia,Colombia
U002362,universidad de cordoba espana,Universidad de Córdoba - España,Spain
U002364,universidad de cuenca,Universidad de Cuenca,Ecuador
U002368,universidad de la habana,Universidad de La Habana,Cuba
U002369,universidad de la republica,Universidad de la República (Udelar),Uruguay
U002371,universidad de la salle,Universidad de La Salle,Colombia
U002372,universidad de la serena,Universidad de La Serena,Chile
U002373,universidad de las americas ecuador,Universidad de Las Américas (UDLA) Ecuador,Ecuador
U002380,universidad de los andes merida,Universidad de Los Andes - (ULA) Mérida,Venezuela
U002382,universidad de monterrey,Universidad de Monterrey (UDEM),Mexico
U002384,universidad de oriente santiago de cuba,Universidad de Oriente Santiago de Cuba,Cuba
U002386,universidad de palermo,Universidad de Palermo (UP),Argentina
U002387,universidad de pamplona,Universidad de Pamplona,Colombia
U002388,universidad de panama,Universidad de Panama,Panama
U002389,universidad de panama up,Universidad de Panamá - UP,Panama
U002390,universidad de piura,Universidad de Piura,Peru
U002391,universidad de puerto rico,Universidad de Puerto Rico,Puerto Rico
U002392,universidad de san andres udesa,Universidad de San Andrés - UdeSA,Argentina
U002393,universidad de san carlos de guatemala usac,Universidad de San Carlos de Guatemala - USAC,Guatemala
U002394,universidad de santander udes,Universidad de Santander - UDES,Colombia
U002398,universidad de talca,Universidad de Talca,Chile
U002399,universidad de tarapaca,Universidad de Tarapaca,Chile
U002401,universidad de valparaiso,Universidad de Valparaíso (UV),Chile
U002403,universidad del bio bio,Universidad del Bío-Bío,Chile
U002404,universidad del cauca,Universidad del Cauca,Colombia
U002406,universidad del magdalena,Universidad del Magdalena,Colombia
U002414,universidad del valle de mexico,Universidad del Valle de Mexico (UVM),Mexico
U002419,universidad iberoamericana ibero,Universidad Iberoamericana IBERO,Mexico
U002420,universidad icesi,Universidad ICESI,Colombia
U002421,universidad industrial de santander,Universidad Industrial de Santander (UIS),Colombia
U002422,universidad industrial de santander uis,Universidad Industrial de Santander - UIS,Colombia
U002430,universidad mayor de san simon cochabamba,Universidad Mayor de San Simón Cochabamba,Bolivia
U002436,universidad nacional autonoma de honduras,Universidad Nacional Autónoma de Honduras (UNAH),Honduras
U002438,universidad nacional costa rica,Universidad Nacional Costa Rica,Costa Rica
U002442,universidad nacional de cordoba unc,Universidad Nacional de Córdoba - UNC,Argentina
U002444,universidad nacional de ingenieria peru,Universidad Nacional de Ingeniería Peru,Peru
U002446,universidad nacional de la asuncion,Universidad Nacional de la Asunción,Paraguay
U002448,universidad nacional de mar del plata,Universidad Nacional de Mar del Plata,Argentina
U002449,universidad nacional de quilmes,Universidad Nacional de Quilmes,Argentina
U002451,universidad nacional de rio cuarto unrc,Universidad Nacional de Río Cuarto - UNRC,Argentina
U002452,universidad nacional de rosario,Universidad Nacional de Rosario (UNR),Argentina
