university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,normalized_name,university_id,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
University of Oxford,2020.0,4,97.2,https://www.topuniversities.com/universities/university-oxford,United Kingdom,Oxford,Europe,https://www.topuniversities.com/sites/default/files/university-of-oxford_478_small.jpg,Public,Very High,3.0,"8,442",L,"6,708",university of oxford,U003149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Institute of Technology (Caltech),2020.0,5,96.9,https://www.topuniversities.com/universities/california-institute-technology-caltech,United States,Pasadena,North America,https://www.topuniversities.com/sites/default/files/california-institute-of-technology-caltech_94_small.jpg,Private,Very High,2.0,692,S,968,california institute of technology,U000329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH Zurich - Swiss Federal Institute of Technology,2020.0,6,95.9,https://www.topuniversities.com/universities/eth-zurich-swiss-federal-institute-technology,Switzerland,Zürich,Europe,https://www.topuniversities.com/sites/default/files/eth-zurich-swiss-federal-institute-of-technology_201_small.jpg,Public,Very High,7.0,"7,733",L,"2,719",eth zurich swiss federal institute of technology,U000624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Cambridge,2020.0,7,95.0,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,Europe,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Public,Very high,4.0,"7,925",L,"5,800",university of cambridge,U002819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCL,2020.0,8,94.8,https://www.topuniversities.com/universities/ucl,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/ucl_592560cf2aeae70239af4bf1_small.jpg,Public,Very High,5.0,"21,824",XL,"7,195",ucl,U002280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial College London,2020.0,9,94.1,https://www.topuniversities.com/universities/imperial-college-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/imperial-college-london_592560cf2aeae70239af4be8_small.jpg,Public,Very High,5.0,"11,143",L,"8,000",imperial college london,U000879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Chicago,2020.0,10,92.0,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,Private,Very High,6.0,"4,696",L,"2,703",university of chicago,U002840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nanyang Technological University, Singapore (NTU)",2020.0,11,91.8,https://www.topuniversities.com/universities/nanyang-technological-university-singapore-ntu,Singapore,Singapore,Asia,https://www.topuniversities.com/sites/default/files/nanyang-technological-university-singapore-ntu_592560cf2aeae70239af4c32_small.jpg,Public,Very High,6.0,"6,091",L,"3,812",nanyang technological university singapore,U001423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National University of Singapore (NUS),2020.0,11,91.8,https://www.topuniversities.com/universities/national-university-singapore-nus,Singapore,Singapore,Asia,https://www.topuniversities.com/sites/default/files/national-university-of-singapore-nus_443_small.jpg,Public,Very High,7.0,"7,551",XL,"4,288",national university of singapore,U001500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princeton University,2020.0,13,90.9,https://www.topuniversities.com/universities/princeton-university,United States,Princeton,North America,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,Private,Very High,8.0,"1,912",M,"1,050",princeton university,U001728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,2020.0,14,89.3,https://www.topuniversities.com/universities/cornell-university,United States,Ithaca,North America,https://www.topuniversities.com/sites/default/files/cornell-university_143_small.jpg,Private,Very High,8.0,"5,675",L,"2,843",cornell university,U000462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pennsylvania,2020.0,15,88.9,https://www.topuniversities.com/universities/university-pennsylvania,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/university-of-pennsylvania_495_small.jpg,Private,Very High,4.0,"4,636",L,"5,154",university of pennsylvania,U003161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsinghua University,2020.0,16,88.6,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Public,Very High,6.0,"5,420",XL,"6,174",tsinghua university,U002261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yale University,2020.0,17,87.7,https://www.topuniversities.com/universities/yale-university,United States,New Haven,North America,https://www.topuniversities.com/sites/default/files/yale-university_684_small.jpg,Private,Very High,2.0,"2,537",M,"5,391",yale university,U003517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia University,2020.0,18,87.4,https://www.topuniversities.com/universities/columbia-university,United States,New York City,North America,https://www.topuniversities.com/sites/default/files/columbia-university_138_small.jpg,Private,Very High,4.0,"11,252",L,"7,087",columbia university,U000451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFL,2020.0,18,87.4,https://www.topuniversities.com/universities/epfl,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg,Public,Very High,6.0,"6,426",M,"1,767",epfl,U000605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Edinburgh,2020.0,20,86.2,https://www.topuniversities.com/universities/university-edinburgh,United Kingdom,Edinburgh,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-edinburgh_180_small.jpg,Public,Very High,7.0,"14,637",XL,"4,832",the university of edinburgh,U002184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan-Ann Arbor,2020.0,21,86.0,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6.0,"7,341",XL,"7,132",university of michigan ann arbor,U003072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peking University,2020.0,22,84.3,https://www.topuniversities.com/universities/peking-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,Public,Very High,6.0,"5,436",XL,"5,302",peking university,U001656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Tokyo,2020.0,22,84.3,https://www.topuniversities.com/universities/university-tokyo,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/the-university-of-tokyo_615_small.jpg,Public,Very High,6.0,"3,983",L,"4,473",the university of tokyo,U002205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
