university_id,university_name,country,openalex_name,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U001584,Ochanomizu University,Japan,Ochanomizu University,https://openalex.org/I26120043,11857,408087,195,8888,2.5672985781990523
U001585,October 6 University,Egypt,October 6 University,https://openalex.org/I4210165376,9501,900215,304,14041,3.590543583145706
U001587,Odesa I.I. Mechnikov National University,Ukraine,Odesa I. I. Mechnikov National University,https://openalex.org/I181840440,7494,92069,102,2034,0.6384180790960452
U001590,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,Oguz Han Engineering and Technology University of Turkmenistan,https://openalex.org/I4405261939,0,0,0,0,0.0
U001592,Ohio University,United States,Ohio University,https://openalex.org/I4210106879,53036,2384465,455,38156,2.973893150316243
U001593,Oita University,Japan,Oita University,https://openalex.org/I188815454,18210,846188,224,19466,1.6174655908875175
U001594,Okayama Prefectural University,Japan,Okayama Prefectural University,https://openalex.org/I193620225,3395,94938,134,1619,0.929245283018868
U001595,Okayama University,Japan,Okayama University,https://openalex.org/I163770644,85929,5334641,491,106123,2.3074441791294875
U001596,Oklahoma State University ,United States,Oklahoma State University,https://openalex.org/I115475287,53007,3530593,471,57911,3.593411809379153
U001597,Old Dominion University,United States,Old Dominion University,https://openalex.org/I81365321,46915,1898175,403,28690,1.750138067061144
U001598,Oles Honchar Dnipro National University,Ukraine,Oles Honchar Dnipro National University,https://openalex.org/I883679329,9336,61757,65,1754,0.467687595712098
U001599,Olusegun Agagu University of Science and Technology,Nigeria,Olusegun Agagu University of Science and Technology,https://openalex.org/I904009604,4023,43722,85,903,4.708187320802804
U001600,Omsk State Agrarian University,Russian Federation,Omsk State Agrarian University,https://openalex.org/I91845206,2082,11578,31,245,0.6065420560747663
U001601,Omsk State Technical University,Russian Federation,Omsk State Technical University,https://openalex.org/I20119556,4906,31600,42,745,0.7017543859649122
U001603,Ontario Tech University,Canada,Ontario Tech University,https://openalex.org/I39470171,15747,662567,268,11053,2.8356032994436986
U001604,Open Christian University,South Africa,Open Christian University,https://openalex.org/I4405259392,0,0,0,0,0.0
U001606,Opole University of Technology,Poland,Opole University of Technology,https://openalex.org/I119217307,10599,150897,121,3684,3.320544554455445
U001608,Oran Graduate School of Economics,Algeria,Oran Graduate School of Economics,https://openalex.org/I4405261784,0,0,0,0,0.0
U001609,Ordu University,Turkey,Ordu University,https://openalex.org/I64957398,9572,102260,90,2775,1.2741433021806854
U001610,Örebro University,Sweden,Örebro University,https://openalex.org/I26437253,22201,1040963,306,18502,3.089276052375284
U001612,Oregon State University,United States,Oregon State University,https://openalex.org/I131249849,117293,8208961,804,109046,2.660371318822023
U001614,Orel State University named after I.S. Turgenev,Russian Federation,Orel State University named after I.S. Turgenev,https://openalex.org/I63718949,2811,27166,53,592,1.046195652173913
U001616,Osaka City University,Japan,Osaka City University,https://openalex.org/I317356780,55769,3735804,438,73209,2.2514084507042256
U001617,Osaka Institute of Technology,Japan,Osaka Institute of Technology,https://openalex.org/I72375662,9324,182006,142,4043,1.4901630129286116
U001618,Osaka Medical and Pharmaceutical University,Japan,Osaka Medical and Pharmaceutical University,https://openalex.org/I205143321,12291,853860,235,18832,0.249546279491833
U001620,Osaka Metropolitan University,Japan,Osaka Metropolitan University,https://openalex.org/I4387152983,9076,111721,88,3048,2.465138821574465
U001621,Osaka Ohtani University,Japan,Osaka Ohtani University,https://openalex.org/I167598709,887,30601,65,834,1.6198347107438016
U001622,Osaka Prefecture University ,Japan,Osaka Prefecture University,https://openalex.org/I15807432,40253,1927291,371,39601,1.5387987724682155
U001624,Osaka University of Economics and Law,Japan,Osaka University of Economics and Law,https://openalex.org/I79778647,165,1220,17,28,0.84375
U001625,OSMANIA UNIVERSITY,India,Osmania University,https://openalex.org/I8975392,18336,503560,201,12093,1.916003033750474
U001630,Oxford Brookes University,United Kingdom,Oxford Brookes University,https://openalex.org/I124261462,23713,906210,317,13230,2.0935395814376707
U001633,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Pakistan Institute of Engineering and Applied Sciences,https://openalex.org/I134276161,5898,259064,154,5912,4.695286195286196
U001634,Palacký University Olomouc,Czech Republic,Palacký University Olomouc,https://openalex.org/I70703428,37245,2245699,439,36904,2.828114285714286
U001635,Palestine Polytechnic University,Palestine,Palestine Polytechnic University,https://openalex.org/I37417134,1812,19623,56,509,0.9918872758326216
U001636,Palestine Technical University – Kadoorie,Palestine,Palestine Technical University - Kadoorie,https://openalex.org/I2799716270,1701,27293,73,571,5.629734848484849
U001637,Pamukkale University,Turkey,Pamukkale University,https://openalex.org/I48843708,23092,461440,188,10969,1.256728045325779
U001638,Panjab University,India,Panjab University,https://openalex.org/I51452335,32855,3054565,480,49138,4.096285923851437
U001649,Parthenope University of Naples,Italy,Parthenope University of Naples,https://openalex.org/I183638586,13915,548826,214,10511,3.3173400673400675
U001651,Pavlo Tychyna Uman State Pedagogical University,Ukraine,Pavlo Tychyna Uman State Pedagogical University,https://openalex.org/I4210138477,2109,7434,32,150,0.4877717391304347
U001654,Payame Noor University,Iran,Payame Noor University,https://openalex.org/I55547365,26718,461584,166,11157,1.827828805940981
U001655,Pedagogical and Technological University of Colombia,Colombia,Pedagogical and Technological University of Colombia,https://openalex.org/I222202552,12031,83120,81,2055,0.8202137998056366
U001656,Peking University,China (Mainland),Peking University,https://openalex.org/I20231570,391353,31972346,1120,489769,4.98014294188284
U001658,Pennsylvania State University,United States,Pennsylvania State University,https://openalex.org/I130769515,333916,27367716,1258,325341,3.972457001004788
U001659,Penza State University,Russian Federation,Penza State University,https://openalex.org/I114616248,5364,34674,54,879,0.3726027397260274
U001660,Perm National Research Polytechnic University,Russian Federation,Perm National Research Polytechnic University,https://openalex.org/I3123069486,7023,53890,57,1449,1.2772009029345373
U001662,Perm State University,Russian Federation,Perm State University,https://openalex.org/I105056648,7643,73715,68,2133,1.2296052631578946
U001663,Persian Gulf University,Iran,Persian Gulf University,https://openalex.org/I90767664,5694,151026,116,3877,4.553052027857436
U001664,Peter the Great St. Petersburg Polytechnic University,Russia,Peter the Great St. Petersburg Polytechnic University,https://openalex.org/I212220629,31666,585333,195,14741,1.3547984644913629
U001665,Petersburg State Transport University,Russian Federation,Petersburg State Transport University,https://openalex.org/I7888777,3470,24312,40,681,0.4171894604767879
U001666,Petre Shotadze Tbilisi Medical Academy,Georgia,Petre Shotadze Tbilisi Medical Academy,https://openalex.org/I4210139549,298,2251,22,36,2.213953488372093
U001667,Petro Mohyla Black Sea National University,Ukraine,Petro Mohyla Black Sea National University,https://openalex.org/I103402955,2158,9971,33,350,0.389267461669506
U001668,Petroleum University of Technology,Iran,Petroleum University of Technology,https://openalex.org/I154127411,4481,201087,150,4182,5.905894519131334
U001670,Philadelphia University (Jordan),Jordan,Philadelphia University,https://openalex.org/I922845939,45087,4060952,630,42424,3.49164677804296
U001672,Pirogov Russian National Research Medical University,Russian Federation,Pirogov Russian National Research Medical University,https://openalex.org/I337778094,21421,356109,188,6558,1.0504389020482097
U001674,Platov South-Russian State Polytechnic University (NPI),Russian Federation,Platov South-Russian State Polytechnic University,https://openalex.org/I4210100633,3398,35527,59,925,1.6277573529411764
U001675,Plekhanov Russian University of Economics,Russia,Plekhanov Russian University of Economics,https://openalex.org/I103031861,12636,72922,70,1924,0.7797461660497091
U001676,Plymouth Marjon University,United Kingdom,Plymouth Marjon University,https://openalex.org/I4210132580,973,22287,65,404,1.8461538461538465
U001678,Pohang University of Science And Technology (POSTECH),South Korea,Pohang University of Science and Technology,https://openalex.org/I123900574,55470,5863685,602,85471,5.822028270562565
U001680,Politecnico di Milano,Italy,Politecnico di Milano,https://openalex.org/I93860229,255039,5742496,527,107729,0.4813794651446161
U001681,Politecnico di Torino,Italy,Politecnico di Torino,https://openalex.org/I177477856,82625,3593562,422,73293,2.940809017463005
U001682,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,Poltava V.G. Korolenko National Pedagogical University,https://openalex.org/I4210121467,1818,10436,33,204,0.6476635514018692
U001683,Polytechnic Institute of Porto,Portugal,Polytechnic Institute of Porto,https://openalex.org/I83863532,17252,535975,223,10627,2.514403823795375
U001685,Polytechnic University of Bari,Italy,Polytechnic University of Bari,https://openalex.org/I68618741,21557,2101568,475,26183,3.8289198606271775
U001687,Polytechnic University of Timişoara,Romania,Polytechnic University of Timişoara,https://openalex.org/I3122695212,13952,315872,168,6957,2.209759328770148
U001688,Polytechnic University of Tirana,Albania,Polytechnic University of Tirana,https://openalex.org/I193184871,2259,21986,58,486,1.1246418338108883
U001692,Pondicherry University,India,Pondicherry University,https://openalex.org/I175691731,19257,656604,239,13256,2.470966839233245
U001700,Pontificia Universidad Católica Argentina,Argentina,Pontificia Universidad Católica Argentina,https://openalex.org/I29406707,7188,76881,103,1608,0.8138578978273635
U001701,Pontificia Universidad Católica de Chile (UC),Chile,Pontificia Universidad Católica de Chile,https://openalex.org/I162148367,81695,3956567,481,66849,2.540272094568601
U001702,Pontificia Universidad Católica de Valparaíso,Chile,Pontificia Universidad Católica de Valparaíso,https://openalex.org/I130474213,19468,429881,167,10972,2.4256695756846223
U001703,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,Pontificia Universidad Católica del Ecuador,https://openalex.org/I39398033,14501,188056,153,3192,0.915415924701094
U001704,Pontificia Universidad Católica del Perú,Peru,Pontificia Universidad Católica del Perú,https://openalex.org/I65285256,33178,328385,205,5685,1.4652650822669104
U001706,Pontificia Universidad Javeriana,Colombia,Pontificia Universidad Javeriana,https://openalex.org/I233745408,35458,545031,221,10432,1.52671431002212
U001707,Pontifícia Universidade Católica de São Paulo,Brazil,Pontifícia Universidade Católica de São Paulo,https://openalex.org/I98466806,32299,197365,127,4699,0.5725605966438782
U001710,Pontifícia Universidade Católica do Paraná,Brazil,Pontifícia Universidade Católica do Paraná,https://openalex.org/I176838256,22147,506149,203,10374,1.4365499769691386
U001711,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,Pontifícia Universidade Católica do Rio de Janeiro,https://openalex.org/I2699952,39567,892282,265,18686,2.227531046095559
U001712,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul,https://openalex.org/I45643870,41543,1010658,269,21463,1.1626209472076048
U001713,Port Said University,Egypt,Port Said University,https://openalex.org/I88017793,10201,180391,120,4195,3.613092904743238
U001714,Portland State University,United States,Portland State University,https://openalex.org/I126345244,41213,1361112,366,20284,2.0829798065501444
U001716,Poznan University of Medical Sciences,Poland,Poznan University of Medical Sciences,https://openalex.org/I120230055,29080,1270961,283,28738,3.0031177901103696
U001717,Poznań University of Technology,Poland,Poznań University of Technology,https://openalex.org/I46597724,32351,855308,251,19143,2.4257072844731566
U001718,Prague University of Economics and Business,Czech Republic,Prague University of Economics and Business,https://openalex.org/I35913352,7832,93759,110,2056,2.6013590033975085
U001719,Prefectural University of Hiroshima,Japan,Prefectural University of Hiroshima,https://openalex.org/I122146667,3604,96111,112,2236,1.5775
U001720,"Presbyterian University, Ghana",Ghana,"Presbyterian University, Ghana",https://openalex.org/I41545563,1252,15438,57,364,1.2678843226788432
U001721,Presidency University,India,Presidency University,https://openalex.org/I4391767897,26,231,8,8,6.714285714285714
U001722,Prince Mohammad Bin Fahd university,Saudi Arabia,Prince Mohammad bin Fahd University,https://openalex.org/I138564716,6365,128812,144,2526,4.1828901154039135
U001723,Prince of Songkla University,Thailand,Prince of Songkla University,https://openalex.org/I131868736,33328,1143452,239,25220,2.313567442646976
U001724,Prince Sattam Bin Abdulaziz University,Saudi Arabia,Prince Sattam Bin Abdulaziz University,https://openalex.org/I142608572,33112,695970,203,17076,4.997002092878557
U001725,Prince Sultan University (PSU),Saudi Arabia,Prince Sultan University,https://openalex.org/I142024983,13543,327194,171,7468,5.758645191852203
U001726,Princess Nourah bint Abdulrahman University,Saudi Arabia,Princess Nourah bint Abdulrahman University,https://openalex.org/I106778892,33418,540408,157,14466,4.557477610109189
U001727,Princess Sumaya University for Technology,Jordan,Princess Sumaya University for Technology,https://openalex.org/I158749337,3436,71349,93,1559,3.103448275862069
U001728,Princeton University,United States,Princeton University,https://openalex.org/I20089843,211664,26856594,1543,225257,6.962584953467996
U001729,Privolzhsky Research Medical University,Russian Federation,Privolzhsky Research Medical University,https://openalex.org/I100051649,4250,106662,112,1978,1.0020986358866737
U001731,PSG College of Technology,India,PSG College of Technology,https://openalex.org/I4405254442,0,0,0,0,0.0
U001732,Pskov State University,Russian Federation,Pskov State University,https://openalex.org/I4210140449,2894,20319,50,444,0.5214521452145214
U001735,Pukyong National University ,South Korea,Pukyong National University,https://openalex.org/I8991828,27105,1171240,273,25194,4.039333433418405
U001737,Purdue University Northwest,United States,Purdue University Northwest,https://openalex.org/I117015748,6676,329352,216,4521,3.205079365079365
U001738,Purdue University West Lafayette,United States,Purdue University West Lafayette,https://openalex.org/I219193219,285179,20321850,943,286038,2.92231048199877
U001739,Pusan National University,South Korea,Pusan National University,https://openalex.org/I4921948,68760,4191699,455,84348,3.1931472879047185
U001740,Pyatigorsk State University,Russian Federation,Pyatigorsk State University,https://openalex.org/I4210131601,980,2098,18,32,0.6748166259168704
U001741,Qassim University,Saudi Arabia,Qassim University,https://openalex.org/I156216236,28890,590274,203,14144,3.898223538119911
U001742,Qatar University,Qatar,Qatar University,https://openalex.org/I60342839,40659,1738721,364,32036,5.198155645524067
U001743,Qazvin University of Medical Sciences,Iran,Qazvin University of Medical Sciences,https://openalex.org/I64532579,7056,191380,132,4452,2.739368165249089
U001744,Qingdao University,China,Qingdao University,https://openalex.org/I108688024,85132,4917243,439,102374,5.123999909596348
U001746,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",Pakistan,"Quaid-e-Awam University of Engineering, Science and Technology",https://openalex.org/I65146876,3077,53670,86,1327,3.061884669479606
U001747,Quaid-i-Azam University,Pakistan,Quaid-i-Azam University,https://openalex.org/I12469534,33092,1754950,323,33923,3.778890705914418
U001748,Queen Arwa University,Yemen,Queen Arwa University,https://openalex.org/I3130011144,158,424,11,23,1.2876712328767124
U001749,Queen Margaret University,United Kingdom,Queen Margaret University,https://openalex.org/I181656237,5604,201584,162,3392,1.7377521613832854
U001751,Queen Mary University of London,United Kingdom,Queen Mary University of London,https://openalex.org/I166337079,135694,13501774,981,150622,4.427388314665052
U001753,Queen's University Belfast,United Kingdom,Queen's University Belfast,https://openalex.org/I126231945,104908,6674578,661,95530,3.695719996100224
U001754,Queen’s University,Canada,Queen's University,https://openalex.org/I204722609,120845,8148717,764,109576,3.0407653629399656
U001755,Queen’s University Belfast,United Kingdom,Queen's University Belfast,https://openalex.org/I126231945,104908,6674578,661,95530,3.695719996100224
U001756,Queensland University of Technology (QUT),Australia,Queensland University of Technology,https://openalex.org/I160993911,100904,5628401,607,90064,4.7739028081385575
U001757,R V College of Engineering,India,R.V. College of Engineering,https://openalex.org/I4389425378,2921,52758,83,1254,1.1523947750362844
U001759,Radboud University Nijmegen,Netherlands,Radboud University Nijmegen,https://openalex.org/I145872427,206118,24773167,1247,298579,3.870724978146853
U001760,Rajamangala University of Technology Isan,Thailand,Rajamangala University of Technology Isan,https://openalex.org/I1285782058,6170,66866,88,1692,1.6449001618996222
U001761,Rajamangala University of Technology Lanna,Thailand,Rajamangala University of Technology Lanna,https://openalex.org/I73683852,1792,15735,52,452,1.3015463917525774
U001766,Razi University,Iran,Razi University,https://openalex.org/I1187138,15829,529051,202,11607,2.798256802721089
U001768,Recep Tayyip Erdoğan University,Turkey,Recep Tayyip Erdoğan University,https://openalex.org/I161597582,13683,207257,116,5624,2.5563301101866425
U001769,Reichman University,Israel,Reichman University,https://openalex.org/I138898306,5800,218519,172,3819,3.6894353369763206
U001770,Renmin (People's) University of China,China (Mainland),Renmin University of China,https://openalex.org/I78988378,46226,1439978,341,25453,6.123872430620595
U001772,Rensselaer Polytechnic Institute,United States,Rensselaer Polytechnic Institute,https://openalex.org/I165799507,63270,4126036,576,57643,2.233838383838384
U001774,REVA University,India,REVA University,https://openalex.org/I83737708,8054,91446,86,2407,2.293915040183697
U001775,Reykjavík University,Iceland,Reykjavík University,https://openalex.org/I123185442,10004,777654,362,7373,3.0720461095100866
U001777,Rhodes University ,South Africa,Rhodes University,https://openalex.org/I203238179,23422,793956,250,16613,2.5490710823909533
U001778,Rice University,United States,Rice University,https://openalex.org/I74775410,82335,10477000,931,104429,5.155092499294668
U001780,Riga Technical University,Latvia,Riga Technical University,https://openalex.org/I201787326,15594,317871,144,8004,2.399931263604078
U001781,Rikkyo University,Japan,Rikkyo University,https://openalex.org/I133557312,10139,402379,222,7166,2.1336244541484715
U001782,Riphah International University,Pakistan,Riphah International University,https://openalex.org/I195024194,15007,281666,152,6585,3.2408881811748054
U001783,Ritsumeikan Asia Pacific University,Japan,Ritsumeikan Asia Pacific University,https://openalex.org/I157921009,2231,30024,80,625,2.2184873949579837
U001784,Ritsumeikan University,Japan,Ritsumeikan University,https://openalex.org/I135768898,32550,891382,243,18438,1.7114779874213837
U001785,RMIT University,Australia,RMIT University,https://openalex.org/I82951845,83979,4131480,488,69221,3.91280819386516
U001786,Robert Gordon University,United Kingdom,Robert Gordon University,https://openalex.org/I522815984,10954,408285,213,6933,3.634590377113134
U001787,Rochester Institute of Technology (RIT),United States,Rochester Institute of Technology,https://openalex.org/I155173764,30576,1949499,508,18507,4.331396099702958
U001788,Rose Bruford College,United Kingdom,Rose Bruford College,https://openalex.org/I2800692928,105,129,5,1,0.0
U001789,Roskilde University,Denmark,Roskilde University,https://openalex.org/I107707843,32316,611447,260,10169,2.0386774797255147
U001790,Rostov State University of Economics,Russian Federation,Rostov State University of Economics,https://openalex.org/I4210104872,3018,26883,46,532,0.4745762711864407
U001792,Rowan University,United States,Rowan University,https://openalex.org/I44265643,15297,494261,226,8613,2.011118378024853
U001793,Royal Academy of Dramatic Art (RADA),United Kingdom,Royal Academy of Dramatic Art,https://openalex.org/I4405259227,0,0,0,0,0.0
U001794,Royal Academy of Music,United Kingdom,Royal Academy of Music,https://openalex.org/I7715029,546,2938,25,52,4.473684210526316
U001795,Royal Agricultural University,United Kingdom,Royal Agricultural University,https://openalex.org/I888641300,4769,357565,205,5713,4.333333333333333
U001798,Royal College of Art,United Kingdom,Royal College of Art,https://openalex.org/I165526535,2602,47605,88,700,1.1535483870967742
U001799,Royal College of Music,United Kingdom,Royal College of Music,https://openalex.org/I136605902,597,22314,90,310,0.4011627906976744
U001800,Royal Conservatoire of Scotland,United Kingdom,Royal Conservatoire of Scotland,https://openalex.org/I900159353,593,2441,29,51,0.4444444444444444
U001801,Royal Holloway University of London,United Kingdom,Royal Holloway University of London,https://openalex.org/I184558857,44043,3819749,533,46519,3.782452355267889
U001802,Royal Northern College of Music,United Kingdom,Royal Northern College of Music,https://openalex.org/I185600836,239,3737,33,75,0.76
U001803,Royal Veterinary College,United Kingdom,Royal Veterinary College,https://openalex.org/I133836048,18774,1151056,315,19906,2.894002789400279
U001806,Ruhr University Bochum,Germany,Ruhr University Bochum,https://openalex.org/I904495901,121089,7511428,640,126135,2.8999217948091305
U001808,Rush University,United States,Rush University,https://openalex.org/I49886154,13838,1272852,377,11261,2.6968607716271267
U001811,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,https://openalex.org/I11954620,3271,36119,69,963,1.0459016393442624
U001812,Russian State University for the Humanities ,Russia,Russian State University for the Humanities,https://openalex.org/I128931577,4510,20098,54,328,0.2735507246376811
U001818,RWTH Aachen University,Germany,RWTH Aachen University,https://openalex.org/I887968799,190572,17277853,890,248003,2.3983242498548667
U001821,Ryukoku University,Japan,Ryukoku University,https://openalex.org/I103390050,9267,187430,148,3755,1.326698695950583
U001822,Rzeszów University of Technology,Poland,Rzeszów University of Technology,https://openalex.org/I111664937,15119,240739,119,6774,2.5733490566037736
U001827,Saga University,Japan,Saga University,https://openalex.org/I177136067,25646,985648,250,21354,1.9990265609790012
U001828,Sahand University of Technology,Iran,Sahand University of Technology,https://openalex.org/I107853901,7995,321829,154,7872,4.504971376920759
U001830,Saint Louis University,United States,Saint Louis University,https://openalex.org/I187476118,3727,120491,157,1796,1.784586228679722
U001832,Saint-Petersburg Mining University,Russia,Saint Petersburg Mining University,https://openalex.org/I3018660459,5213,81572,68,2339,2.7417695473251027
U001833,Saint Petersburg State Pediatric Medical University,Russian Federation,Saint Petersburg State Pediatric Medical University,https://openalex.org/I74756048,6158,65811,78,1302,0.7313432835820896
U001835,Saint Petersburg State University of Architecture and Civil Engineering,Russian Federation,Saint Petersburg State University of Architecture and Civil Engineering,https://openalex.org/I213615327,2914,23349,69,510,0.4817001180637544
U001838,Saitama Medical University,Japan,Saitama Medical University,https://openalex.org/I8588240,23537,1209659,299,23674,1.6110314501481693
U001839,Saitama University,Japan,Saitama University,https://openalex.org/I72253084,23320,843382,259,17396,2.176482659552637
U001840,Sakarya University,Turkey,Sakarya University,https://openalex.org/I103703290,28761,625574,188,14040,2.8034914950760967
U001842,Sakon Nakhon Rajabhat University,Thailand,Sakon Nakhon Rajabhat University,https://openalex.org/I4210159985,2330,31714,65,805,1.9743169398907103
U001844,Salahaddin University–Erbil,Iraq,Salahaddin University-Erbil,https://openalex.org/I46208956,9785,97219,108,2015,2.247280497280497
U001845,Salem University,Nigeria,Salem University,https://openalex.org/I9729102,263,6364,43,138,0.3260869565217391
U001846,Samara National Research University (Samara University),Russia,Samara National Research University,https://openalex.org/I3124489027,14110,204750,118,4587,1.550556586270872
U001847,Samara State Medical University,Russian Federation,Samara State Medical University,https://openalex.org/I4210127240,6087,42429,67,928,0.6154169292165511
U001848,Samara State Technical University,Russian Federation,Samara State Technical University,https://openalex.org/I3123529209,8573,82945,83,1985,0.9558998808104888
U001849,Samara State University of Economics,Russian Federation,Samara State University of Economics,https://openalex.org/I4210126748,4427,7041,22,134,0.2322791712104689
U001850,Samarkand State Institute of Foreign Languages,Uzbekistan,Samarkand State Institute of Foreign Languages,https://openalex.org/I4210146373,3935,1126,16,25,0.06112799729821
U001853,Samsun University,Turkey,Samsun University,https://openalex.org/I4210115931,6324,80237,94,1997,1.5746870653685674
U001855,San Diego State University,United States,San Diego State University,https://openalex.org/I26538001,52051,3484470,583,42363,2.312875021429796
U001856,San Francisco State University,United States,San Francisco State University,https://openalex.org/I71838634,21060,970872,355,13020,1.9312136961173956
U001857,San Jose State University,United States,San Jose State University,https://openalex.org/I51504820,33259,712187,279,11923,2.0001935733643053
U001858,San Sebastián University,Chile,San Sebastián University,https://openalex.org/I3124150290,8782,105046,105,2546,1.9084408518576093
U001861,Sapienza University of Rome,Italy,Sapienza University of Rome,https://openalex.org/I861853513,250536,20297312,1084,312281,3.480605348222157
U001862,Sapporo Gakuin University,Japan,Sapporo Gakuin University,https://openalex.org/I106008892,466,4020,31,104,0.4588235294117647
U001863,Sapporo Medical University,Japan,Sapporo Medical University,https://openalex.org/I141882310,22160,1913198,362,35905,1.9335596508244424
U001864,Sarajevo School of Science and Technology,Bosnia and Herzegovina,Sarajevo School of Science and Technology,https://openalex.org/I137551348,1372,13183,40,308,1.1241610738255037
U001865,Saratov State Medical University,Russian Federation,Saratov State Medical University,https://openalex.org/I4210118375,4753,37229,68,839,0.4555754323196184
U001866,Sarsen Amanzholov East Kazakhstan University,Kazakhstan,Sarsen Amanzholov East Kazakhstan University,https://openalex.org/I4210096915,1100,7989,28,249,1.3992248062015504
U001868,SASTRA University,India,SASTRA University,https://openalex.org/I932239252,13915,491880,200,11134,2.671657882127456
U001869,Satbayev University,Kazakhstan,Satbayev University,https://openalex.org/I204275683,6239,68046,76,1784,2.3546035995835197
U001870,Sathyabama Institute of Science and Technology (deemed to be university),India,Sathyabama Institute of Science and Technology,https://openalex.org/I43814544,20350,375558,184,8413,1.8990427656497488
U001871,Satya Wacana Christian University,Indonesia,Satya Wacana Christian University,https://openalex.org/I157219812,13055,108703,85,2684,0.7080457034039515
U001872,Saudi Electronic University,Saudi Arabia,Saudi Electronic University,https://openalex.org/I120238654,5005,84637,103,1932,4.387642515630747
U001874,Savitribai Phule Pune University,India,Savitribai Phule Pune University,https://openalex.org/I878213199,33937,1154884,287,22534,2.114177340443076
U001875,SBS Swiss Business School,Switzerland,SBS Swiss Business School,https://openalex.org/I4399598389,167,2361,23,44,8.719626168224298
U001878,Scuola Normale Superiore,Italy,Scuola Normale Superiore,https://openalex.org/I157210198,19222,3034917,519,36574,5.413294797687861
U001881,Seattle University,United States,Seattle University,https://openalex.org/I58610484,57063,8226012,1002,49562,3.2199648583351634
U001882,Sebha University,Libya,Sebha University,https://openalex.org/I153265617,2038,28611,77,548,2.382978723404255
U001883,Sechenov University,Russia,Sechenov University,https://openalex.org/I17877952,41371,922313,273,17702,1.8077279638076167
U001884,Sefako Makgatho Health Sciences University,South Africa,Sefako Makgatho Health Sciences University,https://openalex.org/I2802393258,6501,122802,128,2797,2.172139303482587
U001885,Seinan Gakuin University,Japan,Seinan Gakuin University,https://openalex.org/I146646555,770,9005,45,203,0.9571428571428572
U001886,Seisa Dohto University,Japan,Seisa Dohto University,https://openalex.org/I3130994091,304,1610,18,32,0.6808510638297872
U001887,Sejong University ,South Korea,Sejong University,https://openalex.org/I28777354,32477,1761243,378,30980,5.837210714936524
U001888,Selçuk University,Turkey,Selçuk University,https://openalex.org/I137996928,36349,949926,235,21779,1.80208408712642
U001889,Semmelweis University,Hungary,Semmelweis University,https://openalex.org/I101202996,54538,3303919,484,58658,3.46416806722689
U001890,Semnan University,Iran,Semnan University,https://openalex.org/I928334797,14204,460001,181,10884,3.844462215113954
U001892,Senshu University,Japan,Senshu University,https://openalex.org/I85283370,3400,39730,82,755,0.3952020202020202
U001893,Seoul National University,South Korea,Seoul National University,https://openalex.org/I139264467,242835,21249849,968,355747,3.682082290141244
U001894,Seoul National University of Science and Technology,South Korea,Seoul National University of Science and Technology,https://openalex.org/I118373667,17610,640428,215,13476,3.689291598023064
U001895,Setsunan University,Japan,Setsunan University,https://openalex.org/I102826571,5283,180851,135,4202,1.4551495016611296
U001897,SGH Warsaw School of Economics,Poland,SGH Warsaw School of Economics,https://openalex.org/I18193975,14085,91946,104,2079,1.308652604390874
U001899,Shahed University,Iran,Shahed University,https://openalex.org/I119025939,9862,208825,129,5138,2.3503480278422275
U001900,Shaheed Benazir Bhutto Women University Peshawar,Pakistan,Shaheed Benazir Bhutto Women University Peshawar,https://openalex.org/I112819271,2000,20368,61,498,1.7677725118483412
U001901,Shaheed Mohtarma Benazir Bhutto Medical University,Pakistan,Shaheed Mohtarma Benazir Bhutto Medical University,https://openalex.org/I3131820683,2469,14928,40,371,1.335619201290843
U001903,Shahid Bahonar University of Kerman,Iran,Shahid Bahonar University of Kerman,https://openalex.org/I115566878,17529,506709,176,11860,2.925776226345765
U001904,Shahid Beheshti University (SBU),"Iran, Islamic Republic of",Shahid Beheshti University,https://openalex.org/I48379061,41749,1256410,226,27863,3.358015149172979
U001905,Shahid Beheshti University of Medical Sciences,Iran,Shahid Beheshti University of Medical Sciences,https://openalex.org/I58048189,70387,2601269,330,60326,3.586276929405111
U001906,​Shahid Chamran University of Ahvaz,Iran,Shahid Chamran University of Ahvaz,https://openalex.org/I196051555,14756,355580,152,8963,2.556939848160405
U001907,Shahid Rajaee Teacher Training University,Iran,Shahid Rajaee Teacher Training University,https://openalex.org/I83123760,6447,153525,129,3659,2.974271012006861
U001909,Shahjalal University of Science and Technology,Bangladesh,Shahjalal University of Science and Technology,https://openalex.org/I133190216,8017,224680,147,4984,3.432805219012116
U001910,Shahrekord University,Iran,Shahrekord University,https://openalex.org/I127908078,9690,249960,139,5939,3.0106273568735
