university_id,university_name,country,openalex_name,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U003355,University of Victoria (UVic),Canada,University of Victoria,https://openalex.org/I212119943,75330,5877266,644,78171,3.945579906426989
U003356,University of Vienna,Austria,University of Vienna,https://openalex.org/I129774422,167448,10332907,775,146457,2.408501118568233
U003358,University of Virginia,United States,University of Virginia,https://openalex.org/I51556381,202863,17437929,1047,207386,3.216011688457648
U003359,University of Waikato,New Zealand,University of Waikato,https://openalex.org/I52179390,30713,1396555,360,20704,2.580127705964803
U003360,University of Wales,United Kingdom,University of Wales,https://openalex.org/I97429440,49195,3583176,549,48299,4.598149372108394
U003361,University of Wales Trinity Saint David,United Kingdom,University of Wales Trinity Saint David,https://openalex.org/I99434035,4594,74793,119,1130,2.2088607594936707
U003363,University of Warmia and Mazury in Olsztyn,Poland,University of Warmia and Mazury in Olsztyn,https://openalex.org/I47996466,30649,673780,192,17651,2.3460789338800616
U003364,University of Warsaw ,Poland,University of Warsaw,https://openalex.org/I4654613,108045,4390528,580,72619,2.173265662812584
U003365,University of Warwick,United Kingdom,University of Warwick,https://openalex.org/I39555362,139398,9045557,772,122032,3.72432915921288
U003366,University of Washington,United States,University of Washington,https://openalex.org/I201448701,520496,94036781,3571,599831,46.42043703751926
U003367,University of Waterloo,Canada,University of Waterloo,https://openalex.org/I151746483,155660,9544892,769,141152,4.218916580614551
U003368,University of West Attica,Greece,University of West Attica,https://openalex.org/I4210094138,11262,242494,135,5448,2.6259782315372853
U003370,University of West London,United Kingdom,University of West London,https://openalex.org/I177463362,6106,164253,161,2492,2.2795454545454548
U003371,University of Western Macedonia,Greece,University of Western Macedonia,https://openalex.org/I89506807,7169,201646,169,4132,3.884757505773672
U003372,University of Westminster,United Kingdom,University of Westminster,https://openalex.org/I94951947,18523,533399,247,8523,2.620417371686407
U003373,University of Winchester,United Kingdom,University of Winchester,https://openalex.org/I184461854,6217,96219,118,1752,1.658204895738894
U003374,University of Windsor,Canada,University of Windsor,https://openalex.org/I74413500,38420,1419960,312,27685,2.2766611492078503
U003375,University of Wisconsin-Madison,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,373515,43033253,1423,500582,3.69290787041541
U003376,University of Wisconsin Milwaukee ,United States,University of Wisconsin–Milwaukee,https://openalex.org/I43579087,49415,4990224,857,43761,6.363587612280466
U003378,University of Wollongong,Australia,University of Wollongong,https://openalex.org/I204824540,82476,5080677,573,76436,4.222354037793408
U003379,University of Wolverhampton,United Kingdom,University of Wolverhampton,https://openalex.org/I119664326,15871,569417,251,9588,3.516405667412379
U003380,University of Worcester,United Kingdom,University of Worcester,https://openalex.org/I808010,7261,175485,157,3243,2.291184327693678
U003381,University of Wrocław,Poland,University of Wrocław,https://openalex.org/I219388962,52880,1314169,299,29771,1.8665829388464883
U003383,University of Wuppertal,Germany,University of Wuppertal,https://openalex.org/I167360494,34334,4498006,553,53217,3.667149059334298
U003384,University of Würzburg,Germany,University of Würzburg,https://openalex.org/I25974101,108342,10315213,788,139509,3.602087867497879
U003385,University of Wyoming,United States,University of Wyoming,https://openalex.org/I12834331,44380,2547544,465,36935,2.7189503205128207
U003386,University of Yamanashi,Japan,University of Yamanashi,https://openalex.org/I66906201,25266,1296127,301,25838,2.091707061443731
U003387,University of York,United Kingdom,University of York,https://openalex.org/I52099693,101661,7478523,737,84506,2.7870639802571
U003388,University of Zagreb,Croatia,University of Zagreb,https://openalex.org/I181343428,109709,3346242,426,68772,2.1132404181184667
U003389,University of Zambia,Zambia,University of Zambia,https://openalex.org/I33278361,18702,431846,195,8827,1.482130550359358
U003390,University of Zanjan,Iran,University of Zanjan,https://openalex.org/I99861883,11069,297522,144,7679,3.012928891098956
U003392,University of Žilina,Slovakia,University of Žilina,https://openalex.org/I3122011922,14937,267098,117,7780,2.0991193554431327
U003393,University of Zimbabwe,Zimbabwe,University of Zimbabwe,https://openalex.org/I153455119,17365,564605,224,11055,1.4025307170364936
U003394,University of Zurich,Switzerland,University of Zurich,https://openalex.org/I202697423,201834,20606542,1112,251300,7.247293889921809
U003401,UNSW Sydney,Australia,UNSW Sydney,https://openalex.org/I31746571,272236,19920159,1038,277892,5.0060851926977685
U003403,Uppsala University,Sweden,Uppsala University,https://openalex.org/I123387679,203595,18098505,1036,234134,3.216954910438542
U003404,Ural Federal University,Russian Federation,Ural Federal University,https://openalex.org/I130823665,40094,704806,177,19304,3.306253770359944
U003406,Ural State Medical University,Russian Federation,Ural State Medical University,https://openalex.org/I4210093938,4639,42169,71,805,0.6857682619647355
U003407,Ural State University of Economics,Russian Federation,Ural State University of Economics,https://openalex.org/I4210102461,3764,25821,56,631,0.6577809798270894
U003408,Urgench State University,Uzbekistan,Urgench State University,https://openalex.org/I14916453,6034,14683,41,417,1.0926517571884984
U003409,Urmia University,Iran,Urmia University,https://openalex.org/I38476204,26332,764256,215,18279,3.46395431834404
U003410,Urmia University of Medical Sciences,Iran,Urmia University of Medical Sciences,https://openalex.org/I4391767979,8237,198352,141,4821,5.264520411549951
U003411,Urmia University of Technology,Iran,Urmia University of Technology,https://openalex.org/I143150842,3585,99432,109,2333,3.133609958506224
U003416,Üsküdar University,Turkey,Üsküdar University,https://openalex.org/I1281256770,5592,81003,113,1728,1.4678042498390214
U003418,Utah State University ,United States,Utah State University,https://openalex.org/I121980950,55913,3046628,520,46326,2.151409781540554
U003419,Utrecht University,Netherlands,Utrecht University,https://openalex.org/I193662353,235539,20315959,1083,252940,4.076969456564855
U003420,Utsunomiya University,Japan,Utsunomiya University,https://openalex.org/I207399273,13246,365650,194,7837,1.0223765432098766
U003421,Uzbek State University of Physical Culture and Sport,Uzbekistan,Uzbek State University of Physical Culture and Sport,https://openalex.org/I4405258933,0,0,0,0,0.0
U003423,Uzhhorod National University,Ukraine,Uzhhorod National University,https://openalex.org/I77443782,8369,68105,68,2010,0.8421900161030595
U003424,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),Ukraine,V.I. Vernadsky Crimean Federal University,https://openalex.org/I4210164656,3796,19159,53,437,0.5210669899969688
U003425,V. N. Karazin Kharkiv National University,Ukraine,V. N. Karazin Kharkiv National University,https://openalex.org/I8765205,23139,208175,104,5667,0.7356997754731103
U003426,Valahia University of Targoviste,Romania,Valahia University of Targoviste,https://openalex.org/I4210100492,4302,51901,77,1259,2.270687237026648
U003428,Vancouver Island University,Canada,Vancouver Island University,https://openalex.org/I28638086,2580,64183,98,1332,2.9537275064267354
U003429,Vanderbilt University,United States,Vanderbilt University,https://openalex.org/I200719446,172979,19497866,1104,220742,3.04712436887006
U003430,Varendra University,Bangladesh,Varendra University,https://openalex.org/I3132220783,930,8656,40,198,2.669483568075117
U003431,Varna University of Management,Bulgaria,Varna University of Management,https://openalex.org/I4210108054,490,15037,63,168,6.0
U003433,Vasyl` Stus Donetsk National University,Ukraine,Vasyl' Stus Donetsk National University,https://openalex.org/I146539003,3792,27207,63,612,0.6683937823834197
U003438,Victoria University ,Australia,Victoria University,https://openalex.org/I4210110573,2099,22233,69,383,1.2343470483005368
U003439,Victoria University of Wellington,New Zealand,Victoria University of Wellington,https://openalex.org/I41156924,62267,1945045,393,32885,2.3125917909870912
U003441,Vietnam National University (Ho Chi Minh City),Vietnam,Vietnam National University Ho Chi Minh City,https://openalex.org/I123565023,27862,650784,194,15618,2.1517014357103195
U003442,"Vietnam National University, Hanoi ",Vietnam,"Vietnam National University, Hanoi",https://openalex.org/I177233841,15496,327391,164,6963,1.9984824138546688
U003445,Vilnius Gediminas Technical University,Lithuania,Vilnius Gediminas Technical University,https://openalex.org/I167420956,16932,400379,189,8838,2.4953921769404053
U003446,Vilnius University ,Lithuania,Vilnius University,https://openalex.org/I173212132,41429,1642863,353,30348,2.337806726935819
U003448,Virginia Commonwealth University,United States,Virginia Commonwealth University,https://openalex.org/I184840846,87303,7147145,741,92798,2.6744733039884414
U003450,Virtual University of Tunis,Tunisia,Virtual University of Tunis,https://openalex.org/I4210099802,143,656,12,15,1.7222222222222223
U003451,Visayas State University,Philippines,Visayas State University,https://openalex.org/I146748744,1970,20825,60,427,0.637372802960222
U003453,Visvesvaraya Technological University,India,Visvesvaraya Technological University,https://openalex.org/I65674248,11110,189962,142,4141,1.7354250802526665
U003455,Vita-Salute San Raffaele University,Italy,Vita-Salute San Raffaele University,https://openalex.org/I154387261,43631,4554310,596,62829,4.247578330542932
U003456,Vitebsk State Medical University,Belarus,Vitebsk State Medical University,https://openalex.org/I4210116198,1561,7546,38,173,0.4561664190193165
U003457,Volgograd State Medical University,Russian Federation,Volgograd State Medical University,https://openalex.org/I155623535,4790,45294,62,921,0.6514864010120177
U003458,Volgograd State Technical University,Russian Federation,Volgograd State Technical University,https://openalex.org/I4210140902,7512,56994,52,1383,0.4606223588167499
U003459,Volgograd State University,Russian Federation,Volgograd State University,https://openalex.org/I65322002,5523,29696,53,666,0.7970660146699267
U003460,Voronezh State Technical University,Russian Federation,Voronezh State Technical University,https://openalex.org/I4210106257,4840,34420,47,910,0.9871794871794872
U003461,Voronezh State University,Russia,Voronezh State University,https://openalex.org/I71305448,12845,157442,93,4287,0.9149863760217984
U003462,Vrije Universiteit Amsterdam,Netherlands,Vrije Universiteit Amsterdam,https://openalex.org/I865915315,134970,11551693,941,135924,3.602060649519748
U003463,Vrije Universiteit Brussel (VUB),Belgium,Vrije Universiteit Brussel,https://openalex.org/I13469542,91209,6903960,673,96953,3.2199381078691425
U003464,VSB - Technical University of Ostrava,Czech Republic,VSB - Technical University of Ostrava,https://openalex.org/I142208455,22815,481967,178,12372,3.220016177660122
