year,country,region,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
2016,Czech Republic,Europe,574.33,9,344.0,25.84,26.53,27.51,9.44
2020,Ukraine,Europe,888.75,10,491.0,25.32,27.02,26.73,9.95
2020,Montenegro,Other,1276.0,1,1276.0,15.4,11.64,12.5,2.0
2017,Malaysia,Asia,512.73,11,133.0,32.23,31.0,33.81,105.58
2024,Oman,Asia,454.0,1,454.0,25.2,16.7,18.4,4.0
2024,Bolivia,Latin America,1300.5,3,1300.5,11.23,6.0,1.27,15.31
2020,Bangladesh,Asia,900.5,2,900.5,25.92,25.22,31.34,0.16
2021,New Zealand,Oceania,278.2,10,81.0,40.6,36.78,40.73,21.15
2023,Cyprus,Europe,578.67,3,473.0,33.96,32.69,47.21,27.0
2023,"Iran, Islamic Republic Of",Asia,623.67,6,380.0,32.58,10.28,70.43,1.5
2021,Thailand,Asia,1000.37,19,208.0,22.55,22.26,23.59,2.13
2021,Croatia,Europe,934.0,3,900.5,30.64,31.57,29.06,1.33
2026,Azerbaijan,Asia,963.0,9,688.0,38.93,17.37,1.61,18.11
2025,Uzbekistan,Asia,968.7,5,547.0,36.09,29.45,20.16,11.88
2022,Saudi Arabia,Asia,666.45,22,109.0,38.64,39.11,39.5,124.49
2025,Sri Lanka,Asia,1552.92,6,975.5,22.11,14.38,10.06,0.67
2021,Uganda,Africa,1001.0,1,1001.0,40.11,52.0,40.94,8.84
2024,Croatia,Europe,1164.25,4,755.5,28.08,8.07,3.82,8.48
2024,Kuwait,Asia,808.83,3,675.5,49.97,14.0,3.27,19.22
2020,Costa Rica,Latin America,732.88,4,515.5,42.23,39.79,41.79,9.66
2018,Romania,Europe,861.0,7,725.5,18.89,18.13,19.32,7.77
2016,Lithuania,Europe,651.0,1,651.0,21.48,23.37,21.43,4.0
2023,Austria,Europe,448.94,17,151.0,43.36,33.64,33.25,28.4
2023,Oman,Asia,385.0,1,385.0,29.3,15.0,14.3,4.0
2022,Uruguay,Latin America,654.0,4,469.0,37.35,39.49,38.35,2.44
2019,Georgia,Asia,1229.0,1,1229.0,12.34,11.98,13.69,2.0
2021,Cuba,Latin America,799.17,3,498.0,35.16,34.69,34.18,2081.91
2021,Iceland,Europe,365.5,2,324.0,44.98,65.22,43.89,10.5
2018,Bulgaria,Europe,870.75,2,725.5,24.56,22.74,20.83,6.29
2021,Slovakia,Europe,1010.0,7,675.5,22.95,21.89,22.78,3.06
2017,Lebanon,Asia,466.33,3,228.0,41.3,45.05,43.13,11.1
2025,Lebanon,Asia,723.86,7,250.0,44.93,18.77,9.17,18.3
2017,Jordan,Asia,731.2,5,575.5,25.87,27.1,24.7,13.24
2024,Mauritius,Other,1270.0,1,1270.0,26.94,25.1,30.35,1.0
2026,Zambia,Other,1781.0,1,1781.0,22.65,20.0,21.63,5.0
2017,Norway,Europe,285.86,8,113.0,46.41,45.27,47.05,12.18
2023,Botswana,Other,1116.0,1,1116.0,26.7,21.71,20.47,4.0
2016,Denmark,Europe,193.33,6,82.0,49.94,50.25,55.77,16.83
2017,Bahrain,Asia,583.25,2,465.5,40.5,40.34,28.91,46.01
2026,Cuba,Americas,1229.0,3,825.5,43.03,17.19,9.33,19.81
2023,Ireland,Europe,397.09,11,98.0,42.42,36.98,31.73,25.61
2020,Greece,Europe,743.45,10,454.0,30.28,26.79,31.73,3.18
2018,Slovakia,Europe,852.83,3,725.5,19.62,20.56,17.99,1.67
2026,South Korea,Asia,939.71,7,71.0,41.4,41.43,43.8,9.14
2019,New Zealand,Oceania,256.33,9,85.0,41.02,44.78,36.46,21.29
2022,Brunei,Asia,297.0,2,250.0,35.15,33.94,29.74,18.61
2025,Tunisia,Africa,1264.92,12,775.5,35.36,19.6,19.27,10.51
2026,Nepal,Other,1673.0,1,1673.0,24.44,19.3,23.21,0.0
2016,Norway,Europe,268.5,4,137.0,44.66,38.69,45.04,12.25
2025,Iceland,Europe,707.5,2,547.0,29.77,22.64,26.27,9.0
2021,Sri Lanka,Asia,1001.0,2,1001.0,32.67,32.82,35.28,0.56
2017,Czech Republic,Europe,730.92,13,302.0,19.79,20.16,18.45,8.32
2022,Bulgaria,Europe,1207.17,3,595.5,31.92,31.71,36.24,7.52
2025,Lithuania,Europe,809.5,6,439.0,32.02,15.02,10.38,15.49
2021,Kenya,Africa,1001.0,1,1001.0,31.45,39.15,37.68,0.0
2018,"Iran, Islamic Republic Of",Asia,620.5,5,475.5,27.25,29.79,26.98,1.51
2020,Oman,Asia,379.0,1,379.0,28.9,29.15,25.91,3.63
2021,Switzerland,Europe,222.97,16,6.0,57.5,58.29,58.72,31.59
2019,Iceland,Europe,311.0,2,296.0,45.91,45.36,49.91,9.0
2023,Israel,Asia,612.91,11,223.0,34.62,27.26,45.2,11.6
2023,Tanzania,Other,1032.5,2,463.0,29.78,27.75,28.48,1.5
2019,"Iran, Islamic Republic Of",Asia,680.33,6,432.0,26.12,24.63,27.76,1.47
2026,Peru,Americas,1437.58,14,345.0,23.27,18.84,8.9,7.77
2024,Sudan,Africa,1300.5,2,1300.5,16.35,5.15,1.85,14.69
2018,Kazakhstan,Asia,532.5,8,236.0,42.96,41.2,45.07,1158.35
2026,Bosnia And Herzegovina,Europe,1300.5,1,1300.5,20.14,5.0,2.9,3.0
2020,Croatia,Europe,767.25,2,759.0,24.88,28.98,23.51,1.48
2026,Ethiopia,Africa,875.5,1,875.5,60.0,7.8,2.5,25.88
2023,Bulgaria,Europe,1251.67,3,572.0,33.63,15.31,10.43,15.53
2018,Costa Rica,Latin America,757.67,3,415.5,32.53,33.74,37.27,9.28
2023,Serbia,Europe,1327.75,4,1160.0,28.75,8.38,3.92,7.92
2020,Tunisia,Africa,1140.17,6,1054.0,18.68,20.33,18.56,1.0
2019,Pakistan,Asia,881.75,14,397.0,24.39,23.71,23.99,360.23
2017,Iraq,Asia,663.25,2,625.5,32.35,29.72,27.23,71.77
2026,Guatemala,Americas,1300.5,1,1300.5,40.6,6.5,1.4,28.46
2026,Armenia,Asia,1100.5,1,1100.5,17.86,8.7,1.9,3.0
2020,Estonia,Europe,609.0,3,301.0,27.77,33.1,28.01,9.05
2017,Croatia,Europe,675.5,1,675.5,17.75,15.85,17.79,0.97
2018,Switzerland,Europe,197.68,14,10.0,60.69,57.73,61.15,28.06
2018,Russian Federation,Europe,886.55,11,322.0,19.55,18.9,17.27,9.73
2025,Hungary,Europe,900.23,13,274.0,32.91,17.1,12.25,17.65
2020,Hong Kong,Asia,87.67,3,35.0,67.15,67.21,64.76,33.67
2017,Ireland,Europe,365.38,12,98.0,41.62,40.52,40.76,20.75
2016,Greece,Europe,540.29,7,356.0,27.47,25.44,29.96,6.29
2022,Northern Cyprus,Not Classified,728.5,2,584.0,34.53,35.54,34.34,82.0
2022,Estonia,Europe,755.25,4,300.0,30.87,32.94,34.39,12.18
2021,Belarus,Europe,739.5,3,317.0,36.13,34.78,35.37,10.21
2023,Cuba,Latin America,962.0,5,468.0,37.41,12.68,3.78,15.93
2016,Israel,Asia,370.0,6,178.0,37.65,38.34,39.51,3.5
2020,Northern Cyprus,Not Classified,908.0,1,908.0,25.14,26.59,18.71,83.0
2019,Serbia,Europe,900.5,1,900.5,24.13,28.24,21.19,4.62
2026,Panama,Americas,1300.5,2,1300.5,20.8,9.0,1.2,22.5
2024,Dominican Republic,Americas,1200.5,2,1100.5,36.95,3.15,1.3,25.29
2022,Nepal,Other,855.0,1,855.0,30.72,36.14,40.18,0.0
2024,Nepal,Other,1401.0,1,1401.0,24.7,27.46,28.21,0.0
2025,Azerbaijan,Asia,1058.83,3,975.5,26.85,11.07,1.23,9.8
2024,Iceland,Europe,978.25,2,656.0,42.76,23.95,47.36,11.0
2025,South Africa,Africa,798.44,17,171.0,35.61,23.17,27.02,8.29
2023,Guatemala,Americas,1322.0,1,1322.0,26.5,7.6,1.0,30.66
2016,Pakistan,Asia,601.5,2,564.0,23.96,21.71,19.26,1.5
2021,"Palestinian Territory, Occupied",Asia,1001.0,2,1001.0,34.4,33.45,31.57,8.21
2025,Kuwait,Asia,772.17,3,615.5,44.7,17.47,3.8,16.91
2025,Zambia,Other,1747.0,1,1747.0,21.09,18.08,25.81,2.0
2023,Slovenia,Europe,934.0,3,645.0,24.78,9.8,8.17,11.0
2020,Hong Kong Sar,Asia,157.5,7,25.0,67.16,66.75,68.12,39.02
2018,Austria,Europe,418.46,14,154.0,43.07,41.32,43.54,24.14
2023,Macau Sar,Asia,444.5,2,305.0,43.61,6.45,63.65,65.0
2021,Azerbaijan,Asia,1001.0,2,1001.0,34.4,36.37,30.65,1.83
2022,Ghana,Africa,867.17,3,346.0,31.23,32.5,30.19,0.79
2019,Israel,Asia,390.67,10,154.0,35.68,38.57,36.82,412.76
2017,"Iran, Islamic Republic Of",Asia,546.6,5,435.5,24.64,25.46,25.24,1.54
2017,Pakistan,Asia,732.95,11,525.5,23.95,25.76,24.9,922.47
2019,Lebanon,Asia,526.7,5,237.0,38.84,36.92,40.21,12.66
2021,Estonia,Europe,620.33,3,285.0,28.56,26.17,25.65,11.44
2024,Bulgaria,Europe,1278.88,4,745.5,32.81,20.43,16.58,22.58
2026,Mauritius,Other,1344.0,1,1344.0,29.56,39.67,27.44,7.0
2021,Ghana,Africa,1001.0,1,1001.0,23.8,21.58,26.11,1.52
2025,Ethiopia,Africa,1052.25,2,775.5,45.61,17.4,13.58,14.56
2020,Portugal,Europe,658.37,15,338.0,29.99,30.61,30.33,10.28
2016,Luxembourg,Europe,193.0,1,193.0,49.4,52.88,52.12,52.0
2025,"Palestinian Territory, Occupied",Asia,1092.17,3,875.5,41.47,7.03,2.27,21.9
2025,Oman,Asia,731.25,2,362.0,39.55,11.5,15.45,15.37
2024,Hong Kong,Asia,58.67,3,35.0,74.65,76.75,74.92,32.67
2020,Luxembourg,Europe,203.0,1,203.0,53.67,50.3,53.8,49.0
2018,Uruguay,Latin America,625.5,2,525.5,43.3,57.98,43.74,3.25
2024,Azerbaijan,Asia,1167.17,3,1100.5,29.97,8.2,1.23,12.54
2024,Montenegro,Other,1693.0,1,1693.0,18.78,17.95,23.78,2.0
2024,Kenya,Africa,1200.5,2,1100.5,28.29,8.35,1.5,8.69
2016,Morocco,Africa,784.0,1,784.0,14.67,13.34,15.34,1.0
2023,Dominican Republic,Americas,1052.5,2,842.0,41.5,4.15,1.15,24.72
2016,Ghana,Africa,679.0,1,679.0,20.17,17.47,17.87,2.0
2022,Venezuela,Latin America,1004.58,6,725.5,40.64,40.1,30.52,317.85
2022,Peru,Latin America,971.0,9,395.0,29.32,28.35,28.02,125.99
2022,Ethiopia,Africa,450.0,1,450.0,42.36,44.24,45.7,0.0
2026,Montenegro,Other,1910.0,1,1910.0,19.65,22.27,18.49,2.0
2019,Peru,Latin America,789.88,4,555.5,28.98,27.07,31.44,7.42
2019,Bahrain,Asia,900.5,1,900.5,28.4,28.11,26.57,17.94
2026,Palestine,Asia,1169.25,4,975.5,35.09,11.38,3.92,22.29
2018,Iraq,Asia,575.5,2,525.5,47.85,45.16,55.73,71.77
2026,Israel,Asia,610.8,10,223.0,38.9,30.0,49.3,10.72
2022,Singapore,Asia,179.5,3,11.0,84.57,92.72,76.73,16.4
2021,Nigeria,Africa,858.67,6,503.0,29.49,27.49,29.88,0.33
2024,Syrian Arab Republic,Asia,1300.5,1,1300.5,31.7,5.1,1.2,20.37
2023,Hong Kong Sar,Asia,160.14,7,21.0,70.27,59.2,69.47,39.36
2020,Peru,Latin America,849.2,5,474.0,30.22,27.81,32.97,2.24
2025,Montenegro,Other,1830.0,1,1830.0,19.38,22.43,21.93,2.0
2017,Ghana,Africa,701.0,1,701.0,22.67,22.12,23.68,1.6
2018,Sri Lanka,Asia,775.5,1,775.5,16.62,13.41,15.04,0.47
2021,Kuwait,Asia,900.5,3,900.5,35.52,36.11,33.85,13.73
2023,Estonia,Europe,707.67,3,300.0,31.92,15.67,10.87,15.33
2026,Yemen,Other,1097.0,1,1097.0,33.78,37.28,37.49,1.0
2019,Tunisia,Africa,1019.0,3,949.0,18.46,14.81,17.56,1.0
2020,Vietnam,Asia,968.6,5,725.5,28.29,26.4,26.33,1.14
2021,Costa Rica,Latin America,738.38,4,575.5,45.38,43.26,47.61,7.84
2025,Macau Sar,Asia,354.5,2,245.0,33.5,8.15,77.75,69.5
2019,Cuba,Latin America,515.5,1,515.5,59.0,67.17,67.41,4696.87
2024,Honduras,Latin America,709.36,1,101.0,1.0,4.1,1.0,2.79
2018,Brunei,Asia,349.0,1,349.0,33.8,27.51,28.56,22.28
2024,Lithuania,Europe,836.67,6,473.0,29.79,13.58,9.65,14.93
2019,Sri Lanka,Asia,900.5,1,900.5,16.82,12.08,17.71,0.36
2018,Lebanon,Asia,452.0,3,235.0,47.13,48.61,43.65,10.91
2024,Lebanon,Asia,727.44,9,226.0,45.95,14.26,6.95,21.87
2024,Belarus,Europe,837.67,3,387.0,38.87,15.7,1.2,25.22
2019,Puerto Rico,Latin America,900.5,1,900.5,28.4,25.83,24.17,0.93
2019,Bangladesh,Asia,900.5,2,900.5,28.4,30.6,28.3,70.63
2022,Tanzania,Other,1496.0,1,1496.0,16.46,17.76,19.83,0.0
2017,Kuwait,Asia,701.0,1,701.0,22.72,26.73,16.95,14.01
2025,Kyrgyzstan,Asia,1033.83,3,875.5,50.6,13.0,1.23,22.62
2026,"Hong Kong Sar, China",Asia,274.33,9,11.0,71.12,57.76,71.59,39.91
2019,Slovakia,Europe,889.12,4,775.5,20.39,20.11,19.58,1.9
2022,Bosnia And Herzegovina,Europe,1201.0,1,1201.0,27.7,32.18,25.7,3.34
2026,Namibia,Other,1891.0,1,1891.0,20.29,22.04,20.21,3.0
2021,Hong Kong,Asia,75.0,3,39.0,68.14,70.76,73.03,34.33
2023,Hong Kong,Asia,51.67,3,31.0,72.53,76.67,66.16,31.33
2026,Senegal,Other,1989.0,1,1989.0,18.03,19.18,17.63,5.0
2018,Estonia,Europe,469.75,2,314.0,30.31,28.23,25.93,7.93
2020,Nigeria,Africa,753.75,4,488.0,30.62,33.25,29.85,0.5
2017,Georgia,Asia,976.0,1,976.0,10.62,12.47,8.11,2.0
2021,Paraguay,Latin America,1001.0,1,1001.0,34.4,37.83,32.37,1.03
2016,Romania,Europe,698.25,4,576.0,19.36,19.54,19.02,2.75
2017,Singapore,Asia,153.5,3,12.0,79.5,73.78,72.83,16.13
2017,Slovenia,Europe,663.25,2,625.5,25.56,20.53,26.66,3.08
2023,Kuwait,Asia,868.33,3,704.0,49.16,11.37,3.3,21.75
2020,Paraguay,Latin America,900.5,1,900.5,35.5,37.55,42.37,1.03
2026,Sri Lanka,Asia,1682.83,6,1100.5,23.6,12.05,10.93,0.67
2026,Slovakia,Europe,1262.85,10,684.0,33.26,14.92,15.66,19.95
2021,Macau Sar,Asia,546.25,2,367.0,40.14,39.04,40.49,0.06
2025,Luxembourg,Europe,355.0,1,355.0,32.1,9.2,25.2,52.0
2024,Estonia,Europe,704.67,3,358.0,34.42,15.33,9.07,13.33
2018,Morocco,Africa,925.88,4,892.0,17.82,16.94,19.96,2.5
2024,"Palestinian Territory, Occupied",Asia,1167.17,3,1100.5,35.24,5.63,2.17,21.54
2017,Uganda,Africa,701.0,1,701.0,36.76,35.28,31.13,7.2
2023,Bolivia,Latin America,1387.0,3,1333.0,22.9,4.57,1.3,15.62
2024,Kosovo,Other,1857.0,1,1857.0,14.35,15.33,16.28,1.0
2022,Lithuania,Europe,726.7,5,400.0,25.26,25.96,25.12,7.57
2025,North Macedonia,Other,1770.0,1,1770.0,20.62,18.53,19.86,1.0
2022,Macau Sar,Asia,498.75,2,322.0,41.09,38.85,40.42,0.06
2019,Oman,Asia,450.0,1,450.0,25.7,26.78,26.54,3.25
2018,Slovenia,Europe,788.0,2,675.5,27.88,23.8,27.33,3.26
2021,Morocco,Africa,1109.33,6,819.0,23.66,25.72,24.7,2.5
2026,Fiji,Other,1116.0,1,1116.0,33.41,31.2,30.74,19.0
2018,Kuwait,Asia,675.5,1,675.5,22.69,23.94,22.23,13.87
2024,Mozambique,Other,1253.0,1,1253.0,27.21,30.36,27.07,0.0
2026,Northern Cyprus,Asia,691.88,4,483.0,43.26,23.99,30.69,71.48
2023,Sri Lanka,Asia,1278.0,2,1180.0,39.61,8.7,2.45,0.5
2026,North Macedonia,Other,1860.0,1,1860.0,21.0,16.92,22.26,0.0
2020,Cyprus,Europe,390.0,2,329.0,43.14,44.76,45.83,9.5
2024,Brunei,Asia,456.0,2,387.0,25.35,17.35,8.4,15.98
2019,Croatia,Europe,780.75,2,661.0,24.88,19.29,23.05,1.49
2021,Slovenia,Europe,763.0,2,625.5,26.84,25.12,25.63,3.74
2018,Oman,Asia,455.5,1,455.5,20.92,14.42,21.88,3.25
2026,Honduras,Americas,709.36,1,101.0,1.0,7.9,1.3,12.63
2018,Bangladesh,Asia,725.5,1,725.5,14.8,13.27,14.15,0.08
2023,Brunei,Asia,299.5,2,258.0,34.85,15.55,8.05,18.89
2018,Tunisia,Africa,1020.0,2,1002.0,14.82,13.11,14.56,1.0
2025,Rwanda,Other,1856.0,1,1856.0,18.76,14.7,20.33,3.0
2023,Costa Rica,Latin America,897.2,5,518.0,45.79,16.78,15.32,19.01
2017,Cyprus,Asia,400.5,2,361.0,37.92,39.15,31.16,7.0
2026,Syrian Arab Republic,Asia,1300.5,1,1300.5,13.88,8.0,1.5,7.0
2025,Honduras,Americas,1300.5,1,1300.5,37.8,5.1,1.0,32.18
2022,Syrian Arab Republic,Asia,1201.0,1,1201.0,27.7,26.08,31.37,1.26
2018,Macau Sar,Asia,525.5,1,525.5,40.01,39.47,40.5,0.04
2024,Jamaica,Other,1136.0,1,1136.0,29.61,33.85,29.35,1.0
2026,Georgia,Asia,1189.0,3,975.5,21.14,15.2,26.0,4.33
2022,Iceland,Europe,373.5,2,304.0,45.12,47.64,49.58,9.5
2021,Singapore,Asia,179.83,3,11.0,82.53,90.91,82.25,16.64
2023,Montenegro,Other,1617.0,1,1617.0,16.28,13.59,18.05,2.0
2023,Philippines,Asia,929.0,5,414.0,30.02,18.1,4.51,5.1
2026,Costa Rica,Americas,1379.8,6,499.0,21.68,19.63,8.17,9.69
2016,Qatar,Asia,649.0,1,649.0,21.62,20.56,17.56,42.0
2023,Malta,Europe,975.0,1,975.0,32.54,4.7,6.8,13.0
2026,Paraguay,Americas,1300.5,1,1300.5,21.22,7.6,1.2,1.0
2024,Malta,Europe,875.5,1,875.5,34.64,5.3,6.5,14.0
2023,Azerbaijan,Asia,1022.0,2,1021.0,29.49,7.55,1.2,11.15
2026,Latvia,Europe,1090.4,5,765.5,32.69,12.43,12.11,21.79
2023,Kenya,Africa,1173.0,1,1173.0,37.14,9.4,1.9,2.0
2020,Singapore,Asia,166.33,3,11.0,69.5,73.29,64.07,16.25
2024,Tanzania,Other,1363.5,2,1094.0,25.35,26.38,27.11,1.0
2016,Singapore,Asia,40.5,2,26.0,73.7,75.86,63.92,33.5
2022,Fiji,Other,1102.0,1,1102.0,24.54,20.11,23.92,1.0
2023,Uganda,Africa,1246.0,1,1246.0,30.82,9.4,4.6,3.0
2023,Belarus,Europe,690.67,3,289.0,45.63,13.9,1.23,24.87
2023,Paraguay,Latin America,1131.0,1,1131.0,37.1,5.7,1.1,18.14
2021,Oman,Asia,375.0,1,375.0,29.1,31.13,20.91,3.43
2016,Egypt,Africa,759.33,3,750.0,16.18,17.54,17.48,1.0
2017,Serbia,Europe,701.0,1,701.0,18.51,19.81,18.7,4.64
2018,Puerto Rico,Latin America,900.5,1,900.5,18.4,18.04,18.31,0.93
2018,Croatia,Europe,611.75,2,598.0,24.87,21.21,26.01,0.95
2019,Philippines,Asia,715.12,4,384.0,30.91,28.95,29.47,833.65
2023,Panama,Americas,1228.0,2,1137.0,31.75,7.6,1.05,17.13
2020,Tanzania,Other,1215.0,1,1215.0,16.84,15.29,20.02,0.0
2026,Uganda,Africa,1100.5,1,1100.5,36.86,13.4,6.5,4.0
2021,Montenegro,Other,1422.0,1,1422.0,15.24,13.64,14.71,2.0
2021,Luxembourg,Europe,224.0,1,224.0,51.77,54.52,66.88,51.0
2019,Vietnam,Asia,813.0,2,725.5,35.35,31.52,37.17,1.0
2025,Costa Rica,Americas,1175.5,5,497.0,33.92,16.09,4.72,19.0
2025,Kenya,Africa,1113.0,2,925.5,21.0,8.5,1.55,3.5
2024,Uruguay,Latin America,783.0,4,655.5,58.88,16.92,1.27,26.42
2019,Macau Sar,Asia,443.0,1,443.0,26.0,28.91,26.44,0.04
2023,Namibia,Other,603.0,1,603.0,39.22,39.61,42.87,3.0
2022,Croatia,Europe,1044.38,4,775.5,25.15,22.08,27.81,6.47
2017,Oman,Asia,455.5,1,455.5,21.24,19.64,18.73,3.25
2019,Slovenia,Europe,788.0,2,675.5,26.66,25.8,25.5,3.42
2024,Cyprus,Europe,539.33,3,368.0,37.67,29.7,57.4,27.33
2017,Slovakia,Europe,773.25,2,675.5,18.86,19.25,20.08,1.01
2021,Georgia,Asia,625.5,1,625.5,13.2,15.91,14.84,3.26
2026,Dominican Republic,Americas,1300.5,2,1300.5,20.8,3.95,1.8,17.82
2017,Nigeria,Africa,857.0,1,857.0,16.52,19.58,16.12,1.0
2020,Sri Lanka,Asia,950.75,2,900.5,27.86,27.42,28.65,0.61
2024,Kyrgyzstan,Asia,875.5,1,875.5,54.0,13.0,1.6,20.54
2019,Cyprus,Europe,373.0,2,348.0,42.89,44.91,40.8,9.0
2021,Jamaica,Other,564.0,1,564.0,37.78,35.49,44.73,1.0
2026,Tanzania,Other,1773.5,2,1645.0,22.42,20.75,24.18,3.0
2025,Brunei,Asia,473.5,2,385.0,26.3,17.8,9.9,8.5
2021,Ecuador,Latin America,929.92,6,775.5,39.07,36.35,41.42,4.8
2019,Ghana,Africa,951.0,1,951.0,20.28,16.12,10.65,2.0
2018,Cyprus,Europe,383.0,2,355.0,40.88,40.8,37.92,8.5
2025,Paraguay,Americas,1403.75,2,1100.5,34.65,14.77,11.0,13.74
2026,Estonia,Europe,640.83,3,362.0,34.23,18.63,17.5,12.0
2021,Bolivia,Latin America,1001.0,2,1001.0,34.4,24.67,36.94,1.68
2023,Mauritius,Other,1113.0,1,1113.0,26.74,32.85,29.31,1.0
2023,Qatar,Asia,209.0,1,209.0,42.6,24.4,36.9,35.0
2025,Fiji,Other,965.0,1,965.0,35.02,24.28,36.87,18.0
2025,Mozambique,Other,1347.0,1,1347.0,27.97,26.83,34.46,1.0
2026,Botswana,Other,1347.5,2,1197.0,29.72,28.52,30.23,7.5
2016,Estonia,Europe,471.5,2,363.0,31.22,31.27,36.06,4.0
2026,Macao,Asia,766.0,1,766.0,39.72,45.87,40.78,64.0
2026,Malta,Europe,745.5,1,745.5,36.79,9.3,10.1,18.0
2025,Mongolia,Other,1992.0,1,1992.0,15.4,19.37,16.66,2.0
2017,Iceland,Europe,245.0,1,245.0,46.79,49.74,28.01,8.0
2022,Azerbaijan,Asia,1100.5,2,1100.5,23.53,26.28,25.61,1.87
2019,Azerbaijan,Asia,900.5,1,900.5,28.4,27.56,33.25,1.57
2022,Georgia,Asia,889.75,2,575.5,18.01,21.42,16.18,2.57
2025,Armenia,Asia,925.5,1,925.5,16.24,7.0,1.3,3.0
2025,Bosnia And Herzegovina,Europe,1100.5,1,1100.5,18.66,4.4,1.9,4.0
2016,United Arab Emirates,Asia,654.0,2,588.0,21.68,23.1,20.15,54.0
2023,Sudan,Africa,1395.0,2,1380.0,22.45,4.55,1.9,26.68
2021,Qatar,Asia,245.0,1,245.0,37.9,33.76,34.67,36.3
2025,Botswana,Other,1314.0,2,1270.0,28.6,30.77,26.16,7.5
2025,Hong Kong,Asia,35.0,1,35.0,79.61,91.2,45.66,45.0
2024,Georgia,Asia,1200.17,3,825.5,22.85,13.66,15.04,3.0
2016,Ukraine,Europe,783.0,2,766.0,14.89,12.44,15.14,12.0
2016,Argentina,Latin America,799.0,1,799.0,14.07,9.72,14.3,2.0
2016,Iceland,Europe,224.0,1,224.0,46.64,41.43,54.19,8.0
2019,Jamaica,Other,595.0,1,595.0,33.66,40.74,34.16,4.0
2025,Zimbabwe,Other,1595.0,1,1595.0,23.71,29.15,25.45,0.0
2023,Zimbabwe,Other,1101.0,1,1101.0,26.94,24.48,33.77,0.0
2026,Puerto Rico,Americas,1100.5,1,1100.5,49.8,14.8,3.5,19.41
2016,Latvia,Europe,713.0,1,713.0,19.18,17.94,20.2,3.0
2023,Fiji,Other,1011.0,1,1011.0,29.47,30.68,27.66,1.0
2016,Lebanon,Asia,505.0,1,505.0,29.17,34.3,29.61,25.0
2018,Northern Cyprus,Not Classified,634.0,1,634.0,29.18,33.55,29.45,84.0
2021,Syrian Arab Republic,Asia,1001.0,1,1001.0,34.4,38.1,33.06,1.26
2022,Paraguay,Latin America,1100.5,1,1100.5,33.8,36.63,40.09,1.03
2019,Nepal,Other,974.0,1,974.0,19.69,22.66,22.84,0.0
2017,Northern Cyprus,Not Classified,776.0,1,776.0,19.71,17.17,18.91,34.0
2024,Armenia,Asia,1100.5,1,1100.5,21.1,7.0,1.4,2.0
2025,Malta,Europe,755.5,1,755.5,36.03,6.1,7.2,17.0
2025,Guatemala,Americas,1300.5,1,1300.5,37.8,10.2,1.0,22.53
2019,Belarus,Europe,627.25,2,354.0,29.6,22.47,25.27,12.41
2024,Luxembourg,Europe,381.0,1,381.0,29.1,9.1,28.6,49.0
2024,Botswana,Other,1216.0,2,1201.0,27.94,28.92,26.43,6.0
2026,"Macao Sar, China",Asia,550.17,3,285.0,46.57,10.5,60.8,56.71
2019,Hong Kong,Asia,83.33,3,36.0,67.94,65.05,76.71,33.67
2022,Bolivia,Latin America,1201.0,2,1201.0,27.7,28.49,26.41,1.68
2023,Honduras,Latin America,1418.0,1,1418.0,21.2,4.6,1.0,19.2
2016,Kenya,Africa,751.0,1,751.0,16.77,16.65,17.18,1.0
2020,Macao,Asia,284.0,1,284.0,48.09,47.17,48.78,79.0
2020,Slovenia,Europe,685.5,2,595.5,26.26,27.43,26.02,3.55
2022,Sudan,Africa,1201.0,2,1201.0,27.7,23.97,27.21,1.4
2020,Nepal,Other,1126.0,1,1126.0,19.02,16.7,12.61,0.0
2022,Panama,Latin America,1050.75,2,900.5,36.75,28.14,39.7,2433.67
2022,Jamaica,Other,472.0,1,472.0,41.66,36.11,43.22,1.0
2022,Oman,Asia,368.0,1,368.0,30.4,26.42,27.6,3.67
2016,Bangladesh,Asia,769.0,1,769.0,15.44,15.64,10.75,5.0
2025,Democratic Republic Of The Congo,Other,1656.0,1,1656.0,22.83,15.88,23.59,1.0
2017,Morocco,Africa,901.0,3,843.0,14.63,11.71,16.3,1.67
2020,Qatar,Asia,276.0,1,276.0,35.8,45.78,34.62,20.51
2020,Georgia,Asia,1365.0,1,1365.0,12.92,16.11,12.28,2.0
2019,Uganda,Africa,567.0,1,567.0,34.62,33.51,32.91,8.0
2017,Latvia,Europe,781.75,2,675.5,16.64,18.46,17.21,6.99
2020,Ghana,Africa,983.0,1,983.0,22.67,20.86,20.22,1.0
2022,Armenia,Asia,900.5,1,900.5,45.8,38.31,42.98,3.68
2024,Bosnia And Herzegovina,Europe,1300.5,1,1300.5,16.57,4.2,2.0,0.0
2018,Ecuador,Latin America,813.0,2,725.5,26.3,23.08,27.94,1.32
2022,Cyprus,Asia,550.33,3,440.0,33.93,28.88,28.31,26.42
2025,Dominican Republic,Americas,1300.5,2,1300.5,37.8,2.9,1.3,21.77
2023,Northern Cyprus,Not Classified,581.5,2,518.0,39.83,35.91,42.47,79.5
2019,Tanzania,Other,1091.0,1,1091.0,16.6,15.03,16.85,0.0
