year,Rank,Name,Country,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2020,1001+,Assiut University,Egypt,"87,471",19.7,1%,45 : 55,
2020,1001+,Austral University of Chile,Chile,"15,575",17.7,2%,50 : 50,
2020,1001+,Universidad Autónoma del Estado de Hidalgo,Mexico,"34,995",18.2,1%,57 : 43,
2020,1001+,Universidad Autónoma del Estado de Mexico (UAEMex),Mexico,"57,588",22.2,1%,58 : 42,
2020,1001+,Universidad Autónoma de Nuevo León (UANL),Mexico,"207,520",54.1,0%,,
2020,1001+,Universidad Autónoma de Querétaro,Mexico,"22,058",39.9,1%,56 : 44,
2020,1001+,Universidad Autónoma de Yucatán,Mexico,"15,206",13.6,0%,50 : 50,
2020,1001+,Autonomous University of Baja California,Mexico,"59,507",17.7,2%,53 : 47,
2020,1001+,Autonomous University of San Luis Potosi,Mexico,"32,012",9.5,1%,51 : 49,
2020,1001+,Autonomous University of Sinaloa,Mexico,"72,792",21.5,0%,52 : 48,
2020,1001+,Azarbaijan Shahid Madani University,Iran,"6,329",23.9,0%,62 : 38,
2020,1001+,Bahauddin Zakariya University,Pakistan,"28,135",34.5,0%,43 : 57,
2020,1001+,Bahçeşehir University,Turkey,"16,458",38.3,12%,48 : 52,
2020,1001+,Banasthali University,India,"10,355",19.1,4%,95 : 5,
2020,1001+,Institut Teknologi Bandung,Indonesia,"17,382",10.5,2%,41 : 59,
2020,1001+,Bashkir State University,Russian Federation,"15,236",11.1,3%,63 : 37,
2020,1001+,Başkent University,Turkey,"12,516",11.0,0%,53 : 47,
2020,1001+,Belarusian State University,Belarus,"27,101",8.4,9%,55 : 45,
2020,1001+,Belgorod State National Research University,Russian Federation,"13,175",13.4,18%,65 : 35,
2020,1001+,Benemérita Universidad Autónoma de Puebla,Mexico,"69,982",33.2,1%,53 : 47,
2020,1001+,University of Bío-Bío,Chile,"12,955",24.7,1%,42 : 58,
2020,1001+,University of Birjand,Iran,"11,000",24.4,1%,64 : 36,
2020,1001+,"Birla Institute of Technology and Science, Pilani",India,"13,535",17.4,1%,20 : 80,
2020,1001+,University of Biskra,Algeria,"34,037",24.5,1%,60 : 40,
2020,1001+,University of Brawijaya,Indonesia,"52,975",18.9,1%,54 : 46,
2020,1001+,Brno University of Technology,Czechia,"20,275",19.6,22%,29 : 71,
2020,1001+,Bu-Ali Sina University,Iran,"11,609",26.3,1%,53 : 47,
2020,1001+,University of Bucharest,Romania,"30,192",17.5,2%,68 : 32,
2020,1001+,Budapest University of Technology and Economics,Hungary,"18,219",16.9,7%,33 : 67,
2020,1001+,University of Burgos,Spain,"7,369",13.4,3%,53 : 47,
2020,1001+,"California State University, Long Beach",United States,"30,595",19.7,4%,58 : 42,
2020,1001+,Canterbury Christ Church University,United Kingdom,"11,385",17.0,12%,68 : 32,
2020,1001+,Technical University of Cartagena,Spain,"4,749",10.6,6%,27 : 73,
2020,1001+,University of Carthage,Tunisia,"32,088",10.1,1%,67 : 33,
2020,1001+,Catholic University of the North,Chile,"11,871",19.6,2%,46 : 54,
2020,1001+,University of Caxias do Sul,Brazil,"17,101",24.9,0%,54 : 46,
2020,1001+,Ceará State University,Brazil,"20,174",17.8,0%,55 : 45,
2020,1001+,University of Cergy-Pontoise,France,"14,867",16.3,16%,57 : 43,
2020,1001+,Chaoyang University of Technology,Taiwan,"16,787",41.9,8%,56 : 44,
2020,1001+,"University of Chemistry and Technology, Prague",Czechia,"4,285",9.8,20%,62 : 38,
2020,1001+,University of Chester,United Kingdom,"10,915",19.5,11%,67 : 33,
2020,1001+,Chiang Mai University,Thailand,"35,013",15.5,2%,62 : 38,
2020,1001+,Chiba Institute of Technology,Japan,"9,763",30.4,1%,13 : 87,
2020,1001+,Chubu University,Japan,"12,533",24.1,1%,26 : 74,
2020,1001+,Chungnam National University,South Korea,"21,908",19.9,4%,45 : 55,
2020,1001+,Chung Yuan Christian University,Taiwan,"15,926",32.9,11%,44 : 56,
2020,1001+,Chuo University,Japan,"26,302",37.2,4%,36 : 64,
2020,1001+,Cochin University of Science and Technology,India,"8,271",18.5,0%,36 : 64,
2020,1001+,University of Colombo,Sri Lanka,"22,322",29.6,1%,61 : 39,
2020,1001+,Comenius University Bratislava,Slovakia,"20,056",9.8,14%,67 : 33,
2020,1001+,University of Concepción,Chile,"27,640",17.4,1%,51 : 49,
2020,1001+,Corvinus University of Budapest,Hungary,"11,023",23.2,15%,54 : 46,
2020,1001+,Cukurova University,Turkey,"42,418",19.6,3%,39 : 61,
2020,1001+,Czech University of Life Sciences Prague (CZU),Czechia,"17,065",20.4,20%,53 : 47,
2020,1001+,University of Dar es Salaam,Tanzania,"30,139",19.1,0%,32 : 68,
2020,1001+,De La Salle University,Philippines,"15,604",17.8,3%,50 : 50,
2020,1001+,Delhi Technological University,India,"8,242",23.3,0%,16 : 84,
2020,1001+,Del Rosario University,Colombia,"10,339",12.9,1%,61 : 39,
2020,1001+,Democritus University of Thrace,Greece,"30,414",49.8,3%,54 : 46,
2020,1001+,University of Dhaka,Bangladesh,"34,108",15.6,0%,42 : 58,
2020,1001+,Dokuz Eylül University,Turkey,"62,844",19.3,2%,47 : 53,
2020,1001+,Doshisha University,Japan,"28,309",18.8,4%,41 : 59,
2020,1001+,Prague University of Economics and Business (VŠE),Czechia,"14,011",28.1,23%,54 : 46,
2020,1001+,Edge Hill University,United Kingdom,"12,185",15.5,5%,68 : 32,
2020,1001+,Ege University,Turkey,"46,056",21.0,3%,50 : 50,
2020,1001+,Ehime University,Japan,"9,333",13.1,2%,38 : 62,
2020,1001+,The University of Electro-Communications,Japan,"4,813",15.1,5%,12 : 88,
2020,1001+,University of Engineering & Technology (UET) Lahore,Pakistan,"14,654",14.5,2%,24 : 76,
2020,1001+,Erciyes University,Turkey,"39,178",29.1,3%,46 : 54,
2020,1001+,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,"22,879",8.9,0%,57 : 43,
2020,1001+,Universidade do Estado de Santa Catarina,Brazil,"12,922",11.9,1%,52 : 48,
2020,1001+,Universidade Estadual de Maringá,Brazil,"22,620",12.5,1%,58 : 42,
2020,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,"11,927",9.1,0%,59 : 41,
2020,1001+,Far Eastern Federal University,Russian Federation,"15,601",10.3,19%,,
2020,1001+,Fayoum University,Egypt,"33,084",14.1,1%,39 : 61,
2020,1001+,Universidade Federal do ABC (UFABC),Brazil,"14,422",20.9,1%,41 : 59,
2020,1001+,Federal University of Alagoas,Brazil,"24,077",13.2,0%,,
2020,1001+,Universidade Federal da Bahia,Brazil,"40,848",15.9,0%,53 : 47,
2020,1001+,Universidade Federal do Ceará (UFC),Brazil,"34,676",17.2,1%,46 : 54,
2020,1001+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,"3,621",10.7,2%,,
2020,1001+,Federal University of Espírito Santo,Brazil,"24,924",13.3,1%,59 : 41,
2020,1001+,Federal University of Goiás,Brazil,"34,158",13.4,1%,50 : 50,
2020,1001+,Federal University of Itajubá,Brazil,"9,449",18.6,1%,29 : 71,
2020,1001+,Federal University of Lavras,Brazil,"14,024",19.4,1%,50 : 50,
2020,1001+,Federal University of Mato Grosso do Sul,Brazil,"25,018",18.0,0%,49 : 51,
2020,1001+,Universidade Federal de Ouro Preto (UFOP),Brazil,"13,823",16.3,1%,53 : 47,
2020,1001+,Federal University of Pará,Brazil,"48,114",19.6,0%,44 : 56,
2020,1001+,Universidade Federal do Paraná (UFPR),Brazil,"34,528",14.2,0%,49 : 51,
2020,1001+,Universidade Federal de Pernambuco,Brazil,"34,072",12.8,1%,50 : 50,
2020,1001+,Federal University of Rio Grande do Norte (UFRN),Brazil,"42,573",17.1,0%,54 : 46,
2020,1001+,Universidade Federal Rural do Semi-Arido,Brazil,"5,872",7.7,0%,42 : 58,
2020,1001+,Federal University of Santa Maria,Brazil,"27,285",14.1,0%,54 : 46,
2020,1001+,Federal University of São Carlos,Brazil,"19,134",14.6,2%,49 : 51,
2020,1001+,Federal University of Viçosa,Brazil,"17,595",14.0,2%,50 : 50,
2020,1001+,Feng Chia University,Taiwan,"19,840",23.1,16%,37 : 63,
2020,1001+,Fluminense Federal University,Brazil,"55,502",15.4,0%,50 : 50,
2020,1001+,University of Fortaleza (UNIFOR),Brazil,"23,923",15.2,0%,49 : 51,
2020,1001+,Université Frères Mentouri Constantine 1,Algeria,"35,382",20.5,0%,56 : 44,
2020,1001+,University of Fukui,Japan,"5,020",9.3,4%,30 : 70,
2020,1001+,Universitas Gadjah Mada,Indonesia,"38,310",8.6,2%,58 : 42,
2020,1001+,Gazi University,Turkey,"77,346",30.3,3%,49 : 51,
2020,1001+,Gaziantep University,Turkey,"37,903",38.1,6%,38 : 62,
2020,1001+,University of Gdańsk,Poland,"27,859",17.1,2%,69 : 31,
2020,1001+,Gebze Technical University,Turkey,"7,487",27.4,2%,34 : 66,
2020,1001+,Gifu University,Japan,"7,194",7.6,4%,36 : 64,
2020,1001+,GITAM University,India,"17,226",14.2,2%,30 : 70,
2020,1001+,Government College University Lahore,Pakistan,"9,986",24.1,1%,43 : 57,
2020,1001+,Grigore T. Popa University of Medicine and Pharmacy,Romania,"9,375",11.1,28%,66 : 34,
2020,1001+,University of Guadalajara,Mexico,"123,932",55.6,0%,52 : 48,
2020,1001+,University of Guanajuato,Mexico,"26,034",19.8,3%,53 : 47,
2020,1001+,Guangxi University,China,"36,083",16.9,4%,47 : 53,
2020,1001+,Gubkin Russian State University of Oil and Gas,Russian Federation,"8,406",11.8,7%,36 : 64,
2020,1001+,University of Guilan,Iran,"16,240",28.2,0%,61 : 39,
2020,1001+,Gunma University,Japan,"6,473",7.7,3%,37 : 63,
2020,1001+,Hallym University,South Korea,"8,108",9.8,5%,,
2020,1001+,The Hashemite University,Jordan,"15,654",17.8,7%,63 : 37,
2020,1001+,Université Hassan II de Casablanca,Morocco,"110,125",27.8,2%,54 : 46,
2020,1001+,University of Havana,Cuba,"14,856",9.8,7%,71 : 29,
2020,1001+,Capital University,Egypt,"113,043",21.9,1%,51 : 49,
2020,1001+,Hosei University,Japan,"30,969",40.7,2%,37 : 63,
2020,1001+,University of Hradec Králové,Czechia,"6,611",15.1,4%,60 : 40,
2020,1001+,Huaqiao University,China,"30,491",17.7,11%,50 : 50,
2020,1001+,University of Hyogo,Japan,"6,566",12.8,3%,40 : 60,
2020,1001+,Ibaraki University,Japan,"8,181",15.2,3%,36 : 64,
2020,1001+,Ibn Tofaïl University,Morocco,"49,042",82.0,2%,48 : 52,
2020,1001+,Imam Abdulrahman Bin Faisal University,Saudi Arabia,"24,763",8.5,4%,77 : 23,
2020,1001+,Incheon National University,South Korea,"13,499",22.3,3%,43 : 57,
2020,1001+,Universidad Industrial de Santander (UIS),Colombia,"20,851",24.5,0%,46 : 54,
2020,1001+,Instituto Politécnico Nacional (IPN),Mexico,"177,983",10.8,0%,39 : 61,
2020,1001+,IPB University,Indonesia,"22,289",12.4,3%,58 : 42,
2020,1001+,I-Shou University,Taiwan,"13,970",28.5,14%,48 : 52,
2020,1001+,Istanbul Medipol University,Turkey,"26,215",29.4,2%,66 : 34,
2020,1001+,Ivane Javakhishvili Tbilisi State University,Georgia,"19,670",23.9,2%,62 : 38,
2020,1001+,Ivan Franko National University of Lviv,Ukraine,"16,220",8.6,1%,69 : 31,
2020,1001+,Iwate University,Japan,"5,516",13.8,3%,37 : 63,
2020,1001+,Izmir Institute of Technology,Turkey,"5,090",19.6,4%,46 : 54,
2020,1001+,Kagawa University,Japan,"6,392",9.7,2%,41 : 59,
2020,1001+,Kagoshima University,Japan,"10,541",10.1,3%,38 : 62,
2020,1001+,Kanagawa University,Japan,"18,104",14.6,3%,28 : 72,
2020,1001+,Kangwon National University,South Korea,"23,127",23.1,3%,41 : 59,
2020,1001+,Kansai University,Japan,"30,346",11.2,3%,39 : 61,
2020,1001+,Kasetsart University,Thailand,"68,067",22.2,1%,62 : 38,
2020,1001+,Kaunas University of Technology,Lithuania,"9,956",14.7,6%,38 : 62,
2020,1001+,Kazan National Research Technological University,Russian Federation,"15,260",10.7,11%,45 : 55,
2020,1001+,Kharazmi University,Iran,"12,656",20.9,1%,57 : 43,
2020,1001+,Khon Kaen University,Thailand,"38,655",19.7,2%,51 : 49,
2020,1001+,KIIT University,India,"21,390",13.1,2%,41 : 59,
2020,1001+,KMITL – King Mongkut’s Institute of Technology Ladkrabang,Thailand,"23,539",21.7,1%,53 : 47,
2020,1001+,King Mongkut's University of Technology North Bangkok,Thailand,"26,846",24.9,0%,42 : 58,
2020,1001+,King Mongkut’s University of Technology Thonburi,Thailand,"16,126",21.4,3%,47 : 53,
2020,1001+,Kitasato University,Japan,"8,503",5.4,0%,53 : 47,
2020,1001+,Kochi University,Japan,"5,469",8.1,1%,44 : 56,
2020,1001+,Kogakuin University,Japan,"6,505",17.4,1%,17 : 83,
2020,1001+,Kookmin University,South Korea,"17,081",11.3,10%,46 : 54,
2020,1001+,Kwansei Gakuin University,Japan,"24,766",23.8,3%,48 : 52,
2020,1001+,Kyoto Institute of Technology,Japan,"3,989",13.0,5%,26 : 74,
2020,1001+,Kyushu Institute of Technology (Kyutech),Japan,"5,653",16.2,4%,13 : 87,
2020,1001+,Latvia University of Life Sciences and Technologies,Latvia,"4,216",36.9,1%,49 : 51,
2020,1001+,University of León,Spain,"13,606",16.1,13%,56 : 44,
2020,1001+,University of Lethbridge,Canada,"6,996",12.9,12%,,
2020,1001+,L.N. Gumilyov Eurasian National University,Kazakhstan,"17,205",5.3,4%,,
2020,1001+,Lobachevsky State University of Nizhni Novgorod,Russian Federation,"18,077",7.9,7%,53 : 47,
2020,1001+,University of Lodz,Poland,"31,192",14.1,5%,65 : 35,
2020,1001+,Lodz University of Technology,Poland,"16,372",13.0,4%,41 : 59,
2020,1001+,London South Bank University,United Kingdom,"12,170",16.6,33%,56 : 44,
2020,1001+,Londrina State University,Brazil,"26,685",15.3,1%,57 : 43,
2020,1001+,Maharaja Sayajirao University of Baroda,India,"39,252",27.2,0%,55 : 45,
2020,1001+,Mahasarakham University,Thailand,"38,192",29.3,0%,67 : 33,
2020,1001+,Universiti Malaysia Sarawak (UNIMAS),Malaysia,"15,973",18.8,6%,65 : 35,
2020,1001+,Manipal Academy of Higher Education,India,"23,082",8.6,11%,45 : 55,
2020,1001+,University of Manouba,Tunisia,"18,361",13.5,1%,66 : 34,
2020,1001+,Marmara University,Turkey,"59,480",29.1,4%,49 : 51,
2020,1001+,University Cadi Ayyad of Marrakech,Morocco,"102,000",65.7,1%,54 : 46,
2020,1001+,Meiji University,Japan,"33,309",11.7,4%,34 : 66,
2020,1001+,Meijo University,Japan,"15,412",31.4,1%,29 : 71,
2020,1001+,Mendel University in Brno,Czechia,"7,215",14.4,16%,60 : 40,
2020,1001+,Menoufia University,Egypt,"84,587",36.4,1%,45 : 55,
2020,1001+,M’Hamed Bougara University of Boumerdès,Algeria,"31,075",21.1,0%,60 : 40,
2020,1001+,Universidad Michoacana de San Nicolás de Hidalgo,Mexico,"40,381",30.2,1%,52 : 48,
2020,1001+,Mie University,Japan,"7,118",9.5,3%,37 : 63,
2020,1001+,Ming Chuan University,Taiwan,"18,590",22.7,12%,60 : 40,
2020,1001+,Minia University,Egypt,"59,181",15.6,1%,60 : 40,
2020,1001+,MIREA - Russian Technological University,Russian Federation,"19,965",17.0,3%,33 : 67,
2020,1001+,University of Miyazaki,Japan,"5,488",7.9,3%,35 : 65,
2020,1001+,Mohammed V University of Rabat,Morocco,"81,914",33.4,5%,57 : 43,
2020,1001+,University of Monastir,Tunisia,"19,973",9.7,1%,68 : 32,
2020,1001+,University of Montenegro,Montenegro,"19,171",27.3,2%,56 : 44,
2020,1001+,Moscow Aviation Institute,Russian Federation,"15,248",11.7,9%,28 : 72,
2020,1001+,Moscow Power Engineering Institute,Russian Federation,"11,422",14.7,10%,37 : 63,
2020,1001+,Multimedia University,Malaysia,"11,080",13.3,9%,45 : 55,
2020,1001+,University of Mumbai,India,"7,874",18.1,0%,47 : 53,
2020,1001+,University of Mysore,India,"7,810",21.3,10%,39 : 61,
2020,1001+,Nagaoka University of Technology,Japan,"2,300",10.7,12%,11 : 89,
2020,1001+,Nagasaki University,Japan,"9,163",7.0,4%,37 : 63,
2020,1001+,Nagoya City University,Japan,"4,444",7.6,2%,53 : 47,
2020,1001+,Nagoya Institute of Technology,Japan,"5,661",16.2,4%,15 : 85,
2020,1001+,Nanjing University of Aeronautics and Astronautics,China,"29,542",16.6,3%,27 : 73,
2020,1001+,Nara Medical University,Japan,"1,240",3.3,1%,47 : 53,
2020,1001+,Naresuan University,Thailand,"22,863",15.6,1%,66 : 34,
2020,1001+,National Changhua University of Education,Taiwan,"8,180",21.8,8%,52 : 48,
2020,1001+,National Chiayi University,Taiwan,"12,219",26.3,3%,48 : 52,
2020,1001+,National Chin-Yi University of Technology,Taiwan,"7,158",24.9,4%,39 : 61,
2020,1001+,National Chung Cheng University,Taiwan,"10,161",14.9,5%,42 : 58,
2020,1001+,National Chung Hsing University,Taiwan,"15,077",14.9,5%,40 : 60,
2020,1001+,National University of Colombia,Colombia,"52,085",22.4,1%,38 : 62,
2020,1001+,National University of Córdoba,Argentina,"59,450",10.4,3%,68 : 32,
2020,1001+,National University of Cuyo,Argentina,"46,096",9.6,2%,61 : 39,
2020,1001+,National University of Kaohsiung,Taiwan,"5,550",23.3,4%,45 : 55,
2020,1001+,National Research Saratov State University,Russian Federation,"9,847",9.7,7%,61 : 39,
2020,1001+,National University of San Martín,Argentina,"15,236",15.8,5%,65 : 35,
2020,1001+,National University of the South,Argentina,"20,987",16.0,%,58 : 42,
2020,1001+,National Taipei University,Taiwan,"8,645",17.0,4%,54 : 46,
2020,1001+,National Taiwan Ocean University,Taiwan,"8,652",21.6,9%,32 : 68,
2020,1001+,National Technical University Kharkiv Polytechnic Institute,Ukraine,"13,411",8.4,9%,32 : 68,
2020,1001+,National Yunlin University of Science and Technology,Taiwan,"9,215",24.9,4%,42 : 58,
2020,1001+,Nicolaus Copernicus University in Toruń,Poland,"22,438",11.1,2%,71 : 29,
2020,1001+,University of Nigeria Nsukka,Nigeria,"34,227",13.2,1%,51 : 49,
2020,1001+,Slovak University of Agriculture in Nitra,Slovakia,"6,570",14.1,2%,57 : 43,
2020,1001+,University of North Carolina Wilmington,United States,"14,791",19.6,2%,62 : 38,
2020,1001+,North China Electric Power University,China,"30,733",16.6,2%,37 : 63,
2020,1001+,"University of the North, Colombia",Colombia,"14,228",20.5,3%,51 : 49,
2020,1001+,University of North Florida,United States,"12,132",17.7,2%,57 : 43,
2020,1001+,Novosibirsk State Technical University,Russian Federation,"11,640",11.4,20%,44 : 56,
2020,1001+,Oakland University,United States,"15,887",18.9,4%,57 : 43,
2020,1001+,Ocean University of China,China,"32,059",17.5,4%,52 : 48,
2020,1001+,Ochanomizu University,Japan,"2,775",14.8,4%,100 : 0,
2020,1001+,Oita University,Japan,"5,693",9.2,1%,37 : 63,
2020,1001+,Ondokuz Mayis University,Turkey,"36,179",33.0,6%,51 : 49,
2020,1001+,Osaka Medical College,Japan,"1,248",2.7,1%,49 : 51,
2020,1001+,Osaka Prefecture University,Japan,"7,746",10.1,4%,36 : 64,
2020,1001+,University of Ostrava,Czechia,"8,872",18.3,9%,70 : 30,
2020,1001+,University of Pardubice,Czechia,"7,266",13.7,7%,55 : 45,
2020,1001+,Paris Nanterre University,France,"33,434",36.3,17%,62 : 38,
2020,1001+,Perm National Research Polytechnic University,Russian Federation,"8,922",9.0,7%,35 : 65,
2020,1001+,Perm State University,Russian Federation,"9,252",10.5,1%,62 : 38,
2020,1001+,University of Peshawar,Pakistan,"5,647",10.7,2%,40 : 60,
2020,1001+,Pirogov Russian National Research Medical University,Russian Federation,"8,078",6.3,6%,72 : 28,
2020,1001+,PMAS Arid Agriculture University Rawalpindi,Pakistan,"12,452",52.1,0%,39 : 61,
2020,1001+,Polytechnic University of Bucharest,Romania,"29,437",13.5,3%,36 : 64,
2020,1001+,Polytechnic University of Timişoara,Romania,"12,646",20.4,3%,37 : 63,
2020,1001+,Pontifical Catholic University of Minas Gerais,Brazil,"34,101",21.3,0%,57 : 43,
2020,1001+,Pontifical Catholic University of Valparaíso,Chile,"15,935",24.4,1%,42 : 58,
2020,1001+,Universidad Pontificia Bolivariana (UPB),Colombia,"15,118",12.6,1%,55 : 45,
2020,1001+,Pontifícia Universidade Católica do Paraná,Brazil,"23,714",23.0,1%,53 : 47,
2020,1001+,Prince of Songkla University,Thailand,"39,257",15.8,2%,69 : 31,
2020,1001+,PSG College of Technology,India,"8,325",14.6,0%,38 : 62,
2020,1001+,Riga Technical University,Latvia,"10,805",29.8,11%,36 : 64,
2020,1001+,Ritsumeikan University,Japan,"34,413",18.3,6%,35 : 65,
2020,1001+,Robert Gordon University,United Kingdom,"9,490",20.4,22%,62 : 38,
2020,1001+,University of the Ryukyus,Japan,"8,222",10.9,2%,38 : 62,
2020,1001+,Saga University,Japan,"6,799",9.6,2%,39 : 61,
2020,1001+,Saitama University,Japan,"8,579",14.3,5%,33 : 67,
2020,1001+,Saitama Medical University,Japan,"1,909",1.5,0%,49 : 51,
2020,1001+,Samara National Research University (Samara University),Russian Federation,"9,660",10.6,11%,51 : 49,
2020,1001+,"University of Santiago, Chile (USACH)",Chile,"22,818",24.3,2%,42 : 58,
2020,1001+,University of Sargodha,Pakistan,"26,206",34.0,0%,51 : 49,
2020,1001+,SASTRA University,India,"12,234",14.5,0%,52 : 48,
2020,1001+,Sathyabama Institute of Science and Technology,India,"14,381",16.9,1%,49 : 51,
2020,1001+,University of Sciences and Technology Houari Boumediene,Algeria,"41,865",22.5,1%,58 : 42,
2020,1001+,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,"22,049",11.7,2%,52 : 48,
2020,1001+,Sechenov University,Russian Federation,"15,354",8.2,16%,78 : 22,
2020,1001+,Selçuk University,Turkey,"48,591",19.4,4%,41 : 59,
2020,1001+,Semnan University,Iran,"12,496",15.4,1%,50 : 50,
2020,1001+,Seoul National University of Science and Technology (SeoulTech),South Korea,"11,912",17.2,4%,34 : 66,
2020,1001+,University of Sfax,Tunisia,"32,178",13.5,1%,69 : 31,
2020,1001+,Shahed University,Iran,"6,350",19.4,0%,55 : 45,
2020,1001+,Shahid Bahonar University of Kerman,Iran,"14,998",23.5,0%,58 : 42,
2020,1001+,​Shahid Chamran University of Ahvaz,Iran,"12,309",21.1,2%,61 : 39,
2020,1001+,Shahrekord University,Iran,"7,378",22.8,0%,59 : 41,
2020,1001+,Shahrood University of Technology,Iran,"8,448",24.6,0%,44 : 56,
2020,1001+,Shibaura Institute of Technology,Japan,"7,886",24.0,16%,20 : 80,
2020,1001+,Shiga University of Medical Science,Japan,"1,164",3.1,2%,43 : 57,
2020,1001+,Shimane University,Japan,"6,086",7.6,2%,36 : 64,
2020,1001+,Shinshu University,Japan,"10,812",10.3,3%,32 : 68,
2020,1001+,Shiraz University of Medical Sciences,Iran,"10,465",10.9,2%,58 : 42,
2020,1001+,Shizuoka University,Japan,"9,956",13.6,3%,29 : 71,
2020,1001+,University of Shizuoka,Japan,"3,002",11.6,3%,61 : 39,
2020,1001+,Showa University,Japan,"3,659",2.1,1%,59 : 41,
2020,1001+,Siberian Federal University,Russian Federation,"23,800",16.7,4%,48 : 52,
2020,1001+,Siksha ‘O’ Anusandhan,India,"11,703",9.9,0%,47 : 53,
2020,1001+,University of Silesia in Katowice,Poland,"24,174",12.8,3%,64 : 36,
2020,1001+,Silesian University of Technology,Poland,"20,646",12.6,1%,34 : 66,
2020,1001+,Silpakorn University,Thailand,"24,542",19.8,3%,69 : 31,
2020,1001+,Simón Bolívar University,Venezuela,"10,273",24.9,0%,46 : 54,
2020,1001+,Slovak University of Technology in Bratislava,Slovakia,"13,108",13.3,3%,34 : 66,
2020,1001+,Sofia University,Bulgaria,"21,988",9.3,6%,65 : 35,
2020,1001+,Sohag University,Egypt,"52,056",28.8,0%,58 : 42,
2020,1001+,University of Sonora,Mexico,"29,921",20.9,1%,53 : 47,
2020,1001+,Soongsil University,South Korea,"15,516",18.3,6%,42 : 58,
2020,1001+,Sophia University,Japan,"13,369",24.2,9%,56 : 44,
2020,1001+,University of Sousse,Tunisia,"25,335",11.1,1%,67 : 33,
2020,1001+,University of South Africa,South Africa,"193,874",155.2,7%,67 : 33,
2020,1001+,University of South China,China,"21,401",10.0,0%,55 : 45,
2020,1001+,Southern Federal University,Russian Federation,"19,038",9.1,9%,55 : 45,
2020,1001+,Southern Medical University,China,"19,306",6.6,7%,58 : 42,
2020,1001+,South Ural State University,Russian Federation,"28,840",17.1,5%,45 : 55,
2020,1001+,South Valley University  (Egypt),Egypt,"47,488",47.9,0%,60 : 40,
2020,1001+,University of South Wales,United Kingdom,"15,665",14.8,19%,53 : 47,
2020,1001+,Southwest Jiaotong University,China,"38,059",15.9,2%,25 : 75,
2020,1001+,Srinakharinwirot University,Thailand,"22,247",17.4,0%,66 : 34,
2020,1001+,SRM Institute of Science and Technology,India,"51,031",15.6,2%,22 : 78,
2020,1001+,State University of Ponta Grossa,Brazil,"11,911",12.5,0%,52 : 48,
2020,1001+,Universidade Estadual de Santa Cruz,Brazil,"3,954",4.7,0%,54 : 46,
2020,1001+,St Petersburg Electrotechnical University (LETI),Russian Federation,"8,021",12.5,18%,30 : 70,
2020,1001+,Süleyman Demirel University,Turkey,"46,705",27.5,3%,48 : 52,
2020,1001+,Sumy State University,Ukraine,"9,293",10.4,13%,,
2020,1001+,Suranaree University of Technology,Thailand,"15,901",34.1,1%,55 : 45,
2020,1001+,SWPS University,Poland,"13,561",35.3,9%,74 : 26,
2020,1001+,Szent István University,Hungary,"12,796",18.7,11%,49 : 51,
2020,1001+,University of Talca,Chile,"10,795",16.1,1%,48 : 52,
2020,1001+,Tamil Nadu Agricultural University,India,"6,279",7.6,0%,62 : 38,
2020,1001+,Tamkang University,Taiwan,"26,032",24.7,8%,48 : 52,
2020,1001+,University of Tarapacá,Chile,"8,708",25.1,2%,55 : 45,
2020,1001+,Taras Shevchenko National University of Kyiv,Ukraine,"23,229",8.8,3%,58 : 42,
2020,1001+,Technical University of Cluj-Napoca,Romania,"19,745",17.9,1%,36 : 64,
2020,1001+,Technical University of Košice,Slovakia,"8,767",11.5,9%,29 : 71,
2020,1001+,Technical University of Liberec,Czechia,"5,321",9.5,12%,55 : 45,
2020,1001+,"University of Technology, Iraq",Iraq,"10,450",6.3,0%,60 : 40,
2020,1001+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,"35,177",14.0,1%,35 : 65,
2020,1001+,Universiti Teknologi MARA,Malaysia,"54,483",17.1,0%,66 : 34,
2020,1001+,Institut Teknologi Sepuluh Nopember,Indonesia,"14,624",10.6,4%,26 : 74,
2020,1001+,Texas State University,United States,"31,893",19.1,1%,58 : 42,
2020,1001+,Thammasat University,Thailand,"33,506",12.1,1%,65 : 35,
2020,1001+,TOBB University of Economics and Technology,Turkey,"5,836",16.8,1%,47 : 53,
2020,1001+,Toho University,Japan,"5,204",13.2,1%,50 : 50,
2020,1001+,Tokai University,Japan,"29,848",13.0,2%,26 : 74,
2020,1001+,Tokat Gaziosmanpaşa University,Turkey,"23,679",20.9,2%,46 : 54,
2020,1001+,Tokushima University,Japan,"7,553",8.7,3%,35 : 65,
2020,1001+,Tokyo University of Agriculture,Japan,"12,221",33.9,2%,41 : 59,
2020,1001+,Tokyo City University,Japan,"7,481",14.9,1%,23 : 77,
2020,1001+,Tokyo Denki University,Japan,"9,285",25.6,2%,12 : 88,
2020,1001+,Tokyo University of Marine Science and Technology,Japan,"2,654",10.7,7%,33 : 67,
2020,1001+,Tomas Bata University in Zlín,Czechia,"8,546",19.5,10%,58 : 42,
