year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2024,301–350,Beihang University,China,51.1–53.0,42.9,43.5,68.6,94.7,34.5,
2024,301–350,"Birkbeck, University of London",United Kingdom,51.1–53.0,34.7,29.7,78.0,63.5,92.4,
2024,301–350,"China Medical University, Taiwan",Taiwan,51.1–53.0,27.3,32.8,92.4,89.9,49.7,
2024,301–350,Copenhagen Business School,Denmark,51.1–53.0,21.1,32.3,92.1,43.8,91.5,
2024,301–350,Dalhousie University,Canada,51.1–53.0,30.8,31.6,78.9,71.7,89.1,
2024,301–350,Drexel University,United States,51.1–53.0,44.1,26.0,79.6,75.6,62.2,
2024,301–350,East China Normal University,China,51.1–53.0,42.7,35.1,76.3,66.3,56.4,
2024,301–350,Flinders University,Australia,51.1–53.0,29.2,35.4,78.4,71.0,88.9,
2024,301–350,Hanyang University,South Korea,51.1–53.0,45.4,40.4,62.0,99.4,66.5,
2024,301–350,Hebrew University of Jerusalem,Israel,51.1–53.0,46.4,36.3,68.9,71.0,46.8,
2024,301–350,Hong Kong Baptist University,Hong Kong,51.1–53.0,34.0,28.9,77.2,69.6,97.8,
2024,301–350,Kyushu University,Japan,51.1–53.0,55.0,47.5,51.2,98.4,48.8,
2024,301–350,Montpellier University,France,51.1–53.0,38.3,35.6,74.7,68.1,68.5,
2024,301–350,Northwestern Polytechnical University,China,51.1–53.0,37.4,40.6,74.7,86.7,48.4,
2024,301–350,Norwegian University of Science and Technology,Norway,51.1–53.0,36.0,38.4,74.7,67.8,66.2,
2024,301–350,Oregon Health and Science University,United States,51.1–53.0,39.1,21.3,91.7,86.8,34.6,
2024,301–350,"Royal Holloway, University of London",United Kingdom,51.1–53.0,31.6,29.3,79.0,63.3,94.6,
2024,301–350,Sharif University of Technology,Iran,51.1–53.0,39.1,37.4,78.3,86.2,37.0,
2024,301–350,Southeast University,China,51.1–53.0,39.9,46.3,68.4,90.4,47.6,
2024,301–350,Stellenbosch University,South Africa,51.1–53.0,33.8,39.5,76.9,89.8,59.9,
2024,301–350,"St George’s, University of London",United Kingdom,51.1–53.0,23.5,25.8,93.5,66.8,79.5,
2024,301–350,Swedish University of Agricultural Sciences,Sweden,51.1–53.0,34.7,34.9,78.8,85.4,54.4,
2024,301–350,Tampere University,Finland,51.1–53.0,30.6,38.4,80.9,93.1,49.8,
2024,301–350,The University of Tennessee-Knoxville,United States,51.1–53.0,38.0,31.6,84.5,72.9,56.1,
2024,301–350,United Arab Emirates University,United Arab Emirates,51.1–53.0,27.0,34.5,83.2,77.4,89.1,
2024,301–350,Università Cattolica del Sacro Cuore,Italy,51.1–53.0,35.2,30.0,89.4,74.5,52.3,
2024,301–350,Université Grenoble Alpes,France,51.1–53.0,42.2,37.9,66.9,69.1,71.6,
2024,301–350,Universiti Teknologi Petronas,Malaysia,51.1–53.0,33.8,37.8,77.7,67.9,77.8,
2024,301–350,University at Buffalo,United States,51.1–53.0,39.9,34.1,76.1,74.8,71.4,
2024,301–350,University College Cork,Ireland,51.1–53.0,28.3,31.6,82.4,75.9,77.2,
2024,301–350,University of Bremen,Germany,51.1–53.0,39.8,39.0,68.8,67.2,65.0,
2024,301–350,University of Dundee,United Kingdom,51.1–53.0,26.7,32.1,84.9,83.0,91.1,
2024,301–350,University of Essex,United Kingdom,51.1–53.0,30.0,31.8,81.0,57.7,97.4,
2024,301–350,University of Galway,Ireland,51.1–53.0,32.9,33.8,76.7,83.0,77.6,
2024,301–350,University of Innsbruck,Austria,51.1–53.0,34.4,33.1,70.3,79.6,94.7,
2024,301–350,University of Kiel,Germany,51.1–53.0,33.3,33.3,81.6,63.0,62.9,
2024,301–350,University of Liège,Belgium,51.1–53.0,33.5,38.7,72.7,95.5,73.6,
2024,301–350,University of Navarra,Spain,51.1–53.0,35.6,30.4,82.3,79.1,74.4,
2024,301–350,University of Otago,New Zealand,51.1–53.0,35.6,35.1,75.8,68.8,81.8,
2024,301–350,University of Pavia,Italy,51.1–53.0,37.6,32.3,82.7,80.4,50.4,
2024,301–350,University of Rome II – Tor Vergata,Italy,51.1–53.0,39.9,33.5,74.3,77.5,66.9,
2024,301–350,University of South Australia,Australia,51.1–53.0,25.0,36.8,82.5,98.3,83.5,
2024,301–350,University of Strathclyde,United Kingdom,51.1–53.0,32.4,35.5,71.2,75.5,91.9,
2024,301–350,University of Tartu,Estonia,51.1–53.0,32.8,31.8,86.5,64.1,60.7,
2024,301–350,University of the Witwatersrand,South Africa,51.1–53.0,33.0,42.9,72.4,81.3,76.3,
2024,301–350,University of Turku,Finland,51.1–53.0,31.6,34.9,83.3,67.0,52.5,
2024,301–350,Washington State University,United States,51.1–53.0,36.9,34.5,74.8,82.9,60.3,
2024,301–350,Western Sydney University,Australia,51.1–53.0,29.5,31.7,87.7,51.5,87.2,
2024,301–350,Xiamen University,China,51.1–53.0,38.0,33.5,83.7,72.1,38.4,
2024,351–400,Aix-Marseille University,France,49.1–51.0,43.0,27.2,71.9,63.2,76.3,
2024,351–400,Amirkabir University of Technology,Iran,49.1–51.0,34.8,33.7,77.0,85.1,38.8,
2024,351–400,Autonomous University of Madrid,Spain,49.1–51.0,38.7,29.9,76.3,65.4,60.9,
2024,351–400,Brunel University of London,United Kingdom,49.1–51.0,25.2,26.5,80.7,60.1,98.4,
2024,351–400,Chongqing University,China,49.1–51.0,32.8,38.2,75.9,79.6,42.0,
2024,351–400,"City, University of London",United Kingdom,49.1–51.0,27.4,30.9,78.6,61.8,95.5,
2024,351–400,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,49.1–51.0,48.8,38.9,64.8,78.1,34.5,
2024,351–400,Edith Cowan University,Australia,49.1–51.0,23.7,26.2,86.9,69.2,87.6,
2024,351–400,Free University of Bozen-Bolzano,Italy,49.1–51.0,31.8,22.8,85.5,45.6,78.6,
2024,351–400,Hasselt University,Belgium,49.1–51.0,33.5,38.1,69.1,83.9,71.6,
2024,351–400,Heriot-Watt University,United Kingdom,49.1–51.0,34.3,33.4,65.2,75.1,94.8,
2024,351–400,Hokkaido University,Japan,49.1–51.0,51.2,44.0,47.4,95.1,47.5,
2024,351–400,Hunan University,China,49.1–51.0,28.9,30.4,92.0,75.2,32.5,
2024,351–400,Illinois Institute of Technology,United States,49.1–51.0,42.6,26.9,67.8,91.5,73.2,
2024,351–400,Iowa State University,United States,49.1–51.0,39.5,34.5,69.3,84.8,46.0,
2024,351–400,James Cook University,Australia,49.1–51.0,28.3,30.9,79.6,58.9,77.7,
2024,351–400,Justus Liebig University Giessen,Germany,49.1–51.0,34.4,38.0,72.5,70.5,62.7,
2024,351–400,Koç University,Turkey,49.1–51.0,31.8,40.5,68.9,91.9,57.4,
2024,351–400,Leibniz University Hannover,Germany,49.1–51.0,38.3,41.5,62.1,81.6,58.2,
2024,351–400,Middle East Technical University,Turkey,49.1–51.0,44.2,43.1,53.6,81.9,56.0,
2024,351–400,Murdoch University,Australia,49.1–51.0,23.2,29.6,81.4,67.2,94.2,
2024,351–400,Peter the Great St Petersburg Polytechnic University,Russian Federation,49.1–51.0,43.4,31.3,67.4,61.6,65.2,
2024,351–400,Sabancı University,Turkey,49.1–51.0,31.7,37.9,69.5,90.2,66.6,
2024,351–400,Shenzhen University,China,49.1–51.0,27.8,34.3,85.3,57.9,42.4,
2024,351–400,Southern Medical University,China,49.1–51.0,44.1,36.7,74.8,56.4,30.4,
2024,351–400,Technion Israel Institute of Technology,Israel,49.1–51.0,37.5,34.0,66.9,68.1,71.8,
2024,351–400,Temple University,United States,49.1–51.0,40.7,24.3,85.2,70.4,43.6,
2024,351–400,University of Bayreuth,Germany,49.1–51.0,38.0,40.8,65.0,83.4,67.7,
2024,351–400,University of Bordeaux,France,49.1–51.0,37.2,29.9,72.5,66.7,66.6,
2024,351–400,University of Campinas,Brazil,49.1–51.0,50.0,45.5,54.0,65.5,40.4,
2024,351–400,University of Canberra,Australia,49.1–51.0,24.1,31.6,82.4,40.8,88.3,
2024,351–400,University of Colorado Denver/Anschutz Medical Campus,United States,49.1–51.0,33.4,23.7,93.7,73.4,36.9,
2024,351–400,University of Connecticut,United States,49.1–51.0,41.2,30.2,72.8,68.7,64.6,
2024,351–400,University of Electronic Science and Technology of China,China,49.1–51.0,34.8,35.2,80.9,85.5,33.9,
2024,351–400,University of Florence,Italy,49.1–51.0,35.5,34.4,78.6,72.9,51.9,
2024,351–400,University of Georgia (USA),United States,49.1–51.0,41.2,40.5,68.2,69.8,43.9,
2024,351–400,University of Kansas,United States,49.1–51.0,42.7,25.9,73.1,79.9,58.6,
2024,351–400,University of Manitoba,Canada,49.1–51.0,31.8,34.7,76.3,62.3,59.1,
2024,351–400,University of Milan,Italy,49.1–51.0,31.3,31.8,87.3,69.5,47.2,
2024,351–400,University of Milan-Bicocca,Italy,49.1–51.0,27.8,26.0,91.1,66.7,47.0,
2024,351–400,University of Naples Federico II,Italy,49.1–51.0,36.7,28.3,86.9,72.0,35.4,
2024,351–400,University of Saskatchewan,Canada,49.1–51.0,39.0,35.1,62.9,95.8,78.9,
2024,351–400,University of Sharjah,United Arab Emirates,49.1–51.0,20.7,25.7,93.8,29.0,98.8,
2024,351–400,University of Southern Queensland,Australia,49.1–51.0,28.4,25.9,88.0,46.9,81.8,
2024,351–400,University of St Gallen,Switzerland,49.1–51.0,33.8,21.0,81.4,66.6,93.6,
2024,351–400,University of Texas at Dallas,United States,49.1–51.0,29.5,28.3,84.9,72.3,62.7,
2024,351–400,University of Trento,Italy,49.1–51.0,29.3,34.8,80.5,65.2,61.1,
2024,351–400,University of Tsukuba,Japan,49.1–51.0,51.8,42.6,52.3,72.9,51.3,
2024,351–400,University of Victoria,Canada,49.1–51.0,27.4,31.2,80.1,63.8,88.9,
2024,351–400,York University,Canada,49.1–51.0,28.2,32.4,78.3,69.6,79.5,
2024,401–500,"Asia University, Taiwan",Taiwan,45.4–49.0,18.3,36.6,80.6,63.2,49.2,
2024,401–500,Aston University,United Kingdom,45.4–49.0,22.2,26.5,82.5,64.1,95.2,
2024,401–500,Auckland University of Technology,New Zealand,45.4–49.0,23.8,21.2,84.0,40.8,92.4,
2024,401–500,Australian Catholic University,Australia,45.4–49.0,16.8,25.7,97.0,21.9,80.7,
2024,401–500,Bangor University,United Kingdom,45.4–49.0,27.6,25.3,72.7,64.3,88.2,
2024,401–500,Bauman Moscow State Technical University,Russian Federation,45.4–49.0,71.7,43.9,22.1,51.7,59.3,
2024,401–500,Bond University,Australia,45.4–49.0,28.2,23.1,82.5,23.1,82.3,
2024,401–500,Bournemouth University,United Kingdom,45.4–49.0,23.2,21.1,86.7,38.4,89.0,
2024,401–500,Campus Bio-Medico University of Rome,Italy,45.4–49.0,32.6,29.0,76.9,48.8,31.0,
2024,401–500,Centrale Nantes,France,45.4–49.0,40.7,33.4,50.6,81.1,87.8,
2024,401–500,Charles Darwin University,Australia,45.4–49.0,24.8,32.5,73.9,36.3,81.6,
2024,401–500,Charles University,Czechia,45.4–49.0,38.8,33.1,61.9,60.1,64.7,
2024,401–500,Chung-Ang University,South Korea,45.4–49.0,37.4,38.4,52.0,98.3,62.6,
2024,401–500,Claude Bernard University Lyon 1,France,45.4–49.0,40.3,27.1,65.0,71.3,63.7,
2024,401–500,"Colorado State University, Fort Collins",United States,45.4–49.0,33.4,31.7,74.4,69.4,46.6,
2024,401–500,Constructor University,Germany,45.4–49.0,36.7,35.9,48.9,84.7,93.5,
2024,401–500,Dalian University of Technology,China,45.4–49.0,37.0,35.0,68.1,86.8,40.2,
2024,401–500,Dublin City University,Ireland,45.4–49.0,24.5,35.2,77.1,62.8,73.9,
2024,401–500,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,France,45.4–49.0,43.9,30.3,55.7,87.2,82.7,
2024,401–500,Florida International University,United States,45.4–49.0,31.0,29.3,74.2,61.5,51.0,
2024,401–500,George Mason University,United States,45.4–49.0,29.7,27.5,82.7,62.0,59.9,
2024,401–500,Georgia State University,United States,45.4–49.0,35.0,25.4,72.6,65.2,57.1,
2024,401–500,"Goldsmiths, University of London",United Kingdom,45.4–49.0,29.2,25.2,75.4,28.9,81.0,
2024,401–500,Gwangju Institute of Science and Technology (GIST),South Korea,45.4–49.0,48.5,39.6,50.3,99.9,43.9,
2024,401–500,HSE University,Russian Federation,45.4–49.0,34.4,44.0,57.3,56.5,51.4,
2024,401–500,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,45.4–49.0,43.4,23.4,65.8,21.5,69.8,
2024,401–500,IMT Atlantique,France,45.4–49.0,47.5,36.5,43.6,90.5,84.8,
2024,401–500,Institut Agro,France,45.4–49.0,43.8,32.6,60.2,59.6,60.3,
2024,401–500,Iran University of Science and Technology,Iran,45.4–49.0,33.6,37.4,75.2,73.9,24.3,
2024,401–500,Johannes Kepler University of Linz,Austria,45.4–49.0,36.8,35.4,58.2,98.7,71.7,
2024,401–500,King Saud University,Saudi Arabia,45.4–49.0,31.4,19.9,84.5,48.7,77.2,
2024,401–500,Lincoln University (New Zealand),New Zealand,45.4–49.0,33.9,26.7,68.4,49.7,92.0,
2024,401–500,Maynooth University,Ireland,45.4–49.0,21.1,30.7,77.0,58.3,74.8,
2024,401–500,Missouri University of Science and Technology,United States,45.4–49.0,33.2,28.7,69.6,88.1,72.4,
2024,401–500,Mizzou - University of Missouri,United States,45.4–49.0,40.6,26.0,66.0,69.9,53.6,
2024,401–500,National Research Nuclear University MEPhI,Russian Federation,45.4–49.0,53.1,41.0,42.4,57.5,78.8,
2024,401–500,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,45.4–49.0,33.2,36.9,63.8,93.2,56.4,
2024,401–500,National Tsing Hua University,Taiwan,45.4–49.0,38.9,42.3,58.4,99.5,46.2,
2024,401–500,National Yang Ming Chiao Tung University (NYCU Taiwan),Taiwan,45.4–49.0,44.0,44.3,52.9,99.9,41.4,
2024,401–500,New Jersey Institute of Technology,United States,45.4–49.0,27.4,23.5,69.2,69.8,93.6,
2024,401–500,Polytechnic University of Turin,Italy,45.4–49.0,29.7,30.2,73.5,85.8,53.2,
2024,401–500,Pontificia Universidad Católica de Chile,Chile,45.4–49.0,29.7,34.3,67.6,84.7,57.9,
2024,401–500,Prince Sultan University (PSU),Saudi Arabia,45.4–49.0,18.4,20.5,87.0,37.8,85.8,
2024,401–500,Quaid-i-Azam University,Pakistan,45.4–49.0,29.7,24.1,84.2,22.9,53.7,
2024,401–500,Rensselaer Polytechnic Institute,United States,45.4–49.0,34.1,30.3,60.9,89.9,78.7,
2024,401–500,Royal Veterinary College,United Kingdom,45.4–49.0,30.0,20.7,75.6,61.1,95.1,
2024,401–500,Saint Louis University,United States,45.4–49.0,41.1,16.3,80.9,60.6,42.0,
2024,401–500,SOAS University of London,United Kingdom,45.4–49.0,42.5,36.1,60.2,15.6,80.4,
2024,401–500,Stevens Institute of Technology,United States,45.4–49.0,26.9,25.3,74.6,62.4,80.8,
2024,401–500,Syracuse University,United States,45.4–49.0,33.8,28.2,73.3,72.7,56.5,
2024,401–500,Taipei Medical University,Taiwan,45.4–49.0,47.4,32.6,60.9,85.1,48.5,
2024,401–500,Tokyo Medical and Dental University (TMDU),Japan,45.4–49.0,46.7,31.3,53.4,99.0,39.0,
2024,401–500,TU Dortmund University,Germany,45.4–49.0,35.7,42.2,62.3,72.0,57.3,
2024,401–500,Tulane University,United States,45.4–49.0,42.9,24.4,73.1,67.8,50.7,
2024,401–500,Umeå University,Sweden,45.4–49.0,26.0,33.5,80.2,60.6,64.9,
2024,401–500,Université du Québec,Canada,45.4–49.0,33.7,33.8,57.2,71.5,74.3,
2024,401–500,Universiti Brunei Darussalam,Brunei Darussalam,45.4–49.0,28.5,28.9,76.0,22.9,75.7,
2024,401–500,Universiti Kebangsaan Malaysia,Malaysia,45.4–49.0,45.7,27.8,58.7,47.4,74.9,
2024,401–500,Universiti Sains Malaysia,Malaysia,45.4–49.0,42.9,27.8,60.0,53.7,71.9,
2024,401–500,Universiti Teknologi Malaysia,Malaysia,45.4–49.0,44.1,29.3,65.0,55.0,71.5,
2024,401–500,Universiti Utara Malaysia,Malaysia,45.4–49.0,38.4,27.6,69.7,28.1,78.7,
2024,401–500,University of Brescia,Italy,45.4–49.0,24.4,19.2,89.3,62.4,44.9,
2024,401–500,"University of California, Merced",United States,45.4–49.0,26.2,23.9,86.8,48.1,55.0,
2024,401–500,University of Catania,Italy,45.4–49.0,32.4,22.7,81.2,59.0,34.9,
2024,401–500,University of Central Florida,United States,45.4–49.0,28.5,34.4,74.7,78.3,39.9,
2024,401–500,University of Coimbra,Portugal,45.4–49.0,31.4,38.2,59.9,78.0,54.3,
2024,401–500,University of Delaware,United States,45.4–49.0,32.7,31.8,72.5,80.9,62.3,
2024,401–500,University of Fribourg,Switzerland,45.4–49.0,36.8,33.2,63.2,54.7,83.1,
2024,401–500,University of Genoa,Italy,45.4–49.0,36.1,28.3,78.0,73.4,47.3,
2024,401–500,University of Greifswald,Germany,45.4–49.0,35.5,29.9,73.8,60.2,57.1,
2024,401–500,University of Guelph,Canada,45.4–49.0,32.6,36.2,66.2,78.1,64.5,
2024,401–500,University of Hull,United Kingdom,45.4–49.0,27.4,24.3,74.3,59.8,85.4,
2024,401–500,University of Johannesburg,South Africa,45.4–49.0,28.6,36.3,66.8,44.8,81.0,
2024,401–500,University of Jyväskylä,Finland,45.4–49.0,31.4,34.1,78.2,53.0,49.7,
2024,401–500,University of Kent,United Kingdom,45.4–49.0,27.6,29.0,77.6,51.9,93.5,
2024,401–500,University of Kentucky,United States,45.4–49.0,41.3,30.8,71.8,70.9,46.8,
2024,401–500,University of Limerick,Ireland,45.4–49.0,27.1,32.6,64.1,75.9,76.1,
2024,401–500,University of Lisbon,Portugal,45.4–49.0,29.6,38.0,69.9,64.7,56.9,
2024,401–500,University of Marburg,Germany,45.4–49.0,36.7,31.4,68.8,63.1,62.3,
2024,401–500,University of Modena and Reggio Emilia,Italy,45.4–49.0,32.0,24.6,79.6,80.3,40.2,
2024,401–500,University of Nebraska-Lincoln,United States,45.4–49.0,33.8,31.1,71.5,67.0,65.9,
2024,401–500,University of Neuchâtel,Switzerland,45.4–49.0,31.8,26.4,67.2,53.5,85.9,
2024,401–500,University of Oregon,United States,45.4–49.0,31.1,30.5,79.4,70.2,43.2,
2024,401–500,University of Passau,Germany,45.4–49.0,31.5,36.5,66.5,62.2,58.2,
2024,401–500,University of Pisa,Italy,45.4–49.0,31.1,31.2,80.5,68.7,43.2,
2024,401–500,University of Plymouth,United Kingdom,45.4–49.0,24.4,21.9,79.5,66.1,80.6,
2024,401–500,University of Porto,Portugal,45.4–49.0,31.3,35.4,71.1,66.3,57.9,
2024,401–500,University of Portsmouth,United Kingdom,45.4–49.0,20.0,20.0,84.5,40.6,94.7,
2024,401–500,University of South Carolina-Columbia,United States,45.4–49.0,35.9,24.6,75.1,63.4,59.2,
2024,401–500,University of Stirling,United Kingdom,45.4–49.0,23.0,26.2,82.4,41.0,91.4,
2024,401–500,University of Tehran,Iran,45.4–49.0,37.7,28.4,71.9,60.5,33.6,
2024,401–500,University of Toulouse,France,45.4–49.0,29.4,30.2,65.7,70.2,72.6,
2024,401–500,University of Turin,Italy,45.4–49.0,23.0,30.1,84.5,74.4,45.5,
2024,401–500,University of Vaasa,Finland,45.4–49.0,22.0,27.7,90.3,39.5,65.3,
2024,401–500,University of Waikato,New Zealand,45.4–49.0,26.1,31.0,74.3,72.4,89.8,
2024,401–500,Verona University,Italy,45.4–49.0,29.6,26.2,84.1,67.0,46.0,
2024,401–500,Victoria University,Australia,45.4–49.0,27.4,29.9,73.1,57.2,75.5,
2024,401–500,Victoria University of Wellington,New Zealand,45.4–49.0,28.6,34.1,69.4,58.4,80.3,
2024,401–500,Virginia Commonwealth University,United States,45.4–49.0,36.4,23.2,82.8,72.7,36.5,
2024,401–500,Wake Forest University,United States,45.4–49.0,39.6,22.0,80.6,78.5,38.7,
2024,401–500,Zayed University,United Arab Emirates,45.4–49.0,28.3,25.4,85.7,35.0,74.5,
2024,501–600,Aberystwyth University,United Kingdom,41.9–45.3,26.3,23.0,68.5,62.4,87.3,
2024,501–600,Åbo Akademi University,Finland,41.9–45.3,29.5,31.6,59.3,67.1,68.1,
2024,501–600,Ajou University,South Korea,41.9–45.3,35.6,37.7,52.8,92.3,48.0,
2024,501–600,Alfaisal University,Saudi Arabia,41.9–45.3,24.1,15.2,72.7,42.1,97.7,
2024,501–600,American University of Beirut,Lebanon,41.9–45.3,29.7,17.9,73.5,66.0,72.9,
2024,501–600,Anglia Ruskin University (ARU),United Kingdom,41.9–45.3,20.2,16.3,84.8,19.0,94.2,
2024,501–600,Anna University,India,41.9–45.3,32.0,26.3,72.4,51.0,20.4,
2024,501–600,Auburn University,United States,41.9–45.3,36.0,25.7,59.6,69.3,57.7,
2024,501–600,Babol Noshirvani University of Technology,Iran,41.9–45.3,21.5,21.5,94.4,28.4,25.3,
2024,501–600,Bar-Ilan University,Israel,41.9–45.3,30.0,34.1,54.1,85.8,46.8,
2024,501–600,Beirut Arab University,Lebanon,41.9–45.3,48.5,24.6,47.3,18.6,88.2,
2024,501–600,Ben-Gurion University of the Negev,Israel,41.9–45.3,34.1,30.6,59.0,71.6,34.5,
2024,501–600,Brighton and Sussex Medical School,United Kingdom,41.9–45.3,26.6,22.0,74.4,37.8,93.1,
2024,501–600,Ca’ Foscari University of Venice,Italy,41.9–45.3,34.2,36.3,52.8,64.7,63.0,
2024,501–600,Carleton University,Canada,41.9–45.3,22.6,31.2,67.0,75.5,77.2,
2024,501–600,Central Queensland University,Australia,41.9–45.3,19.7,26.7,76.0,39.5,65.3,
2024,501–600,"China University of Petroleum, Beijing",China,41.9–45.3,31.6,37.5,56.6,81.8,30.1,
2024,501–600,Complutense University of Madrid,Spain,41.9–45.3,40.3,29.4,58.8,52.1,46.7,
2024,501–600,Concordia University,Canada,41.9–45.3,25.7,29.3,66.2,66.3,86.6,
2024,501–600,Donghua University,China,41.9–45.3,27.8,22.1,72.8,85.3,39.9,
2024,501–600,Edinburgh Napier University,United Kingdom,41.9–45.3,18.1,18.4,77.9,47.7,93.7,
2024,501–600,ENSTA Bretagne,France,41.9–45.3,39.4,28.6,48.1,75.5,68.9,
2024,501–600,Graz University of Technology,Austria,41.9–45.3,40.4,21.4,51.5,91.5,81.5,
2024,501–600,Hamburg University of Technology,Germany,41.9–45.3,37.6,24.5,53.0,79.5,61.4,
2024,501–600,Istanbul Technical University,Turkey,41.9–45.3,35.8,36.6,51.8,87.3,45.8,
